Train Dataset,Anomaly Dataset,Inference time,tn,tp,fn,fp,Precision,Recall,F1-Score,Threshold
audio_classification.csv,audio_classification.csv,0.30364108085632324,1,19,11,0,1.0,0.6333333333333333,0.7755102040816326,0.000900314877154122
audio_classification.csv,face_detection.csv,0.06832671165466309,1,30,0,0,1.0,1.0,1.0,0.000984603516964079
audio_classification.csv,face_landmarking.csv,0.06756711006164551,1,30,0,0,1.0,1.0,1.0,0.0019586903420955033
audio_classification.csv,gesture_recognition.csv,0.0676429271697998,1,30,0,0,1.0,1.0,1.0,0.0006495358391089694
audio_classification.csv,hand_landmarking.csv,0.0706930160522461,1,30,0,0,1.0,1.0,1.0,0.0003866844590800452
audio_classification.csv,idle1.csv,0.06917405128479004,1,30,0,0,1.0,1.0,1.0,0.0007219114788497588
audio_classification.csv,idle2.csv,0.06768488883972168,1,30,0,0,1.0,1.0,1.0,0.0005568253203581227
audio_classification.csv,object_detection.csv,0.06856107711791992,1,30,0,0,1.0,1.0,1.0,0.001460648435443835
audio_classification.csv,pose_landmarking.csv,0.07509160041809082,1,30,0,0,1.0,1.0,1.0,0.0016121142376571732
face_detection.csv,audio_classification.csv,0.2389965057373047,1,30,0,0,1.0,1.0,1.0,0.011188479076837309
face_detection.csv,face_detection.csv,0.06707334518432617,1,28,2,0,1.0,0.9333333333333333,0.9655172413793104,0.0001902794898730437
face_detection.csv,face_landmarking.csv,0.06761789321899414,1,30,0,0,1.0,1.0,1.0,0.0007385956175561301
face_detection.csv,gesture_recognition.csv,0.06979203224182129,1,30,0,0,1.0,1.0,1.0,0.008328518506983481
face_detection.csv,hand_landmarking.csv,0.0676579475402832,1,30,0,0,1.0,1.0,1.0,0.0009667935167815109
face_detection.csv,idle1.csv,0.06878137588500977,1,30,0,0,1.0,1.0,1.0,0.0005311036616286733
face_detection.csv,idle2.csv,0.06889986991882324,1,30,0,0,1.0,1.0,1.0,0.0006510530609330149
face_detection.csv,object_detection.csv,0.07011055946350098,1,30,0,0,1.0,1.0,1.0,0.0012701915680970429
