Train Dataset,Anomaly Dataset,Inference time,tn,tp,fn,fp,Precision,Recall,F1-Score,Threshold
audio_classification.csv,audio_classification.csv,0.041645050048828125,1,7,3,0,1.0,0.7,0.8235294117647058,0.2816929114135042
audio_classification.csv,face_detection.csv,0.04013848304748535,1,10,0,0,1.0,1.0,1.0,0.1662781739869869
audio_classification.csv,face_landmarking.csv,0.039545297622680664,1,10,0,0,1.0,1.0,1.0,0.6621149907332893
audio_classification.csv,gesture_recognition.csv,0.041455984115600586,1,10,0,0,1.0,1.0,1.0,0.08178726447732884
audio_classification.csv,hand_landmarking.csv,0.04140806198120117,1,10,0,0,1.0,1.0,1.0,0.6074648253617805
audio_classification.csv,idle1.csv,0.04194760322570801,1,10,0,0,1.0,1.0,1.0,1.3913304844203749
audio_classification.csv,idle2.csv,0.042745351791381836,1,10,0,0,1.0,1.0,1.0,0.3191017475550575
audio_classification.csv,object_detection.csv,0.04011201858520508,1,10,0,0,1.0,1.0,1.0,0.07739650768592427
audio_classification.csv,pose_landmarking.csv,0.039078474044799805,1,10,0,0,1.0,1.0,1.0,0.22946623150979686
face_detection.csv,audio_classification.csv,0.03860211372375488,1,10,0,0,1.0,1.0,1.0,0.3267428853126189
face_detection.csv,face_detection.csv,0.03958249092102051,1,4,6,0,1.0,0.4,0.5714285714285715,0.3704938038904302
face_detection.csv,face_landmarking.csv,0.04055619239807129,1,10,0,0,1.0,1.0,1.0,0.9640349162320613
face_detection.csv,gesture_recognition.csv,0.039159536361694336,1,0,10,0,0.0,0.0,0.0,4.079158432203072
face_detection.csv,hand_landmarking.csv,0.041063547134399414,1,10,0,0,1.0,1.0,1.0,0.8860621774788863
face_detection.csv,idle1.csv,0.039106130599975586,1,10,0,0,1.0,1.0,1.0,0.747325703318921
face_detection.csv,idle2.csv,0.04212307929992676,1,10,0,0,1.0,1.0,1.0,0.5948931364634323
face_detection.csv,object_detection.csv,0.039218902587890625,1,10,0,0,1.0,1.0,1.0,0.36292696644491806
face_detection.csv,pose_landmarking.csv,0.039032697677612305,1,10,0,0,1.0,1.0,1.0,0.31457084298073346
face_landmarking.csv,audio_classification.csv,0.038054704666137695,1,10,0,0,1.0,1.0,1.0,0.864197459103853
face_landmarking.csv,face_detection.csv,0.042556047439575195,1,10,0,0,1.0,1.0,1.0,0.335756966745963
face_landmarking.csv,face_landmarking.csv,0.04067063331604004,1,10,0,0,1.0,1.0,1.0,0.12942075928230182
face_landmarking.csv,gesture_recognition.csv,0.04103803634643555,1,10,0,0,1.0,1.0,1.0,0.24007869644741442
face_landmarking.csv,hand_landmarking.csv,0.040040016174316406,1,10,0,0,1.0,1.0,1.0,0.6517276077468064
face_landmarking.csv,idle1.csv,0.03912091255187988,1,10,0,0,1.0,1.0,1.0,0.19117747806982374
face_landmarking.csv,idle2.csv,0.043060302734375,1,10,0,0,1.0,1.0,1.0,0.1168105076578787
face_landmarking.csv,object_detection.csv,0.04074358940124512,1,10,0,0,1.0,1.0,1.0,0.2916873072739151
face_landmarking.csv,pose_landmarking.csv,0.03909111022949219,1,10,0,0,1.0,1.0,1.0,0.15742188933009083
gesture_recognition.csv,audio_classification.csv,0.041539907455444336,1,10,0,0,1.0,1.0,1.0,0.08166389940587417
gesture_recognition.csv,face_detection.csv,0.044259071350097656,1,10,0,0,1.0,1.0,1.0,0.5025091602634546
gesture_recognition.csv,face_landmarking.csv,0.0408780574798584,1,10,0,0,1.0,1.0,1.0,0.6052263110645287
gesture_recognition.csv,gesture_recognition.csv,0.041371822357177734,1,3,7,0,1.0,0.3,0.4615384615384615,1.2467027537616309
gesture_recognition.csv,hand_landmarking.csv,0.03859710693359375,1,10,0,0,1.0,1.0,1.0,0.6128266051708734
gesture_recognition.csv,idle1.csv,0.040045738220214844,1,10,0,0,1.0,1.0,1.0,0.5238389944273866
gesture_recognition.csv,idle2.csv,0.04109382629394531,1,10,0,0,1.0,1.0,1.0,0.09912770383918207
gesture_recognition.csv,object_detection.csv,0.05564308166503906,1,10,0,0,1.0,1.0,1.0,0.2720297016018928
gesture_recognition.csv,pose_landmarking.csv,0.04032301902770996,1,10,0,0,1.0,1.0,1.0,0.835904036628099
hand_landmarking.csv,audio_classification.csv,0.03856158256530762,1,10,0,0,1.0,1.0,1.0,0.3058070535918193
hand_landmarking.csv,face_detection.csv,0.04356861114501953,1,10,0,0,1.0,1.0,1.0,0.1606968293693103
hand_landmarking.csv,face_landmarking.csv,0.039574623107910156,1,10,0,0,1.0,1.0,1.0,0.16330156091430362
hand_landmarking.csv,gesture_recognition.csv,0.03904128074645996,1,9,1,0,1.0,0.9,0.9473684210526316,2.7343286962347406
hand_landmarking.csv,hand_landmarking.csv,0.03955864906311035,1,3,7,0,1.0,0.3,0.4615384615384615,0.3299712551762383
hand_landmarking.csv,idle1.csv,0.03910970687866211,1,10,0,0,1.0,1.0,1.0,0.28011588348530503
