,0,1
0,1733145491,4384
1,1733145492,4384
2,1733145493,4384
3,1733145494,4352
4,1733145495,4352
5,1733145496,4352
6,1733145497,4352
7,1733145498,4352
8,1733145499,4352
9,1733145500,4352
10,1733145501,4352
11,1733145502,4352
12,1733145503,4352
13,1733145504,4352
14,1733145505,4352
15,1733145506,4352
16,1733145507,4384
17,1733145508,4352
18,1733145509,4352
19,1733145510,4352
20,1733145511,4352
21,1733145512,4352
22,1733145513,4352
23,1733145514,4352
24,1733145515,4352
25,1733145516,4352
26,1733145517,4352
27,1733145518,4352
28,1733145519,4352
29,1733145520,4352
30,1733145521,4352
31,1733145522,4352
32,1733145523,4352
33,1733145524,4352
34,1733145525,4352
35,1733145526,4352
36,1733145527,4352
37,1733145528,4352
38,1733145529,4352
39,1733145530,4352
40,1733145531,4384
41,1733145532,4384
42,1733145533,4384
43,1733145534,4384
44,1733145535,4384
45,1733145536,4352
46,1733145537,4352
47,1733145538,4352
48,1733145539,4352
49,1733145540,4352
50,1733145541,4352
51,1733145542,4352
52,1733145543,4352
53,1733145544,4352
54,1733145545,4352
55,1733145546,4352
56,1733145547,4352
57,1733145548,4352
58,1733145549,4352
59,1733145550,4352
60,1733145551,4352
61,1733145552,4352
62,1733145553,4352
63,1733145554,4352
64,1733145555,4352
65,1733145556,4352
66,1733145557,4352
67,1733145558,4352
68,1733145559,4352
69,1733145560,4352
70,1733145561,4352
71,1733145562,4352
72,1733145563,4352
73,1733145564,4352
74,1733145565,4352
75,1733145566,4352
76,1733145567,4352
77,1733145568,4352
78,1733145569,4352
79,1733145570,4352
80,1733145571,4352
81,1733145572,4352
82,1733145573,4352
83,1733145574,4352
84,1733145575,4352
85,1733145576,4352
86,1733145577,4352
87,1733145578,4352
88,1733145579,4352
89,1733145580,4352
90,1733145581,4384
91,1733145582,4384
92,1733145583,4384
93,1733145584,4384
94,1733145585,4384
95,1733145586,4320
96,1733145587,4320
97,1733145588,4320
98,1733145589,4320
99,1733145590,4320
100,1733145591,4320
101,1733145592,4320
102,1733145593,4320
103,1733145594,4320
104,1733145595,4320
105,1733145596,4320
106,1733145597,4320
107,1733145598,4320
108,1733145599,4320
109,1733145600,4320
110,1733145601,4320
111,1733145602,4320
112,1733145603,4320
113,1733145604,4320
114,1733145605,4320
115,1733145606,4320
116,1733145607,4320
117,1733145608,4320
118,1733145609,4320
119,1733145610,4320
120,1733145611,4320
121,1733145612,4320
122,1733145613,4320
123,1733145614,4352
124,1733145615,4352
125,1733145616,4352
126,1733145617,4352
127,1733145618,4352
128,1733145619,4352
129,1733145620,4352
130,1733145621,4352
131,1733145622,4352
132,1733145623,4352
133,1733145624,4352
134,1733145625,4352
135,1733145626,4352
136,1733145627,4352
137,1733145628,4352
138,1733145629,4352
139,1733145630,4352
140,1733145631,4352
141,1733145632,4352
142,1733145633,4352
143,1733145634,4352
144,1733145635,4352
145,1733145636,4352
146,1733145637,4352
147,1733145638,4352
148,1733145639,4352
149,1733145640,4352
150,1733145641,4352
151,1733145642,4352
152,1733145643,4352
153,1733145644,4352
154,1733145645,4352
155,1733145646,4352
156,1733145647,4352
157,1733145648,4352
158,1733145649,4352
159,1733145650,4320
160,1733145651,4352
161,1733145652,4352
162,1733145653,4352
163,1733145654,4352
164,1733145655,4352
165,1733145656,4352
166,1733145657,4352
167,1733145658,4352
168,1733145659,4352
169,1733145660,4352
170,1733145661,4352
171,1733145662,4352
172,1733145663,4352
173,1733145664,4352
174,1733145665,4352
175,1733145666,4352
176,1733145667,4352
177,1733145668,4352
178,1733145669,4352
179,1733145670,4352
180,1733145671,4352
181,1733145672,4352
182,1733145673,4352
183,1733145674,4352
184,1733145675,4320
185,1733145676,4320
186,1733145677,4320
187,1733145678,4320
188,1733145679,4320
189,1733145680,4320
190,1733145681,4320
191,1733145682,4352
192,1733145683,4352
193,1733145684,4352
194,1733145685,4352
195,1733145686,4352
196,1733145687,4352
197,1733145688,4352
198,1733145689,4352
199,1733145690,4384
200,1733145691,4384
201,1733145692,4384
202,1733145693,4384
203,1733145694,4384
204,1733145695,4384
205,1733145696,4384
206,1733145697,4384
207,1733145698,4384
208,1733145699,4352
209,1733145700,4352
210,1733145701,4352
211,1733145702,4352
212,1733145703,4352
213,1733145704,4352
214,1733145705,4352
215,1733145706,4352
216,1733145707,4352
217,1733145708,4352
218,1733145709,4352
219,1733145710,4352
220,1733145711,4352
221,1733145712,4352
222,1733145713,4352
223,1733145714,4352
224,1733145715,4352
225,1733145716,4352
226,1733145717,4352
227,1733145718,4320
228,1733145719,4352
229,1733145720,4352
