hand_landmarking_rpi_mem.committed_Committed_AS,hand_landmarking_rpi_system.active_processes_active,hand_landmarking_rpi_system.cpu_user,hand_landmarking_rpi_system.file_nr_used_used,hand_landmarking_rpi_system.processes_running,hand_landmarking_rpi_system.ram_buffers,hand_landmarking_rpi_system.ram_cached,hand_landmarking_rpi_system.ram_free,hand_landmarking_rpi_system.ram_used,Target
3220.883,425,68.27411,4320,14,1.59375,129.92578,236.7344,538.875,3
3220.895,425,64.33915,4320,10,1.59375,129.92578,235.375,540.2344,3
3220.895,425,64.98741,4320,8,1.59375,129.92578,238.1836,537.4258,3
3220.895,425,57.72152,4320,10,1.59375,129.92578,234.5664,541.043,3
3220.895,425,60.10101,4320,7,1.59375,129.92578,233.668,541.9414,3
3220.895,425,68.26196,4320,11,1.59375,129.92578,233.9141,541.6953,3
3220.895,425,68.51385,4320,9,1.59375,129.92578,231.2891,544.3203,3
3220.895,425,68.12339,4320,14,1.59375,129.92578,237.8906,537.7188,3
3220.895,425,71.79487,4320,11,1.59375,129.92578,233.7383,541.8711,3
3220.895,425,71.06599,4320,12,1.59375,129.92578,234.1758,541.4336,3
3220.895,425,73.97959,4320,12,1.59375,129.92578,231.2539,544.3555,3
3220.895,425,72.47475,4320,11,1.59375,129.92578,236.1133,539.4961,3
3220.895,425,71.50127,4320,5,1.6015625,129.92578,237.9219,537.6875,3
3220.883,425,70.17995,4320,17,1.6015625,129.92578,234.4492,541.1523,3
3220.883,425,69.28934,4320,10,1.6015625,129.92578,231.332,544.2695,3
3220.895,425,73.35025,4320,9,1.6015625,129.92578,234.1992,541.4023,3
3220.895,425,73.92405,4320,12,1.6015625,129.92578,234.2461,541.3555,3
3220.883,425,73.35025,4320,10,1.6015625,129.92578,234.4805,541.1211,3
3220.883,425,69.56522,4320,8,1.6015625,129.92578,236.3281,539.2734,3
3220.883,425,68.93939,4320,10,1.6015625,129.92578,232.2969,543.3047,3
3220.883,425,70.05076,4320,10,1.6015625,129.92578,231.8672,543.7344,3
3220.883,425,68.62245,4320,11,1.6015625,129.92578,230.5273,545.0742,3
3220.883,425,70.55838,4320,10,1.6015625,129.92578,227.9062,547.6953,3
3220.883,425,71.53652,4320,8,1.6015625,129.92578,231.1289,544.4727,3
3220.883,425,73.41772,4320,12,1.6015625,129.92578,228.9141,546.6875,3
3220.883,425,74.05542,4320,14,1.6015625,129.92578,230.4336,545.168,3
3220.883,425,70.40816,4320,14,1.6015625,129.92578,231.9844,543.6172,3
3220.867,425,70.67669,4320,14,1.6015625,129.92578,233.6719,541.9297,3
3220.883,425,70.17544,4320,12,1.6015625,129.92578,234.2031,541.3984,3
3220.883,425,71.35678,4352,12,1.6015625,129.92578,235.2227,540.3789,3
3220.883,425,69.69697,4352,8,1.6015625,129.92578,237.9727,537.6289,3
3220.883,425,69.44444,4352,13,1.6015625,129.92578,233.0234,542.5781,3
3220.883,425,68.09045,4320,12,1.6015625,129.92578,229.8516,545.75,3
3220.883,425,60.4534,4320,12,1.6015625,129.92578,237.3359,538.2656,3
3220.883,425,57.46835,4320,11,1.6015625,129.92578,235.9844,539.6172,3
3220.883,425,64.07035,4320,12,1.6015625,129.92578,233.7656,541.8359,3
3220.883,425,71.68367,4320,7,1.6015625,129.92578,233.9961,541.6055,3
3220.883,425,75.0,4320,14,1.6015625,129.92578,237.6992,537.9023,3
3220.883,425,71.82741,4320,13,1.609375,129.92578,234.4805,541.1211,3
3220.883,425,71.06599,4320,11,1.609375,129.91797,232.9297,542.6719,3
3220.883,425,71.82741,4320,9,1.609375,129.96875,233.5977,541.9531,3
3220.883,425,65.40404,4320,13,1.609375,129.96875,228.6211,546.9297,3
3220.883,425,61.40351,4320,10,1.609375,129.96875,235.8047,539.7461,3
3220.895,425,64.12214,4320,11,1.609375,129.96875,235.1914,540.3594,3
3220.895,425,71.75573,4320,9,1.609375,129.96875,234.5,541.0508,3
3220.883,425,72.77354,4320,8,1.609375,129.96875,237.332,538.2188,3
3220.883,425,72.33503,4320,11,1.6171875,129.96875,233.1758,542.375,3
3220.895,425,70.9596,4352,11,1.6171875,129.96875,230.1523,545.3906,3
3220.895,425,72.40506,4352,10,1.6171875,129.96875,228.5234,547.0195,3
3220.895,425,71.89873,4352,8,1.6171875,129.96875,231.8203,543.7227,3
3220.883,425,72.26463,4352,8,1.6171875,129.96875,237.8242,537.7188,3
3220.883,425,74.4898,4352,10,1.6171875,129.96875,239.3047,536.2383,3
3220.883,425,71.50127,4352,13,1.6171875,129.96875,233.5586,541.9844,3
3220.883,425,71.06599,4352,13,1.6171875,129.96875,234.9844,540.5586,3
3220.883,425,69.13265,4352,18,1.6171875,129.96875,231.7578,543.7852,3
3220.883,425,70.05076,4352,14,1.6171875,129.96875,237.2969,538.2461,3
3220.883,425,70.37975,4352,7,1.6171875,129.96875,234.5781,540.9648,3
3220.895,425,73.14578,4352,9,1.6171875,129.96875,230.7227,544.8203,3
3220.895,425,68.09045,4352,10,1.6171875,129.96875,230.5312,545.0117,3
3220.883,424,70.20202,4352,11,1.6171875,129.96875,235.2148,540.3281,3
3220.883,424,71.3555,4384,14,1.6171875,129.96875,230.7617,544.7812,3
3220.883,424,67.42424,4384,6,1.6171875,129.96875,237.625,537.918,3
3220.883,424,69.11392,4384,11,1.6171875,130.20312,236.0391,539.2695,3
3220.895,424,68.0203,4384,12,1.6171875,130.20312,236.6289,538.6797,3
3220.895,424,68.78173,4384,12,1.6171875,130.20312,239.3516,535.957,3
3220.895,424,69.23077,4384,10,1.6171875,130.20312,238.1758,537.1328,3
3220.883,424,70.70707,4384,13,1.6171875,130.20312,239.625,535.6836,3
3220.883,424,71.10553,4384,12,1.6171875,130.20312,235.6875,539.6211,3
3220.895,424,71.21212,4384,7,1.6171875,130.20312,235.2734,540.0352,3
3220.895,424,64.3038,4384,9,1.6171875,130.20312,235.7109,539.5977,3
3220.895,424,66.91542,4384,12,1.6171875,130.20312,230.8164,544.4922,3
3220.883,424,63.40852,4384,14,1.6171875,130.20312,227.5078,547.8008,3
3220.883,424,61.11111,4384,9,1.6171875,130.20312,229.4609,545.8477,3
3220.883,424,64.63104,4384,12,1.6171875,130.20312,227.6836,547.625,3
3220.883,424,69.7201,4384,14,1.6171875,130.20312,230.3086,545.0,3
3220.883,424,70.43702,4384,12,1.6171875,130.20312,233.8867,541.4219,3
3220.895,424,71.75573,4384,12,1.6171875,130.20312,233.3203,541.9883,3
3220.895,424,73.35025,4384,9,1.6171875,130.20312,234.5781,540.7305,3
3220.883,424,69.7201,4352,14,1.6171875,130.20312,230.9688,544.3398,3
3220.883,424,76.39594,4352,12,1.6171875,130.20312,235.6133,539.6953,3
3220.883,424,74.68672,4352,11,1.6171875,130.20312,236.2031,539.1055,3
3220.883,424,73.61809,4352,14,1.6171875,130.20312,232.5391,542.7695,3
3220.883,424,73.43358,4352,14,1.6171875,130.20312,230.5938,544.7148,3
3220.895,424,69.56522,4352,10,1.6171875,130.20312,227.7109,547.5977,3
3220.895,424,71.10553,4352,9,1.6171875,130.20312,231.7148,543.5938,3
3220.895,424,72.08122,4352,8,1.6171875,130.20312,239.5586,535.75,3
3220.883,424,70.66327,4352,9,1.6171875,130.20312,239.1719,536.1367,3
3220.883,424,71.39241,4352,8,1.6171875,130.20312,234.3984,540.9102,3
3220.883,424,69.7201,4352,14,1.625,130.20312,231.1445,544.1641,3
3220.883,424,69.36709,4352,11,1.625,130.19531,231.5156,543.793,3
3220.883,424,71.79487,4352,14,1.625,130.20312,233.4961,541.8047,3
3220.883,424,72.40506,4352,13,1.625,130.20312,232.7344,542.5664,3
3220.883,424,70.25641,4352,15,1.625,130.20312,234.0039,541.2969,3
3220.883,424,69.44444,4352,11,1.625,130.20312,234.5078,540.793,3
3220.883,424,68.27411,4352,13,1.625,130.20312,229.4805,545.8203,3
3220.883,424,71.75573,4352,9,1.625,130.20312,228.9609,546.3398,3
3220.883,424,68.26196,4352,9,1.625,130.20312,230.3203,544.9805,3
3220.883,424,70.12658,4352,11,1.625,130.20312,240.3594,534.9414,3
3220.883,424,69.09548,4352,13,1.625,130.20312,236.3945,538.9062,3
3220.867,424,69.52141,4352,9,1.625,130.20312,230.5156,544.7852,3
3220.867,424,67.08543,4352,10,1.625,130.20312,232.7539,542.5469,3
3220.883,424,64.48363,4352,13,1.625,130.20312,228.4883,546.8125,3
3220.883,424,60.5,4352,9,1.625,130.20312,227.3672,547.9336,3
3220.883,424,59.44584,4352,12,1.625,130.20312,228.0273,547.2734,3
3220.883,424,66.49616,4352,11,1.625,130.20312,237.1992,538.1016,3
3220.898,424,70.15306,4352,14,1.625,130.20312,233.3242,541.9766,3
3220.883,424,73.97959,4352,13,1.625,130.20312,233.3867,541.9141,3
3220.867,424,71.09974,4352,8,1.625,130.20312,233.7188,541.582,3
3220.867,424,73.14578,4352,8,1.625,130.20312,230.2734,545.0273,3
3220.867,424,70.91837,4352,9,1.625,130.20312,228.1758,547.125,3
3220.867,424,69.2112,4352,11,1.625,130.20312,234.0742,541.2266,3
3220.867,424,71.64557,4352,13,1.625,130.20312,236.9062,538.3945,3
3220.867,424,70.85427,4352,13,1.625,130.20312,231.7266,543.5742,3
3220.883,424,70.51282,4352,10,1.625,130.20312,232.6367,542.6641,3
3220.867,424,72.08122,4352,13,1.625,130.20312,232.793,542.5078,3
3220.867,424,74.49495,4352,7,1.625,130.20312,233.6953,541.6055,3
3220.867,424,69.2112,4352,13,1.6328125,130.20312,231.4531,543.8477,3
3220.867,424,71.78841,4320,13,1.6328125,130.20312,232.0312,543.2617,3
3220.867,424,71.64557,4320,11,1.6328125,130.20312,231.3594,543.9336,3
3220.867,424,72.01018,4320,11,1.6328125,130.20312,232.8477,542.4453,3
3220.883,424,71.89873,4352,10,1.6328125,130.20312,235.3828,539.9102,3
3221.738,427,68.0203,4352,11,1.6328125,130.20312,234.4648,540.8281,3
3220.883,424,71.93878,4352,8,1.6328125,130.20312,231.1328,544.1602,3
3220.867,424,69.01763,4352,9,1.6328125,130.30078,237.0078,538.1875,3
3220.867,424,71.06599,4352,7,1.6328125,130.32422,234.5273,540.6445,3
3220.867,424,72.22222,4352,7,1.6328125,130.32422,229.9883,545.1836,3
3220.867,424,69.46565,4352,10,1.6328125,130.32422,232.9062,542.2656,3
3220.867,424,68.60759,4352,10,1.6328125,130.32422,234.9023,540.2695,3
3220.867,424,70.64677,4352,14,1.6328125,130.32422,233.8516,541.3203,3
3220.867,424,68.71795,4352,10,1.6328125,130.32422,230.2656,544.9062,3
3220.867,424,69.09548,4352,11,1.6328125,130.32422,231.9531,543.2188,3
3220.867,424,69.62025,4352,14,1.6328125,130.32422,237.082,538.0898,3
3220.867,424,59.3985,4352,7,1.6328125,130.32422,232.4883,542.6836,3
3220.883,424,57.28643,4352,7,1.6328125,130.32422,228.9141,546.2578,3
3220.883,424,63.31658,4352,9,1.6328125,130.32422,239.4141,535.7578,3
3220.883,424,69.11392,4352,10,1.6328125,130.32422,233.1016,542.0703,3
3220.867,424,71.46465,4352,12,1.6328125,130.32422,229.1367,546.0352,3
3220.867,424,69.56522,4352,14,1.6328125,130.33984,230.6758,544.4805,3
3220.867,424,70.76923,4352,11,1.6328125,130.33984,230.6992,544.457,3
3220.883,424,74.43038,4352,9,1.6328125,130.33984,232.1641,542.9922,3
3220.883,424,71.75573,4352,9,1.6328125,130.33984,229.1406,546.0156,3
3220.883,424,70.9596,4352,14,1.6328125,130.33984,230.9727,544.1836,3
3220.883,424,74.23469,4352,9,1.640625,130.33984,228.8398,546.3164,3
3220.883,424,71.39241,4352,16,1.640625,130.33984,230.3711,544.7773,3
3220.883,424,70.88608,4352,14,1.640625,130.33984,236.2148,538.9336,3
3220.883,424,74.1206,4352,8,1.640625,130.33984,231.6484,543.5,3
3220.883,425,71.89873,4352,12,1.640625,130.33984,229.0508,546.0977,3
3221.637,427,70.73791,4352,12,1.640625,130.33984,232.4414,542.707,3
3220.883,425,73.48485,4352,10,1.640625,130.33984,228.8633,546.2852,3
3220.883,425,73.84615,4352,8,1.640625,130.33984,230.5664,544.582,3
3220.883,425,71.13924,4352,11,1.640625,130.33984,233.3984,541.75,3
3220.883,425,69.97455,4352,8,1.640625,130.33984,228.0938,547.0547,3
3220.898,425,71.82741,4384,12,1.640625,130.33984,231.668,543.4805,3
3220.883,425,69.11392,4384,8,1.640625,130.33984,231.832,543.3164,3
3220.883,425,68.8946,4384,14,1.640625,130.33984,235.1562,539.9922,3
3220.883,425,69.87342,4384,12,1.640625,130.33984,232.0273,543.1211,3
3220.883,425,69.44444,4384,10,1.640625,130.33984,229.5508,545.5977,3
3220.883,425,72.65823,4384,9,1.640625,130.33984,226.6211,548.5273,3
3220.883,425,70.17544,4384,14,1.6484375,130.33984,237.8789,537.2695,3
3220.898,425,69.52141,4352,12,1.6484375,130.33203,233.6016,541.5469,3
3220.883,425,67.34694,4352,13,1.6484375,130.33984,235.3828,539.7578,3
3220.883,425,67.5,4352,10,1.6484375,130.33984,234.5859,540.5547,3
3220.883,425,66.41414,4352,11,1.6484375,130.33984,230.2383,544.9023,3
3220.883,425,61.30653,4352,16,1.6484375,130.33984,234.0195,541.1211,3
3220.883,425,60.25,4352,11,1.6484375,130.33984,235.8398,539.3008,3
3220.883,425,64.3038,4352,10,1.6484375,130.33984,235.3281,539.8125,3
3220.883,425,72.26463,4352,15,1.6484375,130.33984,230.543,544.5977,3
3220.883,425,70.40816,4352,10,1.6484375,130.33984,231.2461,543.8945,3
3220.883,425,71.5736,4352,10,1.6484375,130.33984,235.6719,539.4688,3
3220.883,425,73.41772,4352,14,1.6484375,130.33984,230.1562,544.9844,3
3220.883,425,70.07673,4352,12,1.6484375,130.33984,232.2266,542.9141,3
3220.883,425,70.37975,4352,16,1.6484375,130.33984,229.2461,545.8945,3
3220.883,425,70.58824,4352,9,1.6484375,130.33984,227.9727,547.168,3
3220.883,425,72.44898,4352,10,1.65625,130.33984,225.5703,549.5703,3
3220.883,425,71.35678,4320,7,1.65625,130.33203,226.3047,548.8359,3
3220.883,425,73.67089,4352,12,1.65625,130.33984,227.4414,547.6914,3
3220.883,425,73.46939,4352,10,1.65625,130.33984,232.707,542.4258,3
3220.883,425,71.25,4352,11,1.65625,130.33984,230.2734,544.8594,3
3220.883,425,72.1519,4352,12,1.65625,130.33984,227.2656,547.8672,3
3220.883,425,73.65729,4352,12,1.65625,130.33984,227.9766,547.1562,3
3220.883,425,72.33503,4352,10,1.65625,130.33984,228.6875,546.4453,3
3220.883,425,72.84264,4352,11,1.65625,130.33984,226.9961,548.1367,3
3220.883,425,69.62025,4352,7,1.65625,130.33984,227.6953,547.4375,3
3220.883,425,72.77354,4352,10,1.65625,130.33984,229.7891,545.3438,3
3220.883,425,71.89873,4352,12,1.65625,130.33984,233.6562,541.4766,3
3220.883,425,71.93878,4352,12,1.65625,130.33984,234.4492,540.6836,3
3220.883,425,70.32419,4352,8,1.6640625,130.33984,232.1133,543.0195,3
3220.883,425,74.30025,4352,9,1.6640625,130.33984,229.8984,545.2266,3
3220.883,425,72.22222,4352,12,1.6640625,130.33984,233.3789,541.7461,3
3220.883,425,71.21212,4352,10,1.6640625,130.33984,229.1133,546.0117,3
3220.883,424,69.34673,4352,8,1.6640625,130.33984,234.7734,540.3516,3
3220.883,424,72.47475,4352,12,1.6640625,130.33984,232.7812,542.3438,3
3220.883,424,65.22843,4352,12,1.6640625,130.33984,227.6719,547.4531,3
3220.883,424,62.12121,4352,10,1.6640625,130.33984,231.9062,543.2188,3
3220.883,424,59.0,4352,11,1.6640625,130.33984,236.75,538.375,3
3220.898,424,62.5,4352,12,1.6640625,130.33984,232.6602,542.4648,3
3220.898,424,72.01018,4352,12,1.6640625,130.33984,231.4688,543.6562,3
3220.898,424,70.02519,4352,12,1.6640625,130.33984,232.1719,542.9531,3
3220.898,424,70.30457,4352,8,1.6640625,130.33984,239.1641,535.9609,3
3220.898,424,72.5641,4352,10,1.6640625,130.33984,232.3984,542.7266,3
3220.898,424,70.0,4320,11,1.6640625,130.33984,235.168,539.957,3
3220.898,424,75.31807,4320,8,1.6640625,130.33984,234.0898,541.0352,3
3220.887,424,74.81108,4320,9,1.6640625,130.33984,233.1602,541.9648,3
3221.402,425,71.3217,4320,10,1.6640625,130.33984,233.6523,541.4727,3
3221.402,425,66.32391,4320,12,1.6640625,130.33984,238.2695,536.8555,3
3221.402,425,72.3192,4320,13,1.6640625,130.39844,233.8398,541.2266,3
3220.898,425,71.03275,4320,13,1.6640625,130.39844,235.5156,539.5508,3
3220.898,425,72.37852,4320,13,1.6640625,130.39844,235.4766,539.5898,3
3220.898,425,74.8731,4320,13,1.6640625,130.39844,234.9922,540.0742,3
3220.898,425,73.73737,4320,14,1.671875,130.39844,231.5742,543.4922,3
3220.887,425,72.0,4320,13,1.671875,130.39062,232.1133,542.9531,3
3220.898,425,72.54408,4320,16,1.671875,130.39844,238.1953,536.8633,3
3220.898,425,70.12658,4320,6,1.671875,130.39844,231.6094,543.4492,3
3220.898,425,70.33248,4320,12,1.671875,130.39844,235.4648,539.5938,3
3220.898,425,71.53652,4320,13,1.671875,130.39844,230.8906,544.168,3
3220.898,425,70.37975,4320,10,1.671875,130.39844,232.8516,542.207,3
3220.898,425,73.60406,4320,12,1.6875,130.39844,234.2969,540.7617,3
3220.898,425,72.93233,4320,9,1.6875,130.38281,229.8672,545.1914,3
3220.898,425,73.46939,4320,8,1.6875,130.39844,237.1289,537.9141,3
3220.898,424,71.10553,4320,14,1.6875,130.39844,233.3203,541.7227,3
3220.898,424,72.44898,4320,13,1.6875,130.39844,229.4375,545.6055,3
3220.898,424,70.05076,4320,12,1.6875,130.39844,232.5586,542.4844,3
3220.898,424,69.17293,4320,7,1.6875,130.39844,234.3164,540.7266,3
3220.898,424,64.0,4320,14,1.6875,130.39844,237.2031,537.8398,3
3220.898,425,60.5,4320,13,1.6875,130.39844,232.4414,542.6016,3
3220.898,425,59.34343,4320,9,1.6875,130.39844,231.6797,543.3633,3
3220.898,425,69.84536,4320,16,1.6875,130.39844,228.3438,546.6992,3
3220.898,425,69.38776,4320,12,1.6875,130.39844,236.5898,538.4531,3
3220.898,425,75.75758,4320,13,1.6875,130.39844,233.918,541.125,3
3220.898,425,71.24682,4320,14,1.6875,130.39844,232.0078,543.0352,3
3220.914,425,72.08122,4320,18,1.6875,130.39844,233.1797,541.8633,3
3220.898,425,70.30457,4320,13,1.6875,130.39844,236.5508,538.4922,3
3220.898,425,67.7665,4320,12,1.6875,130.39844,233.4141,541.6289,3
3220.898,425,72.1519,4320,7,1.6875,130.39844,233.2227,541.8203,3
3220.887,425,75.0,4320,11,1.6875,130.39844,231.1016,543.9414,3
3220.887,425,72.84264,4320,12,1.6875,130.39844,232.2031,542.8398,3
3220.887,425,69.44444,4320,9,1.6875,130.39844,228.7617,546.2812,3
3220.898,425,68.51385,4320,11,1.6875,130.39844,233.2344,541.8086,3
3220.898,425,73.23232,4320,7,1.6875,130.39844,230.0664,544.9766,3
3220.887,425,73.92405,4320,11,1.6875,130.39844,233.2891,541.7539,3
3220.898,425,70.33248,4352,11,1.6875,130.39844,233.3867,541.6562,3
3220.898,425,69.7201,4352,11,1.6875,130.39844,235.5742,539.4688,3
3220.898,425,73.04786,4352,16,1.6875,130.39844,230.7969,544.2461,3
3220.898,425,71.42857,4352,20,1.6875,130.39844,228.207,546.8359,3
3220.898,425,70.45455,4352,13,1.6875,130.39844,230.875,544.168,3
3220.898,425,73.60406,4352,11,1.6875,130.39844,231.832,543.2109,3
3220.898,425,69.7201,4352,16,1.6875,130.39844,226.4492,548.5938,3
3220.898,425,72.01018,4352,9,1.6875,130.39844,231.4805,543.5625,3
3220.898,425,67.41855,4352,9,1.6875,130.39844,231.2383,543.8047,3
3220.898,425,73.84615,4320,9,1.6875,130.39844,230.2852,544.7578,3
3220.898,425,71.09974,4320,14,1.6875,130.39844,232.3906,542.6523,3
3220.898,425,72.33503,4320,15,1.6875,130.39844,233.5273,541.5156,3
3220.898,425,72.77487,4352,13,1.695312,130.39844,230.082,544.9609,3
3220.914,425,68.86076,4352,16,1.695312,130.39062,228.0625,546.9805,3
3220.914,425,70.84399,4352,15,1.695312,130.39844,229.3438,545.6914,3
3220.898,425,71.93878,4352,13,1.695312,130.39844,236.3555,538.6797,3
3220.898,425,74.30025,4352,9,1.695312,130.39844,231.4766,543.5586,3
3220.898,425,70.73791,4352,13,1.695312,130.39844,233.1484,541.8867,3
3220.898,425,70.73791,4352,13,1.695312,130.39844,227.9414,547.0938,3
3220.898,425,72.95918,4352,13,1.695312,130.39844,229.1641,545.8711,3
3220.898,425,73.67089,4352,10,1.695312,130.39844,227.4766,547.5586,3
3220.887,425,76.13065,4352,10,1.695312,130.39844,232.5703,542.4648,3
3220.887,425,72.26463,4352,18,1.695312,130.39844,232.7734,542.2617,3
3220.887,425,73.21429,4352,14,1.695312,130.39844,230.3281,544.707,3
3220.887,425,70.25641,4352,6,1.695312,130.39844,227.4297,547.6055,3
3220.887,425,69.54315,4352,11,1.695312,130.39844,229.5273,545.5078,3
3220.898,425,75.56675,4352,17,1.695312,130.39844,235.5703,539.4648,3
3220.898,425,69.79695,4352,11,1.695312,130.39844,232.6172,542.418,3
3220.898,425,73.65729,4352,15,1.703125,130.39844,233.1328,541.9023,3
3220.898,425,71.24682,4352,8,1.703125,130.39844,229.9805,545.0469,3
3220.898,425,69.01763,4352,8,1.703125,130.39844,227.7188,547.3086,3
3220.898,425,70.81218,4352,8,1.703125,130.39844,229.3477,545.6797,3
3220.898,425,69.28934,4352,12,1.703125,130.39844,230.6055,544.4219,3
3220.898,425,65.49118,4352,12,1.703125,130.39844,230.543,544.4844,3
3220.898,425,66.83417,4352,11,1.703125,130.39844,228.5195,546.5078,3
3220.898,425,64.91228,4352,18,1.703125,130.39844,230.9766,544.0508,3
3220.898,425,70.55838,4352,13,1.703125,130.39844,231.7266,543.3008,3
3220.898,425,69.28934,4352,9,1.703125,130.39844,233.0195,542.0078,3
3220.887,425,71.42857,4352,12,1.710938,130.39844,230.5117,544.5156,3
3221.441,425,72.0403,4352,11,1.710938,130.39844,232.1602,542.8594,3
3221.441,425,72.40506,4352,12,1.710938,130.39844,232.3359,542.6836,3
3221.652,426,68.27411,4352,13,1.710938,130.39844,232.0117,543.0078,3
3221.699,426,69.19192,4352,15,1.710938,130.48047,234.5703,540.3672,3
3193.336,426,67.09512,4352,15,1.710938,130.48047,227.4766,547.4609,3
3193.336,426,66.75063,4352,14,1.710938,130.70703,252.6602,522.0508,3
3193.422,426,69.7201,4352,12,1.710938,130.74219,252.4766,522.1992,3
3193.422,426,69.62025,4352,13,1.710938,131.6875,249.0391,524.6914,3
3193.422,426,65.66416,4352,10,1.710938,131.6875,248.5586,525.1719,3
3193.422,426,64.1604,4352,12,1.710938,131.6875,255.875,517.8555,3
3193.422,424,62.09476,4352,10,1.710938,131.6875,252.3047,521.4258,3
3193.422,424,58.20896,4352,7,1.710938,131.6875,253.5898,520.1406,3
3193.422,423,56.53266,4352,12,1.710938,131.6875,250.5195,523.2109,3
3193.422,423,66.15776,4352,8,1.710938,131.6875,252.4414,521.2891,3
3193.422,423,68.73385,4352,10,1.710938,131.6875,245.5352,528.1953,3
3193.41,423,70.63291,4352,6,1.710938,131.6875,248.5703,525.1602,3
3193.41,423,69.11392,4352,9,1.710938,131.6875,249.5508,524.1797,3
3193.422,423,69.44444,4352,10,1.710938,131.6875,250.8828,522.8477,3
3193.422,423,67.60204,4352,6,1.710938,131.6875,253.0195,520.7109,3
3193.422,423,70.48346,4352,10,1.710938,131.6875,247.9883,525.7422,3
3193.422,423,70.99237,4352,14,1.710938,131.6875,253.7305,520.0,3
3193.422,423,70.66327,4352,18,1.710938,131.6875,255.7305,518.0,3
3193.422,423,71.03275,4352,9,1.710938,131.6875,256.3359,517.3945,3
3193.422,423,70.70707,4352,14,1.710938,131.6875,253.3164,520.4141,3
3193.41,423,66.83673,4352,12,1.710938,131.6875,254.9297,518.8008,3
3193.41,423,69.44444,4352,11,1.710938,131.6875,250.1055,523.625,3
3193.41,422,69.15167,4352,12,1.710938,131.6875,248.9062,524.8242,3
3193.41,422,70.99237,4352,13,1.710938,131.6875,246.5,527.2305,3
3193.41,422,68.03069,4352,14,1.710938,131.6875,250.0234,523.707,3
3193.41,422,68.76574,4352,15,1.710938,131.6875,251.4492,522.2812,3
3193.41,422,70.20202,4352,10,1.710938,131.6875,251.5078,522.2227,3
3193.41,422,70.70707,4352,11,1.710938,131.6875,260.7852,512.9453,3
3193.41,422,67.09184,4352,10,1.710938,131.6875,253.6445,520.0859,3
3193.41,422,73.46939,4320,11,1.710938,131.6875,250.7578,522.9727,3
3193.395,422,71.64557,4320,7,1.710938,131.6875,253.9922,519.7383,3
3193.395,422,69.89796,4320,13,1.710938,131.6875,248.8516,524.8789,3
3193.395,422,70.52897,4320,15,1.710938,131.6875,252.125,521.6055,3
3193.41,422,67.67677,4352,13,1.710938,131.6875,250.1289,523.6016,3
3193.395,422,66.25,4352,12,1.710938,131.6875,245.4531,528.2773,3
3193.395,422,68.18182,4352,12,1.710938,131.6875,251.0117,522.7188,3
3193.395,422,65.0,4352,9,1.710938,131.6875,248.0039,525.7266,3
3193.395,422,64.07035,4384,10,1.710938,131.6875,248.7266,525.0039,3
3193.395,422,67.59494,4384,6,1.710938,131.6875,250.4062,523.3242,3
3193.395,422,70.55838,4384,10,1.710938,131.6875,256.2461,517.4844,3
3193.395,422,70.20202,4384,10,1.71875,131.6875,255.7773,517.9531,3
3193.395,422,70.22901,4384,12,1.71875,131.6875,257.3633,516.3594,3
3193.395,422,66.16162,4384,9,1.71875,131.6875,252.9141,520.8086,3
3193.395,422,72.56858,4384,12,1.71875,131.6875,247.1211,526.6016,3
3193.395,422,68.59296,4384,8,1.71875,131.6875,254.7461,518.9766,3
3193.395,422,64.72081,4384,11,1.71875,131.6875,250.6484,523.0742,3
3193.43,425,62.43781,4384,14,1.71875,131.6875,253.3555,520.3672,3
3193.395,422,61.19403,4384,8,1.71875,131.6875,247.6484,526.0742,3
3193.395,422,59.04523,4384,6,1.71875,131.6875,246.6367,527.0859,3
3193.395,422,59.10224,4384,8,1.71875,131.6875,251.7344,521.9883,3
3193.395,422,66.92308,4384,10,1.71875,131.6875,251.4766,522.2461,3
3193.395,422,72.19388,4384,10,1.71875,131.78125,247.0312,526.5977,3
3193.395,422,73.09645,4384,9,1.71875,131.78125,256.4648,517.1641,3
3193.395,422,67.67677,4384,14,1.71875,131.78125,249.2695,524.3594,3
3193.395,422,68.95674,4384,9,1.71875,131.78125,251.6602,521.9688,3
3193.395,422,70.91837,4384,11,1.71875,131.78125,248.9805,524.6484,3
3193.395,422,72.33503,4384,11,1.71875,131.78125,249.9023,523.7266,3
3193.395,422,70.02519,4384,11,1.71875,131.78125,251.2656,522.3633,3
3193.395,422,70.81218,4384,12,1.71875,131.78125,252.1992,521.4297,3
3193.395,422,68.01008,4384,15,1.71875,131.78125,254.8008,518.8281,3
3193.395,422,66.41026,4384,12,1.71875,131.78125,259.1523,514.4766,3
3193.395,422,71.39241,4384,15,1.71875,131.78125,249.4219,524.207,3
3193.395,422,68.18182,4384,12,1.828125,131.78125,250.0742,523.5547,3
3193.395,422,66.83673,4352,13,1.828125,131.78516,246.9023,526.6133,3
3193.395,422,70.45455,4352,13,1.828125,131.78906,248.1719,525.3398,3
3193.395,422,70.30457,4352,9,1.828125,131.78906,251.4219,522.0898,3
3193.395,422,69.11392,4352,16,1.828125,131.78906,254.3359,519.1758,3
3193.395,422,70.40816,4384,17,1.828125,131.78906,252.8945,520.6172,3
3193.395,422,69.42356,4384,12,1.828125,131.78906,252.4258,521.0859,3
3193.395,422,71.82741,4384,10,1.828125,131.78906,255.5156,517.9961,3
