hand_landmarking_rpi_mem.committed_Committed_AS,hand_landmarking_rpi_system.active_processes_active,hand_landmarking_rpi_system.cpu_user,hand_landmarking_rpi_system.file_nr_used_used,hand_landmarking_rpi_system.processes_running,hand_landmarking_rpi_system.ram_buffers,hand_landmarking_rpi_system.ram_cached,hand_landmarking_rpi_system.ram_free,hand_landmarking_rpi_system.ram_used,Target
3204.242,422,71.09974,4352,14,1.546875,112.21094,338.7422,454.6289,3
3204.242,422,71.06599,4352,8,1.546875,112.21094,339.8945,453.4766,3
3204.254,422,73.35025,4352,19,1.546875,112.21094,336.7539,456.6172,3
3204.254,422,72.79597,4352,12,1.546875,112.21094,340.3516,453.0195,3
3204.242,423,69.89796,4352,12,1.546875,112.21094,338.2461,455.125,3
3204.242,423,72.89003,4352,10,1.5546875,112.21094,335.7266,457.6445,3
3204.242,423,71.03275,4352,14,1.5546875,112.20312,340.7227,452.6484,3
3204.254,423,71.5736,4352,12,1.5546875,112.21094,340.9336,452.4297,3
3204.254,423,69.42356,4352,13,1.5546875,112.21094,341.4141,451.9492,3
3204.254,423,68.0203,4352,12,1.5546875,112.21094,338.8984,454.4648,3
3204.254,423,66.49746,4352,12,1.5546875,112.21094,340.8281,452.5352,3
3204.254,423,66.66667,4352,10,1.5546875,112.21094,340.3242,453.0391,3
3204.254,421,63.8404,4352,10,1.5546875,112.21094,336.2266,457.1367,3
3204.254,421,62.5,4352,13,1.5546875,112.21094,337.6055,455.7578,3
3204.254,421,59.3985,4352,13,1.5546875,112.21094,342.5938,450.7695,3
3204.254,421,71.50127,4352,12,1.5546875,112.21094,338.3789,454.9844,3
3204.254,421,69.23077,4352,10,1.5546875,112.21094,345.9492,447.4141,3
3204.254,421,72.58883,4352,12,1.5546875,112.21094,341.1211,452.2422,3
3204.254,421,75.12953,4352,7,1.5546875,112.21094,340.832,452.5312,3
3204.254,421,69.79695,4352,16,1.5546875,112.21094,338.6016,454.7617,3
3204.254,421,71.89873,4352,7,1.5546875,112.21094,339.3438,454.0195,3
3204.254,421,70.55838,4352,11,1.5546875,112.21094,345.8906,447.4727,3
3204.254,421,72.0403,4352,12,1.5546875,112.21094,343.1836,450.1797,3
3204.254,421,73.35025,4352,17,1.5546875,112.21094,337.6367,455.7266,3
3204.254,422,72.22222,4352,9,1.5546875,112.21094,340.9336,452.4297,3
3204.254,422,73.85787,4320,11,1.5546875,112.21094,337.9297,455.4336,3
3204.254,422,74.37186,4320,13,1.5546875,112.21094,334.6055,458.7578,3
3204.254,422,70.20202,4320,17,1.5546875,112.21094,342.2812,451.082,3
3204.254,422,72.75,4320,13,1.5546875,112.21094,338.3984,454.9648,3
3204.254,422,73.79135,4320,12,1.5546875,112.21094,339.6094,453.7539,3
3204.254,422,71.93878,4352,11,1.5546875,112.21094,337.9102,455.4531,3
3204.254,422,74.11168,4352,8,1.5546875,112.21094,341.1211,452.2422,3
3204.254,422,73.41772,4352,7,1.5546875,112.21094,342.7695,450.5938,3
3204.254,422,71.82045,4352,12,1.5546875,112.21094,339.4609,453.9023,3
3204.254,422,70.63291,4352,9,1.5546875,112.21094,341.4023,451.9609,3
3204.254,422,68.44784,4352,10,1.5546875,112.21094,337.5195,455.8438,3
3204.254,422,70.02519,4352,9,1.5546875,112.21094,338.2148,455.1484,3
3204.254,422,70.30457,4384,8,1.5546875,112.22656,335.0469,458.3008,3
3204.254,422,70.67669,4384,8,1.5546875,112.22656,340.7969,452.5508,3
3204.254,422,74.3073,4384,11,1.5546875,112.22656,339.3555,453.9922,3
3204.254,422,69.87342,4384,9,1.5546875,112.22656,340.6484,452.6992,3
3204.254,422,71.78841,4384,7,1.5625,112.22656,338.625,454.7227,3
3204.254,422,66.0804,4384,14,1.5625,112.21875,342.1602,451.1875,3
3204.254,422,64.45013,4384,7,1.5625,112.22656,342.75,450.5898,3
3204.254,422,64.5,4384,7,1.5625,112.22656,341.1641,452.1758,3
3204.254,422,59.64467,4352,10,1.5625,112.22656,338.375,454.9648,3
3204.254,422,73.09645,4352,18,1.5625,112.25781,342.1641,451.1445,3
3204.254,422,73.09645,4352,14,1.5625,112.25781,339.5625,453.7461,3
3204.254,422,74.24242,4352,12,1.5625,112.25781,339.1914,454.1172,3
3204.254,422,70.12658,4352,14,1.5625,112.25781,340.1055,453.2031,3
3204.254,422,71.06599,4352,12,1.5703125,112.25781,336.9102,456.3984,3
3204.254,422,67.26343,4352,12,1.5703125,112.25781,338.5781,454.7227,3
3204.254,422,71.17347,4352,13,1.5703125,112.25781,344.1875,449.1133,3
3204.254,422,72.63427,4352,10,1.5703125,112.25781,336.5039,456.7969,3
3204.254,422,70.88608,4352,18,1.5703125,112.25781,337.3125,455.9883,3
3204.254,422,71.93878,4352,12,1.5703125,112.25781,344.2344,449.0664,3
3204.254,422,71.39241,4352,9,1.5703125,112.25781,338.3281,454.9727,3
3204.254,422,71.93878,4352,13,1.5703125,112.25781,340.2266,453.0742,3
3204.254,422,72.26463,4352,10,1.5703125,112.25781,339.457,453.8438,3
3204.254,422,71.71717,4352,8,1.5703125,112.25781,341.3203,451.9805,3
3204.254,422,72.49357,4352,11,1.5703125,112.25781,336.8359,456.4648,3
3204.254,422,71.9697,4352,8,1.5703125,112.25781,342.2266,451.0742,3
3204.254,422,68.95674,4352,7,1.5703125,112.25781,342.4766,450.8242,3
3204.254,422,74.68672,4352,12,1.5703125,112.25781,339.3594,453.9414,3
3204.254,422,70.15306,4352,12,1.5703125,112.25781,336.9258,456.375,3
3204.254,422,73.09645,4352,11,1.5703125,112.25781,340.3711,452.9297,3
3204.254,422,69.56522,4320,12,1.5703125,112.27734,337.8672,455.4141,3
3204.254,422,70.48346,4320,16,1.5703125,112.27734,338.5742,454.707,3
3204.254,422,69.79695,4320,11,1.5703125,112.27734,340.4648,452.8164,3
3204.254,422,68.90547,4320,11,1.5703125,112.27734,337.7305,455.5508,3
3204.254,422,72.84264,4320,10,1.5703125,112.27734,339.1992,454.082,3
3204.254,422,71.0,4320,10,1.5703125,112.27734,345.5352,447.7461,3
3204.254,422,68.78173,4320,8,1.5703125,112.27734,341.418,451.8633,3
3204.254,422,65.33666,4320,11,1.5703125,112.27734,337.5898,455.6914,3
3204.254,422,63.59102,4320,16,1.5703125,112.27734,335.7852,457.4961,3
3204.254,422,59.25,4320,12,1.5703125,112.27734,337.082,456.1992,3
3204.254,422,61.34663,4320,14,1.5703125,112.27734,344.2539,449.0273,3
3205.258,420,72.2365,4320,13,1.5703125,112.27734,338.5117,454.7695,3
3205.258,421,68.71795,4320,11,1.5703125,112.27734,334.6094,458.6719,3
3204.254,421,71.82741,4320,11,1.578125,112.27734,340.2383,453.043,3
3204.254,421,72.37852,4320,14,1.578125,112.27734,341.3281,451.9453,3
3204.254,421,75.38071,4320,8,1.578125,112.27734,339.7422,453.5312,3
3204.254,421,73.19588,4352,13,1.578125,112.27734,334.1562,459.1172,3
3204.254,421,70.52897,4352,13,1.578125,112.27734,340.7773,452.4961,3
3204.254,421,75.63452,4352,8,1.578125,112.27734,337.3047,455.9688,3
3204.254,421,71.68367,4352,7,1.578125,112.27734,338.7734,454.5,3
3204.254,422,69.62025,4352,11,1.578125,112.27734,340.0547,453.2188,3
3204.254,422,69.56522,4352,18,1.578125,112.27734,340.5195,452.7539,3
3204.254,422,67.77494,4352,14,1.578125,112.29297,337.168,456.0898,3
3204.254,422,73.68421,4352,14,1.578125,112.29297,337.2031,456.0547,3
3204.254,422,72.08122,4352,9,1.578125,112.29297,340.5938,452.6641,3
3204.254,422,73.45361,4352,9,1.578125,112.29297,337.6133,455.6445,3
3204.254,422,70.45455,4352,12,1.578125,112.29297,338.5742,454.6836,3
3204.254,422,67.17172,4352,10,1.578125,112.29297,340.8047,452.4531,3
3204.254,421,67.85714,4352,12,1.578125,112.29297,340.3945,452.8633,3
3204.254,421,69.26952,4352,12,1.578125,112.29297,337.9062,455.3516,3
3204.254,421,71.39241,4352,11,1.578125,112.29297,333.7656,459.4922,3
3204.254,421,74.05542,4352,15,1.578125,112.36328,343.9141,449.2734,3
3204.254,421,68.84422,4352,7,1.578125,112.36328,341.0156,452.1719,3
3204.254,421,72.95918,4352,12,1.578125,112.36328,338.1445,455.043,3
3204.254,421,69.59799,4352,11,1.578125,112.36328,339.7266,453.4609,3
3204.254,421,67.77494,4352,14,1.578125,112.36328,340.7109,452.4766,3
3204.254,420,70.20202,4352,11,1.578125,112.36328,336.3906,456.7969,3
3204.254,420,65.99496,4352,10,1.578125,112.36328,334.2031,458.9844,3
3204.254,420,68.40796,4352,14,1.578125,112.36328,340.1367,453.0508,3
3204.254,420,63.90977,4352,9,1.578125,112.36328,340.2422,452.9453,3
3204.254,420,61.09726,4352,10,1.578125,112.36328,341.6289,451.5586,3
3204.254,420,60.76923,4352,9,1.578125,112.36328,338.0508,455.1367,3
3204.254,420,69.46565,4352,10,1.578125,112.36328,337.2539,455.9336,3
3204.254,420,70.88608,4352,15,1.578125,112.36328,338.4023,454.7852,3
3204.254,420,69.66581,4352,11,1.578125,112.34766,339.3711,453.832,3
3204.254,420,72.47475,4352,7,1.578125,112.34766,339.6133,453.5898,3
3204.254,420,72.26463,4352,9,1.578125,112.34766,337.6445,455.5586,3
3204.254,420,72.51908,4352,9,1.578125,112.34766,336.3047,456.8984,3
3204.254,420,70.22901,4384,14,1.578125,112.34766,336.9375,456.2656,3
3204.254,420,68.70229,4384,11,1.578125,112.34766,340.0664,453.1367,3
3204.254,420,72.58883,4384,9,1.578125,112.34766,340.2617,452.9414,3
3204.254,420,72.51908,4384,8,1.578125,112.34766,336.7344,456.4688,3
3204.254,420,72.05128,4384,10,1.578125,112.34766,342.9297,450.2734,3
3204.254,420,71.82741,4384,10,1.5859375,112.34766,340.4961,452.707,3
3204.254,420,67.77494,4384,18,1.5859375,112.34766,336.2305,456.9648,3
3204.254,420,70.9596,4384,7,1.5859375,112.34766,334.2617,458.9336,3
3204.254,420,70.99237,4352,8,1.5859375,112.34766,337.0,456.1953,3
3204.254,420,70.35176,4352,12,1.5859375,112.34766,337.8125,455.3828,3
3204.254,420,72.44898,4352,7,1.5859375,112.34766,340.7539,452.4414,3
3204.254,420,70.20202,4352,13,1.5859375,112.34766,340.0508,453.1445,3
3204.254,420,74.68031,4352,13,1.5859375,112.34766,340.7109,452.4844,3
3204.254,420,74.05542,4352,13,1.5859375,112.34766,340.1562,453.0391,3
3204.254,420,70.99237,4352,10,1.5859375,112.34766,335.7109,457.4844,3
3204.254,420,71.46465,4352,8,1.5859375,112.34766,337.957,455.2383,3
3204.254,420,68.43434,4352,13,1.5859375,112.34766,334.7773,458.418,3
3204.254,420,71.9697,4320,11,1.5859375,112.34766,335.7188,457.4766,3
3204.254,420,72.25,4320,9,1.5859375,112.34766,336.5117,456.6836,3
3204.254,420,71.21212,4320,8,1.5859375,112.34766,336.9883,456.207,3
3204.254,420,69.19192,4320,13,1.5859375,112.34766,338.1914,455.0039,3
3204.254,420,65.5,4320,10,1.5859375,112.34766,334.9922,458.2031,3
3204.254,420,63.0,4320,11,1.59375,112.34766,336.168,457.0273,3
3204.254,420,58.79397,4320,13,1.59375,112.33984,337.2227,455.9727,3
3204.254,420,64.82412,4320,10,1.59375,112.34766,338.5898,454.5977,3
3204.254,420,75.1269,4320,14,1.59375,112.34766,344.3555,448.832,3
3204.254,420,72.70408,4320,10,1.59375,112.34766,339.7734,453.4141,3
3204.254,420,72.84264,4320,10,1.59375,112.38281,336.4141,456.7383,3
3204.254,420,72.82051,4320,11,1.59375,112.38281,337.8945,455.2578,3
3204.254,420,71.71717,4320,11,1.59375,112.38281,338.7188,454.4336,3
3204.254,420,74.05542,4320,12,1.59375,112.36719,339.7812,453.3867,3
3204.254,420,68.95674,4320,13,1.59375,112.36719,340.7539,452.4141,3
3204.254,420,74.61929,4320,10,1.59375,112.46484,334.7539,458.3164,3
3204.254,420,70.05076,4352,12,1.59375,112.48828,334.2578,458.7891,3
3204.254,420,69.7201,4352,9,1.59375,112.48828,336.5352,456.5117,3
3204.254,421,71.39241,4352,10,1.6015625,112.48828,338.3672,454.6797,3
3204.254,421,69.82097,4352,12,1.6015625,112.48828,339.5391,453.5,3
3204.254,421,72.72727,4352,14,1.6015625,112.48828,336.9688,456.0703,3
3204.254,421,71.03275,4352,9,1.6015625,112.48828,338.2227,454.8164,3
3204.254,421,71.53846,4352,7,1.6015625,112.48828,336.5469,456.4922,3
3204.254,421,67.25888,4352,15,1.6015625,112.48828,338.1875,454.8516,3
3204.254,421,71.64557,4352,8,1.6015625,112.48828,346.7578,446.2812,3
3204.254,421,69.13265,4352,11,1.609375,112.47266,337.0977,455.957,3
3204.254,421,70.37975,4352,14,1.609375,112.47266,343.8203,449.2266,3
3204.254,421,72.05128,4352,12,1.609375,112.47266,339.3672,453.6797,3
3204.254,421,68.68687,4352,9,1.609375,112.47266,336.0859,456.9609,3
3204.254,421,70.37975,4352,8,1.609375,112.47266,333.6016,459.4453,3
3204.254,421,72.9798,4352,17,1.609375,112.47266,338.0312,455.0156,3
3204.254,421,71.60494,4352,8,1.609375,112.47266,336.5117,456.5352,3
3204.254,421,68.44784,4352,12,1.609375,112.47266,338.3203,454.7266,3
3204.254,421,64.43299,4352,12,1.609375,112.47266,334.6836,458.3633,3
3204.254,421,65.01241,4352,15,1.609375,112.47266,341.4336,451.6133,3
3204.254,420,60.20151,4352,10,1.609375,112.47266,342.168,450.8789,3
3204.254,420,62.37374,4352,15,1.609375,112.47266,335.8516,457.1953,3
3204.254,420,60.60606,4352,7,1.4804688,112.47266,329.3711,463.6758,3
3204.254,420,67.34694,4352,13,1.4804688,112.17188,340.5469,452.9297,3
3204.254,420,69.05371,4352,9,1.4804688,112.17188,341.5977,451.8789,3
3204.254,420,70.88608,4352,11,1.4804688,112.17188,340.9219,452.5547,3
3204.254,420,73.67089,4352,10,1.4804688,112.17188,341.0898,452.3867,3
3204.254,420,71.93878,4352,11,1.4804688,112.17188,340.9453,452.5312,3
3204.254,420,73.09645,4352,13,1.4804688,112.17188,338.0195,455.457,3
3204.254,420,69.79695,4384,13,1.4804688,112.17188,335.4766,458.0,3
3205.258,420,73.48485,4384,18,1.4804688,112.17188,342.1875,451.2891,3
3205.258,420,71.06599,4384,12,1.4804688,112.17188,338.0312,455.4453,3
3204.254,420,72.22222,4352,7,1.4804688,112.17188,339.5469,453.9297,3
3204.254,420,72.91139,4352,11,1.4804688,112.17188,344.9297,448.5469,3
3204.254,420,69.7201,4352,12,1.4804688,112.17188,343.75,449.7266,3
3204.254,420,72.26463,4352,12,1.4804688,112.17188,343.0977,450.3789,3
3204.254,420,72.08122,4352,11,1.4804688,112.17188,341.8086,451.668,3
3204.254,420,74.8731,4352,7,1.4804688,112.17188,340.6445,452.832,3
3204.254,420,70.30457,4352,15,1.4804688,112.17188,338.3906,455.0859,3
3204.254,420,69.87342,4352,11,1.4804688,112.17188,344.9531,448.5234,3
3204.254,420,73.21429,4352,9,1.4804688,112.17188,338.9766,454.5,3
3204.254,420,72.1519,4352,12,1.4804688,112.17188,340.6484,452.8281,3
3204.254,420,72.77354,4352,10,1.4804688,112.17188,340.7773,452.6992,3
3204.254,420,76.13065,4352,9,1.4804688,112.17188,335.793,457.6836,3
3204.254,420,71.89873,4352,10,1.4804688,112.17188,339.6016,453.875,3
3204.254,420,67.26343,4352,13,1.4804688,112.1875,339.8086,453.6523,3
3204.254,420,70.99237,4352,17,1.4804688,112.1875,338.5703,454.8906,3
3204.254,420,71.89873,4352,10,1.4804688,112.1875,339.9883,453.4727,3
3204.254,420,69.72705,4352,11,1.4804688,112.1875,340.7383,452.7227,3
3204.254,420,71.82741,4352,12,1.4804688,112.1875,341.0039,452.457,3
3204.254,420,66.66667,4352,15,1.4804688,112.1875,342.9727,450.4883,3
3212.094,420,66.41221,4352,16,1.4804688,112.1875,342.8945,450.5664,3
3204.254,420,63.68159,4352,13,1.4804688,112.1875,340.9766,452.4844,3
3204.254,420,59.0,4352,13,1.4804688,112.1875,340.6016,452.8594,3
3204.254,420,69.28934,4352,16,1.4804688,112.1875,337.4844,455.9766,3
3204.254,420,72.1519,4352,5,1.4804688,112.1875,344.125,449.3359,3
3204.254,420,70.40816,4352,13,1.4804688,112.1875,338.793,454.668,3
3204.254,420,71.9697,4352,11,1.4804688,112.1875,336.5586,456.9023,3
3204.254,420,71.24352,4352,15,1.4804688,112.1875,342.5977,450.8633,3
3204.254,420,70.33248,4352,10,1.4804688,112.1875,339.0156,454.4453,3
3204.254,420,75.1269,4352,8,1.4804688,112.1875,339.1406,454.3203,3
3204.254,420,75.31486,4352,14,1.4804688,112.1875,339.8672,453.5938,3
3204.254,420,74.81108,4352,12,1.4804688,112.1875,338.4453,455.0156,3
3204.254,420,72.84264,4352,11,1.4804688,112.20312,340.7227,452.7227,3
3204.254,420,72.29219,4352,9,1.4804688,112.20312,339.1641,454.2812,3
3204.254,420,73.09645,4352,8,1.4804688,112.20312,340.5312,452.9141,3
3204.254,420,74.4898,4352,7,1.4882812,112.20312,344.9883,448.457,3
3204.254,420,71.06599,4352,18,1.4882812,112.20312,345.1992,448.2383,3
3204.254,420,73.9899,4352,9,1.4882812,112.20312,344.3789,449.0586,3
3204.254,420,70.69409,4352,10,1.4882812,112.20312,340.9883,452.4492,3
3204.254,420,67.85714,4352,8,1.4882812,112.20312,344.5312,448.9062,3
3204.254,420,75.56675,4352,11,1.4882812,112.20312,344.0781,449.3594,3
3204.254,420,71.9697,4352,6,1.4882812,112.20312,340.25,453.1875,3
3204.254,420,72.11055,4352,11,1.4960938,112.20312,338.3359,455.1016,3
3204.254,420,71.64557,4320,9,1.4960938,112.19531,334.7539,458.6836,3
3204.254,420,70.81218,4320,12,1.4960938,112.20312,336.1211,457.3086,3
3204.254,420,67.09184,4320,15,1.4960938,112.20312,347.0352,446.3945,3
3204.254,420,72.47475,4320,12,1.4960938,112.20312,340.8008,452.6289,3
3204.254,420,70.17544,4320,10,1.4960938,112.20312,341.9023,451.5273,3
3204.254,420,67.75819,4320,11,1.4960938,112.20312,341.1602,452.2695,3
3204.254,421,64.55696,4320,11,1.4960938,112.20312,343.7266,449.7031,3
3204.254,421,66.16915,4320,13,1.4960938,112.20312,339.5078,453.9219,3
3204.254,421,62.0603,4320,10,1.4960938,112.21875,339.9414,453.4727,3
3204.254,423,60.24691,4320,11,1.4960938,112.21875,339.2578,454.1562,3
3204.254,423,60.44776,4320,10,1.4960938,112.21875,341.9297,451.4844,3
3204.254,423,70.37975,4320,9,1.4960938,112.21875,338.9648,454.4492,3
3204.254,423,72.95918,4320,11,1.4960938,112.21875,341.0859,452.3281,3
3204.254,423,72.26463,4320,20,1.4960938,112.21875,339.9375,453.4766,3
3204.254,423,70.61856,4320,9,1.4960938,112.21875,337.668,455.7461,3
3204.254,423,72.72727,4320,10,1.5,112.23438,337.4805,455.918,3
3204.254,423,71.24682,4320,17,1.5,111.61719,342.8984,451.1133,3
3204.254,423,70.0,4320,8,1.5,111.625,344.4805,449.5234,3
3204.254,423,71.78841,4320,10,1.5,111.67969,341.6641,452.2852,3
3204.254,423,70.43702,4320,14,1.5,111.67969,337.1914,456.7578,3
3204.254,423,69.62025,4320,10,1.5,111.83203,340.4453,453.3516,3
3204.254,423,73.28244,4320,14,1.5,111.83203,340.5547,453.2422,3
3204.254,423,70.78086,4320,15,1.5,111.83203,339.2148,454.582,3
3204.254,423,75.06297,4320,10,1.5,111.83203,340.082,453.7148,3
3204.254,423,73.23232,4320,12,1.5,111.83203,340.2188,453.5781,3
3204.254,423,74.74747,4320,14,1.5,111.83203,340.7812,453.0156,3
3204.254,423,69.94949,4320,10,1.5,111.83203,340.7227,453.0742,3
3204.254,423,70.63291,4320,10,1.5,111.83203,339.6875,454.1094,3
3204.254,423,72.0403,4320,7,1.5,111.83203,337.4727,456.3242,3
3204.254,423,71.4653,4320,14,1.5,111.83203,343.6562,450.1406,3
3204.254,423,71.28205,4320,12,1.5,111.83203,341.5156,452.2812,3
3204.254,423,70.02519,4320,14,1.5,111.83203,336.1641,457.6328,3
3204.254,423,70.48346,4320,13,1.4375,111.83203,337.2695,456.5273,3
3204.254,423,67.9198,4352,11,1.4375,111.45312,341.7812,452.457,3
3204.254,423,71.78841,4352,11,1.4375,111.45312,341.8203,452.418,3
3204.254,423,74.24242,4352,15,1.4375,111.45312,340.6211,453.6172,3
3204.254,423,67.41855,4352,8,1.4375,111.45312,340.875,453.3633,3
3204.254,423,67.00252,4352,9,1.4375,111.45312,338.0039,456.2344,3
3204.254,423,66.66667,4352,13,1.4375,111.45312,337.8906,456.3477,3
3204.254,423,63.09227,4352,8,1.4375,111.45312,335.4922,458.7461,3
3204.254,423,58.12183,4352,15,1.4375,111.45312,341.8086,452.4297,3
3204.254,423,62.81407,4352,17,1.4375,111.45312,337.3203,456.918,3
3204.254,423,68.78173,4352,10,1.4375,111.45312,338.8945,455.3438,3
3204.254,423,70.84399,4352,14,1.4375,111.45312,340.8672,453.3711,3
3204.254,423,73.28244,4352,13,1.4375,111.45312,337.5312,456.707,3
3204.254,423,74.1688,4352,13,1.4375,111.45312,338.9141,455.3242,3
3204.254,423,69.87342,4352,12,1.4375,111.45312,338.0664,456.1719,3
3204.254,423,69.23077,4352,13,1.4375,111.45312,340.5234,453.7148,3
3204.254,423,70.22901,4352,7,1.4375,111.45312,341.707,452.5312,3
3204.254,423,73.55164,4352,9,1.4375,111.45312,345.5039,448.7344,3
3204.254,423,69.36709,4352,16,1.4375,111.45312,340.8984,453.3398,3
3204.254,423,72.68041,4352,12,1.4375,111.47266,336.4961,457.7227,3
3204.254,423,73.16456,4352,9,1.4375,111.47266,338.3711,455.8477,3
3204.254,423,73.23232,4352,12,1.4375,111.47266,339.0391,455.1797,3
3204.254,423,72.26463,4352,15,1.4375,111.47266,345.6914,448.5273,3
3204.254,423,76.32242,4384,6,1.4375,111.47266,343.7188,450.5,3
3204.254,423,69.03553,4352,15,1.4375,111.47266,337.375,456.8438,3
3204.254,423,70.07673,4352,10,1.4375,111.54688,343.4258,450.7188,3
3204.254,423,68.36735,4352,16,1.4453125,111.54688,340.5547,453.5898,3
3204.254,423,72.01018,4352,17,1.4453125,111.54688,343.7969,450.3398,3
3204.254,423,69.87342,4352,12,1.4453125,111.54688,339.9688,454.168,3
3204.254,423,69.82097,4352,11,1.4453125,111.54688,339.9609,454.1758,3
3204.254,423,72.43108,4352,15,1.4453125,111.54688,342.0898,452.0469,3
3204.254,423,75.50505,4352,10,1.4453125,111.54688,343.9492,450.1875,3
3204.254,423,70.9596,4352,16,1.5859375,111.54688,338.4805,455.6562,3
3204.254,423,65.07538,4352,15,1.6054688,111.93359,335.2539,458.3555,3
3204.254,423,68.5422,4320,12,1.6054688,112.05859,339.0742,454.3906,3
3204.254,423,70.52897,4320,11,1.6054688,112.05859,334.2344,459.2305,3
3204.254,423,65.16291,4320,10,1.6054688,112.05859,340.9531,452.5117,3
3204.254,423,60.75,4320,12,1.6054688,112.05859,337.0781,456.3867,3
3204.254,423,61.51899,4320,10,1.6054688,112.05859,339.4023,454.0625,3
3204.254,423,60.25,4320,13,1.6054688,112.05859,345.3008,448.1641,3
3204.254,423,66.24685,4320,10,1.6054688,112.05859,339.5312,453.9336,3
3204.254,423,73.92405,4320,9,1.6054688,112.05859,336.5742,456.8906,3
3204.254,423,71.28205,4320,11,1.6054688,112.05859,338.8125,454.6523,3
3204.254,423,72.01018,4320,13,1.6054688,112.05859,339.3242,454.1406,3
3204.254,423,68.11224,4320,13,1.6054688,112.05859,338.8906,454.5742,3
3204.254,423,72.40506,4320,20,1.6054688,112.05859,338.7656,454.6992,3
3204.254,423,73.65729,4320,10,1.6132812,112.05859,341.4648,452.0,3
3204.254,423,72.43108,4320,10,1.6132812,112.05859,341.625,451.832,3
3204.254,423,74.36548,4320,10,1.6132812,112.05859,336.5938,456.8633,3
3204.254,423,68.97436,4320,12,1.6132812,112.05859,341.8555,451.6016,3
3204.254,423,70.35176,4320,13,1.6132812,112.05859,336.3477,457.1094,3
3204.254,423,71.3555,4320,9,1.6132812,112.05859,343.1367,450.3203,3
3204.254,423,72.11055,4320,8,1.6132812,112.05859,337.6836,455.7734,3
3204.254,423,73.09645,4320,12,1.6132812,112.05859,334.0312,459.4258,3
3204.254,423,71.46465,4320,14,1.6132812,112.05859,334.9844,458.4727,3
3204.254,423,70.66327,4352,14,1.6132812,112.05859,337.5039,455.9531,3
3204.254,423,69.89796,4352,12,1.6132812,112.05859,343.7305,449.7266,3
3204.254,423,74.8731,4352,8,1.6132812,112.05859,338.0078,455.4492,3
3204.254,423,70.67669,4352,8,1.6132812,112.05859,337.582,455.875,3
3204.254,423,73.16456,4352,8,1.6132812,112.05859,339.4609,453.9961,3
3204.254,423,73.16456,4352,8,1.6132812,112.05859,335.8672,457.5898,3
3204.254,423,67.8392,4352,10,1.6132812,112.05859,346.543,446.9141,3
3204.254,423,72.30769,4352,15,1.6132812,112.05859,341.2578,452.1992,3
3204.254,423,69.97455,4352,13,1.6132812,112.05859,336.793,456.6641,3
3204.254,423,69.09548,4352,10,1.6132812,112.0625,340.3867,453.0664,3
3204.254,423,68.35443,4352,12,1.6132812,112.0625,339.3867,454.0664,3
3204.254,423,67.67677,4352,8,1.6132812,112.0625,340.625,452.8281,3
3204.254,423,65.15152,4352,10,1.6132812,112.0625,339.9922,453.4609,3
3204.254,423,62.28288,4352,12,1.6132812,112.0625,335.8633,457.5898,3
3204.254,423,60.0,4352,15,1.6132812,112.0625,340.793,452.6602,3
3204.254,423,60.69652,4352,9,1.6132812,112.0625,341.4922,451.9609,3
3204.254,423,72.75064,4352,14,1.6132812,112.0625,336.3828,457.0703,3
3204.254,423,74.81108,4352,10,1.6132812,112.0625,333.0742,460.3789,3
3204.254,422,74.61929,4352,11,1.6132812,112.0625,340.3711,453.082,3
3204.254,422,72.01018,4352,9,1.6132812,112.0625,340.125,453.3281,3
3204.254,422,74.43609,4352,17,1.6132812,112.0625,339.5938,453.8594,3
3204.254,422,74.8731,4352,11,1.6132812,112.0625,340.0234,453.4297,3
3204.254,422,70.81218,4352,7,1.6132812,112.0625,340.3438,453.1094,3
3204.254,422,73.60406,4352,12,1.6132812,112.0625,348.918,444.5352,3
3204.254,422,69.38776,4352,10,1.6132812,112.0625,343.3438,450.1094,3
3204.254,422,69.82097,4352,12,1.6132812,112.0625,340.5547,452.8984,3
3204.254,422,71.35678,4352,12,1.6132812,112.0625,336.1523,457.3008,3
3204.254,422,69.79695,4352,9,1.6171875,112.0625,342.3203,451.1328,3
3204.254,422,72.1519,4352,9,1.6171875,112.05859,336.8516,456.6016,3
3204.254,422,72.29219,4352,18,1.1601562,112.0625,332.9961,460.4531,3
3204.254,422,70.51282,4352,14,1.1601562,111.70703,344.2227,450.0391,3
3204.254,422,67.93893,4352,9,1.1601562,111.70703,343.7031,450.5586,3
3204.254,422,71.53846,4352,9,1.1601562,111.70703,344.2227,450.0391,3
3204.254,422,68.5422,4352,9,1.1601562,111.70703,340.2148,454.0469,3
3204.254,422,73.60406,4352,12,1.1601562,111.70703,340.8359,453.4258,3
3204.254,422,67.68448,4384,11,1.1601562,111.70703,337.3945,456.8672,3
3204.254,422,75.76531,4384,7,1.1601562,111.70703,340.793,453.4688,3
3204.254,422,70.05076,4384,9,1.1601562,111.70703,342.0,452.2617,3
3204.254,422,70.55838,4384,9,1.1679688,111.70703,341.1055,453.1562,3
3204.254,422,70.20202,4384,13,1.1757812,111.69922,340.9727,453.2891,3
3204.254,422,70.35176,4384,13,1.1757812,111.69922,345.1133,449.1406,3
3204.254,422,70.52897,4384,12,1.1757812,111.70703,345.0859,449.1602,3
3204.254,422,67.75,4384,13,1.1757812,111.70703,340.8984,453.3477,3
