face_detection_rpi_mem.committed_Committed_AS,face_detection_rpi_system.active_processes_active,face_detection_rpi_system.cpu_user,face_detection_rpi_system.file_nr_used_used,face_detection_rpi_system.processes_running,face_detection_rpi_system.ram_buffers,face_detection_rpi_system.ram_cached,face_detection_rpi_system.ram_free,face_detection_rpi_system.ram_used,Target
3084.145,422,69.01763,4352,19,4.121094,326.7461,65.92578,510.3359,6
3084.145,422,70.07874,4352,8,4.121094,326.7461,65.02344,511.2383,6
3084.145,422,67.60204,4352,6,4.121094,326.7461,65.66016,510.6016,6
3083.266,422,71.17347,4352,11,4.121094,326.7461,62.67969,513.582,6
3083.266,422,68.51385,4352,18,4.121094,326.7461,63.39844,512.8633,6
3083.266,422,68.20513,4352,11,4.121094,326.7461,63.50781,512.7539,6
3081.508,422,67.85714,4352,15,4.121094,326.7461,66.79688,509.4648,6
3083.281,422,68.71795,4384,14,4.121094,326.7461,66.30859,509.9531,6
3083.281,421,66.66667,4384,12,4.128906,326.7383,61.35156,514.9102,6
3084.16,421,68.52792,4384,15,4.128906,326.7461,66.29688,509.957,6
3084.145,421,68.01008,4384,9,4.128906,326.7461,69.11328,507.1406,6
3083.266,421,67.67677,4384,15,4.128906,326.7461,63.77734,512.4766,6
3083.266,421,64.08269,4384,14,4.128906,326.7461,58.94141,517.3125,6
3083.266,421,69.05371,4384,11,4.128906,326.7461,64.69141,511.5625,6
3084.145,421,67.68448,4384,10,4.128906,326.7461,63.23047,513.0234,6
3083.266,421,67.34177,4384,12,4.128906,326.7461,67.94531,508.3086,6
3084.145,421,67.52577,4384,16,4.128906,326.7461,64.80078,511.4531,6
3084.145,421,66.24365,4384,13,4.136719,326.7461,67.49219,508.7539,6
3083.266,421,64.72081,4384,12,4.136719,326.7461,62.77734,513.4688,6
3084.145,421,64.8855,4384,12,4.136719,326.7461,62.87891,513.3672,6
3084.145,421,64.98741,4352,14,4.136719,326.7461,63.5625,512.6836,6
3084.145,421,64.03061,4352,14,4.136719,326.7461,61.79688,514.4492,6
3084.145,421,64.48363,4352,15,4.136719,326.7461,64.32031,511.9258,6
3084.16,421,58.29146,4352,11,4.136719,326.7461,64.30078,511.9453,6
3083.281,421,55.22388,4320,6,4.136719,326.7461,63.33203,512.9141,6
3084.145,421,57.65306,4320,9,4.136719,326.7461,62.01172,514.2344,6
3082.387,421,66.06684,4320,10,4.136719,326.7461,65.85938,510.3867,6
3084.145,421,70.81218,4320,8,4.136719,326.7461,61.20312,515.043,6
3084.145,421,67.75819,4320,13,4.136719,326.7461,68.15625,508.0898,6
3082.387,421,68.20513,4320,9,4.136719,326.7461,61.55078,514.6953,6
3084.145,421,69.43005,4320,10,4.136719,326.7461,61.51172,514.7344,6
3084.145,421,69.28934,4320,10,4.136719,326.7461,58.80469,517.4414,6
3083.266,421,67.60204,4320,15,4.136719,326.7461,66.34375,509.9023,6
3083.266,421,67.4359,4320,10,4.136719,326.7461,63.86328,512.3828,6
3083.266,421,71.64557,4320,10,4.136719,326.7461,64.66797,511.5781,6
3083.266,421,65.7289,4320,15,4.136719,326.7461,66.16797,510.0781,6
3083.266,421,65.80977,4320,11,4.136719,326.7461,63.66016,512.5859,6
3082.387,421,67.18346,4320,11,4.136719,326.7461,58.14844,518.0977,6
3083.266,421,69.28934,4352,9,4.136719,326.7461,67.17969,509.0664,6
3082.387,421,67.93893,4352,11,4.136719,326.7461,67.75391,508.4922,6
3084.145,421,68.71795,4352,9,4.136719,326.7461,63.19141,513.0547,6
3083.266,421,68.8946,4352,10,4.136719,326.7461,61.36719,514.8789,6
3084.16,421,66.58163,4352,13,4.136719,326.7461,64.99609,511.25,6
3082.387,421,68.11224,4352,9,4.136719,326.7461,68.23438,508.0117,6
3082.387,421,67.42424,4352,10,4.136719,326.7461,62.47266,513.7734,6
3083.266,421,70.99237,4352,12,4.136719,326.7461,64.55859,511.6875,6
3083.266,421,66.58163,4352,8,4.136719,326.7461,62.75391,513.4922,6
3084.145,421,67.17949,4352,17,4.136719,326.7461,62.90625,513.3398,6
3084.145,421,67.67677,4352,12,4.136719,326.7461,69.35547,506.8906,6
3082.387,421,64.46701,4352,12,4.136719,326.7461,64.05469,512.1914,6
3083.266,421,66.07595,4352,15,4.136719,326.7461,61.49609,514.75,6
3084.145,421,63.8191,4352,13,4.136719,326.7461,62.32812,513.918,6
3083.266,421,62.53165,4352,10,4.136719,326.7461,60.47656,515.7695,6
3082.387,421,58.89724,4352,8,4.136719,326.7461,62.41406,513.832,6
3084.145,421,56.43564,4352,14,4.136719,326.7461,63.6875,512.5586,6
3083.266,421,56.0794,4352,11,4.136719,326.7461,67.39062,508.8555,6
3082.387,421,63.61323,4352,12,4.136719,326.7461,63.54688,512.6992,6
3082.387,421,66.83673,4352,9,4.136719,326.7461,66.17578,510.0703,6
3083.266,419,68.19338,4352,8,4.136719,326.7461,62.05859,514.1875,6
3083.266,419,68.46154,4352,9,4.136719,326.7461,62.66016,513.5859,6
3083.266,419,66.75192,4352,7,4.136719,326.7461,63.54688,512.6992,6
3083.281,419,69.38776,4352,14,4.136719,326.7461,69.33984,506.9062,6
3084.145,419,67.4359,4352,12,4.136719,326.7461,61.36719,514.8789,6
3083.266,419,65.98465,4352,11,4.136719,326.7461,62.26172,513.9844,6
3083.266,419,66.92308,4352,13,4.136719,326.7461,64.70312,511.543,6
3083.266,419,68.95674,4352,6,4.136719,326.7461,60.10547,516.1406,6
3084.145,419,69.56522,4352,10,4.136719,326.7461,61.52344,514.7227,6
3084.145,419,66.32653,4352,16,4.136719,326.7461,63.79297,512.4531,6
3082.387,419,68.95674,4352,14,4.136719,326.7461,64.59375,511.6523,6
3083.266,419,67.8392,4352,10,4.144531,326.7383,65.6875,510.5586,6
3083.266,420,69.48718,4352,11,4.144531,326.7461,61.60938,514.6289,6
3084.145,420,66.75192,4352,15,4.144531,326.7461,63.70312,512.5352,6
3084.145,420,66.41414,4352,13,4.144531,326.7461,63.13672,513.1016,6
3083.266,420,67.09184,4352,10,4.144531,326.7461,63.53906,512.6992,6
3083.391,420,67.25888,4352,14,4.144531,326.7461,63.3125,512.9258,6
3083.391,420,68.87755,4352,14,4.144531,326.7461,65.72266,510.5156,6
3085.148,420,71.92982,4352,15,4.144531,326.7461,60.03125,516.207,6
3084.145,420,67.00767,4352,10,4.144531,326.7461,58.20703,518.0312,6
3083.266,420,65.58603,4352,8,4.144531,326.7461,63.28516,512.9531,6
3083.266,420,66.24041,4352,16,4.144531,326.7461,62.10156,514.1367,6
3083.266,420,67.5,4352,9,4.144531,326.7461,61.60156,514.6367,6
3084.145,420,61.38107,4352,7,4.144531,326.7461,62.51953,513.7188,6
3084.145,420,55.27638,4352,12,4.144531,326.7461,65.65234,510.5859,6
3084.145,420,60.65163,4352,9,4.144531,326.7461,63.87109,512.3672,6
3082.387,421,56.6416,4352,11,4.144531,326.7461,62.14844,514.0898,6
3083.266,421,57.14286,4352,11,4.144531,326.7461,61.53906,514.6992,6
3082.387,422,60.96939,4352,10,4.144531,326.7461,68.26953,507.9688,6
3082.387,422,68.10127,4352,8,4.152344,326.7383,66.85156,509.3867,6
3083.297,422,68.68687,4352,13,4.152344,326.7461,63.76562,512.4648,6
3083.281,422,67.51918,4352,6,4.152344,326.7461,64.25,511.9805,6
3083.281,422,70.98446,4352,11,4.152344,326.7461,62.18359,514.0469,6
3084.16,422,67.94872,4352,10,4.152344,326.7461,66.23438,509.9961,6
3083.281,422,67.17172,4352,9,4.152344,326.7461,62.80078,513.4297,6
3083.281,422,67.35219,4352,11,4.152344,326.7461,61.64453,514.5859,6
3083.293,422,67.78351,4352,12,4.152344,326.7461,61.55078,514.6797,6
3084.172,422,64.96164,4352,11,4.152344,326.7461,64.38281,511.8477,6
3083.293,422,63.4715,4352,14,4.152344,326.7461,62.50781,513.7227,6
3083.281,422,68.87755,4352,10,4.152344,326.7461,60.44141,515.7891,6
3083.281,422,69.7201,4352,10,4.152344,326.7461,66.97656,509.2539,6
3083.281,422,67.59494,4352,9,4.152344,326.7461,66.72656,509.5039,6
3083.297,421,69.38776,4352,9,4.152344,326.7461,64.46484,511.7656,6
3083.281,421,68.70229,4352,15,4.152344,326.7461,67.80469,508.4258,6
3084.16,421,65.63307,4352,14,4.152344,326.7461,61.67969,514.5508,6
3082.402,421,68.93939,4352,12,4.152344,326.7461,62.92188,513.3086,6
3083.281,421,68.20513,4352,9,4.152344,326.7461,67.07812,509.1523,6
3083.281,421,67.86632,4352,13,4.152344,326.7461,62.23828,513.9922,6
3084.16,421,66.41026,4352,13,4.152344,326.7461,64.30859,511.9219,6
3084.16,421,64.19437,4352,12,4.152344,326.7461,60.76953,515.4609,6
3084.145,421,65.80977,4352,6,4.152344,326.7461,58.99609,517.2344,6
3083.281,421,65.40404,4352,7,4.152344,326.7461,64.48828,511.7422,6
3081.523,421,67.60204,4352,11,4.152344,326.7461,63.78125,512.4492,6
3083.281,421,66.32911,4352,11,4.152344,326.7461,62.89453,513.3359,6
3083.281,421,65.25,4352,12,4.152344,326.7461,63.34766,512.8828,6
3084.16,421,61.77215,4352,9,4.152344,326.7461,63.83984,512.3906,6
3082.402,421,58.76543,4352,16,4.152344,326.7461,59.57812,516.6523,6
3084.172,421,55.44304,4352,10,4.152344,326.7461,64.78125,511.4492,6
3084.172,421,56.66667,4352,8,4.152344,326.7461,64.23828,511.9922,6
3083.293,422,59.89717,4352,12,4.152344,326.7461,66.96875,509.2617,6
3083.207,422,68.8946,4352,8,4.152344,326.7461,59.60547,516.625,6
3084.086,422,67.95866,4352,14,4.152344,326.7461,62.01562,514.2148,6
3082.328,422,68.44784,4352,10,4.152344,326.7461,63.60156,512.6289,6
3084.086,422,65.90331,4352,7,4.152344,326.7461,59.90625,516.3242,6
3084.086,422,68.11224,4352,5,4.152344,326.7461,61.66406,514.5664,6
3081.449,422,69.48718,4352,11,4.152344,326.7461,65.94922,510.2812,6
3084.086,422,68.01008,4352,14,4.152344,326.7461,62.58984,513.6406,6
3083.207,422,67.17949,4352,9,4.152344,326.7461,66.12109,510.1094,6
3082.945,422,64.76684,4352,17,4.160156,326.7383,64.93359,511.2969,6
3084.703,422,67.85714,4352,9,4.160156,326.7461,62.22656,513.9961,6
3084.719,422,69.2112,4352,13,4.160156,326.7461,63.50391,512.7188,6
3084.703,422,67.34694,4352,9,4.160156,326.7461,62.30859,513.9141,6
3083.824,422,68.35443,4352,9,4.160156,326.7461,57.67578,518.5469,6
3084.703,422,67.51269,4352,14,4.160156,326.7461,60.64844,515.5742,6
3084.703,422,65.80977,4352,16,4.160156,326.7461,59.48828,516.7344,6
3082.066,422,67.09184,4352,14,4.160156,326.7461,64.23828,511.9844,6
3083.824,422,67.09184,4352,13,4.167969,326.7461,63.78125,512.4336,6
3084.703,422,67.25441000000001,4352,15,4.167969,326.7461,66.37109,509.8438,6
3084.703,422,66.66667,4352,14,4.167969,326.7461,65.66406,510.5508,6
3083.824,422,68.59296,4352,11,4.167969,326.7461,64.69141,511.5234,6
3084.703,422,66.66667,4352,13,4.167969,326.7461,61.25,514.9648,6
3084.719,422,67.17172,4352,13,4.167969,326.7461,59.28125,516.9336,6
3082.945,422,65.82278,4352,11,4.167969,326.7461,63.34375,512.8711,6
3083.824,422,66.15776,4352,16,4.167969,326.7461,65.85156,510.3633,6
3083.824,422,61.61616,4352,9,4.167969,326.7461,62.50391,513.7109,6
3084.703,422,61.67513,4320,13,4.167969,326.7461,66.91406,509.3008,6
3082.066,422,57.78894,4320,14,4.167969,326.7461,64.32422,511.8906,6
3082.945,422,53.51759,4352,12,4.167969,326.7461,58.30859,517.9062,6
3084.703,422,57.93451,4352,12,4.167969,326.7461,66.42188,509.793,6
3082.945,422,62.95337,4352,11,4.167969,326.7461,67.35156,508.8633,6
3083.824,422,67.69231,4352,7,4.167969,326.7461,67.23047,508.9844,6
3084.703,422,66.75063,4352,10,4.167969,326.7461,62.73828,513.4766,6
3082.066,422,68.62245,4352,10,4.167969,326.7461,63.41016,512.8047,6
3084.703,422,66.32391,4352,17,4.167969,326.7461,64.31641,511.8984,6
3083.824,422,71.3198,4352,15,4.167969,326.7461,59.66406,516.5508,6
3083.824,422,69.23077,4352,11,4.167969,326.7461,64.17188,512.043,6
3083.824,422,67.78351,4352,12,4.167969,326.7461,62.32812,513.8867,6
3082.945,422,64.8855,4352,8,4.167969,326.7461,63.73828,512.4766,6
3083.824,422,66.66667,4352,12,4.167969,326.7461,64.34766,511.8672,6
3084.703,422,67.69231,4352,7,4.175781,326.7461,68.78516,507.4219,6
3084.703,422,70.70707,4352,11,4.175781,326.7461,64.32422,511.8828,6
3083.824,422,65.98465,4352,11,4.175781,326.7461,64.70312,511.5039,6
3083.824,422,66.32391,4352,8,4.175781,326.7461,66.98047,509.2266,6
3083.824,422,65.56962,4320,12,4.175781,326.7461,61.18359,515.0234,6
3084.703,422,67.94872,4320,6,4.175781,326.7461,61.69922,514.5078,6
3082.945,422,66.15385,4320,12,4.175781,326.7461,60.31641,515.8906,6
3084.703,422,66.91729,4320,12,4.175781,326.7461,71.06641,505.1406,6
3083.824,422,67.00508,4320,10,4.175781,326.7461,65.17578,511.0312,6
3084.703,422,68.5422,4320,10,4.175781,326.7461,60.94141,515.2656,6
3083.824,422,67.00508,4320,8,4.175781,326.7461,62.88281,513.3242,6
3084.703,422,66.24365,4320,21,4.175781,326.7461,63.9375,512.2695,6
3083.824,422,68.67168,4320,12,4.175781,326.7461,62.15234,514.0547,6
3084.703,422,65.65657,4320,12,4.175781,326.7461,63.59375,512.6133,6
3083.824,422,60.60606,4320,12,4.175781,326.7461,61.75391,514.4531,6
3083.824,422,62.78481,4320,10,4.175781,326.7461,63.05078,513.1562,6
3083.824,422,60.50633,4320,9,4.175781,326.7461,63.91797,512.2891,6
3083.824,422,59.3985,4320,8,4.175781,326.7461,63.05859,513.1484,6
3083.824,422,55.75,4320,11,4.175781,326.7461,64.36328,511.8438,6
3084.703,422,53.51759,4320,12,4.175781,326.7461,60.75781,515.4492,6
3083.824,422,64.54082,4320,7,4.175781,326.7461,57.86328,518.3438,6
3084.703,422,69.30946,4320,14,4.175781,326.7461,62.46875,513.7383,6
3084.703,422,65.02591,4320,10,4.175781,326.7461,58.89062,517.3164,6
3083.824,422,66.83673,4352,9,4.175781,326.7461,65.14453,511.0625,6
3084.703,422,63.40206,4352,13,4.175781,326.7461,62.42969,513.7773,6
3084.703,422,66.32391,4352,13,4.175781,326.7461,59.78125,516.4258,6
3084.703,422,66.57963,4352,12,4.175781,326.7461,64.82812,511.3789,6
3083.824,422,65.29563,4352,11,4.175781,326.7461,61.61328,514.5938,6
3083.824,422,67.26804,4352,17,4.175781,326.7461,60.0625,516.1445,6
3084.703,422,66.06684,4352,12,4.175781,326.7461,63.30859,512.8984,6
3083.824,421,66.40827,4352,12,4.175781,326.7461,63.12109,513.0859,6
3084.703,421,66.91919,4352,14,4.175781,326.7461,61.80859,514.3984,6
3084.719,420,66.15385,4352,15,4.175781,326.7461,65.15625,511.0508,6
3083.824,420,65.29563,4352,8,4.175781,326.7461,64.23047,511.9766,6
3084.703,420,65.82278,4352,13,4.175781,326.7461,61.19531,515.0117,6
3084.703,420,68.60759,4352,14,4.175781,326.7461,62.57031,513.6367,6
3083.824,420,66.66667,4352,12,4.175781,326.7461,66.88672,509.3203,6
3084.703,420,66.58291,4352,11,4.175781,326.7461,62.77344,513.4336,6
3084.703,420,67.93893,4352,18,4.175781,326.7461,67.22656,508.9805,6
3082.945,420,63.91753,4352,11,4.175781,326.7461,63.65625,512.5508,6
3082.945,420,64.19437,4352,8,4.175781,326.7461,65.26953,510.9375,6
3084.703,420,66.07143,4352,13,4.175781,326.7461,66.39062,509.8164,6
3083.824,420,67.34177,4352,13,4.175781,326.7461,62.07031,514.1367,6
3084.719,420,67.08543,4352,15,4.175781,326.7461,64.99609,511.2109,6
3084.703,420,66.41414,4352,10,4.175781,326.7461,65.35938,510.8477,6
3084.762,420,65.82278,4352,10,4.175781,326.7461,65.26953,510.9375,6
3084.777,420,61.30653,4352,11,4.183594,326.7461,62.96094,513.2383,6
3083.883,420,62.0603,4352,13,4.183594,326.7461,63.375,512.8242,6
3082.125,420,52.63158,4352,7,4.183594,326.7461,65.72656,510.4727,6
3084.762,420,51.91816,4352,12,4.183594,326.7461,67.21875,508.9805,6
3084.777,420,61.05528,4352,15,4.183594,326.7461,65.69922,510.5,6
3084.762,420,67.35751,4352,12,4.183594,326.7461,61.20312,514.9961,6
3084.762,420,67.00767,4320,13,4.183594,326.7461,59.58984,516.6094,6
3084.762,420,66.49616,4320,14,4.183594,326.7461,67.21094,508.9883,6
3082.125,420,67.51269,4320,13,4.183594,326.7461,61.34766,514.8516,6
3084.762,420,67.85714,4320,11,4.183594,326.7461,67.35547,508.8438,6
3083.883,420,70.02519,4320,13,4.183594,326.7461,65.97266,510.2266,6
3084.762,420,69.61039,4320,11,4.183594,326.7461,61.64453,514.5547,6
3084.777,420,69.84925,4320,13,4.183594,326.7461,67.70312,508.4961,6
3083.883,420,67.93893,4320,11,4.183594,326.7461,62.34375,513.8555,6
3084.762,420,68.70229,4320,13,4.183594,326.7461,58.28516,517.9141,6
3084.762,420,67.18346,4320,11,4.183594,326.7461,65.52344,510.6758,6
3083.883,420,66.24041,4320,13,4.183594,326.7461,62.37109,513.8281,6
3083.883,420,71.17347,4320,13,4.183594,326.7461,63.0625,513.1367,6
3083.883,420,68.19338,4320,10,4.183594,326.7461,64.19141,512.0078,6
3084.762,420,68.5567,4320,11,4.183594,326.7461,62.20703,513.9922,6
3084.762,420,66.58163,4320,9,4.183594,326.7461,61.79688,514.4023,6
3084.777,420,68.52792,4320,11,4.183594,326.7461,60.77734,515.4219,6
3083.883,420,67.34694,4320,9,4.183594,326.7461,65.30078,510.8984,6
3084.762,420,68.44784,4320,13,4.183594,326.7461,63.21484,512.9844,6
3083.883,420,68.60759,4352,11,4.191406,326.7461,63.31641,512.875,6
3084.762,420,67.68448,4352,15,4.191406,326.7461,62.16406,514.0273,6
3083.883,420,67.68448,4352,14,4.191406,326.7461,66.64844,509.543,6
3083.004,420,66.66667,4352,11,4.191406,326.7461,61.34375,514.8477,6
3084.762,420,67.26343,4352,13,4.191406,326.7461,61.33594,514.8555,6
3084.762,420,67.34177,4352,10,4.191406,326.7461,68.76172,507.4297,6
3084.762,420,63.45178,4352,18,4.191406,326.7461,62.37109,513.8203,6
3083.883,420,60.35354,4352,11,4.191406,326.7461,58.54297,517.6484,6
3082.125,420,57.17884,4352,14,4.191406,326.7461,65.85938,510.332,6
3083.824,420,54.0,4352,13,4.191406,326.7461,65.64844,510.543,6
3084.703,420,59.54774,4352,13,4.191406,326.7461,66.36719,509.8242,6
3084.719,420,68.46154,4352,13,4.191406,326.7461,59.09766,517.0938,6
3083.824,420,67.51918,4384,9,4.191406,326.7461,60.76562,515.4258,6
3083.824,420,70.43702,4384,10,4.191406,326.7461,66.17578,510.0156,6
3083.824,420,63.61323,4384,19,4.191406,326.75,67.30469,508.8828,6
3084.719,420,63.84615,4384,13,4.191406,326.75,64.19922,511.9883,6
3084.762,420,67.01299,4384,9,4.191406,326.75,61.94922,514.2383,6
3083.883,420,67.26343,4384,11,4.191406,326.75,58.05469,518.1328,6
3083.004,420,68.46154,4352,14,4.191406,326.75,61.96094,514.2266,6
3084.762,420,67.00508,4352,14,4.191406,326.75,58.35938,517.8281,6
3084.762,421,67.60925,4352,17,4.199219,326.75,56.30859,519.8711,6
3083.883,421,66.07595,4352,12,4.199219,326.75,62.77344,513.4062,6
3084.762,421,67.85714,4352,17,4.199219,326.75,65.01953,511.1602,6
3084.703,422,66.83544,4352,11,4.199219,326.75,60.83984,515.3398,6
3083.824,422,69.38776,4352,14,4.199219,326.75,65.53125,510.6484,6
3084.762,422,63.68286,4352,10,4.199219,326.75,61.83984,514.3398,6
3083.883,422,64.54082,4352,8,4.199219,326.8711,63.01953,513.0391,6
3084.762,421,66.49746,4352,16,4.199219,326.8711,64.30859,511.75,6
3083.883,421,64.37659,4352,11,4.199219,326.8711,67.33594,508.7227,6
3084.762,421,71.50127,4352,9,4.199219,326.8711,61.24219,514.8164,6
3084.762,421,67.26343,4352,9,4.199219,326.8711,66.33594,509.7227,6
3083.883,421,69.11392,4352,11,4.199219,326.8711,66.66797,509.3906,6
3084.762,421,67.86632,4352,9,4.199219,326.8711,61.30469,514.7539,6
3084.762,421,65.56122,4352,9,4.199219,326.8711,63.94141,512.1172,6
3084.762,421,68.92231,4352,13,4.199219,326.8711,63.12109,512.9375,6
3083.883,421,64.97462,4352,12,4.199219,326.8711,67.53516,508.5234,6
3084.762,421,63.88889,4352,9,4.199219,326.8711,62.50391,513.5547,6
3083.883,421,59.59596,4352,15,4.199219,326.8711,59.91406,516.1445,6
3083.883,421,57.35661,4352,10,4.199219,326.8711,58.0,518.0586,6
3083.883,421,58.54271,4352,11,4.199219,326.8711,58.25781,517.8008,6
3083.883,421,57.03518,4320,6,4.199219,326.8711,60.99219,515.0664,6
3084.762,421,65.98465,4320,16,4.199219,326.8711,63.91016,512.1484,6
3083.883,421,67.43003,4320,12,4.199219,326.8711,58.35547,517.7031,6
3083.883,421,69.48718,4320,9,4.199219,326.8711,61.35156,514.707,6
3084.762,421,68.44784,4320,9,4.199219,326.8711,63.15234,512.9062,6
3083.004,421,66.32391,4352,12,4.199219,326.8711,64.63281,511.4258,6
3084.762,421,71.79487,4352,13,4.199219,326.8711,57.96484,518.0938,6
3083.883,421,66.83673,4352,10,4.199219,326.8711,64.15234,511.9062,6
3084.762,421,67.7665,4352,13,4.21875,326.8789,62.53906,513.4922,6
3084.777,421,71.39175,4352,8,4.21875,326.8789,61.71875,514.3125,6
3083.02,421,68.20513,4352,7,4.21875,326.8789,64.49609,511.5352,6
3084.762,421,70.48346,4352,10,4.21875,326.8789,61.10938,514.9219,6
3082.125,421,70.40816,4352,10,4.21875,326.8789,58.80078,517.2305,6
3084.762,421,66.92308,4352,18,4.21875,326.8789,65.61328,510.418,6
3083.883,421,69.05371,4352,12,4.21875,326.8789,61.65625,514.375,6
3082.125,421,67.95866,4352,11,4.21875,326.8789,60.67188,515.3594,6
3084.762,421,66.75127,4352,15,4.21875,326.8789,66.82031,509.2109,6
3084.762,421,66.66667,4352,9,4.21875,326.8789,63.82031,512.2109,6
3083.883,421,68.86076,4352,12,4.21875,326.8789,60.01172,516.0195,6
3083.883,421,67.09184,4352,12,4.21875,326.8789,62.72266,513.3086,6
3083.898,421,66.41414,4352,12,4.21875,326.8789,64.59766,511.4336,6
3084.762,421,68.36735,4320,11,4.21875,326.8789,65.38672,510.6445,6
3084.762,421,65.56962,4320,8,4.21875,326.8789,61.97266,514.0586,6
3083.883,421,67.00252,4320,11,4.21875,326.8789,59.72656,516.3047,6
3083.898,421,66.07595,4320,15,4.21875,326.8789,59.82031,516.2109,6
3083.883,421,65.56122,4320,8,4.21875,326.8789,62.18359,513.8477,6
3083.883,421,65.65657,4320,14,4.21875,326.8789,60.44922,515.582,6
3083.883,421,62.81407,4320,10,4.21875,326.8789,64.17969,511.8516,6
3083.883,421,58.69018,4320,14,4.21875,326.8789,64.04297,511.9883,6
3083.883,421,57.71144,4320,10,4.21875,326.8789,57.50781,518.5234,6
3083.883,421,56.78392,4320,13,4.226562,326.8789,61.39062,514.6328,6
3084.762,421,62.72494,4320,13,4.226562,326.8789,68.14844,507.875,6
3084.762,421,68.0203,4320,9,4.226562,326.8789,64.49609,511.5273,6
3083.004,421,69.01763,4320,9,4.226562,326.8789,65.24609,510.7773,6
3082.125,421,68.29897,4320,13,4.226562,326.8789,63.69141,512.332,6
3083.883,421,68.46154,4320,10,4.226562,326.8789,63.77344,512.25,6
3084.762,420,70.69409,4320,15,4.226562,326.8789,60.62891,515.3945,6
3083.883,421,66.83417,4320,13,4.226562,326.8789,60.51953,515.5039,6
3083.004,421,67.26343,4320,13,4.226562,326.8789,61.74609,514.2773,6
3084.762,421,66.66667,4320,11,4.226562,326.8789,61.58203,514.4414,6
3082.125,421,69.46565,4320,12,4.226562,326.8789,62.89062,513.1328,6
3084.762,421,68.8946,4320,12,4.226562,326.8789,61.47656,514.5469,6
3084.762,421,65.47315,4320,12,4.226562,326.8789,64.96484,511.0586,6
3083.883,421,65.3944,4320,11,4.226562,326.8789,60.76562,515.2578,6
3083.883,422,67.60925,4320,10,4.226562,326.8789,61.33984,514.6836,6
3083.883,422,66.07143,4320,12,4.226562,326.8789,60.41797,515.6055,6
3083.004,422,69.89796,4320,9,4.226562,326.8789,60.58984,515.4336,6
3084.762,422,68.81443,4320,11,4.226562,326.8789,59.10938,516.9141,6
3083.883,422,67.8481,4320,9,4.226562,326.8789,61.72656,514.2969,6
3083.004,422,66.06684,4320,12,4.226562,326.8789,66.48047,509.543,6
3084.762,422,57.93451,4352,13,4.226562,326.8789,61.85156,514.1719,6
3083.883,422,64.96164,4352,7,4.226562,326.8789,60.5,515.5234,6
3083.883,422,69.75,4352,12,4.226562,326.8789,61.22656,514.7969,6
3083.883,422,64.89899,4352,13,4.226562,326.8789,57.41406,518.6094,6
3083.883,422,63.63636,4352,10,4.226562,326.8789,57.64062,518.3828,6
3084.762,422,62.59542,4352,7,4.226562,326.8789,57.57422,518.4492,6
3083.883,422,58.48101,4352,12,4.226562,326.8789,60.88281,515.1406,6
3083.883,422,63.40852,4352,12,4.226562,326.8789,57.44922,518.5742,6
3084.762,422,53.56265,4352,10,4.234375,326.8789,63.77344,512.2422,6
3083.004,422,53.29949,4352,9,4.234375,326.8789,61.87891,514.1367,6
3083.883,422,55.33499,4352,16,4.234375,326.8789,61.90625,514.1094,6
3083.883,422,62.34097,4352,8,4.234375,326.8789,68.58203,507.4336,6
3083.883,422,66.66667,4352,12,4.234375,326.8789,62.16797,513.8477,6
3083.883,422,62.30769,4352,6,4.234375,326.8789,61.82812,514.1875,6
3082.125,422,54.47368,4352,9,4.234375,326.8789,61.71875,514.2969,6
3083.883,422,62.8866,4352,15,4.234375,326.8789,58.60156,517.4141,6
3083.883,422,63.77551,4352,9,4.234375,326.8789,56.44531,519.5703,6
3083.883,422,62.85714,4352,13,4.234375,327.0039,59.25391,516.6367,6
3083.883,422,65.47315,4352,13,4.234375,327.0039,62.11719,513.7734,6
3083.883,422,70.07673,4352,10,4.234375,327.0039,61.95312,513.9375,6
3084.762,422,64.46701,4352,6,4.234375,327.0039,61.75,514.1406,6
3083.883,422,69.97455,4384,8,4.234375,327.0039,58.52344,517.3672,6
3084.762,422,67.77494,4384,9,4.234375,327.0039,66.94531,508.9453,6
3084.762,422,66.32653,4384,13,4.234375,327.0039,63.00781,512.8828,6
3083.004,422,66.58228,4352,11,4.234375,327.0039,64.87891,511.0117,6
3084.777,422,68.12339,4352,11,4.234375,327.0039,58.78125,517.1094,6
3084.762,422,67.17949,4352,9,4.234375,327.0039,62.15625,513.7344,6
3083.883,422,70.63291,4352,10,4.234375,327.0039,62.64844,513.2422,6
3084.762,422,66.07143,4352,13,4.234375,327.0039,63.61719,512.2734,6
3082.141,422,69.69697,4352,6,4.234375,327.0039,58.77734,517.1133,6
3083.883,422,67.00508,4352,7,4.234375,327.0039,63.94531,511.9453,6
3083.883,422,70.22901,4352,14,4.234375,327.0039,58.85938,517.0312,6
3083.883,422,61.73469,4352,5,4.234375,327.0039,57.14062,518.75,6
3083.004,422,65.63307,4352,18,4.234375,327.0039,59.89062,516.0,6
3083.004,422,67.25441000000001,4352,9,4.234375,327.0039,62.32031,513.5703,6
3084.762,422,65.21739,4352,11,4.234375,327.0039,60.14844,515.7422,6
3083.004,422,65.65657,4352,10,4.234375,327.0039,60.10156,515.7891,6
3084.762,422,62.12121,4352,8,4.234375,327.0039,66.61719,509.2734,6
