face_detection_rpi_mem.committed_Committed_AS,face_detection_rpi_system.active_processes_active,face_detection_rpi_system.cpu_user,face_detection_rpi_system.file_nr_used_used,face_detection_rpi_system.processes_running,face_detection_rpi_system.ram_buffers,face_detection_rpi_system.ram_cached,face_detection_rpi_system.ram_free,face_detection_rpi_system.ram_used,Target
3085.242,423,67.26804,4384,7,2.589844,322.4609,79.11719,502.9609,6
3084.363,422,67.17557,4384,16,2.589844,322.4609,77.69922,504.3789,6
3085.242,422,68.57143,4384,13,2.589844,322.4609,75.07422,507.0039,6
3084.363,422,66.75127,4384,10,2.589844,322.4609,76.57812,505.5,6
3082.438,422,66.49616,4384,12,2.589844,322.4609,74.8125,507.2656,6
3083.316,422,68.87755,4384,13,2.597656,322.4609,78.76562,503.3047,6
3083.316,422,67.09184,4384,10,2.597656,322.4609,75.29297,506.7773,6
3082.438,422,68.27411,4384,6,2.597656,322.4609,77.91406,504.1562,6
3082.438,422,67.25888,4384,15,2.597656,322.4609,80.45703,501.6133,6
3082.438,422,65.81633,4384,11,2.597656,322.4609,78.48828,503.582,6
3083.332,422,67.17557,4384,13,2.597656,322.4609,76.69141,505.3789,6
3082.438,422,65.30612,4384,8,2.597656,322.4609,72.71484,509.3555,6
3083.316,422,67.09184,4384,13,2.597656,322.4609,74.56641,507.5039,6
3082.438,422,66.83673,4384,9,2.597656,322.4609,75.08594,506.9844,6
3082.438,422,67.86632,4384,15,2.597656,322.4609,77.73828,504.332,6
3083.316,422,64.14141,4384,14,2.597656,322.4609,73.9375,508.1328,6
3082.438,422,65.47315,4384,8,2.597656,322.4609,74.65625,507.4141,6
3082.438,422,67.51269,4384,10,2.597656,322.4609,79.08594,502.9844,6
3082.438,422,67.25888,4384,17,2.597656,322.4609,77.64453,504.4258,6
3082.438,422,65.32663,4384,12,2.597656,322.4609,78.64062,503.4297,6
3083.316,422,67.77494,4384,9,2.597656,322.4609,78.61328,503.457,6
3081.559,422,66.58163,4384,10,2.597656,322.4609,79.23828,502.832,6
3082.438,422,63.56784,4384,12,2.597656,322.4609,80.36328,501.707,6
3082.438,422,63.15789,4384,12,2.597656,322.4609,79.68359,502.3867,6
3081.559,422,59.34343,4384,10,2.597656,322.4609,75.22656,506.8438,6
3082.438,422,59.601,4384,15,2.597656,322.4609,78.64062,503.4297,6
3082.438,422,51.25,4384,19,2.597656,322.4609,73.11719,508.9531,6
3081.559,422,59.84848,4384,10,2.597656,322.4609,76.47656,505.5938,6
3083.316,422,67.18346,4384,12,2.597656,322.4609,77.61719,504.4531,6
3081.559,422,67.77494,4384,16,2.597656,322.4609,78.17969,503.8906,6
3082.438,422,67.60204,4384,12,2.597656,322.4609,73.98828,508.082,6
3082.438,422,69.97455,4384,8,2.597656,322.4609,81.90625,500.1641,6
3080.68,422,70.02584,4384,12,2.597656,322.4609,79.1875,502.8828,6
3083.316,422,66.83673,4384,16,2.605469,322.4609,79.875,502.1875,6
3088.648,422,66.66667,4384,12,2.605469,322.4609,77.51953,504.543,6
3088.648,422,64.94845,4384,14,2.605469,322.4609,78.41797,503.6445,6
3087.645,423,65.79634,4384,16,2.863281,323.4805,69.60156,511.1836,6
3087.66,423,66.49616,4384,13,2.863281,323.4805,74.33984,506.4453,6
3085.887,423,68.62245,4384,11,2.863281,323.4805,69.98828,510.7969,6
3087.645,423,67.4359,4384,14,2.863281,323.4805,77.83594,502.9492,6
3087.645,424,65.5527,4384,9,2.863281,323.4805,74.02344,506.7617,6
3087.645,424,68.03069,4384,14,2.863281,323.4805,74.19922,506.5859,6
3087.645,424,68.47545,4384,10,2.871094,323.4805,75.59766,505.1797,6
3086.766,424,65.98985,4384,6,2.871094,323.4805,71.93359,508.8438,6
3086.766,424,66.24041,4352,9,2.871094,323.4805,70.45312,510.3242,6
3087.645,424,64.39394,4352,16,2.871094,323.4805,76.95703,503.8203,6
3087.645,424,64.54082,4352,7,2.871094,323.4805,75.51172,505.2656,6
3086.766,424,65.80977,4352,13,2.871094,323.4805,74.04688,506.7305,6
3087.645,424,65.3944,4352,10,2.871094,323.4805,75.42969,505.3477,6
3086.766,424,65.47315,4352,11,2.871094,323.4805,78.04688,502.7305,6
3086.766,424,67.16792,4352,13,2.871094,323.4805,72.23047,508.5469,6
3087.645,424,64.63104,4352,11,2.871094,323.4805,74.08984,506.6875,6
3087.645,424,67.67677,4352,13,2.871094,323.4805,77.18359,503.5938,6
3085.008,424,63.15789,4352,13,2.871094,323.4805,75.375,505.4023,6
3087.645,424,59.25,4352,12,2.871094,323.4805,76.56641,504.2109,6
3086.766,424,59.85037,4352,9,2.871094,323.4805,72.67969,508.0977,6
3086.766,423,53.34988,4352,10,2.871094,323.4805,73.49609,507.2812,6
3087.645,423,55.6391,4352,14,2.871094,323.4805,76.19141,504.5859,6
3086.766,423,66.49616,4352,11,2.871094,323.4805,76.47266,504.3047,6
3086.766,423,70.33248,4352,13,2.871094,323.4805,74.18359,506.5938,6
3087.645,423,65.5527,4352,12,2.878906,323.4805,74.79297,505.9766,6
3087.645,423,66.32653,4352,11,2.878906,323.4805,74.56641,506.2031,6
3086.766,423,65.72165,4352,16,2.878906,323.4805,70.72656,510.043,6
3086.766,423,69.7201,4352,12,2.878906,323.4805,73.21484,507.5547,6
3086.766,423,65.89147,4352,11,2.878906,323.4805,74.17188,506.5977,6
3087.645,423,68.46154,4320,15,2.878906,323.4805,73.96484,506.8047,6
3086.766,423,66.66667,4320,14,2.878906,323.4805,70.79297,509.9766,6
3086.781,423,64.54082,4320,14,2.878906,323.4961,73.33984,507.4141,6
3086.781,423,67.94872,4320,7,2.878906,323.4961,76.12891,504.625,6
3088.395,423,68.47545,4320,12,2.878906,323.4961,73.33984,507.4141,6
3087.645,423,67.43003,4320,10,2.878906,323.4961,77.21875,503.5352,6
3087.645,424,67.35219,4320,16,2.878906,323.4961,77.40234,503.3516,6
3086.766,423,66.58163,4320,6,2.878906,323.4961,71.86328,508.8906,6
3087.645,423,65.5527,4320,20,2.878906,323.4961,70.55078,510.2031,6
3087.645,423,68.20513,4320,10,2.878906,323.4961,69.66406,511.0898,6
3087.645,423,67.34694,4320,17,2.878906,323.4961,67.44922,513.3047,6
3087.645,423,67.18346,4320,12,2.878906,323.4961,74.26953,506.4844,6
3086.781,423,67.08861,4320,14,2.878906,323.4961,80.85938,499.8945,6
3086.766,423,64.2132,4320,14,2.878906,323.4961,72.83984,507.9141,6
3085.887,423,64.12214,4320,15,2.878906,323.4961,72.14062,508.6133,6
3086.766,423,66.24685,4320,8,2.878906,323.4961,73.01172,507.7422,6
3086.766,423,67.17557,4320,10,2.878906,323.4961,78.25,502.5039,6
3087.645,423,68.67168,4320,10,2.878906,323.4961,75.94531,504.8086,6
3087.645,423,62.08651,4320,13,2.886719,323.4883,77.91797,502.8359,6
3087.645,423,65.0,4320,10,2.886719,323.4961,74.35938,506.3867,6
3086.766,423,55.6391,4320,10,2.886719,323.4961,71.74219,509.0039,6
3087.645,423,57.35661,4352,16,2.886719,323.4961,74.14453,506.6016,6
3086.766,423,58.0402,4352,13,2.886719,323.4961,71.82031,508.9258,6
3087.645,423,64.2132,4352,13,2.886719,323.4961,77.62109,503.125,6
3086.766,423,67.51918,4352,12,2.886719,323.4961,72.63281,508.1133,6
3087.645,423,67.18346,4352,13,2.886719,323.4961,70.29297,510.4531,6
3086.766,423,66.06684,4352,11,2.886719,323.4961,76.08984,504.6562,6
3085.902,423,65.7289,4352,14,2.886719,323.4961,68.63281,512.1133,6
3086.766,423,67.00508,4352,12,2.886719,323.4961,76.51953,504.2266,6
3087.645,423,70.69409,4352,9,2.886719,323.4961,72.71094,508.0352,6
3086.766,423,65.73604,4352,9,2.886719,323.4961,77.32812,503.418,6
3087.645,423,70.81218,4352,11,2.886719,323.4961,70.78125,509.9648,6
3087.645,423,67.09512,4352,10,2.886719,323.4961,75.30859,505.4375,6
3085.008,423,65.81633,4352,8,2.886719,323.4961,76.30078,504.4453,6
3086.766,423,67.51918,4352,8,2.886719,323.4961,69.28906,511.457,6
3086.766,423,66.83805,4352,10,2.886719,323.4961,71.96484,508.7812,6
3087.645,423,69.3299,4352,5,2.886719,323.4961,80.33203,500.4141,6
3087.645,423,66.15776,4352,10,2.886719,323.4961,74.53906,506.207,6
3087.645,423,67.94872,4352,12,2.894531,323.4961,79.87109,500.8672,6
3086.766,423,63.17136,4352,9,2.894531,323.4961,72.39453,508.3438,6
3087.645,423,64.97462,4352,12,2.894531,323.4961,73.62891,507.1094,6
3087.645,423,67.78351,4352,9,2.894531,323.4961,77.22266,503.5156,6
3087.645,423,66.49874,4352,17,2.894531,323.4961,74.51953,506.2188,6
3086.766,423,67.17557,4352,12,2.894531,323.4961,75.57812,505.1602,6
3087.645,423,67.4359,4352,11,2.894531,323.4961,73.11719,507.6211,6
3086.766,423,68.11224,4352,8,2.894531,323.4961,73.42188,507.3164,6
3086.766,423,66.83544,4352,12,2.894531,323.4961,74.46094,506.2773,6
3086.766,423,64.48363,4352,7,2.894531,323.4961,70.80078,509.9375,6
3087.645,423,65.83541,4352,9,2.894531,323.4961,76.32812,504.4102,6
3085.887,423,63.56784,4352,11,2.894531,323.4961,73.67188,507.0664,6
3087.645,423,56.75,4352,9,2.894531,323.4961,73.10938,507.6289,6
3086.766,423,55.41562,4352,11,2.894531,323.4961,70.73047,510.0078,6
3087.645,423,53.01508,4352,8,2.894531,323.4961,73.85938,506.8789,6
3086.766,423,63.10433,4352,10,2.894531,323.4961,69.98828,510.75,6
3087.645,423,67.34694,4352,5,2.902344,323.4883,72.80469,507.9336,6
3087.645,423,67.68448,4352,14,2.902344,323.4961,73.74609,506.9844,6
3085.887,423,63.88889,4352,10,2.902344,323.4961,71.75391,508.9766,6
3086.766,423,66.58031,4352,12,2.902344,323.4961,76.75781,503.9727,6
3086.766,423,66.41026,4352,15,2.902344,323.4961,72.38672,508.3438,6
3087.645,423,68.28645,4352,15,2.902344,323.4961,77.08594,503.6445,6
3087.645,423,64.79592,4352,10,2.902344,323.4961,72.05469,508.6758,6
3087.645,423,69.58763,4352,8,2.902344,323.4961,68.95703,511.7734,6
3086.781,423,64.87179,4352,16,2.902344,323.4961,73.78516,506.9453,6
3087.66,423,65.37468,4352,13,2.902344,323.4961,71.32422,509.4062,6
3086.766,423,69.54315,4352,14,2.902344,323.4961,70.59375,510.1367,6
3087.645,423,62.65985,4352,15,2.902344,323.4961,74.73438,505.9961,6
3086.766,423,66.58098,4352,8,2.902344,323.4961,78.60938,502.1211,6
3086.781,421,70.15306,4384,8,2.902344,323.4961,77.22656,503.5039,6
3087.645,421,66.06684,4384,9,2.902344,323.4961,74.21875,506.5117,6
3087.66,421,66.15776,4384,10,2.902344,323.4961,81.32812,499.4023,6
3085.008,421,67.35219,4384,13,2.902344,323.4961,75.16016,505.5703,6
3087.645,421,68.95674,4384,15,2.902344,323.4961,76.46484,504.2656,6
3086.766,421,65.07538,4384,9,2.902344,323.4961,74.26562,506.4648,6
3087.645,421,65.45455,4384,15,2.902344,323.4961,72.35938,508.3711,6
3086.766,421,68.11224,4384,13,2.902344,323.4961,73.38672,507.3438,6
3087.645,421,66.58098,4384,9,2.902344,323.4961,72.26562,508.4648,6
3086.766,421,67.60204,4384,9,2.902344,323.4961,74.25781,506.4727,6
3087.645,421,67.00252,4384,13,2.902344,323.4961,74.39453,506.3359,6
3086.766,421,65.56122,4384,10,2.902344,323.4961,75.68359,505.0469,6
3087.645,421,65.15152,4384,11,2.902344,323.4961,72.62109,508.1094,6
3087.645,421,63.35878,4384,13,2.902344,323.4961,70.91016,509.8203,6
3087.645,421,58.35411,4384,15,2.902344,323.4961,73.67578,507.0547,6
3086.766,421,53.26633,4384,9,2.902344,323.4961,74.04688,506.6836,6
3085.945,421,53.76884,4384,13,2.902344,323.4961,73.89453,506.8359,6
3086.824,420,66.32124,4384,12,2.902344,323.4961,70.53516,510.1953,6
3087.719,420,67.67677,4384,14,2.910156,323.4961,75.93359,504.7891,6
3086.824,420,70.20202,4384,10,2.910156,323.4961,73.57031,507.1523,6
3086.824,420,66.66667,4384,14,2.910156,323.4961,73.82812,506.8945,6
3087.703,420,67.61658,4384,11,2.910156,323.4961,69.98828,510.7344,6
3087.703,420,70.51282,4384,10,2.910156,323.4961,75.08594,505.6367,6
3086.824,420,67.85714,4384,13,2.910156,323.4961,73.1875,507.5352,6
3087.703,420,69.2112,4384,11,2.910156,323.4961,70.51172,510.2109,6
3087.703,420,67.17557,4384,15,2.910156,323.4961,75.01562,505.707,6
3086.824,420,67.34177,4384,15,2.910156,323.4961,74.03125,506.6914,6
3086.824,420,70.40816,4384,14,2.910156,323.4961,75.20312,505.5195,6
3087.703,420,69.52141,4384,15,2.910156,323.4961,74.10938,506.6133,6
3086.824,420,69.48718,4384,12,2.910156,323.4961,72.10156,508.6211,6
3086.824,420,69.03553,4384,9,2.910156,323.4961,73.28516,507.4375,6
3086.824,420,68.5567,4384,19,2.910156,323.4961,74.83203,505.8906,6
3087.703,420,67.7665,4384,10,2.910156,323.4961,73.20703,507.5156,6
3086.84,420,67.09512,4384,11,2.910156,323.4961,70.52734,510.1953,6
3086.84,420,69.28934,4384,15,2.910156,323.4961,72.00781,508.7148,6
3086.824,420,68.46154,4384,14,2.910156,323.4961,71.95703,508.7656,6
3087.703,420,65.29563,4352,12,2.910156,323.4961,73.69922,507.0234,6
3087.703,420,70.15306,4352,12,2.910156,323.4961,72.64844,508.0742,6
3085.066,420,71.24682,4352,13,2.910156,323.4961,77.5625,503.1602,6
3086.824,420,67.09184,4352,8,2.910156,323.4961,70.52344,510.1992,6
3087.703,420,69.66581,4352,11,2.910156,323.4961,73.64453,507.0781,6
3086.824,420,66.83417,4352,13,2.917969,323.4961,78.60938,502.1055,6
3086.824,420,67.68448,4352,16,2.917969,323.4961,72.90234,507.8125,6
3086.824,420,63.72796,4352,12,2.917969,323.4961,77.86719,502.8477,6
3086.824,420,62.5,4352,14,2.917969,323.4961,69.89844,510.8164,6
3086.824,420,54.06091,4352,16,2.917969,323.4961,69.64453,511.0703,6
3086.824,420,56.92695,4352,15,2.917969,323.4961,66.47266,514.2422,6
3086.824,420,63.33333,4352,8,2.917969,323.4961,73.23828,507.4766,6
3085.945,420,68.44784,4352,16,2.917969,323.4961,74.23047,506.4844,6
3087.703,420,68.5567,4320,11,2.917969,323.4961,74.60156,506.1133,6
3087.703,420,68.28645,4320,16,2.917969,323.4961,78.46094,502.2539,6
3086.824,420,67.60204,4320,14,2.917969,323.4961,73.97656,506.7383,6
3087.703,420,68.71795,4320,12,2.917969,323.4961,79.75391,500.9609,6
3087.703,420,69.13265,4320,10,2.917969,323.4961,74.39453,506.3203,6
3086.824,420,67.09184,4320,13,2.917969,323.4961,73.61328,507.1016,6
3087.703,420,68.36735,4320,9,2.917969,323.4961,70.25,510.4648,6
3087.703,420,70.05076,4320,14,2.917969,323.4961,71.01172,509.7031,6
3086.824,420,64.85788,4320,14,2.925781,323.4961,69.07031,511.6367,6
3086.824,420,66.92112,4320,11,2.925781,323.4961,68.03125,512.6758,6
3086.824,420,66.58031,4320,13,2.925781,323.4961,78.04297,502.6641,6
3085.945,420,67.94872,4320,12,2.925781,323.4961,73.93359,506.7734,6
3086.824,420,69.2112,4320,10,2.925781,323.4961,74.17969,506.5273,6
3086.84,420,68.27411,4320,9,2.925781,323.4961,73.35547,507.3516,6
3085.961,420,67.42424,4320,13,2.925781,323.4961,73.80859,506.8984,6
3086.84,420,67.17949,4320,10,2.925781,323.4961,70.14453,510.5625,6
3087.703,420,67.43003,4320,8,2.925781,323.4961,74.9375,505.7695,6
3086.824,420,64.78149,4320,19,2.925781,323.4961,75.59375,505.1133,6
3087.703,420,67.51269,4320,12,2.925781,323.4961,75.30469,505.4023,6
3085.945,420,65.38462,4320,15,2.925781,323.4961,71.59766,509.1094,6
3085.945,420,66.66667,4352,15,2.925781,323.4961,69.82031,510.8867,6
3085.887,420,65.23929,4352,8,2.925781,323.4961,73.54297,507.1641,6
3085.887,420,45.27363,4352,8,2.925781,323.4961,73.125,507.582,6
3086.766,420,47.40741,4352,9,2.925781,323.4961,74.60156,506.1055,6
3086.824,420,48.00995,4352,8,2.925781,323.4961,73.92188,506.7852,6
3085.945,420,59.601,4352,8,2.925781,323.4961,74.95703,505.75,6
3086.824,420,62.12871,4352,14,2.925781,323.4961,74.57812,506.1289,6
3085.887,420,46.26866,4352,6,2.925781,323.4961,77.37109,503.3359,6
3086.766,420,55.32995,4352,12,2.925781,323.4961,74.47266,506.2344,6
3085.887,420,65.46392,4352,12,2.925781,323.4961,72.29688,508.4102,6
3086.766,420,69.54315,4352,12,2.925781,323.4961,70.3125,510.3945,6
3086.766,420,68.20513,4352,18,2.925781,323.4961,71.55859,509.1484,6
3086.766,420,70.25641,4352,8,2.925781,323.4961,69.65234,511.0547,6
3087.645,417,71.13402,4352,11,2.925781,323.4961,71.05859,509.6484,6
3086.043,418,68.03069,4352,9,2.925781,323.4961,72.69922,508.0078,6
3088.125,418,67.69231,4352,12,2.925781,323.4961,74.03125,506.6758,6
3087.66,417,67.35219,4352,11,2.925781,323.4961,73.29688,507.4102,6
3087.645,419,67.51918,4352,15,2.9375,323.4844,74.76953,505.9375,6
3087.645,418,65.30612,4352,12,2.9375,323.6523,74.43359,506.1055,6
3086.766,418,64.01028,4352,11,2.9375,323.6523,77.43359,503.1055,6
3086.766,418,67.78351,4352,14,2.9375,323.6523,72.86328,507.6758,6
3087.645,418,64.10256,4352,10,2.9375,323.6523,76.24609,504.293,6
3086.766,418,67.51918,4352,9,2.9375,323.6523,72.69531,507.8438,6
3086.766,418,65.74307,4352,14,2.945312,323.6523,70.8125,509.7188,6
3086.781,418,69.48718,4352,11,2.945312,323.6523,77.25781,503.2734,6
3086.766,418,66.66667,4352,13,2.945312,323.6523,75.01562,505.5156,6
3086.766,418,66.58228,4352,11,2.945312,323.6523,71.52344,509.0078,6
3085.887,418,66.75258,4352,15,2.945312,323.6523,72.23438,508.2969,6
3087.645,418,67.86632,4352,14,2.945312,323.6523,76.77344,503.7578,6
3085.887,418,67.8481,4352,12,2.945312,323.6523,73.08203,507.4492,6
3086.781,418,67.69231,4352,15,2.945312,323.6523,71.66406,508.8672,6
3086.781,418,66.07595,4352,16,2.945312,323.6523,69.75781,510.7734,6
3086.766,418,66.91919,4352,11,2.945312,323.6523,74.15234,506.3789,6
3086.766,418,64.2132,4352,11,2.945312,323.6523,70.84375,509.6875,6
3086.766,418,65.06329,4352,9,2.945312,323.6523,74.51172,506.0195,6
3086.766,418,61.16751,4352,18,2.945312,323.6523,80.5,500.0312,6
3086.766,418,59.89975,4352,13,2.953125,323.6523,74.96484,505.5586,6
3086.766,418,54.22886,4352,10,2.953125,323.75,74.62891,505.7969,6
3087.645,418,54.40806,4352,14,2.953125,323.7773,74.83203,505.5664,6
3087.645,418,65.98465,4352,8,2.953125,323.7773,75.03906,505.3594,6
3086.766,418,68.05195,4352,15,2.953125,323.7773,74.49219,505.9062,6
3087.645,418,66.32653,4352,11,2.953125,323.7773,70.33594,510.0625,6
3086.766,418,68.38046,4384,19,2.953125,323.7773,78.375,502.0234,6
3087.645,418,66.83673,4384,10,2.953125,323.7773,74.01562,506.3828,6
3086.766,418,68.21705,4384,13,2.953125,323.7773,71.30078,509.0977,6
3086.766,418,64.70588,4352,12,2.953125,323.7773,75.72656,504.6719,6
3086.766,418,67.60204,4352,18,2.953125,323.7773,76.66797,503.7305,6
3086.766,418,67.01031,4352,8,2.953125,323.7773,72.60156,507.7969,6
3086.766,418,66.75258,4352,15,2.953125,323.7773,71.5625,508.8359,6
3086.781,418,64.55696,4352,11,2.953125,323.7773,72.62109,507.7773,6
3086.766,418,64.19437,4352,7,2.953125,323.7773,73.78906,506.6094,6
3086.766,418,67.4359,4352,11,2.953125,323.7773,76.11719,504.2812,6
3087.645,418,66.58098,4352,10,2.953125,323.7773,75.53125,504.8672,6
3087.645,418,63.93862,4352,9,2.953125,323.7773,72.33203,508.0664,6
3086.766,417,68.46154,4352,10,2.953125,323.7773,72.34375,508.0547,6
3086.766,417,65.73604,4352,10,2.953125,323.7773,72.01953,508.3789,6
3085.008,417,67.34694,4352,16,2.953125,323.7773,74.74219,505.6562,6
3086.766,417,66.58163,4352,13,2.953125,323.7773,73.56641,506.832,6
3087.645,417,62.02532,4352,9,2.953125,323.7773,75.98438,504.4141,6
3086.766,417,65.98465,4320,5,2.953125,323.7773,74.34375,506.0547,6
3086.766,417,66.91919,4320,7,2.953125,323.7773,75.29688,505.1016,6
3086.766,417,67.8392,4320,9,2.953125,323.7773,76.94531,503.4531,6
3086.766,417,65.47315,4320,10,2.953125,323.7773,75.57812,504.8203,6
3086.766,417,66.23711,4320,10,2.953125,323.7773,75.21875,505.1797,6
3087.645,417,66.66667,4320,12,2.953125,323.7773,75.03516,505.3633,6
3087.645,417,61.15288,4320,10,2.953125,323.7773,74.62109,505.7773,6
3087.66,417,61.25,4352,9,2.953125,323.7773,74.20703,506.1914,6
3086.766,417,56.92695,4352,14,2.953125,323.7773,76.71484,503.6836,6
3086.781,417,54.40806,4320,11,2.953125,323.7773,74.74609,505.6523,6
3085.887,417,60.10101,4320,12,2.953125,323.7773,70.45312,509.9453,6
3086.766,417,67.61658,4320,16,2.953125,323.7773,75.20703,505.1914,6
3086.766,417,66.58291,4320,23,2.953125,323.7773,73.70703,506.6914,6
3087.66,417,68.38046,4320,11,2.953125,323.7773,70.40234,509.9961,6
3085.887,417,65.97403,4320,8,2.953125,323.7773,76.37109,504.0273,6
3087.645,417,68.5422,4320,12,2.953125,323.7773,75.14844,505.25,6
3087.645,417,67.34694,4320,17,2.953125,323.7773,71.07422,509.3242,6
3087.645,417,69.79695,4320,13,2.953125,323.7773,68.80859,511.5898,6
3087.645,417,66.41026,4320,12,2.953125,323.7773,70.89453,509.5039,6
3086.766,417,66.15385,4320,8,2.953125,323.7773,73.42578,506.9727,6
3085.887,417,63.68286,4320,16,2.953125,323.7773,77.96875,502.4297,6
3087.645,417,63.21244,4320,6,2.953125,323.7773,73.10547,507.293,6
3086.766,417,64.52442,4320,15,2.953125,323.7773,72.22266,508.1758,6
3086.781,417,68.79795,4320,12,2.953125,323.7773,76.87891,503.5195,6
3085.887,417,70.58824,4320,15,2.953125,323.7773,71.57422,508.8242,6
3087.645,417,68.19338,4320,11,2.953125,323.7773,74.38281,506.0156,6
3086.766,417,55.41237,4320,5,2.953125,323.7773,77.16016,503.2383,6
3085.887,417,64.12214,4320,13,2.953125,323.7773,74.37109,506.0273,6
3086.781,417,65.64103,4320,11,2.953125,323.7773,77.66016,502.7383,6
3085.887,417,51.9084,4320,7,2.953125,323.7773,76.87109,503.5273,6
3086.766,417,63.93862,4320,10,2.953125,323.7773,73.69922,506.6992,6
3085.008,417,66.91919,4320,11,2.953125,323.7773,70.96484,509.4336,6
3087.645,417,63.65915,4320,13,2.953125,323.7773,74.87891,505.5195,6
3086.766,417,67.60204,4320,9,2.953125,323.7773,73.71875,506.6797,6
3086.766,417,66.24041,4320,21,2.953125,323.7773,78.88281,501.5156,6
3086.766,417,64.07035,4320,10,2.953125,323.7773,74.01953,506.3789,6
3086.766,417,63.45178,4320,12,2.953125,323.7773,72.72266,507.6758,6
3087.66,417,61.36364,4320,11,2.953125,323.7773,73.47656,506.9219,6
3086.766,417,59.19395,4320,14,2.960938,323.7773,78.77734,501.6133,6
3087.645,417,55.52764,4320,17,2.960938,323.7773,72.26953,508.1211,6
3087.645,417,59.07928,4320,10,2.960938,323.7773,74.54688,505.8438,6
3086.766,417,68.5567,4320,12,2.960938,323.7773,72.23438,508.1562,6
3087.645,417,70.05076,4320,11,2.960938,323.7773,70.28516,510.1055,6
3087.645,417,68.63753,4320,9,2.960938,323.7773,77.55859,502.832,6
3087.645,417,66.14583,4320,12,2.960938,323.7773,71.84375,508.5469,6
3086.766,417,65.5527,4320,9,2.960938,323.7773,72.76953,507.6211,6
3087.66,417,63.40206,4320,13,2.960938,323.7773,71.85547,508.5352,6
3086.766,417,65.97403,4320,13,2.960938,323.7773,71.89453,508.4961,6
3085.887,417,64.93506000000001,4320,14,2.960938,323.7773,71.58203,508.8086,6
3087.645,417,66.66667,4320,14,2.960938,323.7773,74.125,506.2656,6
3085.887,417,64.64646,4320,12,2.960938,323.7773,75.43359,504.957,6
3087.645,417,67.86632,4320,11,2.960938,323.7773,70.70312,509.6875,6
3087.645,417,67.01031,4320,8,2.960938,323.7773,74.38281,506.0078,6
3086.766,417,69.38776,4320,9,2.96875,323.7773,74.25781,506.125,6
3087.645,417,65.3944,4320,12,2.96875,323.7773,73.74609,506.6367,6
3086.766,417,58.35476,4320,9,2.96875,323.7773,73.76562,506.6172,6
3086.766,419,68.52792,4320,16,2.96875,323.7773,74.36328,506.0195,6
3086.766,419,66.83673,4320,14,2.96875,323.7773,75.32812,505.0547,6
3086.766,419,67.85714,4320,12,2.96875,323.7773,75.625,504.7578,6
3086.766,419,65.31646,4320,8,2.96875,323.7773,73.65625,506.7266,6
3086.766,419,67.34694,4320,14,2.96875,323.7773,78.09766,502.2852,6
3086.766,419,65.98985,4320,9,2.96875,323.7773,77.69141,502.6914,6
3085.887,419,66.66667,4320,14,2.96875,323.7773,74.47266,505.9102,6
3086.766,419,66.32653,4320,11,2.96875,323.7773,73.54297,506.8398,6
3085.887,419,66.83544,4320,13,2.96875,323.7773,70.89062,509.4922,6
3087.645,419,65.48223,4320,12,2.96875,323.7773,69.02344,511.3594,6
3086.766,419,57.71144,4320,9,2.96875,323.7773,76.71875,503.6641,6
3087.645,419,62.25,4320,11,2.96875,323.7773,74.06641,506.3164,6
3086.766,419,60.20151,4320,15,2.96875,323.7773,74.01172,506.3711,6
3086.766,419,56.0794,4320,14,2.96875,323.7773,67.24219,513.1406,6
3088.148,419,53.90428,4320,7,2.976562,323.7773,70.25,510.125,6
3087.27,419,64.49086,4320,9,2.976562,323.7773,74.96875,505.4062,6
3086.766,419,65.21739,4320,12,2.976562,323.7773,76.875,503.5,6
3087.645,419,68.79795,4320,12,2.976562,323.8203,72.41016,507.9219,6
3087.645,419,66.75127,4320,13,2.976562,323.8203,70.83984,509.4922,6
3086.766,419,67.69231,4320,13,2.976562,323.8203,74.80859,505.5234,6
3085.922,419,65.7289,4320,12,2.976562,323.8203,74.48047,505.8516,6
3085.043,419,67.92929,4320,14,2.976562,323.8203,74.8125,505.5195,6
3086.738,419,67.34694,4320,9,2.984375,323.8125,77.86719,502.4648,6
3085.875,419,67.25888,4320,10,2.984375,323.8203,73.02734,507.2969,6
3087.633,419,67.17949,4352,15,2.984375,323.8203,77.92578,502.3984,6
3085.879,419,64.79592,4352,8,2.984375,323.8203,73.75,506.5742,6
3086.742,419,69.38776,4352,21,2.984375,323.8203,73.70312,506.6211,6
3087.621,419,68.27411,4352,11,2.984375,323.8203,71.38281,508.9414,6
3086.758,419,66.66667,4352,14,2.992188,323.8125,72.6875,507.6367,6
3085.805,418,67.00508,4352,12,2.992188,323.8203,74.04297,506.2734,6
3087.562,418,67.17172,4352,14,2.992188,323.8203,79.25781,501.0586,6
3086.742,418,57.94872,4352,4,2.992188,323.8203,76.07422,504.2422,6
3085.863,418,64.45013,4352,6,2.992188,323.8203,70.48438,509.832,6
3087.562,418,66.75127,4352,7,2.992188,323.8203,75.64062,504.6758,6
3085.805,418,65.03856,4352,11,2.992188,323.8203,70.91016,509.4062,6
3086.684,418,66.66667,4352,11,2.992188,323.8203,72.36719,507.9492,6
3086.684,418,67.92929,4320,11,2.992188,323.8203,69.26172,511.0547,6
3085.805,418,68.46154,4320,9,2.992188,323.8203,68.05859,512.2578,6
3086.684,418,68.68687,4320,8,2.992188,323.8203,68.96875,511.3477,6
3087.562,418,45.88529,4320,12,2.992188,323.8203,72.45312,507.8633,6
