,0,1
0,1734074818,218.5742
1,1734074819,218.5742
2,1734074820,218.5742
3,1734074821,218.5742
4,1734074822,218.5742
5,1734074823,218.5742
6,1734074824,218.5742
7,1734074825,218.5742
8,1734074826,218.5742
9,1734074827,218.5742
10,1734074828,218.5742
11,1734074829,218.5664
12,1734074830,218.5742
13,1734074831,218.5742
14,1734074832,218.5742
15,1734074833,218.5742
16,1734074834,218.5742
17,1734074835,218.5742
18,1734074836,218.5742
19,1734074837,218.5742
20,1734074838,218.5742
21,1734074839,218.5781
22,1734074840,218.5781
23,1734074841,218.5781
24,1734074842,218.5781
25,1734074843,218.5781
26,1734074844,218.5781
27,1734074845,218.5781
28,1734074846,218.5781
29,1734074847,218.5781
30,1734074848,218.5781
31,1734074849,218.5781
32,1734074850,218.5781
33,1734074851,218.5781
34,1734074852,218.5781
35,1734074853,218.5781
36,1734074854,218.5781
37,1734074855,218.5781
38,1734074856,218.5781
39,1734074857,218.5781
40,1734074858,218.5781
41,1734074859,218.5781
42,1734074860,218.5781
43,1734074861,218.5781
44,1734074862,218.5781
45,1734074863,218.5781
46,1734074864,218.5781
47,1734074865,218.5781
48,1734074866,218.5781
49,1734074867,218.5781
50,1734074868,218.5781
51,1734074869,218.5508
52,1734074870,218.5859
53,1734074871,218.5859
54,1734074872,218.5859
55,1734074873,218.5859
56,1734074874,218.5859
57,1734074875,218.5859
58,1734074876,218.5859
59,1734074877,218.5859
60,1734074878,218.5859
61,1734074879,218.5859
62,1734074880,218.5859
63,1734074881,218.5859
64,1734074882,218.5859
65,1734074883,218.5859
66,1734074884,218.5859
67,1734074885,218.5859
68,1734074886,218.5859
69,1734074887,218.5859
70,1734074888,218.5859
71,1734074889,218.5859
72,1734074890,218.5859
73,1734074891,218.5859
74,1734074892,218.5859
75,1734074893,218.5859
76,1734074894,218.5859
77,1734074895,218.5859
78,1734074896,218.5859
79,1734074897,218.5859
80,1734074898,218.5859
81,1734074899,218.5859
82,1734074900,218.5859
83,1734074901,218.5859
84,1734074902,218.5859
85,1734074903,218.5859
86,1734074904,218.5859
87,1734074905,218.5781
88,1734074906,218.5859
89,1734074907,218.5859
90,1734074908,218.5859
91,1734074909,218.5859
92,1734074910,218.5859
93,1734074911,218.5859
94,1734074912,218.5859
95,1734074913,218.5859
96,1734074914,218.5859
97,1734074915,218.5859
98,1734074916,218.5859
99,1734074917,218.5859
100,1734074918,218.5859
101,1734074919,218.5859
102,1734074920,218.5859
103,1734074921,218.5859
104,1734074922,218.5859
105,1734074923,218.5859
106,1734074924,218.5859
107,1734074925,218.5859
108,1734074926,218.5859
109,1734074927,218.5859
110,1734074928,218.5859
111,1734074929,218.5859
112,1734074930,218.5859
113,1734074931,218.5859
114,1734074932,218.5859
115,1734074933,218.5859
116,1734074934,218.5859
117,1734074935,218.5859
118,1734074936,218.5859
119,1734074937,218.5859
120,1734074938,218.5859
121,1734074939,218.5859
122,1734074940,218.5859
123,1734074941,218.5859
124,1734074942,218.5859
125,1734074943,218.5859
126,1734074944,218.5781
127,1734074945,218.5859
128,1734074946,218.5859
129,1734074947,218.5859
130,1734074948,218.5859
131,1734074949,218.5859
132,1734074950,218.5859
133,1734074951,218.5859
134,1734074952,218.5859
135,1734074953,218.5859
136,1734074954,218.5859
137,1734074955,218.5859
138,1734074956,218.5859
139,1734074957,218.5859
140,1734074958,218.5859
141,1734074959,218.5859
142,1734074960,218.5859
143,1734074961,218.5859
144,1734074962,218.5859
145,1734074963,218.5859
146,1734074964,218.5859
147,1734074965,218.5859
148,1734074966,218.5859
149,1734074967,218.5859
150,1734074968,218.5859
151,1734074969,218.5859
152,1734074970,218.5859
153,1734074971,218.5859
154,1734074972,218.5859
155,1734074973,218.5859
156,1734074974,218.5859
157,1734074975,218.5859
158,1734074976,218.5859
159,1734074977,218.5859
160,1734074978,218.5859
161,1734074979,218.5859
162,1734074980,218.5859
163,1734074981,218.5859
164,1734074982,218.5859
165,1734074983,218.5859
166,1734074984,218.5859
167,1734074985,218.5859
168,1734074986,218.5859
169,1734074987,218.5859
170,1734074988,218.5859
171,1734074989,218.5859
172,1734074990,218.5859
173,1734074991,218.5859
174,1734074992,218.5859
175,1734074993,218.5859
176,1734074994,218.5859
177,1734074995,218.5859
178,1734074996,218.5859
179,1734074997,218.5859
180,1734074998,218.5859
181,1734074999,218.5859
182,1734075000,218.5859
183,1734075001,218.5859
184,1734075002,218.5781
185,1734075003,218.5859
186,1734075004,218.5859
187,1734075005,218.5859
188,1734075006,218.5859
189,1734075007,218.5859
190,1734075008,218.5781
191,1734075009,218.5859
192,1734075010,218.5859
193,1734075011,218.5859
194,1734075012,218.5859
195,1734075013,218.5859
196,1734075014,218.5859
197,1734075015,218.5859
198,1734075016,218.5859
199,1734075017,218.5859
200,1734075018,218.5859
201,1734075019,218.5859
202,1734075020,218.5859
203,1734075021,218.5859
204,1734075022,218.5859
205,1734075023,218.5859
206,1734075024,218.5859
207,1734075025,218.5859
208,1734075026,218.5859
209,1734075027,218.5859
210,1734075028,218.5859
211,1734075029,218.5859
212,1734075030,218.5859
213,1734075031,218.5859
214,1734075032,218.5859
215,1734075033,218.5859
216,1734075034,218.5859
217,1734075035,218.5859
218,1734075036,218.5859
219,1734075037,218.5859
220,1734075038,218.5859
221,1734075039,218.5859
222,1734075040,218.5859
223,1734075041,218.5859
224,1734075042,218.5859
225,1734075043,218.5859
226,1734075044,218.5859
227,1734075045,218.5859
228,1734075046,218.5781
229,1734075047,218.5859
230,1734075048,218.5859
231,1734075049,218.5859
232,1734075050,218.5859
233,1734075051,218.5859
234,1734075052,218.5859
235,1734075053,218.5859
236,1734075054,218.5859
237,1734075055,218.5859
238,1734075056,218.5859
239,1734075057,218.5859
240,1734075058,218.5859
241,1734075059,218.5859
242,1734075060,218.5859
