audio_classification_rpi_mem.committed_Committed_AS,audio_classification_rpi_system.active_processes_active,audio_classification_rpi_system.cpu_user,audio_classification_rpi_system.file_nr_used_used,audio_classification_rpi_system.processes_running,audio_classification_rpi_system.ram_buffers,audio_classification_rpi_system.ram_cached,audio_classification_rpi_system.ram_free,audio_classification_rpi_system.ram_used,Target
3177.258,433,9.302326,4608,2,1.96875,249.1914,144.21094,511.7578,5
3177.258,433,10.796915,4608,2,1.96875,249.1914,144.21094,511.7578,5
3177.258,433,11.508951,4608,2,1.96875,249.1914,144.21094,511.7578,5
3177.258,433,11.471322,4608,2,1.976562,249.1836,143.96484,512.0039,5
3177.258,433,11.471322,4608,2,1.976562,249.1914,143.96484,511.9961,5
3177.258,433,11.25,4608,3,1.976562,249.1914,143.96484,511.9961,5
3177.258,433,13.861386,4608,2,1.976562,249.1914,143.47266,512.4883,5
3177.258,433,12.467532,4608,2,1.976562,249.1914,143.47266,512.4883,5
3177.258,433,10.621762,4608,2,1.976562,249.1914,143.47266,512.4883,5
3177.258,433,10.025707,4576,2,1.976562,249.1914,143.47266,512.4883,5
3177.258,433,9.923664,4576,2,1.976562,249.1914,143.47266,512.4883,5
3177.258,433,11.002445,4576,2,1.976562,249.1914,143.66797,512.293,5
3177.258,433,13.432836,4576,2,1.976562,249.1914,143.71875,512.2422,5
3177.258,433,11.219512,4576,3,1.984375,249.1914,143.71875,512.2344,5
3177.258,433,10.945274,4576,2,1.992188,249.1914,143.71875,512.2266,5
3177.258,433,8.226221,4576,3,1.992188,249.1914,143.71875,512.2266,5
3177.258,433,9.793814,4576,2,1.992188,249.1914,143.71875,512.2266,5
3177.258,433,10.282776,4576,3,1.992188,249.1914,143.96484,511.9805,5
3177.258,433,11.083123,4576,2,1.992188,249.1914,143.71875,512.2266,5
3177.258,433,10.591133,4576,2,1.992188,249.1914,143.71875,512.2266,5
3177.258,433,11.166253,4576,2,2.0,249.1914,143.47266,512.4648,5
3177.258,433,13.202934,4576,2,2.0,249.1914,143.47266,512.4648,5
3177.258,433,13.118812,4576,2,2.0,249.2812,143.22656,512.6211,5
3177.258,433,10.594315,4576,2,2.0,249.2812,143.42188,512.4258,5
3177.258,433,9.693878,4576,2,2.0,249.2812,143.47266,512.375,5
3177.258,433,10.230179,4576,4,2.0,249.2812,143.17578,512.6719,5
3177.258,433,11.720698,4576,2,2.0,249.2812,143.22656,512.6211,5
3177.258,433,11.029412,4576,3,2.007812,249.2734,143.22656,512.6211,5
3177.258,433,12.128713,4576,2,2.007812,249.2812,143.22656,512.6133,5
3177.258,433,12.5,4576,2,2.007812,249.2812,143.22656,512.6133,5
3177.258,433,9.06801,4576,2,2.007812,249.2812,143.22656,512.6133,5
3177.258,433,10.459184,4576,2,2.007812,249.2812,143.22656,512.6133,5
3177.258,432,11.253197,4576,2,2.007812,249.2812,143.22656,512.6133,5
3177.258,433,12.280702,4576,2,2.007812,249.2812,143.22656,512.6133,5
3177.258,433,11.940299,4576,3,2.007812,249.2812,143.22656,512.6133,5
3177.258,433,11.91067,4576,2,2.007812,249.2812,143.22656,512.6133,5
3177.258,433,11.82266,4576,2,2.011719,249.2812,143.22656,512.6094,5
3177.258,433,10.776942,4576,2,2.011719,249.2812,143.22656,512.6094,5
3177.258,433,10.406091,4576,2,2.015625,249.2773,143.22656,512.6094,5
3177.258,433,11.538462,4576,2,2.019531,249.2773,142.98047,512.8516,5
3177.258,434,12.311558,4576,2,2.039062,249.2617,142.98047,512.8477,5
3177.258,434,11.970075,4576,3,2.039062,249.2812,142.98047,512.8281,5
