audio_classification_rpi_mem.committed_Committed_AS,audio_classification_rpi_system.active_processes_active,audio_classification_rpi_system.cpu_user,audio_classification_rpi_system.file_nr_used_used,audio_classification_rpi_system.processes_running,audio_classification_rpi_system.ram_buffers,audio_classification_rpi_system.ram_cached,audio_classification_rpi_system.ram_free,audio_classification_rpi_system.ram_used,Target
3178.219,433,10.416667,4608,3,2.996094,243.6445,135.61719,524.8711,5
3178.219,433,9.390863,4608,2,2.996094,243.6445,135.61719,524.8711,5
3178.219,433,11.5,4608,2,3.003906,243.6445,135.37109,525.1094,5
3178.219,433,13.283208,4608,3,3.003906,243.6445,135.37109,525.1094,5
3178.219,433,11.838791,4608,2,3.003906,243.6445,135.56641,524.9141,5
3178.219,433,11.881188,4608,2,3.003906,243.6445,135.86328,524.6172,5
3178.219,433,11.435523,4608,2,3.003906,243.6445,135.86328,524.6172,5
3178.219,433,9.560724,4608,2,3.011719,244.1406,135.61719,524.3594,5
3178.219,433,11.139896,4608,3,3.011719,244.1406,135.37109,524.6055,5
3178.219,433,11.75,4608,2,3.011719,244.1406,135.37109,524.6055,5
3178.219,433,13.567839,4608,2,3.011719,244.1406,134.87891,525.0977,5
3178.219,433,12.406948,4608,2,3.011719,244.1406,134.82812,525.1484,5
3178.219,433,12.285012,4608,2,3.011719,244.1406,134.63281,525.3438,5
3178.219,433,11.82266,4608,2,3.019531,244.1406,134.63281,525.3359,5
3178.219,433,11.75,4608,3,3.019531,244.1406,134.63281,525.3359,5
3178.219,433,9.067358,4608,3,3.019531,244.1406,134.38672,525.582,5
3178.219,433,9.536082,4608,3,3.019531,244.1406,134.63281,525.3359,5
3178.219,433,11.64557,4608,2,3.019531,244.1406,134.82812,525.1406,5
3178.219,433,13.151365,4608,2,3.019531,244.1406,134.87891,525.0898,5
3178.219,433,13.5,4608,2,3.019531,244.1406,135.07422,524.8945,5
3178.219,433,12.128713,4608,2,3.019531,244.1406,135.125,524.8438,5
3178.219,433,11.98044,4608,2,3.019531,244.1406,135.32031,524.6484,5
3178.219,433,8.48329,4608,2,3.019531,244.1406,135.37109,524.5977,5
3178.219,433,9.511568,4608,2,3.019531,244.1406,135.37109,524.5977,5
3178.219,433,12.276215,4608,2,3.019531,244.1406,135.37109,524.5977,5
3178.219,433,11.138614,4608,2,3.027344,244.1328,135.37109,524.5977,5
3178.219,433,12.437811,4608,2,3.027344,244.1406,135.37109,524.5898,5
3178.219,433,12.81407,4608,3,3.027344,244.1406,135.32031,524.6406,5
3178.219,433,12.376238,4608,4,3.027344,244.1406,135.125,524.8359,5
3178.219,433,9.852217,4608,2,3.027344,244.1406,135.32031,524.6406,5
3178.219,433,15.4047,4608,2,3.027344,244.1406,135.37109,524.5898,5
3178.219,433,11.195929,4608,2,3.027344,244.1406,135.56641,524.3945,5
3178.219,433,12.935323,4608,2,3.027344,244.1406,135.125,524.8359,5
3178.219,433,11.557789,4608,3,3.027344,244.1406,135.125,524.8359,5
3178.219,432,13.065327,4608,2,3.027344,244.1406,135.32031,524.6406,5
3178.219,432,13.054187,4608,3,3.027344,244.1406,135.125,524.8359,5
3178.219,432,12.378641,4608,2,3.027344,244.1406,135.125,524.8359,5
3178.219,432,11.928934,4608,3,3.027344,244.1406,135.125,524.8359,5
3178.219,432,11.025641,4608,2,3.027344,244.1406,135.125,524.8359,5
3178.219,432,10.25641,4608,2,3.027344,244.1406,134.87891,525.082,5
3178.219,432,14.249364,4608,3,3.027344,244.1406,134.87891,525.082,5
3178.219,432,13.602015,4608,2,3.027344,244.1406,134.87891,525.082,5
3178.219,432,12.623762,4608,3,3.027344,244.1406,134.63281,525.3281,5
3178.219,432,10.810811,4608,4,3.027344,244.1406,134.87891,525.082,5
3178.219,432,13.106796,4608,2,3.035156,244.1328,134.82812,525.1328,5
3178.219,432,13.740458,4608,3,3.035156,244.1406,134.87891,525.0742,5
3178.219,432,13.881748,4608,2,3.035156,244.1406,134.87891,525.0742,5
3178.219,432,11.450382,4608,4,3.035156,244.1406,134.87891,525.0742,5
3178.219,432,13.819095,4608,2,3.035156,244.1406,134.87891,525.0742,5
3178.219,432,12.437811,4608,2,3.035156,244.1406,134.87891,525.0742,5
3178.219,432,13.283208,4608,2,3.035156,244.1406,134.82812,525.125,5
3199.211,433,16.216216,4608,7,3.320312,247.0078,133.64844,523.1523,5
3178.219,433,12.5,4576,2,6.699219,245.1523,134.64453,520.6328,5
3178.219,433,12.690355,4576,4,6.699219,245.0469,133.90625,521.4766,5
3178.219,433,12.151899,4576,2,6.699219,245.0469,133.16797,522.2148,5
3178.219,433,11.508951,4576,4,6.699219,245.0469,133.16797,522.2148,5
3178.219,433,14.572864,4576,3,6.707031,245.043,133.16797,522.2109,5
3178.219,434,13.895782,4576,3,6.707031,245.0469,132.18359,523.1914,5
3178.219,434,10.945274,4576,2,6.707031,245.0469,132.18359,523.1914,5
3178.219,434,11.98044,4576,2,6.707031,245.0469,132.18359,523.1914,5
3178.219,434,12.781955,4576,2,6.707031,245.0469,132.18359,523.1914,5
3178.219,434,13.367609,4576,3,6.707031,245.0469,131.9375,523.4375,5
3178.219,434,14.720812,4576,2,6.714844,245.0391,131.9375,523.4375,5
3178.219,434,11.42132,4576,3,6.714844,245.0469,131.9375,523.4297,5
3178.219,434,10.485934,4576,3,6.714844,245.0469,131.9375,523.4297,5
3178.219,434,10.309278,4576,2,6.714844,245.0469,131.9375,523.4297,5
3178.219,434,10.282776,4576,2,6.714844,245.0469,131.9375,523.4297,5
3178.219,434,11.627907,4576,3,6.714844,245.0469,131.9375,523.4297,5
3178.219,434,10.741688,4576,2,6.714844,245.0469,131.69141,523.6758,5
3178.219,434,11.64557,4576,4,6.714844,245.0469,131.69141,523.6758,5
3178.219,434,11.22449,4576,3,6.714844,245.0469,131.69141,523.6758,5
3178.219,434,11.779449,4576,4,6.714844,245.0469,131.44531,523.9219,5
3178.219,434,12.371134,4576,2,6.714844,245.0469,131.44531,523.9219,5
3178.219,434,10.741688,4576,2,6.714844,245.0469,131.44531,523.9219,5
3178.219,434,10.335917,4576,2,6.714844,245.0469,131.44531,523.9219,5
3178.219,434,11.282051,4576,3,6.714844,245.0469,131.19922,524.168,5
3178.219,434,11.053985,4576,3,6.714844,245.0469,131.19922,524.168,5
3178.219,434,11.568123,4576,4,6.714844,245.0469,130.95312,524.4141,5
3178.219,434,14.285714,4576,2,6.714844,245.0469,130.95312,524.4141,5
3178.219,434,13.366337,4576,4,6.714844,245.0469,130.95312,524.4141,5
3178.219,434,11.825193,4576,2,6.714844,245.0469,130.70703,524.6602,5
3178.219,434,10.852713,4576,2,6.714844,245.0469,128.98438,526.3828,5
3178.219,434,10.282776,4576,2,6.714844,245.0469,128.98438,526.3828,5
3178.219,434,13.11054,4576,3,6.714844,245.0469,128.98438,526.3828,5
3178.219,434,12.564103,4576,2,6.714844,244.2969,135.19922,520.918,5
3178.219,434,10.10101,4576,4,6.714844,244.2969,134.95312,521.1641,5
3178.219,434,11.675127,4576,2,6.714844,244.2969,134.70703,521.4102,5
3178.219,434,13.216958,4576,3,6.722656,244.3008,134.46094,521.6445,5
3178.219,434,13.486005,4608,2,6.722656,244.3008,134.46094,521.6445,5
3178.219,434,12.944162,4608,4,6.722656,244.3008,134.46094,521.6445,5
3178.219,434,12.531969,4608,2,6.722656,244.3008,134.21484,521.8906,5
3178.219,434,9.819121,4608,2,6.722656,244.3008,133.98047,522.125,5
3178.219,434,10.25,4608,2,6.722656,244.3008,133.98047,522.125,5
3178.219,434,11.138614,4608,2,6.722656,244.3008,133.48828,522.6172,5
3178.219,434,15.724816,4608,2,6.722656,244.3008,132.99609,523.1094,5
3178.219,434,10.997442,4608,2,6.730469,244.3008,132.75,523.3477,5
3178.219,434,11.508951,4608,3,6.730469,244.3008,132.50391,523.5938,5
3178.219,434,10.594315,4608,3,6.730469,244.3008,132.50391,523.5938,5
3178.219,434,10.997442,4608,2,6.730469,244.3008,132.50391,523.5938,5
3178.219,434,11.989796,4608,4,6.730469,244.3008,132.50391,523.5938,5
3178.219,434,11.91067,4608,2,6.730469,244.3008,132.50391,523.5938,5
3178.219,434,10.895884,4608,2,6.738281,244.3008,132.50391,523.5859,5
3178.219,433,11.91067,4608,2,6.738281,244.3008,132.25781,523.832,5
3178.219,433,12.339332,4608,2,6.738281,244.3008,131.51953,524.5703,5
3178.219,433,13.953488,4608,2,6.738281,244.3008,131.51953,524.5703,5
3178.219,433,11.764706,4608,2,6.738281,244.3008,131.51953,524.5703,5
3178.219,433,10.796915,4608,2,6.738281,244.3008,131.51953,524.5703,5
3178.219,433,10.880829,4608,2,6.738281,244.3008,131.51953,524.5703,5
3178.219,433,12.254902,4608,3,6.738281,244.3008,131.51953,524.5703,5
3178.219,433,11.864407,4608,2,6.738281,244.3008,131.51953,524.5703,5
3178.219,433,13.265306,4608,2,6.738281,244.3008,131.27344,524.8164,5
3178.219,433,10.309278,4608,3,6.738281,244.3008,131.27344,524.8164,5
3178.219,433,9.585492,4608,3,6.738281,244.3008,131.27344,524.8164,5
3178.219,433,10.969388,4608,6,6.738281,244.3008,131.27344,524.8164,5
3178.219,433,13.506494,4608,3,6.738281,244.3008,131.27344,524.8164,5
3178.219,433,12.435233,4608,3,6.738281,244.3008,131.27344,524.8164,5
3178.219,433,15.328467,4608,2,6.738281,244.5508,131.27344,524.5664,5
3178.219,433,12.713936,4608,7,6.738281,244.5508,131.27344,524.5664,5
3178.219,431,11.85567,4608,8,6.738281,244.5508,131.27344,524.5664,5
3178.219,432,10.852713,4608,5,6.738281,244.5508,131.27344,524.5664,5
3178.219,432,8.695651999999999,4608,5,6.738281,244.5508,131.27344,524.5664,5
3178.219,432,12.113402,4608,9,6.746094,244.5508,131.27344,524.5586,5
3178.219,432,12.345679,4608,3,6.746094,244.5508,131.27344,524.5586,5
3178.219,432,12.530713,4608,3,6.746094,244.5508,131.27344,524.5586,5
3178.219,432,11.881188,4608,3,6.746094,244.6758,131.27344,524.4336,5
3178.219,432,11.764706,4608,3,6.746094,244.6758,131.27344,524.4336,5
3178.219,433,14.507772,4576,5,6.753906,244.668,131.02734,524.6797,5
3178.219,433,12.25,4576,3,6.753906,244.6758,131.02734,524.6719,5
3178.219,433,10.886076,4576,5,6.753906,244.6758,131.02734,524.6719,5
3178.219,433,13.316583,4608,4,6.753906,244.6758,131.02734,524.6719,5
3178.219,433,12.903226,4608,3,6.753906,244.6758,131.02734,524.6719,5
3178.219,433,12.561576,4608,6,6.753906,244.6758,130.78125,524.918,5
3178.219,433,14.356436,4608,3,6.761719,244.668,130.78125,524.918,5
3178.219,433,11.538462,4608,4,6.761719,244.6758,130.78125,524.9102,5
3178.219,433,10.362694,4608,3,6.761719,244.6758,130.53516,525.1562,5
3178.219,433,11.809045,4608,4,6.761719,244.6758,130.28906,525.4023,5
3178.219,433,13.065327,4608,5,6.761719,244.6758,130.28906,525.4023,5
3178.219,433,13.466334,4608,4,6.761719,244.6758,130.04297,525.6484,5
3178.219,433,12.75,4608,4,6.761719,244.6758,130.04297,525.6484,5
3178.219,433,13.414634,4608,5,6.761719,244.6758,129.79688,525.8945,5
3178.219,433,11.335013,4608,5,6.761719,244.6758,129.79688,525.8945,5
3178.219,433,11.340206,4608,4,6.761719,244.6758,129.79688,525.8945,5
3178.219,433,12.207792,4608,5,6.761719,244.6758,129.79688,525.8945,5
3178.219,433,13.82716,4608,4,6.761719,244.6758,129.55078,526.1406,5
3178.219,433,13.366337,4608,7,6.761719,236.2773,140.64453,523.4453,5
3178.219,433,14.46384,4608,4,6.761719,236.1836,140.875,523.3086,5
3178.219,433,12.807882,4608,4,6.761719,236.1836,140.875,523.3086,5
3178.219,433,12.926829,4608,4,6.761719,236.1836,140.875,523.3086,5
3178.219,433,12.144703,4576,4,6.761719,236.1836,140.65625,523.5273,5
3178.219,433,11.282051,4576,3,6.761719,236.1836,140.65625,523.5273,5
3178.219,433,10.913706,4576,3,6.761719,236.1836,140.65625,523.5273,5
3178.219,433,12.967581,4576,3,6.761719,236.1836,140.42188,523.7617,5
3178.219,433,14.60396,4576,3,6.761719,236.1836,140.42188,523.7617,5
3178.219,433,13.853904,4576,4,6.761719,236.1836,140.42188,523.7617,5
3178.219,433,13.333333,4576,5,6.761719,236.1836,140.42188,523.7617,5
3178.219,433,11.538462,4576,3,6.761719,236.1836,140.17578,524.0078,5
3178.219,433,10.769231,4576,5,6.761719,236.1836,139.92969,524.2539,5
3178.219,433,9.974425,4576,2,6.761719,236.1836,139.92969,524.2539,5
3178.219,433,11.195929,4576,6,6.761719,236.1836,139.92969,524.2539,5
3178.219,433,15.0,4576,3,6.761719,236.1836,139.92969,524.2539,5
3178.219,433,13.681592,4576,2,6.761719,236.1836,139.68359,524.5,5
3178.219,433,12.315271,4576,2,6.761719,236.1836,139.68359,524.5,5
3178.219,433,11.19403,4576,2,6.761719,236.1836,139.19141,524.9922,5
3178.219,433,12.113402,4576,8,6.761719,236.1836,138.69922,525.4844,5
3178.219,433,11.282051,4576,2,6.761719,236.1836,138.69922,525.4844,5
3178.219,433,10.997442,4576,2,6.769531,236.1836,138.69922,525.4766,5
3178.219,433,11.868687,4576,2,6.769531,236.1836,138.69922,525.4766,5
3178.219,433,12.468828,4576,2,6.769531,236.1836,138.69922,525.4766,5
3178.219,433,15.594059,4576,2,6.769531,236.1836,138.20703,525.9688,5
3178.219,433,17.57426,4576,5,6.769531,236.1836,138.20703,525.9688,5
3178.219,433,13.300493,4576,2,6.769531,236.1836,138.20703,525.9688,5
3178.219,433,9.438776,4576,3,6.769531,236.1836,137.96094,526.2148,5
3178.219,433,9.020619,4576,2,6.769531,236.1836,137.96094,526.2148,5
3178.219,433,10.43257,4576,2,6.769531,236.1836,137.96094,526.2148,5
3178.219,433,12.81407,4576,2,6.769531,236.1836,137.96094,526.2148,5
3178.219,433,12.967581,4576,2,6.769531,236.1836,137.46875,526.707,5
3178.742,435,13.895782,4576,2,6.78125,237.832,135.74609,526.7695,5
3178.742,435,11.27451,4576,2,6.789062,237.7891,135.74609,526.8047,5
3182.59,435,12.531328,4576,2,6.789062,237.7891,135.5,527.0508,5
3182.59,435,11.764706,4576,3,6.789062,237.7891,135.25391,527.2969,5
3182.59,435,13.436693,4576,2,6.789062,237.7891,134.76172,527.7891,5
3182.59,435,11.508951,4576,2,6.789062,237.7891,134.76172,527.7891,5
3182.59,435,14.690722,4576,2,6.796875,237.7891,134.51562,528.0273,5
3182.59,435,10.606061,4576,2,6.796875,237.7891,134.51562,528.0273,5
3182.59,435,9.895833,4576,2,6.796875,237.7891,134.26953,528.2734,5
3182.59,435,11.311054,4576,3,6.796875,237.7891,134.02344,528.5195,5
3182.59,435,9.350649,4576,2,6.796875,237.7891,134.02344,528.5195,5
3179.223,435,10.025707,4576,2,6.796875,237.7891,134.02344,528.5195,5
3179.223,435,10.485934,4576,2,6.796875,237.7891,134.02344,528.5195,5
3179.223,435,14.536341,4576,2,6.796875,237.7891,133.77734,528.7656,5
3179.223,435,10.880829,4576,2,6.796875,237.7891,133.53125,529.0117,5
3179.223,435,10.335917,4576,2,6.796875,237.7891,133.53125,529.0117,5
3179.223,435,10.880829,4576,2,6.796875,237.7891,133.53125,529.0117,5
3179.223,435,10.56701,4576,2,6.796875,237.7891,133.53125,529.0117,5
3179.223,435,10.459184,4576,2,6.796875,237.7891,133.53125,529.0117,5
3179.223,435,10.941476,4576,2,6.796875,237.7891,133.53125,529.0117,5
3179.223,435,15.869018,4576,3,6.796875,237.7891,133.03906,529.5039,5
3179.223,435,12.405063,4576,2,6.796875,237.7891,133.03906,529.5039,5
3179.223,435,9.819121,4576,2,6.796875,237.7891,133.03906,529.5039,5
3179.223,435,12.051282,4608,2,6.796875,237.7891,133.03906,529.5039,5
3179.223,435,11.139896,4608,3,6.796875,237.7891,132.79297,529.75,5
3179.223,435,12.564103,4608,2,6.796875,237.7891,131.31641,531.2266,5
3179.223,435,10.824742,4608,2,6.796875,237.7891,131.31641,531.2266,5
3179.223,435,10.485934,4608,4,6.796875,237.7891,131.31641,531.2266,5
3179.223,435,12.09068,4608,2,6.796875,237.7891,131.07031,531.4727,5
3179.223,435,13.032581,4608,3,6.796875,237.7891,131.07031,531.4727,5
3179.223,435,10.459184,4608,3,6.796875,237.7891,131.07031,531.4727,5
3179.223,435,12.335958,4608,2,6.824219,237.7617,131.07031,531.4727,5
3179.223,435,10.335917,4608,6,6.824219,237.8008,131.07031,531.4336,5
3179.223,435,12.307692,4608,3,6.824219,237.8008,131.07031,531.4336,5
3179.223,435,9.511568,4608,4,6.824219,237.8008,131.07031,531.4336,5
3179.223,436,11.450382,4608,2,6.824219,237.8008,131.07031,531.4336,5
3179.223,436,12.182741,4608,4,6.824219,237.8008,131.07031,531.4336,5
3179.223,436,12.039312,4608,2,6.832031,237.8008,131.07031,531.4258,5
3179.223,436,10.677083,4608,5,6.832031,237.8008,131.07031,531.4258,5
3179.223,436,9.819121,4608,2,6.832031,237.8008,130.82422,531.6719,5
3179.223,436,10.969388,4608,3,6.832031,237.8008,130.82422,531.6719,5
3179.223,436,10.824742,4608,2,6.832031,237.8008,130.82422,531.6719,5
3179.223,436,11.940299,4608,2,6.832031,237.8008,130.82422,531.6719,5
3179.223,436,13.546798,4608,4,6.832031,237.8008,130.82422,531.6719,5
3179.223,436,13.138686,4608,2,6.832031,237.8008,130.57812,531.918,5
3179.223,436,10.051546,4608,2,6.832031,237.8008,130.34375,532.1523,5
3179.223,436,11.311054,4608,4,6.832031,237.8008,130.34375,532.1523,5
3179.223,436,13.917526,4576,2,6.832031,237.8008,130.09766,532.3984,5
3179.223,436,11.538462,4576,2,6.832031,237.8008,130.09766,532.3984,5
3179.223,436,11.479592,4576,2,6.832031,237.8008,130.09766,532.3984,5
3179.223,436,11.735941,4576,3,6.832031,237.8008,129.85156,532.6445,5
3179.223,436,12.864078,4576,4,6.832031,237.8008,129.85156,532.6445,5
3179.223,436,14.646465,4576,4,6.832031,237.8008,129.60547,532.8906,5
3179.223,436,10.594315,4576,2,6.832031,237.8008,129.60547,532.8906,5
3179.223,436,12.113402,4576,2,6.832031,237.8008,129.60547,532.8906,5
3179.223,436,10.880829,4576,2,6.832031,237.8008,129.60547,532.8906,5
3179.223,436,11.053985,4576,2,6.832031,237.8008,129.60547,532.8906,5
3179.223,436,12.5,4576,3,6.832031,237.8008,129.60547,532.8906,5
3179.223,436,15.121951,4576,2,6.832031,237.8008,129.60547,532.8906,5
3179.223,436,12.469438,4576,2,6.839844,237.7969,129.35938,533.1328,5
3179.223,436,10.25641,4576,2,6.839844,238.0078,129.11328,533.168,5
3179.223,436,8.80829,4576,2,6.839844,238.0312,129.11328,533.1445,5
3179.223,436,10.594315,4576,2,6.839844,238.0312,128.86719,533.3906,5
3179.223,436,13.73057,4576,3,6.839844,238.0312,128.86719,533.3906,5
3179.223,436,11.568123,4576,2,6.839844,238.0312,128.86719,533.3906,5
3179.223,436,10.25641,4576,2,6.839844,238.0312,128.62109,533.6367,5
3179.223,436,12.318841,4576,5,6.847656,238.0312,128.62109,533.6289,5
3179.223,436,10.864198,4576,3,6.847656,230.4141,143.15625,526.7109,5
3179.223,436,12.082262,4576,4,6.847656,230.3672,143.40625,526.5078,5
3179.223,436,12.0,4576,2,6.847656,230.3672,143.1875,526.7266,5
3179.223,436,11.311054,4576,2,6.847656,230.3672,142.47656,527.4375,5
3179.223,436,11.392405,4576,2,6.847656,230.3672,142.47656,527.4375,5
3179.223,436,12.376238,4576,2,6.847656,230.3672,142.23047,527.6836,5
3179.223,436,13.333333,4576,2,6.847656,230.3672,142.23047,527.6836,5
3179.223,436,13.235294,4576,2,6.847656,230.3672,142.23047,527.6836,5
3179.223,436,10.512821,4576,2,6.847656,230.3672,142.23047,527.6836,5
3179.223,436,9.94898,4576,2,6.847656,230.3672,142.23047,527.6836,5
3179.223,436,12.468828,4576,2,6.847656,230.3672,142.23047,527.6836,5
3179.223,436,10.969388,4576,3,6.847656,230.3672,142.23047,527.6836,5
3179.223,436,14.070352,4576,2,6.847656,230.3672,142.23047,527.6836,5
3179.223,436,13.118812,4576,3,6.847656,230.3672,141.73828,528.1758,5
3179.223,436,12.039312,4576,3,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,9.848485,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,12.787724,4544,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,14.358974,4544,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,12.121212,4544,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,11.64557,4544,3,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,14.180929,4544,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,11.19403,4576,5,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,11.246944,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,12.405063,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,10.56701,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,11.675127,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,13.895782,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,11.111111,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,13.715711,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,9.022556,4576,3,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,8.831169,4576,2,6.847656,230.3672,141.49219,528.4219,5
3179.223,436,11.167513,4576,2,6.847656,230.3672,141.24609,528.668,5
3179.223,436,10.741688,4576,2,6.847656,230.3672,141.24609,528.668,5
3179.223,436,13.924051,4576,3,6.847656,230.3672,141.24609,528.668,5
3179.223,436,12.75,4576,2,6.847656,230.3672,141.0,528.9141,5
3179.223,436,12.345679,4576,2,6.847656,230.3672,141.0,528.9141,5
3179.223,436,12.623762,4576,2,6.855469,230.3672,140.75391,529.1523,5
3179.223,436,10.886076,4576,3,6.855469,230.3672,140.75391,529.1523,5
3179.223,436,11.508951,4576,2,6.855469,230.8672,140.50781,528.8984,5
3179.223,435,15.641026,4576,3,6.855469,230.8672,140.26172,529.1445,5
3179.223,435,10.459184,4576,2,6.855469,230.8672,140.01562,529.3906,5
3179.223,435,11.959288,4576,5,6.855469,230.8672,139.52344,529.8828,5
3179.223,435,13.25,4576,3,6.855469,230.8672,139.52344,529.8828,5
3179.223,435,13.18408,4576,6,6.863281,230.8672,139.27734,530.1211,5
3179.223,435,14.074074,4576,5,6.863281,230.8672,139.27734,530.1211,5
3179.223,435,14.861461,4576,6,6.863281,230.8672,139.03125,530.3672,5
3179.223,435,11.568123,4576,6,6.863281,230.8672,139.03125,530.3672,5
3179.223,435,10.741688,4576,4,6.863281,230.8672,139.03125,530.3672,5
3179.223,435,12.244898,4576,4,6.863281,230.8672,138.78516,530.6133,5
3179.223,435,13.131313,4576,4,6.863281,230.8672,138.53906,530.8594,5
3179.223,435,15.09901,4576,5,6.863281,230.8672,138.29297,531.1055,5
3179.223,435,13.333333,4576,3,6.863281,230.8711,138.04688,531.3477,5
3179.223,435,11.735941,4576,5,6.863281,230.8711,137.80078,531.5938,5
3179.223,435,12.594458,4576,6,6.863281,230.8711,137.55469,531.8398,5
3179.223,435,11.053985,4576,3,6.863281,230.8711,137.55469,531.8398,5
3179.223,435,17.51269,4576,5,6.863281,230.8711,137.30859,532.0859,5
3179.223,433,10.886076,4576,5,6.871094,230.9688,137.30859,531.9805,5
3179.223,433,12.0,4576,5,6.871094,230.9961,137.30859,531.9531,5
3179.223,433,12.5,4576,5,6.871094,230.9961,137.07422,532.1875,5
3179.223,433,11.458333,4576,5,6.871094,230.9961,136.82812,532.4336,5
3179.223,433,10.796915,4576,5,6.871094,230.9961,136.82812,532.4336,5
3179.223,433,13.178295,4576,5,6.871094,230.9961,136.82812,532.4336,5
3179.223,433,10.741688,4576,6,6.878906,230.9961,136.82812,532.4258,5
3179.223,433,11.508951,4576,4,6.878906,230.9961,136.82812,532.4258,5
3179.223,433,10.969388,4576,3,6.894531,230.9961,136.82812,532.4102,5
3179.223,433,11.282051,4576,6,6.894531,230.9961,136.82812,532.4102,5
3179.223,433,12.151899,4576,5,6.894531,230.9961,136.82812,532.4102,5
3179.223,433,10.796915,4576,4,6.894531,230.9961,136.82812,532.4102,5
3179.223,433,10.824742,4576,3,6.894531,230.9961,136.82812,532.4102,5
3179.223,433,11.111111,4576,5,6.894531,230.9961,136.82812,532.4102,5
3179.223,433,10.512821,4576,3,6.894531,230.9961,137.07422,532.1641,5
3179.223,433,15.012723,4576,6,6.894531,230.9961,137.07422,532.1641,5
3179.223,433,11.704835,4576,4,6.894531,230.9961,137.07422,532.1641,5
3179.223,433,10.406091,4576,3,6.894531,230.9961,137.02344,532.2148,5
3179.223,434,9.585492,4576,2,6.894531,230.9961,137.32031,531.918,5
3179.223,434,10.077519,4576,4,6.894531,230.9961,137.32031,531.918,5
3179.223,434,11.053985,4576,4,6.894531,230.9961,137.51562,531.7227,5
3179.223,434,10.997442,4608,5,6.894531,230.9961,137.56641,531.6719,5
3179.223,434,10.659898,4608,3,6.894531,230.9961,135.84375,533.3945,5
3179.223,434,11.538462,4608,4,6.894531,230.9961,135.84375,533.3945,5
3179.223,434,10.886076,4608,3,6.894531,230.9961,135.84375,533.3945,5
3179.223,434,9.302326,4608,5,6.894531,230.9961,135.84375,533.3945,5
3179.223,434,12.987013,4608,4,6.894531,230.9961,135.84375,533.3945,5
3179.223,434,9.560724,4608,6,6.902344,231.0938,135.84375,533.2891,5
3179.223,434,11.025641,4608,4,6.902344,231.1758,135.84375,533.207,5
3179.223,434,12.531969,4608,4,6.902344,231.1758,135.84375,533.207,5
3179.223,434,10.913706,4608,3,6.902344,231.1758,135.84375,533.207,5
3179.223,434,13.0,4608,4,6.902344,231.1758,135.84375,533.207,5
3179.223,434,12.082262,4608,2,6.902344,231.1758,135.84375,533.207,5
3179.223,434,10.051546,4608,3,6.910156,231.1758,135.84375,533.1992,5
3179.223,434,8.854167,4608,2,6.910156,231.1758,135.84375,533.1992,5
3179.223,434,9.487179,4608,3,6.910156,231.1758,135.59766,533.4453,5
3179.223,434,9.343434,4608,3,6.910156,231.1758,135.59766,533.4453,5
3179.223,434,14.962594,4608,3,6.910156,231.1758,135.59766,533.4453,5
3179.223,434,12.655087,4608,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,12.83293,4608,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,9.090909,4608,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,10.769231,4608,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,15.206186,4608,3,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,10.443864,4608,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,10.5,4608,5,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,11.940299,4608,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,13.333333,4544,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,13.480392,4544,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,10.25641,4544,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,10.335917,4544,3,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,10.335917,4544,2,6.910156,231.1758,135.37891,533.6641,5
3179.223,434,12.244898,4544,3,6.910156,231.1758,135.625,533.418,5
3179.223,434,12.0,4544,2,6.910156,231.1758,135.625,533.418,5
3179.223,434,13.216958,4544,2,6.910156,231.1758,135.625,533.418,5
3179.223,434,12.315271,4544,2,6.910156,231.1758,135.625,533.418,5
3179.223,435,12.182741,4544,3,6.910156,231.1758,135.625,533.418,5
3179.223,435,12.371134,4544,2,6.917969,231.1758,135.625,533.4102,5
