timestamp,value
1761664941000,26.72191
1761664942000,22.64249
1761664943000,22.38883
1761664944000,24.4204
1761664945000,22.43523
1761664946000,22.28513
1761664947000,23.47466
1761664948000,22.98969
1761664949000,22.33766
1761664950000,23.69644
1761664951000,22.00413
1761664952000,22.69907
1761664953000,23.33505
1761664954000,23.54456
1761664955000,22.07859
1761664956000,23.19588
1761664957000,17.20041
1761664958000,1.4177215
1761664959000,1.968703
1761664960000,1.3131313
1761664961000,1.4720812
1761664962000,2.026342
1761664963000,4.361055
1761664964000,24.29379
1761664965000,23.52337
1761664966000,22.09602
1761664967000,22.46154
1761664968000,24.6646
1761664969000,23.86364
1761664970000,23.96907
1761664971000,25.29685
1761664972000,23.56885
1761664973000,22.81603
1761664974000,24.49612
1761664975000,21.79289
1761664976000,21.65375
1761664977000,33.02374
1761664978000,23.05296
1761664979000,21.83789
1761664980000,23.72093
1761664981000,21.98764
1761664982000,22.33713
1761664983000,25.56818
1761664984000,22.74368
1761664985000,23.07692
1761664986000,25.21784
1761664987000,22.10145
1761664988000,21.5757
1761664989000,23.68692
1761664990000,21.51374
1761664991000,23.56885
1761664992000,28.04562
1761664993000,24.82088
1761664994000,23.78741
1761664995000,25.0
1761664996000,27.98969
1761664997000,27.51159
1761664998000,35.33026
1761664999000,25.68053
1761665000000,24.4982
