,0,1
2123,1729605600,7.130872
2124,1729605601,3.104027
2125,1729605602,2.1848739999999998
2126,1729605603,2.268908
2127,1729605604,2.267003
2128,1729605605,2.011735
2129,1729605606,2.9510959999999997
2130,1729605607,2.35492
2131,1729605608,3.027754
2132,1729605609,2.864364
2133,1729605610,1.9295300000000002
2134,1729605611,2.016807
2135,1729605612,2.439024
2136,1729605613,2.099076
2137,1729605614,2.255639
2138,1729605615,2.013423
2139,1729605616,3.027754
2140,1729605617,2.600671
2141,1729605618,2.941176
2142,1729605619,2.525253
2143,1729605620,2.181208
2144,1729605621,1.932773
2145,1729605622,2.013423
2146,1729605623,2.013423
2147,1729605624,1.932773
2148,1729605625,2.268908
2149,1729605626,2.780118
2150,1729605627,2.521008
2151,1729605628,3.195963
2152,1729605629,2.529511
2153,1729605630,2.1775539999999998
2154,1729605631,2.186712
2155,1729605632,2.183039
2156,1729605633,2.013423
2157,1729605634,1.9295300000000002
2158,1729605635,2.097315
2159,1729605636,2.8571429999999998
2160,1729605637,2.616034
2161,1729605638,2.443134
2162,1729605639,2.770781
2163,1729605640,2.10084
2164,1729605641,2.268908
2165,1729605642,2.430847
2166,1729605643,2.015113
2167,1729605644,1.932773
2168,1729605645,2.10084
2169,1729605646,3.027754
2170,1729605647,2.693603
2171,1729605648,5.986509
2172,1729605649,4.40678
2173,1729605650,2.447257
2174,1729605651,2.278481
2175,1729605652,2.971138
2176,1729605653,2.869198
2177,1729605654,3.535354
2178,1729605655,2.099076
2179,1729605656,3.7193579999999997
2180,1729605657,4.90279
2181,1729605658,4.572396
2182,1729605659,2.938707
2183,1729605660,2.434929
2184,1729605661,2.10084
2185,1729605662,2.265101
2186,1729605663,2.099076
2187,1729605664,2.17938
2188,1729605665,2.099076
2189,1729605666,2.8571429999999998
2190,1729605667,2.695872
2191,1729605668,2.693603
2192,1729605669,2.693603
2193,1729605670,2.523129
2194,1729605671,2.015113
2195,1729605672,2.347024
2196,1729605673,2.181208
2197,1729605674,2.10084
2198,1729605675,2.17938
2199,1729605676,2.609428
2200,1729605677,2.512563
2201,1729605678,2.7824619999999998
2202,1729605679,3.017603
2203,1729605680,1.9311500000000001
2204,1729605681,2.261307
2205,1729605682,1.9311500000000001
2206,1729605683,2.267003
2207,1729605684,2.015113
2208,1729605685,2.102607
2209,1729605686,2.523129
2210,1729605687,2.695872
2211,1729605688,2.436975
2212,1729605689,2.691337
2213,1729605690,2.175732
2214,1729605691,2.10084
2215,1729605692,2.183039
2216,1729605693,1.760268
2217,1729605694,2.270816
2218,1729605695,2.1848739999999998
2219,1729605696,2.607233
2220,1729605697,2.691337
2221,1729605698,2.605042
2222,1729605699,2.693603
2223,1729605700,2.097315
2224,1729605701,1.848739
2225,1729605702,2.347024
2226,1729605703,2.1848739999999998
2227,1729605704,2.013423
2228,1729605705,2.17938
2229,1729605706,4.446309
2230,1729605707,2.529511
2231,1729605708,2.352941
2232,1729605709,2.6116260000000002
2233,1729605710,2.099076
2234,1729605711,2.186712
2235,1729605712,2.015113
2236,1729605713,2.099076
2237,1729605714,2.181208
2238,1729605715,2.350966
2239,1729605716,2.768456
2240,1729605717,2.613828
2241,1729605718,2.6116260000000002
2242,1729605719,2.525253
2243,1729605720,2.6823129999999997
2244,1729605721,2.015113
2245,1729605722,2.17938
2246,1729605723,1.8502939999999999
2247,1729605724,2.512563
2248,1729605725,2.015113
2249,1729605726,2.866779
2250,1729605727,2.8571429999999998
2251,1729605728,2.773109
2252,1729605729,2.6116260000000002
2253,1729605730,2.439024
2254,1729605731,2.013423
2255,1729605732,2.607233
2256,1729605733,2.1775539999999998
2257,1729605734,2.011735
2258,1729605735,1.847187
2259,1729605736,2.775442
2260,1729605737,2.691337
2261,1729605738,2.689076
2262,1729605739,2.787162
2263,1729605740,1.9295300000000002
2264,1729605741,1.847187
2265,1729605742,2.1775539999999998
2266,1729605743,2.181208
2267,1729605744,2.350966
2268,1729605745,2.013423
2269,1729605746,2.773109
2270,1729605747,2.859546
2271,1729605748,2.775442
2272,1729605749,2.693603
2273,1729605750,1.9295300000000002
2274,1729605751,1.932773
2275,1729605752,2.268908
2276,1729605753,2.186712
2277,1729605754,2.097315
2278,1729605755,2.013423
2279,1729605756,2.268908
2280,1729605757,2.871622
2281,1729605758,2.441077
2282,1729605759,3.117102
2283,1729605760,2.095557
2284,1729605761,2.018503
2285,1729605762,2.348993
2286,1729605763,2.1775539999999998
2287,1729605764,2.10084
2288,1729605765,2.1848739999999998
2289,1729605766,2.773109
2290,1729605767,2.859546
2291,1729605768,2.436975
2292,1729605769,3.195963
2293,1729605770,2.097315
2294,1729605771,2.01005
2295,1729605772,2.095557
2296,1729605773,2.015113
2297,1729605774,1.9311500000000001
2298,1729605775,2.267003
2299,1729605776,2.693603
2300,1729605777,2.787162
2301,1729605778,2.684564
2302,1729605779,16.511431
2303,1729605780,4.96633
2304,1729605781,2.362869
2305,1729605782,2.10084
2306,1729605783,1.847187
2307,1729605784,2.013423
2308,1729605785,2.1848739999999998
2309,1729605786,2.684564
2310,1729605787,2.938707
2311,1729605788,2.347024
2312,1729605789,2.691337
2313,1729605790,2.356902
2314,1729605791,2.1848739999999998
2315,1729605792,2.356902
2316,1729605793,2.015113
2317,1729605794,2.013423
2318,1729605795,1.9311500000000001
2319,1729605796,2.684564
2320,1729605797,2.780118
2321,1729605798,2.181208
2322,1729605799,2.94365
2323,1729605800,2.183039
2324,1729605801,2.097315
2325,1729605802,2.1848739999999998
2326,1729605803,1.682086
2327,1729605804,2.013423
2328,1729605805,2.183039
2329,1729605806,2.693603
2330,1729605807,2.866779
2331,1729605808,2.348993
2332,1729605809,2.613828
2333,1729605810,2.013423
2334,1729605811,2.270816
2335,1729605812,2.345059
2336,1729605813,2.097315
2337,1729605814,2.099076
2338,1729605815,1.847187
2339,1729605816,2.6116260000000002
2340,1729605817,3.037975
2341,1729605818,2.616034
2342,1729605819,2.691337
2343,1729605820,1.9311500000000001
2344,1729605821,2.348993
2345,1729605822,2.523129
2346,1729605823,2.265101
2347,1729605824,1.8456380000000001
2348,1729605825,2.011735
2349,1729605826,2.854744
2350,1729605827,3.201348
2351,1729605828,3.939648
2352,1729605829,2.869198
2353,1729605830,2.023609
2354,1729605831,2.095557
2355,1729605832,2.439024
2356,1729605833,1.934399
2357,1729605834,2.015113
2358,1729605835,1.9311500000000001
2359,1729605836,2.10084
2360,1729605837,3.035413
2361,1729605838,2.946128
2362,1729605839,3.117102
2363,1729605840,2.512563
2364,1729605841,2.099076
2365,1729605842,2.1775539999999998
2366,1729605843,2.434929
2367,1729605844,1.924686
2368,1729605845,1.926298
2369,1729605846,2.516779
2370,1729605847,3.212172
2371,1729605848,2.352941
2372,1729605849,2.6981450000000002
2373,1729605850,2.181208
2374,1729605851,1.934399
2375,1729605852,2.521008
2376,1729605853,2.265101
2377,1729605854,2.263202
2378,1729605855,1.932773
2379,1729605856,2.35492
2380,1729605857,3.035413
2381,1729605858,2.441077
2382,1729605859,3.201348
2383,1729605860,1.848739
2384,1729605861,1.934399
2385,1729605862,2.181208
2386,1729605863,2.268908
2387,1729605864,1.926298
2388,1729605865,2.099076
2389,1729605866,2.267003
2390,1729605867,2.94365
2391,1729605868,2.847571
2392,1729605869,3.030303
2393,1729605870,1.9311500000000001
2394,1729605871,1.9311500000000001
2395,1729605872,2.521008
2396,1729605873,2.093802
2397,1729605874,2.093802
2398,1729605875,1.767677
2399,1729605876,2.523129
2400,1729605877,2.961083
2401,1729605878,2.350966
2402,1729605879,3.035413
2403,1729605880,2.013423
2404,1729605881,1.848739
2405,1729605882,2.432886
2406,1729605883,2.350966
2407,1729605884,2.097315
2408,1729605885,1.927913
2409,1729605886,2.1848739999999998
2410,1729605887,3.280067
2411,1729605888,4.037006
2412,1729605889,3.291139
2413,1729605890,1.761745
2414,1729605891,1.761745
2415,1729605892,2.186712
2416,1729605893,2.016807
2417,1729605894,1.926298
2418,1729605895,2.17938
2419,1729605896,2.272727
2420,1729605897,2.700422
2421,1729605898,2.348993
2422,1729605899,3.040541
2423,1729605900,2.849958
2424,1729605901,2.852349
2425,1729605902,1.848739
2426,1729605903,2.097315
2427,1729605904,2.181208
2428,1729605905,2.181208
2429,1729605906,2.015113
2430,1729605907,3.201348
2431,1729605908,2.267003
2432,1729605909,3.4599159999999998
2433,1729605910,2.015113
2434,1729605911,1.927913
2435,1729605912,2.348993
2436,1729605913,2.35492
2437,1729605914,2.013423
2438,1729605915,1.9295300000000002
2439,1729605916,2.270816
2440,1729605917,2.874049
2441,1729605918,2.181208
2442,1729605919,3.625632
2443,1729605920,2.350966
2444,1729605921,2.016807
2445,1729605922,2.01005
2446,1729605923,2.013423
2447,1729605924,2.102607
2448,1729605925,2.188552
2449,1729605926,1.8456380000000001
2450,1729605927,2.94861
2451,1729605928,2.097315
2452,1729605929,3.36984
2453,1729605930,2.102607
2454,1729605931,2.013423
2455,1729605932,2.018503
2456,1729605933,2.097315
2457,1729605934,2.097315
2458,1729605935,2.016807
2459,1729605936,2.095557
2460,1729605937,3.375527
2461,1729605938,2.097315
2462,1729605939,3.4599159999999998
2463,1729605940,2.10084
2464,1729605941,2.093802
2465,1729605942,2.518892
2466,1729605943,1.932773
2467,1729605944,2.17938
2468,1729605945,2.097315
2469,1729605946,1.932773
2470,1729605947,3.288364
2471,1729605948,1.9295300000000002
2472,1729605949,3.703704
2473,1729605950,2.348993
2474,1729605951,1.9311500000000001
2475,1729605952,1.932773
2476,1729605953,2.268908
2477,1729605954,2.345059
2478,1729605955,2.181208
2479,1729605956,2.011735
2480,1729605957,3.043111
2481,1729605958,1.934399
2482,1729605959,3.448276
2483,1729605960,2.188552
2484,1729605961,2.265101
2485,1729605962,1.934399
2486,1729605963,1.847187
2487,1729605964,2.5941419999999997
2488,1729605965,2.183039
2489,1729605966,2.183039
2490,1729605967,3.195963
2491,1729605968,2.09205
2492,1729605969,3.296703
2493,1729605970,2.35492
2494,1729605971,1.8456380000000001
2495,1729605972,2.347024
2496,1729605973,2.097315
2497,1729605974,2.263202
2498,1729605975,2.1848739999999998
2499,1729605976,2.099076
2500,1729605977,3.282828
2501,1729605978,2.095557
2502,1729605979,3.8038879999999997
2503,1729605980,2.097315
2504,1729605981,1.847187
2505,1729605982,2.095557
2506,1729605983,2.095557
2507,1729605984,2.17938
2508,1729605985,2.348993
2509,1729605986,3.868797
2510,1729605987,3.037975
2511,1729605988,1.847187
2512,1729605989,3.198653
2513,1729605990,2.268908
2514,1729605991,1.934399
2515,1729605992,2.097315
2516,1729605993,1.847187
2517,1729605994,2.183039
2518,1729605995,2.181208
2519,1729605996,2.183039
2520,1729605997,3.117102
2521,1729605998,2.018503
2522,1729605999,3.372681
2523,1729606000,2.263202
2524,1729606001,1.9295300000000002
2525,1729606002,2.600671
2526,1729606003,2.10084
2527,1729606004,1.936027
2528,1729606005,2.097315
2529,1729606006,2.1848739999999998
2530,1729606007,3.285594
2531,1729606008,1.926298
2532,1729606009,3.209459
2533,1729606010,2.347024
2534,1729606011,2.013423
2535,1729606012,2.261307
2536,1729606013,1.8456380000000001
2537,1729606014,2.099076
2538,1729606015,2.016807
2539,1729606016,2.099076
2540,1729606017,3.035413
2541,1729606018,2.013423
2542,1729606019,3.035413
2543,1729606020,2.93378
2544,1729606021,2.099076
2545,1729606022,1.927913
2546,1729606023,2.013423
2547,1729606024,2.350966
2548,1729606025,2.181208
2549,1729606026,2.095557
2550,1729606027,3.035413
2551,1729606028,2.015113
2552,1729606029,3.201348
2553,1729606030,2.600671
2554,1729606031,2.268908
2555,1729606032,2.512563
2556,1729606033,1.936027
2557,1729606034,2.350966
2558,1729606035,2.102607
2559,1729606036,2.015113
2560,1729606037,3.114478
2561,1729606038,2.008368
2562,1729606039,3.375527
2563,1729606040,2.268908
2564,1729606041,2.1848739999999998
2565,1729606042,1.844091
2566,1729606043,2.015113
2567,1729606044,2.181208
2568,1729606045,2.093802
