pose_landmarking_rpi_mem.committed_Committed_AS,pose_landmarking_rpi_system.active_processes_active,pose_landmarking_rpi_system.cpu_user,pose_landmarking_rpi_system.file_nr_used_used,pose_landmarking_rpi_system.processes_running,pose_landmarking_rpi_system.ram_buffers,pose_landmarking_rpi_system.ram_cached,pose_landmarking_rpi_system.ram_free,pose_landmarking_rpi_system.ram_used,Target
3240.055,422,71.09974,4352,12,1.6484375,139.80859,168.1016,597.5703,10
3240.055,422,72.72727,4352,11,1.6484375,139.80859,164.71484,600.957,10
3240.055,422,73.16456,4352,12,1.6484375,139.80859,160.83203,604.8398,10
3240.055,422,72.58883,4352,12,1.6484375,139.80859,161.64844,604.0234,10
3240.055,422,70.05076,4352,9,1.6484375,139.80859,167.46484,598.207,10
3240.055,422,68.43434,4384,14,1.65625,139.80078,165.29688,600.375,10
3240.055,422,70.55838,4384,9,1.65625,139.80859,164.13672,601.5273,10
3240.07,422,72.82051,4384,9,1.65625,139.80859,166.91016,598.7539,10
3240.055,422,70.30457,4384,10,1.65625,139.80859,165.46094,600.2031,10
3240.055,422,69.7733,4384,13,1.65625,139.80859,163.74609,601.918,10
3240.055,422,69.54315,4384,11,1.65625,139.80859,166.35156,599.3125,10
3240.055,422,70.40816,4384,9,1.65625,139.80859,166.12109,599.543,10
3240.055,422,73.68421,4384,11,1.65625,139.80859,170.0938,595.5703,10
3240.055,422,70.63291,4384,11,1.65625,139.80859,165.77344,599.8906,10
3240.055,422,71.21212,4352,12,1.65625,139.97656,162.08594,603.4102,10
3240.055,422,71.25,4352,12,1.65625,139.97656,164.37109,601.125,10
3240.055,422,72.26463,4352,10,1.65625,139.97656,169.5977,595.8984,10
3240.055,422,73.46939,4352,12,1.65625,139.97656,169.3398,596.1562,10
3240.055,422,65.32663,4352,7,1.65625,139.97656,165.10547,600.3906,10
3240.055,422,69.34673,4352,13,1.65625,139.97656,160.32031,605.1758,10
3240.055,422,64.98741,4352,7,1.65625,139.97656,162.58203,602.9141,10
3240.055,422,60.5,4352,14,1.65625,139.97656,168.7812,596.7148,10
3240.055,422,56.25,4352,11,1.65625,139.97656,164.65234,600.8438,10
3240.055,422,69.89796,4352,9,1.65625,139.97656,165.24609,600.25,10
3240.055,421,74.80916,4352,12,1.6640625,139.96875,162.67578,602.8203,10
3240.055,421,73.9899,4352,11,1.6640625,139.97656,160.78906,604.6992,10
3240.055,421,68.52792,4352,9,1.6640625,139.97656,162.35938,603.1289,10
3240.055,421,70.22901,4352,7,1.6640625,139.97656,165.41797,600.0703,10
3240.055,421,72.40506,4352,14,1.6640625,139.97656,161.51172,603.9766,10
3240.055,421,74.37186,4352,14,1.6640625,139.97656,162.96484,602.5234,10
3240.055,421,70.95116,4352,10,1.6640625,139.97656,164.89844,600.5898,10
3240.055,421,72.01018,4352,13,1.6640625,139.97656,169.0586,596.4297,10
3240.055,421,70.91837,4352,13,1.6640625,139.97656,170.5117,594.9766,10
3240.055,421,68.35443,4352,12,1.6640625,139.97656,167.20312,598.2852,10
3240.055,421,71.24682,4352,14,1.6640625,139.97656,160.77734,604.7109,10
3240.055,421,71.78841,4352,17,1.6640625,139.97656,168.5117,596.9766,10
3240.055,421,74.43038,4352,12,1.6640625,139.97656,165.09375,600.3945,10
3240.055,421,68.0203,4352,14,1.6640625,139.97656,162.37109,603.1172,10
3240.055,421,69.2112,4352,16,1.671875,139.96875,168.6641,596.8242,10
3240.055,421,71.39241,4352,12,1.671875,139.97656,164.31641,601.1641,10
3240.055,421,72.01018,4352,9,1.671875,139.97656,165.73438,599.7461,10
3240.055,421,69.87342,4352,9,1.671875,139.97656,167.8203,597.6602,10
3240.055,421,74.68354,4352,10,1.671875,139.97656,168.9648,596.5156,10
3240.055,421,71.4653,4352,11,1.671875,139.97656,165.74219,599.7383,10
3240.055,421,70.99237,4352,9,1.671875,139.97656,168.3633,597.1172,10
3240.055,421,70.20202,4352,14,1.671875,139.97656,165.46875,600.0117,10
3240.055,421,70.73791,4352,13,1.671875,139.97656,162.96484,602.5156,10
3240.055,421,68.27411,4352,12,1.671875,139.97656,161.99219,603.4883,10
3240.055,421,68.86076,4352,9,1.671875,139.97656,163.94922,601.5312,10
3240.055,421,69.65174,4352,10,1.671875,139.97656,164.28906,601.1914,10
3240.055,421,66.49746,4352,10,1.671875,139.97656,164.625,600.8555,10
3240.055,421,60.15038,4352,12,1.671875,139.97656,166.01172,599.4688,10
3240.055,421,63.56784,4352,8,1.671875,139.97656,165.46875,600.0117,10
3240.055,421,63.40852,4352,15,1.671875,139.97656,163.03516,602.4453,10
3240.055,421,72.19388,4352,16,1.671875,139.97656,165.79297,599.6875,10
3240.055,421,67.8481,4352,11,1.671875,139.97656,163.25,602.2305,10
3240.055,421,70.05076,4352,17,1.671875,139.97656,168.7305,596.75,10
3240.055,418,72.89003,4352,12,1.671875,139.97656,165.13672,600.3438,10
3240.055,418,67.94872,4352,9,1.671875,139.97656,162.21094,603.2695,10
3240.055,419,70.84399,4352,19,1.671875,139.97656,164.48828,600.9922,10
3240.055,419,70.66327,4352,16,1.671875,139.97656,166.08594,599.3945,10
3240.055,419,72.1519,4352,10,1.671875,139.97656,168.3672,597.1133,10
3240.055,419,70.52897,4352,11,1.671875,139.97656,168.1523,597.3281,10
3240.055,419,69.23077,4384,15,1.671875,139.97656,163.94531,601.5352,10
3240.055,419,72.63427,4384,14,1.671875,139.97656,165.39453,600.0859,10
3241.055,422,72.77354,4384,8,1.671875,139.97656,162.93359,602.5469,10
3240.055,419,68.11224,4384,8,1.671875,139.97656,168.9336,596.5469,10
3240.055,418,73.04786,4384,13,1.671875,139.97656,165.09375,600.3867,10
3240.055,418,73.36683,4384,10,1.671875,139.97656,165.83984,599.6406,10
3240.055,418,74.68354,4384,10,1.671875,139.97656,165.10938,600.3711,10
3240.055,418,73.04786,4384,14,1.671875,139.97656,162.09375,603.3867,10
3240.055,418,76.90355,4384,11,1.671875,139.97656,169.3359,596.1445,10
3240.055,418,74.0458,4384,9,1.671875,139.97656,164.96094,600.5195,10
3240.055,418,73.5369,4384,11,1.671875,139.97656,167.7773,597.7031,10
3240.055,418,70.17544,4384,11,1.671875,139.97656,164.14062,601.3398,10
3240.055,418,68.65672,4384,8,1.671875,139.97656,164.14844,601.332,10
3240.055,418,69.54315,4384,14,1.671875,139.97656,160.21484,605.2656,10
3240.055,418,68.78173,4384,11,1.671875,139.97656,162.48828,602.9922,10
3240.055,418,69.19192,4384,17,1.671875,139.97656,166.49609,598.9844,10
3240.055,418,66.5,4384,11,1.671875,139.97656,166.26172,599.2188,10
3240.055,418,67.85714,4384,8,1.671875,139.97656,163.75391,601.7266,10
3240.055,418,68.01008,4384,10,1.679688,139.97656,160.82812,604.6445,10
3240.055,418,60.6599,4384,11,1.679688,139.97656,162.3125,603.1602,10
3240.055,418,57.85536,4384,14,1.679688,139.97656,159.74219,605.7305,10
3240.055,418,70.9596,4384,11,1.679688,139.97656,165.97656,599.4961,10
3240.055,418,68.8946,4384,10,1.679688,139.97656,164.78516,600.6875,10
3240.055,418,72.44898,4384,11,1.679688,139.97656,159.67578,605.7969,10
3240.055,418,70.55838,4384,13,1.679688,139.97656,167.25781,598.2148,10
3240.055,418,73.48485,4384,13,1.679688,139.97656,166.37109,599.1016,10
3240.055,418,75.06297,4384,15,1.679688,139.97656,161.91797,603.5547,10
3240.055,420,72.63427,4384,11,1.679688,139.97656,166.00391,599.4688,10
3240.055,420,70.45455,4384,14,1.679688,139.97656,161.54688,603.9258,10
3240.055,420,73.79135,4384,10,1.679688,139.97656,158.40625,607.0664,10
3240.055,420,71.3198,4384,12,1.679688,139.97656,160.07422,605.3984,10
3240.055,420,75.44304,4384,9,1.679688,139.97656,166.26172,599.2109,10
3240.055,420,75.50505,4384,14,1.679688,139.97656,162.84375,602.6289,10
3240.055,420,74.49495,4352,13,1.679688,139.97656,164.81641,600.6562,10
3240.055,420,74.93734,4352,10,1.679688,139.97656,164.76172,600.7109,10
3240.055,420,74.68354,4352,12,1.679688,139.97656,167.15234,598.3203,10
3240.055,420,73.41772,4352,9,1.679688,139.97656,163.81641,601.6562,10
3240.055,420,71.64557,4352,11,1.679688,139.97656,160.40234,605.0703,10
3240.055,420,74.11168,4352,10,1.679688,139.97656,161.80078,603.6719,10
3240.055,420,72.86432,4352,13,1.679688,139.97656,162.24609,603.2266,10
3240.055,420,69.7201,4352,10,1.679688,139.97656,160.88281,604.5898,10
3240.055,420,73.02799,4352,14,1.679688,139.97656,161.57812,603.8945,10
3240.055,420,72.37852,4352,9,1.679688,139.97656,161.27344,604.1992,10
3240.055,419,72.84264,4352,9,1.679688,139.97656,162.89062,602.582,10
3240.055,419,68.10127,4352,10,1.679688,139.97656,159.70312,605.7695,10
3240.055,419,71.17794,4352,9,1.6875,139.96875,160.99219,604.4805,10
3240.055,419,70.27708,4352,14,1.6875,139.97656,167.32031,598.1445,10
3240.055,419,69.07731,4352,12,1.6875,139.97656,165.16016,600.3047,10
3240.055,419,62.12121,4352,11,1.6875,139.97656,160.48438,604.9805,10
3240.055,419,59.90099,4352,14,1.6875,139.97656,158.24609,607.2188,10
3240.055,419,61.15288,4352,17,1.6875,139.97656,162.86328,602.6016,10
3240.055,419,70.1005,4352,9,1.6875,139.97656,164.16016,601.3047,10
3240.055,419,71.39241,4352,12,1.6875,139.96094,168.1289,597.3516,10
3240.055,419,73.23232,4352,18,1.6875,139.96094,163.48047,602.0,10
3240.055,420,73.16456,4352,15,1.6875,139.96094,164.05469,601.4258,10
3240.055,420,68.44784,4384,7,1.6875,139.96094,161.78906,603.6914,10
3240.055,420,72.63427,4384,11,1.6875,139.96094,164.96875,600.5117,10
3240.055,420,65.98985,4384,13,1.6875,139.96094,160.59766,604.8828,10
3240.055,420,70.17995,4384,15,1.6875,139.96094,163.5,601.9805,10
3240.055,420,71.64557,4384,8,1.6875,139.96094,158.94531,606.5352,10
3240.055,420,68.27411,4384,11,1.6875,139.96094,165.87891,599.6016,10
3240.055,420,75.18987,4384,9,1.6875,139.96094,161.23828,604.2422,10
3240.055,420,73.72449,4384,11,1.695312,139.95703,157.38281,608.0938,10
3240.055,421,71.06599,4384,7,1.695312,139.96094,159.98438,605.4883,10
3240.055,421,71.21212,4384,8,1.695312,140.15625,162.52344,602.7539,10
3240.055,421,70.12658,4352,12,1.695312,140.12891,159.02344,606.2812,10
3240.055,421,66.49616,4352,9,1.695312,140.12891,169.2852,596.0195,10
3240.055,421,70.45455,4352,9,1.695312,140.12891,166.28125,599.0234,10
3240.055,421,68.60759,4352,14,1.695312,140.12891,161.6875,603.6172,10
3240.055,421,68.44784,4352,10,1.695312,140.12891,167.25781,598.0469,10
3240.055,421,68.93939,4352,10,1.695312,140.12891,165.05078,600.2539,10
3240.055,421,69.7201,4352,9,1.695312,140.12891,165.74609,599.5586,10
3240.055,422,70.78086,4352,9,1.695312,140.12891,168.2266,597.0781,10
3240.055,422,70.37975,4352,16,1.695312,140.12891,168.8203,596.4844,10
3240.055,422,65.98985,4352,15,1.695312,140.12891,164.55078,600.7539,10
3240.055,422,68.67168,4352,15,1.695312,140.12891,160.28516,605.0195,10
3240.055,422,70.55838,4352,13,1.695312,140.12891,158.97266,606.332,10
3240.055,422,65.50868,4352,13,1.695312,140.12891,162.20312,603.1016,10
3240.055,422,65.23929,4352,9,1.695312,140.12891,159.51953,605.7852,10
3240.055,422,60.65163,4352,12,1.695312,140.12891,167.17578,598.1289,10
3240.055,422,62.0,4384,6,1.695312,140.12891,167.35938,597.9453,10
3240.055,422,62.40602,4384,15,1.695312,140.12891,165.77734,599.5273,10
3240.055,422,73.04786,4352,14,1.695312,140.12891,162.47266,602.832,10
3240.055,422,74.61929,4352,10,1.695312,140.12891,163.23047,602.0742,10
3240.055,422,74.05542,4352,14,1.695312,140.12891,168.7031,596.6016,10
3240.055,422,70.66327,4352,8,1.710938,140.12891,164.35547,600.9336,10
3240.055,422,69.7201,4352,11,1.710938,140.12891,165.41797,599.8711,10
3240.055,422,73.09645,4352,12,1.710938,140.12891,162.54688,602.7422,10
3240.055,422,70.78086,4352,14,1.710938,140.12891,161.4375,603.8516,10
3240.055,422,73.23232,4352,12,1.710938,140.12891,163.14844,602.1406,10
3240.055,422,70.70707,4352,10,1.710938,140.12891,164.17188,601.1172,10
3240.055,423,71.09974,4384,16,1.710938,140.12891,162.18359,603.1055,10
3240.055,423,70.51282,4384,13,1.710938,140.12891,168.6406,596.6484,10
3240.055,423,70.81218,4384,15,1.710938,140.12891,164.37891,600.9102,10
3240.055,423,71.13924,4384,13,1.710938,140.12891,158.78516,606.5039,10
3240.055,423,74.68354,4384,20,1.710938,140.12891,159.82422,605.4648,10
3240.055,423,73.46939,4384,11,1.710938,140.12891,160.79688,604.4922,10
3240.055,423,72.68041,4384,16,1.710938,140.12891,157.62891,607.6602,10
3240.055,423,71.64557,4384,9,1.710938,140.12891,166.90234,598.3867,10
3240.055,423,73.67089,4384,9,1.710938,140.12891,168.5078,596.7812,10
3240.055,423,70.9596,4384,10,1.710938,140.12891,165.74609,599.543,10
3240.055,423,72.79597,4384,9,1.710938,140.12891,171.6133,593.6758,10
3240.055,423,72.08122,4384,9,1.710938,140.12891,172.9922,592.2969,10
3240.055,423,71.78841,4384,8,1.710938,140.12891,168.8398,596.4492,10
3240.055,423,70.25641,4384,19,1.710938,140.23047,165.85156,599.3359,10
3240.055,423,69.69697,4384,11,1.710938,140.23047,163.85938,601.3281,10
3240.055,423,67.5,4384,11,1.710938,140.23047,170.2578,594.9297,10
3240.055,422,69.42356,4384,7,1.710938,140.23047,165.0625,600.125,10
3240.055,422,68.17043,4384,9,1.710938,140.23047,168.1016,597.0859,10
3240.055,422,65.91479,4384,11,1.710938,140.23047,169.25,595.9375,10
3240.055,422,59.601,4384,13,1.710938,140.23047,167.25391,597.9336,10
3240.055,422,60.25,4352,11,1.710938,140.23047,168.7305,596.457,10
3240.055,422,70.27708,4352,12,1.71875,140.23047,164.37891,600.8008,10
3240.055,422,72.91139,4352,10,1.71875,140.23047,166.125,599.0547,10
3240.055,422,73.41772,4352,9,1.71875,140.23047,166.44141,598.7383,10
3240.055,422,72.9798,4352,12,1.71875,140.23047,164.10938,601.0703,10
3240.055,422,68.95674,4352,13,1.71875,140.23047,169.6406,595.5391,10
3240.055,422,71.79487,4352,12,1.71875,140.23047,165.86719,599.3125,10
3240.055,422,71.03275,4352,11,1.71875,140.23047,163.19141,601.9883,10
3240.055,422,70.12658,4352,6,1.71875,140.23047,171.957,593.2227,10
3240.055,422,74.68354,4352,16,1.71875,140.23047,168.1523,597.0273,10
3240.055,422,71.5736,4352,8,1.71875,140.23047,165.3125,599.8672,10
3240.055,422,74.35897,4352,13,1.71875,140.23047,173.5742,591.6055,10
3240.055,422,69.54315,4352,7,1.726562,140.22266,169.6719,595.5078,10
3240.055,422,69.59799,4352,12,1.726562,140.23047,169.8984,595.2734,10
3240.055,421,76.26263,4352,10,1.726562,140.23047,165.82422,599.3477,10
3240.055,421,72.89003,4352,13,1.726562,140.23047,167.05859,598.1133,10
3240.055,421,69.7201,4352,9,1.726562,140.23047,167.08594,598.0859,10
3240.055,421,71.06599,4352,14,1.726562,140.23047,172.875,592.2969,10
3240.055,421,72.91139,4352,17,1.734375,140.22266,174.9023,590.2695,10
3240.055,421,74.81108,4352,12,1.734375,140.26172,168.9453,596.1875,10
3240.055,421,74.24242,4352,8,1.742188,140.25391,169.4336,595.6992,10
3240.055,421,73.16456,4352,14,1.742188,140.26172,168.3125,596.8125,10
3240.055,421,74.81297,4352,9,1.742188,140.26172,174.9219,590.2031,10
3240.055,421,68.70229,4352,13,1.742188,140.26172,169.8203,595.3047,10
3240.055,421,75.50505,4352,10,1.742188,140.26172,167.8906,597.2344,10
3240.055,421,75.44757,4352,17,1.742188,140.26172,169.332,595.793,10
3240.055,421,72.6817,4352,9,1.742188,140.26172,169.3477,595.7773,10
3240.055,421,71.09974,4352,7,1.742188,140.26172,172.3398,592.7852,10
3240.055,421,67.92929,4352,9,1.742188,140.26172,171.0,594.125,10
3240.055,421,64.1604,4352,15,1.742188,140.26172,169.6055,595.5195,10
3240.055,421,58.75,4352,9,1.742188,140.26172,169.9375,595.1875,10
3240.055,420,66.66667,4352,9,1.742188,140.26172,170.2773,594.8477,10
3240.055,420,70.99237,4352,8,1.742188,140.26172,167.57422,597.5508,10
3240.055,420,71.3198,4352,9,1.742188,140.26172,166.21875,598.9062,10
3240.055,420,71.09974,4352,13,1.742188,140.26172,163.75781,601.3672,10
3240.055,420,70.88608,4352,12,1.75,140.25391,174.8398,590.2852,10
3240.055,420,72.77354,4352,7,1.75,140.26172,170.418,594.6992,10
3240.055,420,72.58883,4352,10,1.75,140.26172,171.0234,594.0938,10
3240.055,420,74.55919,4352,15,1.75,140.26172,166.63672,598.4805,10
3240.055,420,74.80916,4352,8,1.75,140.26172,167.64844,597.4688,10
3240.055,420,71.39241,4352,12,1.75,140.26172,167.8906,597.2266,10
3240.055,420,68.86076,4352,11,1.75,140.26172,168.2656,596.8516,10
3240.055,420,68.28645,4352,8,1.75,140.26172,167.27344,597.8438,10
3240.055,420,69.64286,4352,10,1.75,140.26172,173.4766,591.6406,10
3240.055,420,74.18546,4352,12,1.75,140.26172,169.3828,595.7344,10
3240.055,420,74.81297,4352,15,1.75,140.26172,166.21094,598.9062,10
3240.055,420,71.46465,4352,11,1.75,140.26172,170.9609,594.1562,10
3240.055,420,72.44898,4352,15,1.75,140.26172,172.2695,592.8477,10
3240.055,420,71.17347,4352,9,1.75,140.26172,169.1523,595.9648,10
3240.055,420,70.99237,4352,7,1.75,140.26172,170.832,594.2852,10
3240.055,420,68.0203,4352,10,1.75,140.26172,173.9531,591.1641,10
3240.055,420,70.45455,4352,11,1.75,140.26172,172.7539,592.3633,10
3240.055,420,72.33503,4352,8,1.75,140.26172,173.4609,591.6562,10
3240.055,420,71.46465,4352,14,1.75,140.26172,175.1875,589.9297,10
3240.055,420,72.40506,4352,13,1.75,140.26172,170.3477,594.7695,10
3240.055,420,70.30457,4352,15,1.75,140.26172,173.4102,591.707,10
3240.055,420,68.93939,4352,15,1.75,140.26172,169.5,595.6172,10
3240.055,420,67.34177,4352,7,1.75,140.26172,167.9414,597.1758,10
3240.055,420,66.24685,4352,12,1.75,140.26172,173.543,591.5742,10
3240.055,420,62.7204,4352,13,1.75,140.26172,171.3008,593.8164,10
3240.055,420,58.29146,4352,7,1.75,140.26172,175.1641,589.9531,10
3240.055,420,62.27848,4352,14,1.75,140.26172,172.2383,592.8789,10
3240.055,420,70.85427,4352,11,1.75,140.26172,169.3906,595.7266,10
3240.07,419,74.31421,4352,11,1.75,140.26172,170.8516,594.2656,10
3240.07,419,75.4522,4352,15,1.75,140.26172,167.625,597.4922,10
3240.07,419,71.21212,4352,11,1.75,140.26172,168.5039,596.6133,10
3240.055,419,74.24242,4352,11,1.75,140.26172,176.5273,588.5898,10
3240.055,419,72.19388,4352,10,1.75,140.26172,171.3594,593.7578,10
3240.055,419,74.43038,4352,13,1.75,140.26172,171.418,593.6992,10
3240.055,419,73.00771,4384,14,1.75,140.26172,167.8672,597.25,10
3240.055,419,70.84399,4384,11,1.75,140.26172,164.48047,600.6367,10
3240.055,419,71.28463,4384,18,1.75,140.26172,171.7031,593.4141,10
3240.055,419,72.36181,4384,11,1.75,140.26172,169.7148,595.4023,10
3240.055,419,71.21212,4384,14,1.75,140.26172,166.42188,598.6953,10
3240.055,419,74.23469,4384,12,1.757812,140.25391,164.61719,600.5,10
3240.055,419,69.13265,4384,8,1.757812,140.26172,170.0859,595.0234,10
3240.055,419,74.7449,4384,11,1.757812,140.26172,167.21875,597.8906,10
3240.055,420,65.65657,4384,8,1.757812,140.26172,172.2539,592.8555,10
3240.055,420,73.21429,4352,11,1.757812,140.26172,168.3984,596.7109,10
3240.055,420,69.44444,4352,12,1.757812,140.26172,163.31641,601.793,10
3240.055,420,72.26463,4352,15,1.757812,140.26172,169.6328,595.4766,10
3240.055,420,68.0,4352,10,1.757812,140.26172,170.7539,594.3555,10
3240.055,420,72.44898,4352,13,1.757812,140.26172,165.69531,599.4141,10
3240.055,420,73.16456,4352,8,1.757812,140.26172,166.87109,598.2383,10
3240.055,420,70.12658,4352,9,1.757812,140.26172,166.22266,598.8867,10
3240.055,420,69.42356,4352,10,1.757812,140.26172,174.0273,591.082,10
3240.055,419,69.28934,4352,8,1.757812,140.26172,172.7422,592.3672,10
3240.055,420,66.66667,4352,16,1.757812,140.26172,168.3945,596.7148,10
3240.055,420,67.67677,4352,14,1.757812,140.26172,166.27344,598.8359,10
3240.055,420,65.75,4384,7,1.757812,140.26172,177.4727,587.6367,10
3240.055,420,65.67164,4384,8,1.757812,140.26172,173.9336,591.1758,10
3240.055,420,58.01527,4384,15,1.757812,140.26172,173.0234,592.0859,10
3240.055,420,68.84422,4384,11,1.757812,140.26172,171.8828,593.2266,10
3240.055,420,69.26952,4384,11,1.757812,140.26172,172.4805,592.6289,10
3240.055,420,67.34177,4384,11,1.757812,140.26172,169.8398,595.2695,10
3240.055,420,68.5567,4384,16,1.757812,140.26172,171.4414,593.668,10
3240.055,420,68.70229,4384,7,1.757812,140.26172,172.0234,593.0859,10
3240.055,420,73.35025,4384,11,1.757812,140.26172,169.8086,595.3008,10
3240.055,420,71.06599,4384,12,1.757812,140.26172,175.8281,589.2812,10
3240.055,420,71.28463,4384,11,1.757812,140.26172,170.5,594.6094,10
3240.055,420,71.68367,4352,13,1.757812,140.26172,167.74219,597.3672,10
3240.055,420,71.82741,4352,8,1.757812,140.26172,170.0156,595.0938,10
3240.055,420,70.37975,4352,12,1.757812,140.26172,170.2695,594.8398,10
3240.055,420,67.8481,4352,11,1.757812,140.26172,171.582,593.5273,10
3240.055,420,73.68421,4352,10,1.757812,140.26172,167.9453,597.1641,10
3240.055,420,73.29975,4352,10,1.757812,140.26172,169.8594,595.25,10
3240.055,420,72.1519,4352,18,1.757812,140.26172,167.45312,597.6562,10
3240.055,420,73.41772,4352,8,1.757812,140.26172,165.75781,599.3516,10
3240.055,420,71.53652,4352,8,1.757812,140.26172,173.2344,591.875,10
3240.055,420,73.29975,4352,13,1.757812,140.26172,175.1797,589.9297,10
3240.055,420,72.72727,4352,9,1.757812,140.26172,170.5938,594.5156,10
3240.055,420,73.9899,4352,16,1.757812,140.26172,170.0625,595.0469,10
3240.055,420,69.92481,4352,7,1.757812,140.26172,171.8398,593.2695,10
3240.055,420,74.68354,4352,8,1.757812,140.43359,168.2695,596.668,10
3240.055,420,72.95285,4352,13,1.757812,140.50391,165.58984,599.2773,10
3240.055,420,68.95674,4352,11,1.757812,140.50391,169.8984,594.9688,10
3240.055,420,69.13265,4352,11,1.757812,140.50391,170.457,594.4102,10
3240.055,420,71.28463,4352,11,1.757812,140.50391,170.3359,594.5312,10
3240.055,420,71.17794,4352,13,1.765625,140.5,171.8594,593.0039,10
3240.055,420,72.22222,4352,11,1.765625,140.50391,172.8125,592.0469,10
3240.055,420,65.75682,4384,15,1.765625,140.50391,168.7109,596.1484,10
3240.055,420,55.72139,4384,11,1.765625,140.50391,170.3555,594.5039,10
3240.055,420,65.13995,4384,10,1.765625,140.50391,166.55469,598.3047,10
3240.055,420,71.75573,4384,10,1.765625,140.50391,173.4805,591.3789,10
3240.055,420,69.84536,4384,8,1.765625,140.50391,170.2031,594.6562,10
3240.055,420,73.80353,4384,10,1.78125,140.48828,167.25,597.6094,10
3240.055,420,69.48718,4384,10,1.78125,140.50391,168.1289,596.7148,10
3240.055,420,73.67089,4384,11,1.78125,140.50391,169.1055,595.7383,10
3240.055,420,68.51385,4384,9,1.78125,140.50391,169.3281,595.5156,10
3240.055,420,67.93893,4384,11,1.78125,140.50391,167.76953,597.0742,10
3240.055,420,69.82097,4384,10,1.78125,140.50391,165.11719,599.7266,10
3240.055,420,72.40506,4384,11,1.78125,140.50391,167.8242,597.0195,10
3240.055,420,72.26463,4384,7,1.78125,140.50391,169.25,595.5938,10
3240.055,420,70.22901,4384,13,1.78125,140.50391,169.7266,595.1172,10
3240.07,420,72.58883,4384,11,1.78125,140.50391,162.89453,601.9492,10
3240.055,420,70.88608,4384,16,1.78125,140.50391,167.08984,597.7539,10
3240.055,420,68.67168,4384,12,1.78125,140.50391,170.8203,594.0234,10
3240.055,420,71.39175,4384,10,1.78125,140.50391,168.6055,596.2383,10
3240.055,420,73.75,4384,11,1.78125,140.50391,171.0078,593.8359,10
3240.055,420,71.68367,4384,14,1.78125,140.50391,167.75781,597.0859,10
3240.055,420,69.13265,4384,12,1.78125,140.50391,170.5469,594.2969,10
3240.055,420,72.58883,4384,10,1.78125,140.50391,166.63672,598.207,10
3240.055,420,72.08122,4384,8,1.78125,140.50391,172.6641,592.1797,10
3240.055,420,71.5736,4384,9,1.78125,140.50391,174.5469,590.2969,10
3240.055,420,70.20202,4384,10,1.789062,140.50391,169.082,595.7539,10
3240.055,420,69.34673,4352,15,1.789062,140.50391,165.77344,599.0625,10
3240.055,420,73.68421,4352,16,1.789062,140.50391,169.2773,595.5586,10
3240.055,420,72.0403,4352,7,1.789062,140.50391,165.94531,598.8906,10
3240.055,420,64.97462,4352,16,1.789062,140.50391,166.95703,597.8789,10
3240.055,420,67.33668,4352,12,1.789062,140.50391,168.4805,596.3555,10
3240.055,420,64.89899,4352,11,1.796875,140.50391,169.7305,595.0977,10
3240.055,420,62.37374,4352,11,1.796875,140.50391,170.9219,593.9062,10
3240.055,420,59.69388,4352,12,1.796875,140.50391,166.57812,598.25,10
3240.055,420,70.35176,4352,8,1.796875,140.50391,163.64453,601.1836,10
3240.055,420,70.05076,4352,13,1.796875,140.50391,174.5547,590.2734,10
3240.055,420,72.26463,4352,12,1.796875,140.50391,169.6914,595.1367,10
3240.055,420,72.01018,4352,17,1.796875,140.50391,171.7617,593.0664,10
3240.055,420,67.8392,4352,11,1.796875,140.50391,169.1914,595.6367,10
3240.055,420,71.64557,4352,8,1.796875,140.50391,166.79297,598.0352,10
3240.055,420,69.74359,4352,14,1.796875,140.50391,169.7812,595.0469,10
3240.055,420,70.81218,4352,9,1.796875,140.50391,166.55469,598.2734,10
3240.055,420,76.15385,4352,9,1.796875,140.50391,168.4883,596.3398,10
3240.055,420,73.23232,4352,11,1.796875,140.50391,165.83594,598.9922,10
3240.055,420,71.42857,4352,10,1.796875,140.55469,173.1445,591.6328,10
3240.055,420,69.52141,4352,11,1.796875,140.55469,173.8828,590.8945,10
3240.055,420,73.11558,4352,12,1.796875,140.55469,170.2188,594.5586,10
3240.055,420,74.30025,4352,11,1.796875,140.55469,166.43359,598.3438,10
3240.055,420,74.24242,4352,14,1.796875,140.55469,168.1211,596.6562,10
3240.055,420,70.22901,4352,18,1.796875,140.55469,172.2773,592.5,10
3240.055,420,71.68367,4352,10,1.796875,140.55469,168.3672,596.4102,10
3240.055,420,72.33503,4352,15,1.796875,140.55469,169.8711,594.9062,10
3240.055,420,74.24242,4352,9,1.796875,140.55469,171.3477,593.4297,10
3240.055,420,75.94937,4352,10,1.796875,140.55469,168.6953,596.082,10
3240.055,420,69.62025,4352,10,1.804688,140.54688,167.53516,597.2422,10
3240.055,420,69.54315,4352,10,1.804688,140.55469,170.082,594.6875,10
3240.055,420,72.29219,4352,12,1.804688,140.55469,167.375,597.3945,10
3240.055,420,74.49495,4352,12,1.804688,140.55469,163.79688,600.9727,10
3240.055,420,71.35678,4352,13,1.804688,140.55469,167.125,597.6445,10
3240.055,420,68.95674,4352,10,1.804688,140.55469,170.293,594.4766,10
3240.055,420,67.34177,4320,11,1.804688,140.55469,167.58594,597.1836,10
3240.055,420,64.41103,4320,11,1.804688,140.55469,167.8828,596.8867,10
3240.055,420,58.70647,4320,11,1.804688,140.55469,169.3359,595.4336,10
