gesture_recognition_rpi_mem.committed_Committed_AS,gesture_recognition_rpi_system.active_processes_active,gesture_recognition_rpi_system.cpu_user,gesture_recognition_rpi_system.file_nr_used_used,gesture_recognition_rpi_system.processes_running,gesture_recognition_rpi_system.ram_buffers,gesture_recognition_rpi_system.ram_cached,gesture_recognition_rpi_system.ram_free,gesture_recognition_rpi_system.ram_used,Target
3241.125,428,68.0203,4448,11,10.34375,226.9453,167.41797,502.4219,3
3241.125,428,65.22843,4448,12,10.34375,226.9453,171.3555,498.4844,3
3241.125,428,65.90331,4448,9,10.34375,226.9453,170.1953,499.6445,3
3241.125,428,65.48223,4416,10,10.34375,226.9453,168.0898,501.75,3
3241.125,428,64.17526,4448,14,10.359375,226.9453,167.9023,501.9375,3
3241.125,428,65.64885,4448,10,10.359375,226.9336,170.875,498.9609,3
3241.125,428,65.13995,4448,6,10.359375,226.9453,169.7656,500.0586,3
3241.125,428,65.30612,4448,8,10.359375,226.9453,168.6445,501.1797,3
3241.125,428,65.56122,4448,5,10.359375,226.9453,167.29688,502.5273,3
3241.125,428,67.58794,4448,13,10.359375,226.9453,166.64062,503.1836,3
3241.125,428,62.21662,4448,13,10.359375,226.9453,165.98438,503.8398,3
3241.125,428,66.91729,4448,10,10.359375,226.9453,170.5117,499.3125,3
3241.125,428,62.37374,4448,8,10.359375,226.9453,169.4531,500.3711,3
3241.125,428,61.13861,4448,12,10.367188,226.9453,168.5781,501.2461,3
3241.125,428,57.46835,4448,10,10.367188,227.0,167.8945,501.8672,3
3241.125,428,55.63725,4448,8,10.367188,227.0,165.98047,503.7812,3
3241.125,428,55.61097,4448,10,10.367188,227.0,165.32422,504.4375,3
3241.125,428,58.85287,4448,6,10.367188,227.0,164.61328,505.1484,3
3241.125,428,65.63307,4448,9,10.367188,227.0,164.14844,505.6133,3
3241.125,428,64.2132,4448,9,10.367188,227.0,164.23047,505.5312,3
3241.125,428,67.69231,4448,11,10.367188,227.0,163.51953,506.2422,3
3241.125,428,64.43299,4448,11,10.367188,227.0,168.2109,501.5508,3
3241.125,428,67.00767,4448,10,10.367188,227.0,166.83203,502.9297,3
3241.125,428,65.47315,4480,13,10.367188,227.0,166.33984,503.4219,3
3241.125,428,63.77551,4480,9,10.367188,227.0,165.46484,504.2969,3
3241.125,428,67.87565,4480,10,10.367188,227.0,165.0,504.7617,3
3241.125,428,65.64103,4480,11,10.367188,227.0,165.05859,504.7031,3
3241.125,428,66.32653,4480,8,10.367188,227.0,165.30859,504.4531,3
3241.125,428,67.60925,4480,5,10.367188,227.0,164.65625,505.1055,3
3241.125,428,68.44784,4480,15,10.367188,227.0156,164.21875,505.5273,3
3241.125,428,63.93862,4480,8,10.367188,227.0156,163.78125,505.9648,3
3241.125,428,66.66667,4480,11,10.367188,227.0156,167.9453,501.8008,3
3241.125,428,66.32653,4480,9,10.367188,227.0156,165.58203,504.1641,3
3241.125,428,64.78149,4480,12,10.367188,227.0156,169.7812,499.9648,3
3241.125,428,66.75192,4480,13,10.367188,227.0156,168.6719,501.0742,3
3241.125,428,69.13265,4480,13,10.367188,227.0156,171.1094,498.6367,3
3241.125,428,67.34177,4480,12,10.367188,227.0156,173.668,496.0781,3
3241.125,428,65.25,4480,10,10.367188,227.0156,170.5781,499.168,3
3241.125,428,65.57789,4480,11,10.375,227.0156,169.375,500.3711,3
3241.125,428,64.12214,4480,8,10.375,227.0156,168.4727,501.2656,3
3241.125,428,65.98985,4480,10,10.375,227.0156,168.2539,501.4844,3
3241.125,428,62.97229,4480,11,10.375,227.0156,166.83203,502.9062,3
3241.125,428,62.43781,4480,7,10.375,227.0156,165.4375,504.3008,3
3241.125,428,61.09726,4480,13,10.375,227.0156,164.01562,505.7227,3
3241.125,428,57.71144,4480,11,10.375,227.0156,163.57812,506.1602,3
3241.125,428,56.65025,4480,11,10.375,227.0156,167.75781,501.9805,3
3241.125,428,56.32754,4480,9,10.375,227.0156,172.6992,497.0391,3
3241.125,428,57.89474,4480,8,10.375,227.0156,169.3203,500.418,3
3241.125,428,69.09548,4480,12,10.375,227.0156,168.4453,501.293,3
3241.125,428,69.87342,4480,9,10.375,227.0156,171.8711,497.8672,3
3241.125,428,64.70588,4480,12,10.375,227.0156,170.7266,499.0117,3
3241.125,428,66.15776,4480,14,10.375,227.0156,169.5508,500.1875,3
3241.125,428,71.09974,4480,20,10.375,227.0156,168.1836,501.5547,3
3241.125,428,62.84987,4480,5,10.375,227.0156,167.22656,502.5117,3
3241.125,428,66.41414,4448,5,10.390625,227.0156,166.57031,503.168,3
3241.125,428,68.28645,4448,9,10.390625,227.0,167.35547,502.3828,3
3241.125,428,64.37659,4448,7,10.390625,227.0234,167.20312,502.5117,3
3241.125,428,65.41353,4448,10,10.390625,227.0234,165.57422,504.1406,3
3241.125,428,66.92112,4448,8,10.390625,227.0234,169.7344,499.9805,3
3241.125,428,64.93506000000001,4448,12,10.390625,227.0234,169.2969,500.418,3
3241.125,428,64.61538,4448,9,10.390625,227.0234,168.832,500.8828,3
3241.125,428,65.65657,4448,8,10.390625,227.0234,167.68359,502.0312,3
3241.125,428,63.38384,4448,9,10.390625,227.0234,166.98438,502.7305,3
3241.125,428,67.60925,4448,10,10.390625,227.0234,165.83594,503.8789,3
3241.125,428,67.68448,4480,10,10.390625,227.0234,165.61719,504.0977,3
3241.125,428,68.35443,4480,6,10.390625,227.0234,164.41406,505.3008,3
3241.125,428,65.65657,4480,8,10.398438,227.0234,163.51562,506.1992,3
3241.125,428,64.97462,4480,9,10.398438,227.0234,162.83594,506.8711,3
3241.125,428,64.12214,4480,10,10.398438,227.0234,167.30078,502.4062,3
3241.125,428,66.83544,4480,9,10.398438,227.0234,166.61719,503.0898,3
3241.125,428,68.17043,4480,8,10.398438,227.0234,170.9648,498.7422,3
3241.125,428,65.16291,4480,7,10.398438,227.0234,169.793,499.9141,3
3241.125,428,61.77215,4480,8,10.398438,227.0234,169.3281,500.3789,3
3241.141,428,60.05025,4480,8,10.398438,227.0234,167.9062,501.8008,3
3241.125,428,54.27136,4480,13,10.398438,227.0234,166.75781,502.9492,3
3241.125,428,57.77778,4480,11,10.398438,227.0234,166.32031,503.3867,3
3241.125,428,50.62972,4480,8,10.398438,227.0234,165.40234,504.3047,3
3241.125,428,54.36409,4480,8,10.398438,227.0234,166.19531,503.5117,3
3241.125,428,65.20619,4480,9,10.398438,227.0234,169.6719,500.0352,3
3241.125,428,65.3944,4480,9,10.398438,227.0234,169.4531,500.2539,3
3241.125,428,64.67532,4480,6,10.398438,227.0234,168.7969,500.9102,3
3241.125,429,65.80311,4480,10,10.398438,227.0234,168.5508,501.1562,3
3241.125,429,62.23958,4480,12,10.398438,227.0234,168.0977,501.6094,3
3241.125,429,64.61538,4480,5,10.398438,227.0234,167.44141,502.2656,3
3241.125,429,64.78149,4480,7,10.40625,227.0234,166.48438,503.2227,3
3241.125,429,62.82051,4480,5,10.40625,227.0156,166.01953,503.6875,3
3241.125,429,60.92545,4512,7,10.40625,227.0234,164.87109,504.8281,3
3241.125,429,64.94845,4512,10,10.40625,227.1484,164.40625,505.168,3
3241.125,430,65.21739,4512,8,10.421875,227.1484,163.53125,506.043,3
3241.125,430,62.84987,4512,5,10.421875,227.1328,162.84766,506.7266,3
3241.125,430,63.03797,4512,11,10.421875,227.1484,167.53906,502.0195,3
3241.125,430,66.41221,4512,16,10.421875,227.1484,166.60938,502.9492,3
3241.125,430,66.07595,4512,4,10.421875,227.1484,169.0859,500.4727,3
3241.125,430,67.42424,4512,5,10.421875,227.1484,168.6484,500.9102,3
3241.125,430,65.64885,4512,11,10.421875,227.1484,167.71875,501.8398,3
3241.125,430,65.15152,4512,10,10.421875,227.1484,166.35156,503.207,3
3241.125,430,67.52577,4512,10,10.421875,227.1484,165.25781,504.3008,3
3241.125,430,65.90331,4512,8,10.421875,227.1484,169.207,500.3516,3
3241.125,430,64.8855,4512,7,10.421875,227.1484,167.33203,502.2266,3
3241.125,430,69.87342,4512,4,10.421875,227.1484,166.45703,503.1016,3
3241.125,430,66.33166,4512,4,10.421875,227.1484,165.55469,504.0039,3
3241.125,430,67.17172,4512,12,10.421875,227.1484,167.832,501.7266,3
3241.125,430,67.0,4512,10,10.421875,227.1484,172.6133,496.9453,3
3241.125,430,61.19403,4512,7,10.421875,227.1484,169.7852,499.7734,3
3241.125,430,56.25,4512,7,10.421875,227.1484,168.8594,500.6992,3
3241.125,430,53.84615,4512,14,10.421875,227.1484,168.1758,501.3828,3
3241.125,430,53.59801,4512,13,10.421875,227.1484,166.60156,502.957,3
3241.125,430,56.60848,4512,10,10.421875,227.1484,165.72656,503.832,3
3241.125,430,66.75127,4512,8,10.421875,227.1484,164.85156,504.707,3
3241.125,430,68.27411,4512,9,10.421875,227.1484,163.97656,505.582,3
3241.125,430,68.12339,4512,12,10.421875,227.1484,162.88281,506.6758,3
3241.125,430,66.23377,4512,8,10.421875,227.1484,167.28125,502.2773,3
3241.125,430,66.24041,4512,11,10.421875,227.1484,165.85938,503.6992,3
3241.125,430,70.37975,4512,10,10.421875,227.1484,169.0625,500.4961,3
3241.141,430,64.08269,4512,15,10.421875,227.1484,172.5117,497.0469,3
3241.125,430,70.25,4512,9,10.421875,227.1484,170.418,499.1406,3
3241.125,430,69.05371,4512,8,10.421875,227.1484,168.2852,501.2734,3
3241.125,430,69.2112,4512,9,10.421875,227.1484,167.38281,502.1758,3
3241.125,430,70.81218,4512,10,10.421875,227.1484,171.3516,498.207,3
3241.125,430,69.62025,4480,4,10.421875,227.1484,169.1914,500.3672,3
3241.125,430,68.38046,4480,10,10.421875,227.1484,166.86719,502.6914,3
3241.125,430,68.52792,4480,9,10.421875,227.1484,166.16797,503.3906,3
3241.125,430,66.92112,4480,11,10.421875,227.1484,165.04688,504.5117,3
3241.125,430,63.61323,4480,10,10.421875,227.1484,163.89844,505.6602,3
3241.125,430,66.66667,4480,9,10.421875,227.1484,163.02344,506.5352,3
3241.125,430,67.42424,4480,10,10.421875,227.1484,166.46094,503.0977,3
3241.125,430,69.28934,4480,6,10.421875,227.1484,165.55859,504.0,3
3241.125,430,66.83673,4448,9,10.421875,227.1484,165.12109,504.4375,3
3241.125,430,66.49874,4448,12,10.421875,227.1484,164.20312,505.3555,3
3241.125,430,64.57286,4448,9,10.421875,227.1484,163.54688,506.0117,3
3241.125,430,67.08543,4448,9,10.421875,227.1484,162.67188,506.8867,3
3241.125,429,66.15385,4448,8,10.421875,227.1484,170.8164,498.7422,3
3241.125,429,65.41353,4448,10,10.421875,227.1484,169.8984,499.6602,3
3241.125,429,61.84539,4480,6,10.429688,227.1484,168.3125,501.2461,3
3241.125,429,59.19395,4480,12,10.429688,227.1406,167.4375,502.1211,3
3241.125,429,59.1133,4480,14,10.429688,227.1484,166.75391,502.7969,3
3241.125,429,51.9802,4480,8,10.429688,227.1484,166.09766,503.4531,3
3241.125,429,54.47761,4480,9,10.429688,227.1484,165.41797,504.1328,3
3241.125,429,63.86768,4480,8,10.429688,227.1484,164.54297,505.0078,3
3241.125,429,67.18346,4480,11,10.429688,227.1484,163.39844,506.1523,3
3241.125,429,68.87755,4480,17,10.4375,227.1484,162.03125,507.5195,3
3241.125,429,67.09512,4480,4,10.4375,227.1484,169.8477,499.6953,3
3241.125,429,66.15385,4480,9,10.4375,227.1484,168.4258,501.1172,3
3241.125,429,68.0203,4480,9,10.4375,227.1484,166.32031,503.2227,3
3241.125,429,64.52442,4480,12,10.4375,227.1484,165.41797,504.125,3
3241.125,429,66.32391,4480,7,10.4375,227.1484,164.98047,504.5625,3
3241.125,429,65.22843,4480,9,10.4375,227.1484,164.73828,504.8047,3
3241.125,429,65.38462,4480,7,10.4375,227.1484,168.668,500.875,3
3241.125,429,70.45455,4480,8,10.4375,227.1484,168.2031,501.3398,3
3241.125,429,65.30612,4480,9,10.4375,227.1484,167.30078,502.2422,3
3241.125,429,64.37659,4480,9,10.4375,227.1484,166.82031,502.7227,3
3241.125,429,67.86632,4480,10,10.4375,227.1484,165.42578,504.1172,3
3241.125,429,71.06599,4480,8,10.4375,227.1484,165.21875,504.3242,3
3241.125,429,69.50904,4480,11,10.4375,227.1484,163.66016,505.8828,3
3241.125,429,67.17172,4480,9,10.4375,227.1484,167.29688,502.2461,3
3241.125,429,67.25441000000001,4480,12,10.4375,227.1484,166.39453,503.1484,3
3241.125,429,63.79747,4480,10,10.4375,227.1484,165.94141,503.6016,3
3241.125,429,64.97462,4480,8,10.4375,227.1484,165.28516,504.2578,3
3241.125,429,65.56962,4480,15,10.4375,227.1484,164.84766,504.6953,3
3241.125,429,64.48363,4480,9,10.4375,227.1484,164.19141,505.3516,3
3241.125,429,66.24041,4480,12,10.4375,227.1484,166.46484,503.0781,3
3241.125,429,65.15152,4480,12,10.4375,227.1484,165.5625,503.9805,3
3241.125,429,66.16541,4480,11,10.4375,227.1484,170.0,499.543,3
3241.125,429,63.36634,4480,5,10.4375,227.1484,168.3867,501.1562,3
3241.125,429,60.05025,4480,6,10.4375,227.1484,167.9258,501.6172,3
3241.125,429,56.53266,4480,9,10.4375,227.1484,166.53125,503.0117,3
3241.125,429,53.26633,4480,11,10.4375,227.1484,164.89453,504.6484,3
3241.125,429,54.13534,4480,12,10.4375,227.1484,163.74609,505.7969,3
3241.125,429,63.52041,4480,12,10.4375,227.1484,163.30859,506.2344,3
3241.125,429,63.56589,4480,11,10.4375,227.1484,163.08984,506.4531,3
3241.125,429,64.39394,4480,12,10.4375,227.1484,162.65234,506.8906,3
3241.125,429,65.56122,4480,15,10.4375,227.1484,162.70703,506.8359,3
3241.125,429,68.38235,4480,9,10.4375,227.1484,170.7461,498.7969,3
3241.125,429,64.95957,4480,9,10.4375,227.1484,169.1953,500.3477,3
3241.125,429,67.43003,4480,8,10.4375,227.1484,168.4844,501.0586,3
3241.125,429,65.82915,4480,11,10.4375,227.1484,167.11719,502.4258,3
3241.125,429,65.31646,4480,6,10.453125,227.1484,166.87109,502.6719,3
3241.125,429,64.19437,4480,10,10.453125,227.1484,170.3242,499.2031,3
3241.125,429,66.0804,4480,9,10.453125,227.1484,168.4102,501.1172,3
3241.125,429,66.58163,4480,9,10.453125,227.1484,167.75391,501.7734,3
3241.125,428,62.40409,4480,13,10.453125,227.1484,166.82422,502.7031,3
3241.125,428,63.07692,4480,11,10.453125,227.1484,166.60547,502.9219,3
3241.125,428,68.79795,4480,11,10.453125,227.1484,165.71484,503.8125,3
3241.125,428,69.36709,4480,12,10.453125,227.1484,165.57812,503.9492,3
3241.125,428,67.5063,4480,8,10.453125,227.1484,164.43359,505.0938,3
3241.125,428,68.93939,4480,8,10.453125,227.1484,163.28516,506.2422,3
3241.125,428,67.43003,4480,18,10.460938,227.1484,162.55078,506.9766,3
3241.125,428,67.59494,4480,8,10.460938,227.1406,163.28906,506.2383,3
3241.125,428,64.72081,4480,11,10.460938,227.1484,166.19922,503.3203,3
3241.125,428,65.65657,4448,8,10.460938,227.1484,170.6484,498.8711,3
3241.125,428,68.60759,4448,13,10.460938,227.1484,169.4219,500.0977,3
3241.125,428,63.59102,4448,13,10.460938,227.1484,167.04688,502.4727,3
3241.125,428,61.20907,4448,12,10.460938,227.1484,164.92969,504.5898,3
3241.125,428,59.35961,4448,18,10.460938,227.1484,163.97266,505.5469,3
3241.125,428,60.84788,4448,14,10.460938,227.1484,164.71484,504.8047,3
3241.125,428,57.25,4448,10,10.460938,227.1484,163.83984,505.6797,3
3241.125,427,49.0,4448,10,10.460938,227.1484,163.16016,506.3594,3
3241.125,427,54.83871,4448,11,10.460938,227.1484,162.97266,506.5469,3
3241.125,428,61.77215,4448,11,10.460938,227.1484,166.0625,503.457,3
3241.125,428,66.66667,4448,13,10.460938,227.1484,166.33203,503.1875,3
3241.125,428,64.35897,4448,6,10.460938,227.1523,165.1875,504.3281,3
3241.125,427,61.18252,4448,9,10.460938,227.1523,164.26172,505.2539,3
3241.125,428,64.78149,4448,15,10.460938,227.1523,164.07422,505.4414,3
3241.125,429,66.41026,4448,12,10.460938,227.1523,167.08203,502.4336,3
3241.125,429,65.5527,4448,8,10.460938,227.1523,166.64453,502.8711,3
3241.125,429,65.82278,4448,7,10.460938,227.1523,166.15234,503.3633,3
3241.125,429,66.41414,4448,4,10.46875,227.1523,164.98828,504.5273,3
3241.125,429,65.98465,4448,11,10.46875,227.1445,164.09766,505.418,3
3241.125,429,66.92112,4448,11,10.46875,227.1523,163.69141,505.8164,3
3241.125,429,67.85714,4448,15,10.46875,227.1523,163.25391,506.2539,3
3241.125,429,69.94949,4448,5,10.46875,227.1523,162.35547,507.1523,3
3238.723,429,66.58163,4448,9,10.46875,227.1523,165.08984,504.418,3
3238.723,429,64.8855,4448,10,10.46875,227.1523,165.33594,504.1719,3
3238.723,427,67.7665,4480,5,10.46875,227.1523,164.79688,504.7109,3
3238.723,427,61.57761,4480,11,10.46875,227.1523,164.62891,504.8789,3
3240.645,427,66.58228,4480,8,10.46875,227.1523,163.01562,506.4922,3
3240.645,427,67.43003,4480,10,10.46875,227.1523,162.35938,507.1484,3
3240.645,427,67.25888,4480,14,10.46875,227.1523,166.11719,503.3906,3
3240.645,427,65.64885,4480,12,10.46875,227.1523,169.0938,500.4141,3
3240.879,428,69.42356,4480,5,10.46875,227.1523,167.07031,502.4375,3
3240.879,428,64.97462,4480,4,10.46875,227.1523,166.58594,502.9219,3
3240.879,428,64.55696,4480,4,10.46875,227.1523,165.95312,503.5547,3
3240.879,428,63.97985,4448,11,10.46875,227.25,164.32422,505.0859,3
3240.879,428,63.88206,4448,5,10.46875,227.2773,162.71094,506.6719,3
3240.879,429,58.43829,4448,4,10.46875,227.2773,162.49219,506.8906,3
3240.879,429,55.19802,4480,4,10.476562,227.2773,162.08203,507.3008,3
3238.723,429,52.48756,4480,4,10.476562,227.2734,161.64453,507.7344,3
3238.723,429,58.56079,4480,4,10.476562,227.2773,170.1406,499.2344,3
3238.723,430,61.53846,4480,10,10.476562,227.2773,169.4414,499.9336,3
3238.723,430,65.29563,4480,9,10.476562,227.2773,168.5117,500.8633,3
3238.723,430,67.00767,4448,6,10.476562,227.2773,167.08984,502.2852,3
3238.723,430,61.43959,4448,11,10.476562,227.2773,166.40625,502.9688,3
3238.723,430,65.13995,4448,4,10.476562,227.2773,164.73828,504.6367,3
3238.723,430,67.60925,4448,18,10.476562,227.2773,165.71875,503.6562,3
3238.723,430,67.51918,4448,8,10.476562,227.2773,165.83203,503.543,3
3238.723,431,62.9156,4448,8,10.476562,227.2773,168.8398,500.5352,3
3238.723,431,67.41855,4448,13,10.476562,227.2773,167.69922,501.6758,3
3238.723,431,67.34694,4448,4,10.476562,227.2773,165.87109,503.5039,3
3238.723,431,65.06329,4448,4,10.492188,227.2773,166.6875,502.6875,3
3238.723,431,66.32653,4448,5,10.492188,227.2617,166.17188,503.2031,3
3238.723,431,71.09974,4448,6,10.492188,227.2773,165.58203,503.7773,3
3238.723,431,67.5,4448,11,10.492188,227.2773,170.5938,498.7656,3
3238.723,431,68.79795,4448,10,10.492188,227.2773,168.5,500.8594,3
3238.738,431,67.08543,4448,13,10.492188,227.2773,171.2109,498.1484,3
3238.738,431,66.75063,4448,9,10.492188,227.2773,170.0625,499.2969,3
3238.723,431,66.24041,4448,8,10.492188,227.2773,168.9141,500.4453,3
3238.723,431,66.58163,4448,7,10.492188,227.2773,168.2578,501.1016,3
3238.723,431,69.17293,4448,10,10.492188,227.2773,167.32812,502.0312,3
3238.723,431,68.52792,4448,4,10.492188,227.2773,165.6875,503.6719,3
3239.438,431,65.25,4448,11,10.492188,227.2773,165.71484,503.6445,3
3239.438,431,61.69154,4448,9,10.492188,227.2773,164.10156,505.2578,3
3239.438,431,63.0273,4448,10,10.492188,227.2773,163.44531,505.9141,3
3239.438,431,61.25,4448,8,10.492188,227.2773,168.6641,500.6953,3
3239.438,431,56.96203,4448,14,10.492188,227.2773,169.7148,499.6445,3
3239.438,431,54.54545,4448,8,10.492188,227.2773,168.3203,501.0391,3
3239.438,431,55.41562,4448,7,10.5,227.2773,167.36328,501.9961,3
3239.438,431,61.05528,4448,11,10.5,227.2773,166.70703,502.6445,3
3239.438,431,65.10417,4448,8,10.5,227.2773,166.48828,502.8633,3
3239.438,431,65.3944,4448,9,10.5,227.2773,164.875,504.4766,3
3239.438,431,67.61658,4448,12,10.5,227.2773,169.1562,500.1953,3
3239.438,431,65.81633,4448,10,10.5,227.2773,166.80859,502.543,3
3239.438,431,70.51282,4448,12,10.5,227.2773,164.94922,504.4023,3
3239.438,431,66.83805,4448,12,10.507812,227.2773,163.83984,505.5117,3
3239.438,431,67.68448,4448,9,10.507812,227.2695,163.42969,505.9219,3
3239.438,431,64.61538,4448,10,10.507812,227.2773,162.77344,506.5703,3
3239.438,431,67.8481,4448,4,10.507812,227.2773,162.55469,506.7891,3
3239.438,430,64.61538,4448,11,10.507812,227.2773,161.43359,507.9102,3
3239.438,430,67.41855,4448,9,10.507812,227.2773,165.59766,503.7461,3
3239.438,430,67.60204,4448,7,10.507812,227.2773,164.67578,504.668,3
3239.438,430,67.93893,4448,12,10.507812,227.2773,163.58203,505.7617,3
3239.438,430,65.81633,4448,9,10.507812,227.2773,163.14453,506.1992,3
3239.438,430,65.38462,4448,10,10.507812,227.2773,162.26953,507.0742,3
3239.438,430,64.64646,4448,14,10.390625,227.2773,160.91406,508.4297,3
3239.438,430,64.54082,4448,15,10.390625,222.8438,167.9258,505.9688,3
3239.438,430,63.47607,4448,16,10.390625,222.8438,167.0,506.8945,3
3239.438,430,65.23929,4448,14,10.390625,222.8438,170.8594,503.0352,3
3239.438,430,64.73552,4448,8,10.398438,222.8438,173.2891,500.6055,3
3239.438,430,67.17557,4448,9,10.398438,222.8438,172.1406,501.7461,3
3239.438,430,67.25441000000001,4448,8,10.398438,222.8438,171.6797,502.207,3
3239.438,430,63.97985,4448,9,10.398438,222.8438,171.2188,502.668,3
3239.438,430,65.82915,4480,16,10.398438,222.8438,170.5625,503.3242,3
3239.438,430,63.13131,4480,8,10.398438,222.8438,169.2031,504.6836,3
3239.438,430,60.90226,4480,6,10.398438,222.8438,167.58984,506.2969,3
3239.438,430,56.96517,4480,11,10.398438,222.8438,166.90625,506.9805,3
3239.438,430,54.83871,4480,11,10.398438,222.8438,165.76172,508.125,3
3239.438,430,56.04938,4480,8,10.398438,222.8438,166.08594,507.8008,3
3239.438,430,60.30534,4480,8,10.398438,222.8438,165.64844,508.2383,3
3239.438,430,67.09184,4480,8,10.398438,222.8438,164.96484,508.9219,3
3239.438,430,65.82278,4480,10,10.398438,222.8438,163.87109,510.0156,3
3239.438,430,67.51918,4480,6,10.398438,222.8438,168.2461,505.6406,3
3239.438,430,65.45455,4480,11,10.398438,222.8438,166.63281,507.2539,3
3239.438,430,65.21739,4480,12,10.398438,222.8438,165.94922,507.9375,3
3239.438,430,65.06329,4480,9,10.398438,222.8438,166.00781,507.8789,3
3239.438,430,65.37468,4480,14,10.398438,222.8438,173.5742,500.3125,3
3240.441,430,64.97462,4480,11,10.398438,222.8438,171.9375,501.9492,3
3240.441,430,67.25888,4480,9,10.398438,222.8438,170.2969,503.5898,3
3240.441,430,67.35219,4480,8,10.398438,222.8438,168.8242,505.0625,3
3239.438,430,61.75711,4480,9,10.398438,222.8438,168.4375,505.4492,3
3239.438,430,65.90331,4512,8,10.398438,222.8438,168.4648,505.4219,3
3239.438,430,65.81633,4512,7,10.398438,222.8438,168.0,505.8867,3
3239.438,430,65.13995,4512,10,10.398438,222.8438,172.3398,501.5469,3
3239.438,430,68.87755,4512,8,10.398438,222.8438,175.6875,498.1992,3
3239.438,430,64.98741,4512,11,10.398438,222.8438,174.0352,499.8516,3
3239.438,430,66.83417,4512,9,10.398438,222.8438,173.1055,500.7812,3
3239.438,430,66.83673,4512,10,10.398438,222.8438,172.9141,500.9727,3
3239.438,430,63.52041,4480,8,10.398438,222.8438,171.9844,501.9023,3
3239.438,430,63.5443,4480,9,10.398438,222.8438,170.3164,503.5703,3
3239.438,430,67.0,4448,14,10.398438,222.8438,172.2539,501.6328,3
3239.438,430,68.18182,4448,12,10.398438,222.8438,171.3242,502.5625,3
3239.438,430,64.8855,4448,10,10.398438,222.8438,171.4258,502.4609,3
3239.438,430,63.8404,4448,8,10.398438,222.8438,170.75,503.1367,3
3239.438,430,63.93035,4448,10,10.40625,222.8438,174.4961,499.3906,3
3239.438,430,58.1864,4448,9,10.40625,222.8438,172.5977,501.2812,3
3239.438,430,57.85536,4448,15,10.421875,222.8438,171.4219,502.457,3
3239.438,430,54.54545,4448,9,10.421875,222.8477,170.2734,503.5859,3
3239.438,430,52.51256,4448,13,10.421875,222.8438,169.5469,504.3164,3
3239.438,430,62.27848,4448,10,10.421875,222.8438,174.6914,499.1719,3
3239.438,430,64.2132,4448,9,10.421875,222.8438,173.9805,499.8828,3
3239.438,430,68.31169,4448,15,10.421875,222.8438,172.5859,501.2773,3
3239.453,430,66.07595,4448,10,10.421875,222.8438,172.1211,501.7422,3
3239.438,430,62.82051,4448,10,10.421875,222.8438,169.9883,503.875,3
3239.438,430,65.64103,4448,8,10.421875,222.8438,168.6211,505.2422,3
3239.438,430,66.49616,4448,12,10.421875,222.8438,167.9375,505.9258,3
3239.438,430,66.49746,4448,11,10.421875,222.8438,167.25391,506.6094,3
3239.438,430,67.35219,4480,12,10.421875,222.8438,166.37891,507.4844,3
3239.438,430,68.21705,4480,11,10.421875,222.8438,166.16016,507.7031,3
3239.438,431,64.05063,4480,6,10.421875,222.8438,165.46094,508.4023,3
3239.438,431,66.75258,4480,10,10.421875,222.8438,163.84766,510.0156,3
3239.438,431,66.41604,4480,4,10.421875,222.8438,167.73828,506.125,3
3239.438,431,69.44444,4480,12,10.421875,222.8438,176.0273,497.8359,3
3239.438,431,68.79795,4480,10,10.421875,222.8438,174.3867,499.4766,3
3239.438,431,63.21244,4480,10,10.421875,222.8438,173.6758,500.1875,3
3239.438,431,66.83544,4480,10,10.421875,222.8438,171.5,502.3633,3
3239.438,431,67.85714,4480,11,10.421875,222.8438,170.793,503.0703,3
3239.438,431,65.56122,4480,10,10.421875,222.8438,169.8633,504.0,3
3239.438,431,68.26196,4480,10,10.421875,222.8438,168.9883,504.875,3
3239.438,431,68.0203,4480,10,10.421875,222.8438,168.7695,505.0938,3
3239.438,431,65.22843,4480,11,10.421875,222.8438,168.1133,505.75,3
3239.438,431,65.91479,4480,9,10.421875,222.8438,167.67578,506.1875,3
3239.438,431,60.50633,4480,13,10.421875,222.8438,166.3125,507.5508,3
3239.438,431,63.31658,4480,5,10.421875,222.8438,166.12109,507.7422,3
3239.438,431,61.51899,4480,16,10.421875,222.8438,169.8242,504.0391,3
3239.438,431,59.3985,4480,6,10.421875,222.8438,169.1406,504.7227,3
3239.438,431,60.54591,4480,12,10.421875,222.8438,167.9961,505.8672,3
3239.438,431,58.33333,4480,12,10.421875,222.8438,170.207,503.6562,3
3239.438,431,55.3616,4480,5,10.421875,222.8438,173.9062,499.957,3
3239.438,431,62.43655,4480,11,10.429688,222.8438,172.7578,501.1055,3
3239.438,431,63.17136,4480,4,10.429688,222.8359,171.5547,502.3086,3
3239.438,431,68.20513,4448,11,10.429688,222.8438,169.4766,504.3789,3
3239.438,431,66.06218,4448,12,10.429688,222.8438,168.8203,505.0352,3
3239.438,431,64.96164,4448,9,10.429688,222.8438,168.8203,505.0352,3
3239.438,431,67.69231,4448,8,10.429688,222.8438,167.69922,506.1562,3
3239.711,431,65.13995,4448,5,10.429688,222.8438,167.0,506.8555,3
3239.711,431,61.85567,4448,5,10.429688,222.8438,166.07031,507.7852,3
3240.164,431,66.07143,4448,10,10.429688,222.8438,165.36719,508.4883,3
3240.164,431,66.58163,4448,5,10.429688,222.8438,169.9141,503.9414,3
