gesture_recognition_rpi_mem.committed_Committed_AS,gesture_recognition_rpi_system.active_processes_active,gesture_recognition_rpi_system.cpu_user,gesture_recognition_rpi_system.file_nr_used_used,gesture_recognition_rpi_system.processes_running,gesture_recognition_rpi_system.ram_buffers,gesture_recognition_rpi_system.ram_cached,gesture_recognition_rpi_system.ram_free,gesture_recognition_rpi_system.ram_used,Target
3240.164,426,61.9898,4448,9,10.742188,217.457,174.9727,503.957,3
3240.164,426,64.93506000000001,4448,11,10.742188,217.457,174.2617,504.668,3
3240.164,426,65.56122,4448,10,10.742188,217.457,172.8125,506.1172,3
3240.164,426,65.03856,4448,11,10.742188,217.457,170.707,508.2227,3
3240.164,426,66.75192,4448,11,10.742188,217.457,170.2422,508.6875,3
3240.164,426,68.86076,4448,17,10.742188,217.457,169.3125,509.6172,3
3240.164,426,63.42711,4448,10,10.742188,217.457,173.4258,505.5039,3
3240.164,427,70.05076,4448,11,10.742188,217.457,171.7852,507.1445,3
3240.164,427,68.27411,4448,15,10.742188,217.457,170.1875,508.7422,3
3240.164,427,69.64286,4448,14,10.742188,217.457,169.5312,509.3984,3
3240.164,427,69.11392,4448,10,10.742188,217.457,169.0664,509.8633,3
3240.164,427,69.34673,4448,11,10.742188,217.457,168.1641,510.7656,3
3240.164,427,67.8481,4448,9,10.742188,217.457,171.3945,507.5352,3
3240.164,427,67.60204,4448,9,10.742188,217.457,170.0547,508.875,3
3240.164,427,64.8855,4448,13,10.742188,217.457,169.3711,509.5586,3
3240.164,427,65.66416,4448,9,10.742188,217.457,168.4688,510.4609,3
3240.164,427,64.14141,4448,9,10.742188,217.457,172.5703,506.3594,3
3240.164,427,69.28934,4448,10,10.742188,217.457,171.1914,507.7383,3
3240.164,427,69.19192,4448,10,10.75,217.457,170.5352,508.3945,3
3240.164,427,63.35878,4448,5,10.75,217.4492,169.6328,509.2969,3
3240.164,427,67.17172,4480,9,10.75,217.457,168.6992,510.2227,3
3240.164,427,64.46701,4480,13,10.75,217.457,168.2344,510.6875,3
3240.164,427,69.17293,4480,6,10.75,217.457,167.57812,511.3438,3
3240.164,427,62.27848,4480,9,10.765625,217.457,167.35938,511.5625,3
3240.164,427,64.89899,4480,10,10.765625,217.4414,166.45703,512.4648,3
3240.164,427,61.5,4448,10,10.765625,217.457,166.01953,512.8867,3
3240.164,427,57.75,4448,15,10.765625,217.457,165.99609,512.9102,3
3240.164,427,58.66337,4448,13,10.765625,217.457,170.2344,508.6719,3
3240.164,427,56.32754,4448,10,10.765625,217.457,169.3086,509.5977,3
3240.164,427,56.5,4448,10,10.765625,217.457,174.8516,504.0547,3
3240.164,427,58.52417,4448,8,10.765625,217.457,173.5195,505.3867,3
3240.164,427,66.32391,4448,8,10.765625,217.457,173.2734,505.6328,3
3240.164,427,65.80977,4448,14,10.765625,217.457,172.6289,506.2773,3
3240.164,427,67.70833,4448,12,10.765625,217.457,174.918,503.9883,3
3240.164,427,64.96164,4448,8,10.765625,217.457,174.2617,504.6445,3
3240.164,427,67.4359,4448,7,10.765625,217.457,172.1289,506.7773,3
3240.164,427,65.89744,4448,9,10.765625,217.457,171.8867,507.0195,3
3240.164,427,63.70558,4448,10,10.765625,217.457,170.7383,508.168,3
3240.164,426,65.74307,4448,11,10.765625,217.457,170.0273,508.8789,3
3240.164,426,64.10256,4448,9,10.765625,217.457,169.7695,509.1367,3
3240.164,426,67.01031,4448,5,10.765625,217.457,169.3555,509.5508,3
3240.164,426,65.81633,4448,10,10.765625,217.457,168.4258,510.4805,3
3240.164,426,63.95939,4448,8,10.765625,217.457,167.76953,511.1367,3
3240.164,426,65.64103,4448,4,10.765625,217.457,172.4336,506.4727,3
3240.164,426,66.58163,4448,11,10.765625,217.457,171.5977,507.3086,3
3240.164,426,61.96474,4448,11,10.765625,217.457,170.3711,508.5352,3
3240.164,426,64.14141,4448,4,10.765625,217.457,170.2031,508.7031,3
3240.164,426,64.69072,4448,9,10.765625,217.457,169.75,509.1562,3
3240.164,426,64.45013,4448,4,10.765625,217.457,169.2852,509.6211,3
3240.164,427,63.79747,4448,12,10.765625,217.457,168.8203,510.0859,3
3241.605,428,64.79592,4448,7,10.765625,217.457,168.6016,510.3047,3
3241.605,428,65.38462,4448,6,10.765625,217.457,167.64453,511.2617,3
3241.605,428,67.42424,4448,8,10.765625,217.457,167.48047,511.4258,3
3241.605,428,64.48363,4448,12,10.765625,217.457,175.4688,503.4375,3
3241.605,428,63.31658,4448,9,10.765625,217.457,174.7969,504.1094,3
3241.605,428,64.8855,4448,5,10.765625,217.457,173.1953,505.7109,3
3241.605,428,62.0,4448,7,10.765625,217.457,172.9766,505.9297,3
3241.605,428,57.3201,4448,7,10.765625,217.457,172.0469,506.8594,3
3241.605,428,55.36585,4448,8,10.765625,217.457,171.3906,507.5156,3
3241.605,428,53.9801,4448,10,10.765625,217.457,170.9531,507.9531,3
3241.605,428,60.20408,4448,7,10.765625,217.457,168.8516,510.0547,3
3241.605,428,63.42711,4448,7,10.765625,217.457,167.9219,510.9844,3
3239.203,429,70.58824,4448,4,10.765625,217.457,171.8789,507.0273,3
3239.203,429,69.64286,4448,14,10.765625,217.457,169.2266,509.6797,3
3239.203,429,68.43434,4448,8,10.765625,217.457,169.7812,509.125,3
3239.203,429,69.62025,4448,5,10.765625,217.457,172.3203,506.5859,3
3239.203,429,71.60804,4480,13,10.765625,217.457,170.9531,507.9531,3
3239.203,429,69.87342,4480,10,10.765625,217.457,168.6328,510.2734,3
3239.203,429,67.86632,4480,3,10.765625,217.457,172.6328,506.2734,3
3239.203,429,65.81633,4480,12,10.765625,217.457,171.0312,507.875,3
3239.203,429,66.83544,4448,12,10.765625,217.457,174.168,504.7383,3
3239.203,429,66.58098,4448,13,10.765625,217.457,172.5586,506.3477,3
3239.203,429,69.26952,4448,14,10.765625,217.457,171.6836,507.2227,3
3239.203,429,68.35443,4448,9,10.765625,217.457,176.4609,502.4453,3
3239.203,429,63.10433,4448,4,10.765625,217.457,174.5273,504.3789,3
3239.203,429,64.48363,4448,12,10.765625,217.457,172.9141,505.9922,3
3239.203,429,67.77494,4448,3,10.765625,217.457,171.5469,507.3594,3
3239.203,429,63.17136,4448,13,10.765625,217.457,170.3711,508.5352,3
3239.203,429,67.93893,4448,5,10.765625,217.457,174.2891,504.6172,3
3239.203,429,63.19797,4448,14,10.765625,217.457,172.3789,506.5273,3
3239.203,429,67.00252,4448,9,10.765625,217.457,170.4648,508.4414,3
3239.203,429,65.81633,4448,6,10.765625,217.457,173.9102,504.9961,3
3239.203,429,67.33668,4448,6,10.765625,217.457,173.0195,505.8867,3
3239.203,429,65.74307,4448,11,10.765625,217.457,172.3398,506.5664,3
3239.203,429,66.75063,4448,5,10.765625,217.457,175.4258,503.4805,3
3239.203,429,63.09227,4448,10,10.765625,217.457,174.0078,504.8984,3
3239.203,429,61.9403,4448,8,10.765625,217.457,173.1055,505.8008,3
3239.203,429,56.0794,4448,8,10.765625,217.457,171.6992,507.207,3
3239.922,429,54.54545,4448,9,10.765625,217.457,171.2617,507.6445,3
3239.922,429,54.34243,4480,9,10.765625,217.457,169.8672,509.0391,3
3239.922,429,60.81425,4480,9,10.765625,217.457,168.7734,510.1328,3
3239.922,429,65.29563,4480,20,10.773438,217.457,168.1172,510.7891,3
3239.922,429,67.70026,4480,9,10.789062,217.457,166.99609,511.9023,3
3239.922,428,65.29563,4480,11,10.789062,217.4414,166.48047,512.418,3
3239.922,428,68.26196,4480,11,10.789062,217.457,170.1914,508.6914,3
3239.922,428,68.11224,4480,12,10.789062,217.457,168.5273,510.3555,3
3239.922,428,67.51918,4480,11,10.789062,217.457,172.7969,506.0859,3
3239.922,429,67.51269,4480,15,10.789062,217.457,172.2422,506.6406,3
3239.922,429,67.51918,4480,6,10.789062,217.457,171.6211,507.2617,3
3239.922,429,66.32653,4480,6,10.789062,217.457,170.2891,508.5938,3
3239.922,429,71.61125,4480,7,10.789062,217.457,173.2344,505.6484,3
3239.922,429,69.89796,4480,16,10.789062,217.457,172.0625,506.8203,3
3239.922,429,62.8866,4480,10,10.789062,217.457,171.3789,507.5039,3
3240.926,429,65.64885,4480,8,10.789062,217.457,170.6953,508.1875,3
3240.926,429,67.26343,4512,11,10.789062,217.457,167.8242,511.0586,3
3239.922,429,63.86768,4512,13,10.789062,217.457,167.35938,511.5234,3
3239.922,429,69.13265,4512,9,10.789062,217.457,166.64844,512.2344,3
3239.922,429,67.17557,4512,9,10.789062,217.457,170.5156,508.3672,3
3239.922,429,64.03061,4480,9,10.789062,217.457,168.4492,510.4336,3
3239.922,429,63.47607,4480,15,10.789062,217.457,168.0117,510.8711,3
3239.922,429,64.89899,4480,17,10.789062,217.457,172.4258,506.457,3
3239.922,429,67.09512,4480,7,10.789062,217.457,171.7266,507.1562,3
3239.922,429,65.0,4480,17,10.789062,217.457,170.3594,508.5234,3
3239.922,429,65.92593,4480,9,10.789062,217.457,169.6484,509.2344,3
3239.922,429,66.92112,4480,10,10.789062,217.457,168.9922,509.8906,3
3239.922,429,62.0,4480,9,10.789062,217.457,167.8711,511.0117,3
3239.922,429,60.29777,4480,12,10.789062,217.457,167.21484,511.668,3
3239.922,429,61.08374,4480,14,10.789062,217.457,165.79297,513.0898,3
3239.922,429,54.09429,4480,7,10.789062,217.457,169.5508,509.332,3
3239.922,429,52.72277,4480,10,10.789062,217.457,168.1562,510.7266,3
3239.922,429,63.19797,4480,12,10.789062,217.457,167.19922,511.6836,3
3239.922,429,66.92308,4480,5,10.789062,217.457,166.26953,512.6133,3
3239.922,429,64.43299,4480,8,10.789062,217.457,165.33984,513.543,3
3239.922,429,66.75063,4480,9,10.789062,217.457,165.12109,513.7617,3
3239.922,429,65.38462,4480,14,10.789062,217.457,163.98438,514.8984,3
3239.922,429,65.63307,4480,12,10.789062,217.457,169.0703,509.8125,3
3239.922,429,64.45013,4480,17,10.789062,217.457,167.12891,511.7539,3
3239.922,429,64.81013,4480,13,10.789062,217.457,171.0859,507.7969,3
3239.922,429,72.29219,4480,6,10.789062,217.457,170.8516,508.0312,3
3239.922,429,65.56122,4480,10,10.789062,217.457,169.7344,509.1484,3
3239.922,429,66.75127,4480,5,10.789062,217.457,168.1758,510.707,3
3239.922,429,67.09512,4480,14,10.789062,217.457,171.8867,506.9961,3
3240.062,429,64.70588,4480,8,10.789062,217.457,170.832,508.0508,3
3240.062,429,67.86632,4480,10,10.789062,217.457,170.1758,508.707,3
3240.062,429,66.07595,4480,11,10.789062,217.457,169.7109,509.1719,3
3240.062,429,66.75127,4480,11,10.789062,217.457,169.4688,509.4141,3
3240.062,429,59.53608,4480,10,10.789062,217.457,169.0039,509.8789,3
3240.062,429,64.37659,4480,6,10.789062,217.457,168.1133,510.7695,3
3240.062,429,67.93893,4480,13,10.796875,217.457,172.5,506.3828,3
3240.078,429,68.18182,4480,11,10.796875,217.457,175.2539,503.6211,3
3240.062,429,66.32653,4480,17,10.796875,217.457,174.5703,504.3047,3
3240.062,429,67.51269,4480,12,10.796875,217.457,172.5078,506.3672,3
3240.062,429,66.66667,4480,10,10.796875,217.457,171.1445,507.7305,3
3240.062,429,64.82412,4480,7,10.796875,217.457,168.9844,509.8906,3
3240.062,429,64.57286,4480,8,10.796875,217.457,168.3281,510.5469,3
3240.062,429,62.90727,4480,9,10.796875,217.457,168.1094,510.7656,3
3240.062,429,61.7866,4480,14,10.804688,217.457,167.20703,511.668,3
3240.062,429,55.11222,4480,8,10.804688,217.4492,171.8906,506.9844,3
3240.062,429,55.75,4480,6,10.804688,217.457,170.3086,508.5586,3
3240.062,429,53.5,4480,9,10.804688,217.457,170.0898,508.7773,3
3240.062,429,59.24051,4480,10,10.804688,217.457,169.625,509.2422,3
3240.062,429,65.38462,4480,12,10.804688,217.457,174.1719,504.6953,3
3240.062,429,63.73057,4480,14,10.804688,217.457,172.1172,506.75,3
3240.062,429,63.58974,4480,6,10.804688,217.457,170.668,508.1992,3
3240.062,429,64.37659,4480,13,10.804688,217.457,169.957,508.9102,3
3240.062,429,65.05102,4448,10,10.804688,217.457,168.3281,510.5391,3
3240.062,429,65.64103,4448,11,10.804688,217.457,171.2852,507.582,3
3240.062,429,67.51918,4448,11,10.804688,217.457,172.0664,506.8008,3
3240.062,429,66.41026,4448,12,10.804688,217.457,170.0,508.8672,3
3240.062,428,64.50777,4448,10,10.804688,217.457,168.6328,510.2344,3
3240.062,428,65.81633,4448,15,10.804688,217.457,168.3867,510.4805,3
3240.062,428,63.93862,4448,9,10.8125,217.457,167.67578,511.1914,3
3240.062,428,63.52041,4448,10,10.8125,217.457,167.53906,511.3203,3
3240.062,428,64.8855,4448,16,10.8125,217.457,167.10547,511.7539,3
3240.062,428,66.66667,4448,13,10.8125,217.457,171.5234,507.3359,3
3240.062,428,67.00252,4448,11,10.8125,217.457,170.8984,507.9609,3
3240.062,428,64.14141,4448,14,10.8125,217.457,169.9414,508.918,3
3240.062,428,62.97229,4448,7,10.8125,217.457,169.7578,509.1016,3
3240.062,428,65.82278,4448,8,10.8125,217.457,169.1055,509.7539,3
3240.062,428,66.32391,4448,14,10.8125,217.457,167.9023,510.957,3
3240.062,428,68.51385,4448,15,10.8125,217.457,171.418,507.4414,3
3240.062,428,70.55838,4448,11,10.8125,217.457,170.0234,508.8359,3
3240.062,428,66.33166,4448,14,10.8125,217.457,169.8047,509.0547,3
3240.062,428,66.25,4480,10,10.8125,217.457,169.5859,509.2734,3
3240.062,428,65.23929,4480,13,10.8125,217.457,169.1211,509.7383,3
3240.062,427,64.91228,4480,8,10.8125,217.457,169.4766,509.3828,3
3240.062,428,59.10224,4480,10,10.8125,217.457,168.7656,510.0938,3
3240.062,428,56.5,4480,8,10.8125,217.457,167.67188,511.1875,3
3240.062,428,56.10973,4480,11,10.8125,217.457,167.45312,511.4062,3
3240.062,428,54.27136,4480,9,10.8125,217.457,171.3906,507.4688,3
3240.062,428,62.0,4480,7,10.8125,217.457,169.9688,508.8906,3
3240.062,428,67.25888,4480,9,10.8125,217.457,169.75,509.1094,3
3240.062,428,65.27415,4480,6,10.8125,217.457,168.7695,510.0898,3
3240.062,428,65.46392,4480,6,10.8125,217.457,168.1406,510.7188,3
3240.062,428,67.09512,4480,8,10.8125,217.457,167.9336,510.9258,3
3240.062,428,65.72165,4480,11,10.8125,217.457,167.30859,511.5508,3
3240.062,428,64.19437,4480,4,10.8125,217.457,167.13281,511.7266,3
3240.062,428,64.58333,4480,11,10.8125,217.457,168.0859,510.7734,3
3240.062,428,66.07143,4480,7,10.8125,217.457,167.45312,511.4062,3
3240.062,428,64.45013,4480,13,10.8125,217.457,167.64844,511.2109,3
3240.062,428,70.91837,4480,9,10.8125,217.457,166.26172,512.5977,3
3240.062,428,62.59542,4480,12,10.8125,217.457,165.79688,513.0625,3
3240.062,428,68.18182,4480,11,10.828125,217.457,169.6133,509.2461,3
3240.062,428,64.79592,4480,4,10.828125,217.457,169.1758,509.668,3
3240.062,428,67.51269,4480,4,10.828125,217.457,169.2891,509.5547,3
3240.062,428,64.37659,4480,5,10.828125,217.457,171.7695,507.0742,3
3240.062,428,65.47315,4480,13,10.828125,217.457,170.8398,508.0039,3
3240.062,428,61.51899,4480,4,10.828125,217.457,170.6211,508.2227,3
3240.062,428,66.41221,4480,12,10.828125,217.457,169.7031,509.1406,3
3251.148,431,64.73552,4512,11,10.976562,217.457,168.9961,509.8477,3
3251.906,431,61.57761,4512,4,10.980469,221.2188,164.42969,510.5039,3
3241.125,428,59.74684,4480,4,10.980469,221.2852,163.47266,511.3906,3
3241.125,428,64.64646,4480,7,10.988281,221.2852,163.23047,511.6328,3
3241.125,428,64.64646,4480,7,10.988281,221.2852,163.79297,511.0625,3
3241.125,428,67.34177,4480,11,10.988281,221.2852,164.26953,510.5859,3
3241.125,428,68.18182,4480,6,10.996094,221.2852,163.17578,511.6797,3
3241.125,428,66.66667,4480,12,10.996094,221.2773,166.72656,508.1289,3
3241.125,428,71.68367,4480,7,10.996094,221.2852,165.57812,509.2695,3
3241.125,428,67.42424,4480,18,10.996094,221.2852,164.86719,509.9805,3
3241.125,428,65.22843,4480,10,10.996094,221.2852,164.15625,510.6914,3
3241.125,428,65.56122,4480,10,10.996094,221.2852,163.44922,511.3984,3
3241.125,428,65.06329,4480,6,11.003906,221.2852,162.98438,511.8633,3
3241.125,428,67.68448,4480,9,11.003906,221.2773,167.01172,507.8359,3
3241.125,428,63.77551,4480,7,11.003906,221.2852,166.16797,508.6719,3
3241.125,428,62.5,4480,4,11.003906,221.2852,171.5703,503.2695,3
3241.125,428,66.49874,4480,7,11.019531,221.2852,170.4062,504.4336,3
3241.125,428,63.86768,4480,13,11.027344,221.293,169.2305,505.5859,3
3241.125,428,65.7289,4480,10,11.027344,221.293,168.0664,506.7422,3
3241.125,428,64.63104,4480,17,11.027344,221.293,167.13672,507.6719,3
3241.125,428,65.99496,4480,13,11.027344,221.293,166.64453,508.1641,3
3241.125,428,63.45178,4480,7,11.027344,221.293,166.17969,508.6289,3
3241.125,428,62.27848,4480,9,11.027344,221.293,165.52344,509.2852,3
3241.125,428,63.09227,4480,10,11.035156,221.293,164.62109,510.1875,3
3241.125,428,59.29648,4480,11,11.035156,221.2852,163.00781,511.8008,3
3241.125,428,57.67327,4480,8,11.035156,221.293,161.88672,512.9141,3
3241.125,428,53.16456,4480,5,10.164062,221.293,161.42188,513.3789,3
3241.125,428,51.9084,4512,8,10.164062,219.4297,167.00391,510.5312,3
3241.125,428,60.15038,4512,8,10.164062,219.4062,166.08984,511.4688,3
3241.125,428,65.98465,4512,13,10.171875,219.4062,166.5625,510.9961,3
3241.125,428,69.26952,4512,9,10.171875,219.3984,165.22266,512.3359,3
3241.125,428,66.07143,4512,9,10.171875,219.4062,164.54297,513.0078,3
3241.125,428,69.48718,4512,14,10.171875,219.4062,163.85938,513.6914,3
3241.125,428,67.51269,4512,5,10.171875,219.4062,168.0742,509.4766,3
3241.125,428,71.02564,4512,8,10.171875,219.4062,167.63672,509.9141,3
3241.125,428,69.05371,4512,8,10.171875,219.4062,167.17188,510.3789,3
3241.125,428,65.47315,4512,10,10.171875,219.4062,165.81641,511.7344,3
3241.125,428,69.05371,4512,5,10.171875,219.4062,164.94141,512.6094,3
3241.125,428,66.58228,4512,12,10.171875,219.4062,163.84766,513.7031,3
3241.125,428,67.77494,4480,11,10.171875,219.4062,162.94922,514.6016,3
3241.125,428,66.49746,4480,9,10.171875,219.4062,167.59766,509.9531,3
3241.125,428,67.4359,4480,9,10.171875,219.4062,165.96094,511.5898,3
3241.125,428,64.35897,4448,9,10.171875,219.4062,165.49609,512.0547,3
3241.125,428,66.49746,4448,9,10.171875,219.4062,164.8125,512.7383,3
3241.125,428,64.81013,4448,7,10.171875,219.4062,167.62891,509.9219,3
3241.125,428,64.55696,4448,8,10.171875,219.4062,167.41016,510.1406,3
3241.125,428,63.35878,4448,6,10.179688,219.4062,165.58984,511.9609,3
3241.125,428,64.12214,4448,9,10.179688,219.4961,164.93359,512.5195,3
3241.125,428,63.65915,4448,12,10.179688,219.4062,164.74219,512.8008,3
3241.125,428,66.07595,4480,9,10.179688,219.4062,165.47656,512.0664,3
3241.125,428,65.98985,4480,13,10.179688,219.4062,167.69922,509.8438,3
3241.125,428,63.88889,4480,12,10.179688,219.4062,171.6641,505.8789,3
3239.203,428,63.59102,4480,11,10.1875,219.4062,170.9805,506.5625,3
3242.09,428,62.28288,4480,6,10.199219,219.4062,170.0508,507.4844,3
3242.09,428,60.85859,4480,14,10.199219,219.3945,168.1406,509.3945,3
3242.09,428,60.05025,4480,9,10.199219,219.4062,166.5,511.0234,3
3242.371,429,58.20896,4480,11,10.214844,219.4062,165.36328,512.1602,3
3242.09,428,51.62907,4480,10,10.214844,219.3906,162.54688,514.9766,3
3242.949,430,53.25,4480,16,10.214844,219.4062,161.39844,516.1094,3
3242.09,428,62.37374,4480,5,10.214844,219.4062,160.74219,516.7656,3
3239.684,428,68.87755,4480,11,10.214844,219.4062,160.05859,517.4492,3
3240.164,428,67.08861,4480,13,10.214844,219.4062,164.08984,513.418,3
3240.645,428,66.58098,4480,18,10.214844,219.4062,167.32031,510.1875,3
3242.57,428,65.03856,4480,12,10.214844,219.4062,166.36328,511.1445,3
3242.57,428,67.60204,4480,7,10.214844,219.4062,165.20312,512.3047,3
3242.57,428,69.13265,4480,10,10.214844,219.4062,163.34375,514.1641,3
3243.051,428,67.09184,4480,8,10.214844,219.4062,162.66016,514.8477,3
3243.051,428,68.5422,4480,8,10.214844,219.4062,161.75781,515.75,3
3243.051,428,71.24682,4448,9,10.214844,219.4062,169.2812,508.2266,3
3241.125,428,62.43655,4448,9,10.214844,219.4062,167.42578,510.082,3
3241.125,428,61.02564,4448,11,10.214844,219.4062,166.30469,511.2031,3
3241.125,428,68.0203,4448,9,10.214844,219.4062,165.85156,511.6562,3
3241.125,428,70.91837,4448,10,10.214844,219.4062,165.41406,512.0938,3
3241.125,428,68.62245,4448,9,10.214844,219.4062,164.45703,513.0508,3
3242.57,428,62.05128,4448,11,10.214844,219.4062,164.23828,513.2695,3
3242.57,427,68.36735,4448,14,10.214844,219.4062,167.8516,509.6562,3
3242.57,427,65.05102,4448,9,10.214844,219.4062,166.48828,511.0195,3
3242.57,427,71.75573,4448,12,10.214844,219.4062,165.58594,511.9219,3
3242.57,428,67.09184,4448,8,10.214844,219.4062,164.49219,513.0156,3
3242.57,428,62.69036,4480,9,10.214844,219.4062,164.24609,513.2617,3
3242.57,428,67.17557,4480,12,10.214844,219.4062,163.78125,513.7266,3
3242.57,428,65.82278,4480,12,10.214844,219.4062,162.19531,515.3125,3
3242.57,428,66.33166,4448,7,10.214844,219.4062,160.75,516.7578,3
3242.57,428,66.91919,4448,12,10.214844,219.4062,159.90234,517.6055,3
3242.57,428,65.31646,4448,9,10.214844,219.4062,158.56641,518.9414,3
3242.57,428,61.75,4448,13,9.964844,219.4062,158.66016,518.8477,3
3242.57,428,64.64646,4448,7,9.964844,219.4609,162.30469,515.3984,3
3242.57,428,58.75,4448,9,9.964844,219.4062,165.46094,512.2969,3
3242.57,428,62.75,4448,14,9.964844,219.4062,163.85938,513.8984,3
3242.57,428,57.32323,4480,9,9.980469,219.4062,166.86719,510.8906,3
3242.57,428,56.75676,4480,9,9.980469,219.4062,164.27344,513.4688,3
3242.57,428,61.80905,4480,8,9.980469,219.4062,163.15234,514.5898,3
3242.57,428,61.28205,4480,10,9.980469,219.4062,162.25,515.4922,3
3242.57,428,63.63636,4480,11,9.980469,219.4062,161.29297,516.4492,3
3242.57,428,68.27411,4480,12,9.980469,219.4062,159.4375,518.3047,3
3242.57,428,67.34694,4480,5,9.980469,219.4062,158.0625,519.6797,3
3242.57,428,67.00508,4448,18,9.980469,219.4062,161.00781,516.7344,3
3242.57,428,68.36735,4448,11,9.980469,219.4062,160.29688,517.4453,3
3242.57,428,63.13131,4448,12,9.980469,219.4062,161.12891,516.6133,3
3242.57,428,69.2112,4448,9,9.980469,219.4062,164.05469,513.6875,3
3242.57,428,68.27411,4448,16,9.980469,219.4062,163.39844,514.3438,3
3242.57,428,69.03553,4448,10,9.980469,219.4062,162.04688,515.6953,3
3242.57,428,69.54315,4448,8,9.980469,219.4062,161.88281,515.8594,3
3242.57,428,66.15776,4448,8,9.980469,219.4062,160.27344,517.4688,3
3242.57,428,64.12214,4448,13,9.980469,219.4062,159.61719,518.125,3
3242.57,428,67.86632,4448,9,9.980469,219.4062,158.71875,519.0234,3
3242.57,428,67.85714,4448,13,9.480469,219.4062,158.0625,519.6797,3
3242.57,428,67.68448,4448,7,9.480469,219.4062,160.74219,517.5,3
3242.57,428,66.32911,4448,9,9.480469,219.5039,160.30469,517.8398,3
3242.57,428,68.11224,4480,9,9.480469,219.5273,163.44141,514.6797,3
3242.57,428,66.32911,4480,9,9.480469,219.5273,163.05859,515.0625,3
3242.57,428,65.74307,4448,13,9.480469,219.5273,161.42188,516.6992,3
3242.57,428,72.58883,4448,6,9.488281,219.5273,159.28906,518.832,3
3242.57,428,67.33167,4448,6,9.488281,219.5273,162.53906,515.5742,3
3242.57,428,64.78149,4448,13,9.488281,219.5273,166.40234,511.7109,3
3242.57,428,63.65915,4448,12,9.488281,219.5273,164.98047,513.1328,3
3239.203,428,66.07143,4448,10,9.488281,219.5273,163.83203,514.2812,3
3239.203,428,62.27848,4448,11,9.488281,219.5273,168.3164,509.7969,3
3239.941,428,63.45178,4448,6,9.496094,219.5273,166.88281,511.2305,3
3239.941,428,60.74074,4448,11,9.496094,219.5273,166.66406,511.4414,3
3239.941,428,62.87129,4448,5,9.496094,219.5273,165.76172,512.3438,3
3239.941,428,59.60591,4480,5,9.496094,219.5273,165.07812,513.0273,3
3239.941,428,53.9801,4480,12,9.496094,219.5273,164.36719,513.7383,3
3239.941,429,47.35516,4480,12,9.503906,219.5273,163.875,514.2305,3
3239.941,428,57.64411,4480,7,9.503906,219.5234,163.19141,514.9102,3
3241.125,428,66.32391,4480,5,9.503906,219.5273,162.75391,515.3438,3
3241.125,428,65.29563,4480,7,9.503906,219.5273,161.91406,516.1836,3
3241.125,428,63.0491,4480,16,9.503906,219.5273,160.77344,517.3242,3
3241.125,428,67.85714,4480,6,9.503906,219.5273,158.9375,519.1602,3
3241.125,428,65.63307,4480,9,9.503906,219.5273,167.00781,511.0898,3
3241.125,428,62.1134,4480,12,9.503906,219.5273,165.83203,512.2656,3
3241.125,428,69.26952,4480,8,9.503906,219.5273,169.4141,508.6836,3
3241.125,428,67.09512,4480,15,9.503906,219.5273,168.2656,509.832,3
3241.125,428,64.70588,4480,4,9.503906,219.5273,167.3125,510.7852,3
3243.051,428,69.15167,4480,4,9.503906,219.5273,165.64453,512.4531,3
3243.051,428,62.40409,4480,10,9.503906,219.5273,164.25,513.8477,3
3243.051,428,66.32124,4480,6,9.503906,219.5273,162.58203,515.5156,3
3243.051,428,63.26531,4480,11,9.503906,219.5273,161.35547,516.7422,3
3243.051,428,63.5443,4448,9,9.503906,219.5273,163.01953,515.0781,3
3243.051,428,68.60759,4448,13,9.503906,219.5273,161.875,516.2227,3
3243.051,428,65.56962,4448,12,9.503906,219.5273,161.20312,516.8945,3
3243.051,428,63.72796,4448,9,9.503906,219.5273,160.76562,517.332,3
3243.051,428,64.79592,4448,8,9.503906,219.5273,160.51953,517.5781,3
3243.051,428,69.92481,4448,8,3.570312,219.5273,159.86328,518.2344,3
3243.051,428,64.73552,4448,14,3.570312,218.6602,171.875,513.0234,3
3245.453,428,66.49746,4448,4,3.570312,218.6602,170.6719,514.2266,3
3245.453,429,63.03797,4448,6,3.570312,218.6602,167.36328,517.5352,3
3245.453,429,63.45178,4448,5,3.570312,218.6602,170.1953,514.7031,3
3245.934,429,66.83417,4448,4,3.570312,218.6602,168.5156,516.3828,3
3245.934,429,64.57286,4448,10,3.570312,218.6602,168.0508,516.8477,3
3245.934,429,64.76427,4448,4,3.570312,218.6602,168.3672,516.5312,3
3245.934,429,58.25,4480,10,3.570312,218.6602,166.02734,518.8711,3
3245.934,429,59.14787,4480,11,3.570312,218.6602,165.62109,519.2773,3
3245.934,429,58.95522,4480,11,3.570312,218.6602,164.69141,520.207,3
3245.934,429,54.4335,4480,14,3.570312,218.6602,167.75,517.1484,3
3245.934,429,59.85037,4480,9,3.570312,218.6602,165.44141,519.457,3
3245.934,429,56.75,4480,4,3.570312,218.6602,165.00391,519.8945,3
3245.934,427,63.19797,4480,10,3.570312,218.6602,164.78516,520.1133,3
3245.934,427,62.85714,4480,6,3.570312,218.6602,166.01562,518.8828,3
3245.934,427,62.72494,4480,6,3.570312,218.6602,164.35156,520.5469,3
3245.934,427,63.49614,4480,6,3.570312,218.6602,168.832,516.0664,3
3245.934,428,64.79592,4480,13,3.570312,218.6602,172.0312,512.8672,3
