face_landmarking_rpi_mem.committed_Committed_AS,face_landmarking_rpi_system.active_processes_active,face_landmarking_rpi_system.cpu_user,face_landmarking_rpi_system.file_nr_used_used,face_landmarking_rpi_system.processes_running,face_landmarking_rpi_system.ram_buffers,face_landmarking_rpi_system.ram_cached,face_landmarking_rpi_system.ram_free,face_landmarking_rpi_system.ram_used,Target
3197.758,418,55.72519,4352,9,1.3710938,126.34766,148.10938,631.3008,10
3197.758,418,58.77863,4352,5,1.3710938,126.34766,147.0,632.4102,10
3197.758,418,56.4433,4352,6,1.3710938,126.34766,149.47656,629.9336,10
3197.758,418,49.87013,4352,10,1.3710938,126.34766,147.39844,632.0117,10
3197.773,418,55.49872,4352,4,1.3710938,126.34766,145.59375,633.8164,10
3197.758,418,58.39793,4352,8,1.3710938,126.34766,147.58203,631.8281,10
3197.758,418,62.8866,4352,7,1.3710938,126.34766,150.32031,629.0898,10
3197.758,418,58.97436,4352,12,1.3710938,126.34766,153.79688,625.6133,10
3195.836,418,56.25,4352,7,1.3710938,126.34766,151.30078,628.1094,10
3195.836,418,59.33504,4320,5,1.3710938,126.34766,148.54297,630.8672,10
3195.852,418,58.54922,4320,7,1.3710938,126.34766,145.5625,633.8477,10
3195.836,418,58.35476,4320,6,1.3710938,126.34766,148.24219,631.168,10
3195.852,418,62.5974,4320,7,1.3710938,126.34766,151.26172,628.1484,10
3195.836,418,60.45918,4320,5,1.3710938,126.34766,148.56641,630.8438,10
3195.836,418,56.73575,4320,6,1.3710938,126.34766,147.00781,632.4023,10
3195.852,418,59.23077,4320,6,1.3710938,126.34766,149.84766,629.5625,10
3195.836,418,56.99746,4320,4,1.3710938,126.34766,147.07422,632.3359,10
3195.836,418,62.2108,4320,9,1.3710938,126.34766,149.19141,630.2188,10
3195.836,418,60.35806,4320,10,1.3710938,126.34766,147.14453,632.2656,10
3195.852,418,58.65633,4320,3,1.3710938,126.34766,148.96484,630.4453,10
3195.852,418,59.94832,4320,9,1.3710938,126.34766,147.65234,631.7578,10
3195.836,419,56.39687,4320,5,1.3789062,126.35547,146.33984,633.0547,10
3195.852,420,60.30928,4320,3,1.3789062,126.35547,148.5625,630.832,10
3195.836,420,57.77202,4320,7,1.3789062,126.35547,151.94531,627.4492,10
3196.051,420,58.50515,4320,8,1.3789062,126.35547,149.16016,630.2344,10
3196.051,420,60.51282,4320,8,1.3789062,126.35547,146.82031,632.5742,10
3196.051,420,56.07235,4320,8,1.3867188,126.35547,144.49609,634.8906,10
3201.184,420,60.05089,4352,3,1.3867188,126.35547,139.71484,639.6719,10
3201.168,420,63.52041,4352,10,1.3867188,126.35547,139.06641,640.3203,10
3201.168,420,59.12596,4352,10,1.3867188,126.35547,137.01562,642.3711,10
3201.184,420,62.1134,4352,3,1.3867188,126.35547,139.98828,639.3984,10
3200.953,420,51.65394,4352,6,1.3867188,126.35547,138.42969,640.957,10
3200.953,420,49.36387,4352,10,1.3867188,126.35547,137.36328,642.0234,10
3200.953,420,51.53061,4352,5,1.3867188,126.35547,138.4375,640.9492,10
3201.184,421,53.7859,4352,6,1.3867188,126.35547,137.34375,642.043,10
3201.184,421,62.8866,4352,7,1.3867188,126.35547,135.84375,643.543,10
3201.168,422,56.58915,4352,10,1.3867188,126.35547,140.09766,639.2891,10
3201.168,422,59.02062,4384,8,1.3867188,126.35547,142.79297,636.5938,10
3201.168,422,61.02564,4384,5,1.3867188,126.35547,139.95312,639.4336,10
3201.168,422,58.61183,4384,5,1.3867188,126.35547,141.33203,638.0547,10
3200.984,422,56.84755,4384,3,1.3867188,126.35547,144.33984,635.0469,10
3201.168,422,57.86802,4384,10,1.3867188,126.35547,145.82422,633.5625,10
3201.168,422,54.21995,4384,9,1.3867188,126.35547,143.75781,635.6289,10
3201.168,422,59.84655,4384,5,1.3867188,126.35547,140.47656,638.9102,10
3201.168,422,61.95373,4384,7,1.3867188,126.35547,137.25,642.1367,10
3201.168,422,55.55556,4384,5,1.3867188,126.35547,140.55078,638.8359,10
3201.168,422,61.39896,4384,5,1.3867188,126.35547,143.51172,635.875,10
3201.168,422,61.59794,4384,7,1.3867188,126.35547,142.37891,637.0078,10
3201.184,422,61.1399,4384,4,1.3867188,126.35547,144.84375,634.543,10
3201.168,422,60.77922,4384,7,1.3867188,126.35547,141.375,638.0117,10
3200.969,422,60.0,4384,4,1.3867188,126.35547,140.03516,639.3516,10
3200.969,422,62.2449,4384,6,1.3867188,126.35547,145.375,634.0117,10
3200.953,422,61.47959,4384,7,1.3867188,126.35547,143.30859,636.0781,10
3200.953,422,54.10256,4384,5,1.3867188,126.35547,142.37891,637.0078,10
3200.953,422,63.40206,4384,8,1.3867188,126.35547,140.14844,639.2383,10
3200.969,422,58.96104,4384,6,1.3867188,126.35547,142.65625,636.7305,10
3200.953,422,61.34021,4384,6,1.3867188,126.35547,141.07031,638.3164,10
3201.168,422,55.94937,4384,8,1.3867188,126.35547,143.61328,635.7734,10
3201.184,422,61.1399,4352,8,1.3867188,126.35547,142.47656,636.9102,10
3201.168,422,59.79381,4352,3,1.3867188,126.35547,140.48047,638.9062,10
3201.168,422,58.0402,4352,8,1.3867188,126.35547,138.75391,640.6328,10
3200.969,422,61.75711,4352,4,1.3867188,126.35547,138.875,640.5117,10
3200.953,422,51.78571,4352,8,1.3867188,126.35547,141.69531,637.6914,10
3200.969,422,50.89514,4352,3,1.3867188,126.35547,145.36328,634.0234,10
3201.184,422,56.15385,4352,9,1.3867188,126.35547,143.85156,635.5352,10
3201.168,422,58.13953,4352,6,1.3867188,126.35547,142.48438,636.9023,10
3201.168,422,60.98191,4352,3,1.3945312,126.34766,140.46094,638.9258,10
3201.168,422,61.22449,4352,8,1.3945312,126.35547,143.77734,635.6016,10
3200.953,422,58.26972,4352,9,1.3945312,126.35547,142.61719,636.7617,10
3201.184,422,61.89258,4352,3,1.3945312,126.35547,140.55469,638.8242,10
3201.168,422,59.89717,4352,5,1.3945312,126.35547,138.23047,641.1484,10
3201.184,422,60.35806,4352,3,1.3945312,126.35547,143.91016,635.4688,10
3201.184,422,60.10363,4352,6,1.3945312,126.35547,140.25391,639.125,10
3201.184,422,58.05627,4352,5,1.3945312,126.35547,143.27344,636.1055,10
3201.168,422,58.97436,4352,5,1.3945312,126.35547,139.77734,639.6016,10
3201.168,422,65.47315,4352,5,1.3945312,126.35547,143.04688,636.332,10
3201.168,422,58.20513,4352,6,1.3945312,126.35547,141.16016,638.2188,10
3201.184,422,58.56777,4352,5,1.3945312,126.35547,146.63672,632.7422,10
3201.168,422,60.41131,4352,8,1.3945312,126.35547,143.58594,635.793,10
3200.953,421,61.59794,4352,11,1.3945312,126.35547,142.79297,636.5859,10
3200.953,421,60.62176,4352,6,1.3945312,126.35547,144.67578,634.7031,10
3200.969,421,54.4757,4352,3,1.3945312,126.35547,140.88672,638.4922,10
3200.953,421,55.92784,4352,3,1.3945312,126.35547,138.61719,640.7617,10
3200.969,421,59.38303,4352,3,1.3945312,126.35547,142.5625,636.8164,10
3200.953,421,58.88325,4352,6,1.4023438,126.35547,139.78906,639.582,10
3200.953,421,60.20408,4352,5,1.4023438,126.35547,137.54688,641.8242,10
3200.953,421,56.85279,4352,5,1.4023438,126.35938,141.3125,638.0547,10
3200.969,421,58.20513,4352,5,1.4023438,126.35938,141.73438,637.6328,10
3200.953,421,59.33504,4352,7,1.4023438,126.35938,143.42188,635.9453,10
3200.969,421,57.14286,4352,4,1.4023438,126.35938,140.63281,638.7344,10
3201.184,421,59.59079,4352,3,1.4023438,126.35938,138.36328,641.0039,10
3201.168,421,56.4557,4352,5,1.4023438,126.35938,137.54688,641.8203,10
3201.168,421,51.51515,4352,9,1.4023438,126.35938,141.54297,637.8242,10
3201.168,421,55.05051,4384,6,1.4023438,126.35938,139.82422,639.543,10
3201.168,421,55.89744,4384,6,1.4023438,126.35938,141.41406,637.9531,10
3201.168,421,56.2341,4384,6,1.4023438,126.35938,145.33594,634.0312,10
3201.168,421,64.96164,4384,10,1.4023438,126.35938,147.07031,632.2969,10
3201.168,421,57.14286,4416,8,1.4023438,126.35938,144.51172,634.8555,10
3201.168,421,67.52577,4416,6,1.4023438,126.35938,142.98047,636.3867,10
3201.184,420,58.71795,4416,11,1.4023438,126.35938,140.71094,638.6562,10
3201.184,420,60.71429,4416,10,1.4023438,126.35938,138.90625,640.4609,10
3201.168,420,64.72081,4416,12,1.4023438,126.35938,138.49609,640.8711,10
3201.168,420,59.48718,4384,8,1.4023438,126.35938,141.66797,637.6992,10
3201.184,420,63.93862,4384,3,1.4023438,126.35938,148.31641,631.0508,10
3201.168,420,57.98969,4384,9,1.4023438,126.35938,144.96875,634.3984,10
3201.184,420,57.61421,4384,4,1.4023438,126.35938,143.4375,635.9297,10
3201.168,420,62.33766,4384,15,1.4023438,126.35938,145.39453,633.9727,10
3201.168,420,59.22078,4384,5,1.4023438,126.35938,141.46094,637.9062,10
3201.184,420,64.52442,4384,4,1.4023438,126.35938,139.71094,639.6562,10
3201.168,421,62.34097,4384,5,1.4023438,126.35938,141.72656,637.6406,10
3201.184,421,61.92893,4384,4,1.4023438,126.35938,143.71875,635.6484,10
3201.168,421,60.66838,4384,11,1.4023438,126.35938,142.60547,636.7617,10
3201.168,421,58.09769,4384,11,1.4023438,126.35938,140.97266,638.3945,10
3201.168,421,60.40609,4384,11,1.4023438,126.35938,139.91797,639.4492,10
3201.168,421,58.46154,4384,6,1.4023438,126.35938,143.68359,635.6836,10
3201.168,421,60.36269,4384,14,1.4023438,126.35938,145.67969,633.6875,10
3201.168,421,62.5641,4384,5,1.4023438,126.35938,144.53125,634.8359,10
3201.168,421,60.45918,4384,7,1.4023438,126.35938,142.27344,637.0938,10
3201.168,421,57.73196,4384,9,1.4023438,126.35938,140.66016,638.707,10
3201.168,421,65.21739,4384,10,1.4023438,126.35938,139.29688,640.0703,10
3201.168,421,54.15617,4384,6,1.4023438,126.35938,143.35547,636.0117,10
3201.184,421,56.01023,4384,3,1.4023438,126.35938,141.52344,637.8438,10
3201.168,421,55.77889,4384,7,1.4023438,126.35938,142.625,636.7422,10
3201.168,421,55.94937,4384,9,1.4023438,126.35938,145.00781,634.3594,10
3201.184,421,62.17617,4384,8,1.4023438,126.35938,141.08594,638.2812,10
3201.168,421,57.51295,4384,10,1.4023438,126.35938,139.25781,640.1094,10
3201.184,421,57.80051,4384,3,1.4023438,126.35938,141.65234,637.7148,10
3200.953,421,61.03896,4384,5,1.4023438,126.35938,140.28516,639.082,10
3200.953,421,57.94872,4384,6,1.4023438,126.35938,137.74609,641.6211,10
3200.953,421,63.14433,4384,8,1.4023438,126.35938,136.89062,642.4766,10
3200.953,421,61.9171,4384,6,1.4023438,126.35938,145.0625,634.3047,10
3200.953,421,58.88325,4384,8,1.4101562,126.35938,142.08203,637.2773,10
3200.953,421,63.40206,4384,5,1.4101562,126.35938,143.96094,635.3984,10
3201.168,421,60.51282,4384,6,1.4101562,126.35938,141.22656,638.1328,10
3201.168,421,62.18274,4384,6,1.4101562,126.35938,137.98828,641.3711,10
3201.184,421,56.77749,4384,3,1.4101562,126.35938,140.31641,639.043,10
3201.184,421,58.97436,4384,4,1.4101562,126.35938,137.35156,642.0078,10
3201.184,421,62.6943,4352,10,1.4101562,126.35938,140.32422,639.0352,10
3201.152,421,59.48718,4352,6,1.4101562,126.35938,138.99609,640.3633,10
3201.168,421,58.7013,4352,5,1.4101562,126.35938,137.27344,642.0859,10
3201.184,420,62.37113,4352,5,1.4101562,126.35938,140.59766,638.7617,10
3201.184,420,58.7013,4352,10,1.4101562,126.35938,144.56641,634.793,10
3201.184,420,59.33504,4352,3,1.4101562,126.35938,142.31641,637.043,10
3200.969,420,61.32316,4352,6,1.4101562,126.35938,146.125,633.2344,10
3200.953,420,60.0,4352,9,1.4101562,126.35938,142.625,636.7344,10
3201.184,420,63.77551,4352,3,1.4101562,126.35938,138.88281,640.4766,10
3201.184,420,62.5641,4352,5,1.4101562,126.35938,138.03516,641.3242,10
3200.984,420,62.43655,4352,8,1.4101562,126.35938,144.70312,634.6562,10
3200.953,420,59.69388,4352,6,1.4101562,126.35938,140.53516,638.8242,10
3200.953,420,59.27835,4352,6,1.4101562,126.35938,138.92188,640.4375,10
3200.953,420,58.56777,4352,9,1.4101562,126.35938,137.36719,641.9922,10
3200.953,420,52.68542,4352,7,1.4101562,126.35938,138.30078,641.0586,10
3200.969,420,50.76531,4352,3,1.4101562,126.35938,140.20703,639.1523,10
3201.184,420,55.01285,4352,5,1.4101562,126.35938,143.88672,635.4727,10
3201.168,420,53.35052,4352,10,1.4101562,126.35938,144.85156,634.5078,10
3201.184,420,62.33766,4352,9,1.4101562,126.35938,142.06641,637.293,10
3200.953,420,60.10363,4352,6,1.4101562,126.35938,140.01562,639.3438,10
3200.969,420,59.53608,4352,3,1.4101562,126.35938,143.34766,636.0117,10
3200.969,420,61.51899,4352,8,1.4101562,126.35938,141.32422,638.0352,10
3200.953,420,58.7013,4352,3,1.4101562,126.35938,138.83594,640.5234,10
3200.969,420,61.65803,4352,3,1.4101562,126.35938,144.625,634.7344,10
3201.168,419,57.69231,4384,7,1.4101562,126.35938,142.79297,636.5664,10
3201.168,419,59.74684,4384,7,1.4101562,126.35938,147.09375,632.2656,10
3200.984,419,63.75321,4384,7,1.4101562,126.35938,144.52344,634.8359,10
3200.953,419,59.12596,4384,6,1.4101562,126.35938,143.35156,636.0078,10
3201.168,419,61.57761,4384,6,1.4101562,126.35938,142.20312,637.1562,10
3201.168,419,65.47315,4384,10,1.4101562,126.35938,144.20703,635.1523,10
3201.184,419,61.9171,4384,3,1.4101562,126.35938,139.80859,639.5508,10
3201.152,419,62.2739,4384,5,1.4101562,126.35938,138.27734,641.082,10
3201.184,419,59.43878,4384,4,1.4101562,126.35938,147.5,631.8594,10
3201.168,419,58.67347,4384,7,1.4101562,126.35938,142.29688,637.0625,10
3201.168,419,61.67513,4384,15,1.4101562,126.35938,139.94531,639.4141,10
3201.168,419,61.1399,4384,12,1.4101562,126.35938,139.26172,640.0977,10
3200.969,419,58.24742,4384,12,1.4101562,126.35938,141.75781,637.6016,10
3201.168,419,64.72081,4384,7,1.4101562,126.35938,144.03125,635.3281,10
3201.168,419,62.43523,4384,6,1.4101562,126.35938,145.33984,634.0195,10
3201.184,420,62.43655,4384,10,1.4101562,126.35938,142.32031,637.0391,10
3200.969,419,58.09769,4384,4,1.4101562,126.35938,140.48828,638.8711,10
3200.953,419,57.25191,4384,5,1.4101562,126.35938,139.80469,639.5547,10
3200.953,420,58.88325,4384,9,1.4101562,126.35938,137.51172,641.8477,10
3200.969,420,58.73418,4384,5,1.4101562,126.35938,141.24609,638.1133,10
3200.953,420,54.79798,4384,7,1.4101562,126.35938,140.18359,639.1758,10
3200.953,420,56.48855,4384,7,1.4101562,126.35938,142.86328,636.4961,10
3201.168,420,52.71318,4384,6,1.4101562,126.35938,140.10547,639.2539,10
3201.184,420,58.76289,4384,4,1.4179688,126.35938,137.62109,641.7305,10
3201.184,420,60.10101,4384,3,1.4179688,126.35938,139.85547,639.4961,10
3201.184,420,58.97436,4384,5,1.4179688,126.35938,142.82422,636.5273,10
3201.184,420,65.12821,4384,3,1.4179688,126.35938,145.41016,633.9414,10
3201.168,420,57.32648,4384,5,1.4179688,126.41406,144.45312,634.8438,10
3201.168,420,62.5641,4384,6,1.4179688,126.41406,142.00781,637.2891,10
3200.953,420,61.63683,4384,6,1.4179688,126.41406,137.86328,641.4336,10
3201.168,420,56.92308,4384,6,1.4179688,126.41406,136.9375,642.3594,10
3201.168,420,55.69948,4384,5,1.4179688,126.41406,140.76953,638.5273,10
3201.168,420,60.6599,4384,4,1.4257812,126.41016,144.48047,634.8125,10
3200.953,419,61.01266,4384,5,1.4257812,126.41406,146.14453,633.1445,10
3200.969,419,61.12532,4384,6,1.4257812,126.41406,141.67578,637.6133,10
3200.953,419,56.55527,4384,7,1.4257812,126.41406,139.65234,639.6367,10
3200.953,419,60.05089,4384,9,1.4257812,126.41406,138.77734,640.5117,10
3200.969,419,66.23377,4384,9,1.4257812,126.41406,137.6875,641.6016,10
3200.953,419,58.13953,4384,6,1.4257812,126.41406,140.71094,638.5781,10
3200.953,419,57.44125,4384,9,1.4257812,126.41406,139.60156,639.6875,10
3200.953,419,61.92893,4384,13,1.4257812,126.41406,141.89453,637.3945,10
3200.969,419,57.80051,4384,5,1.4257812,126.41406,140.33594,638.9531,10
3201.168,420,61.02564,4384,8,1.4257812,126.41406,141.18359,638.1055,10
3201.168,420,58.01527,4384,8,1.4257812,126.41406,139.17188,640.1172,10
3201.168,420,57.10594,4384,8,1.4257812,126.41406,138.53516,640.7539,10
3200.953,420,63.95939,4384,7,1.4335938,126.41406,141.72266,637.5586,10
3200.953,420,56.95876,4384,13,1.4335938,126.41406,139.95312,639.3281,10
3200.953,420,60.1023,4384,6,1.4335938,126.41406,140.26562,639.0156,10
3200.969,420,55.61224,4384,4,1.4335938,126.41406,143.32812,635.9531,10
3200.953,420,58.08081,4384,7,1.4335938,126.41406,141.5,637.7812,10
3200.953,420,56.26598,4384,8,1.4335938,126.41406,139.23438,640.0469,10
3200.953,420,52.86783,4384,10,1.4335938,126.41406,136.94141,642.3398,10
3200.953,420,53.5533,4384,4,1.4335938,126.41406,141.41406,637.8672,10
3200.969,420,64.97462,4352,6,1.4335938,126.41406,144.70703,634.5742,10
3200.953,420,56.63265,4352,3,1.4335938,126.41406,141.69922,637.582,10
3200.953,420,63.17136,4352,7,1.4414062,126.41406,142.25,637.0234,10
3200.953,420,56.88312,4352,5,1.4414062,126.41406,138.75,640.5234,10
3200.953,420,59.84655,4352,6,1.4414062,126.41406,146.23438,633.0391,10
3200.953,420,59.74026,4352,6,1.4414062,126.41406,143.85938,635.4141,10
3200.969,420,56.92308,4352,4,1.4414062,126.41406,140.3125,638.9609,10
3200.953,420,58.61183,4352,5,1.4414062,126.41406,142.60938,636.6641,10
3200.969,421,66.66667,4352,8,1.4414062,126.41406,139.625,639.6484,10
3200.969,421,57.32648,4352,7,1.4414062,126.41406,137.87109,641.4023,10
3201.152,421,62.8866,4352,8,1.4414062,126.41406,135.79688,643.4766,10
3201.168,421,59.17313,4352,8,1.4414062,126.41406,137.44141,641.832,10
3201.184,421,59.03308,4352,3,1.4414062,126.41406,135.11719,644.1562,10
3200.953,421,58.88325,4352,8,1.4414062,126.41406,133.96484,645.3086,10
3200.969,421,56.2982,4352,3,1.4414062,126.41406,146.93359,632.3398,10
3200.953,421,62.05128,4352,10,1.4414062,126.41406,143.36719,635.9062,10
3201.152,421,59.53608,4352,7,1.4414062,126.41406,140.83984,638.4336,10
3201.168,421,55.6701,4352,6,1.4414062,126.41406,139.96484,639.3086,10
3201.184,421,64.78149,4352,6,1.4414062,126.41406,138.44531,640.8281,10
3201.184,421,62.40409,4352,9,1.4414062,126.41406,137.14062,642.1328,10
3201.168,421,58.77863,4352,4,1.4414062,126.41406,136.34766,642.9258,10
3201.168,421,62.5,4352,6,1.4414062,126.41406,141.19141,638.082,10
3201.168,421,61.61616,4352,7,1.4414062,126.41406,142.01953,637.2539,10
3201.168,421,60.71429,4352,9,1.4414062,126.41406,139.17578,640.0977,10
3201.168,421,59.43152,4352,6,1.4414062,126.41406,140.76953,638.5039,10
3201.184,421,60.81425,4352,3,1.4414062,126.41406,143.84375,635.4297,10
3201.168,421,55.75448,4352,6,1.4414062,126.41406,142.72266,636.5508,10
3201.168,421,57.82828,4352,7,1.4414062,126.41406,141.62891,637.6445,10
3201.168,421,59.07928,4352,3,1.4414062,126.41406,140.48438,638.7891,10
3201.184,421,53.58974,4352,4,1.4414062,126.41406,138.66797,640.6055,10
3201.168,421,56.20253,4352,7,1.4414062,126.41406,140.74609,638.5273,10
3201.184,421,60.46512,4384,4,1.4492188,126.41406,143.38281,635.8828,10
3201.168,421,55.6701,4384,6,1.4492188,126.41406,140.63672,638.6289,10
3201.152,421,60.71429,4384,3,1.4492188,126.41406,141.60547,637.6602,10
3201.184,421,53.72751,4384,5,1.4492188,126.41406,144.89062,634.375,10
3201.168,421,56.2341,4384,6,1.4492188,126.41406,142.57031,636.6953,10
3201.168,421,58.13953,4384,7,1.4492188,126.41406,141.23047,638.0352,10
3200.969,421,58.12183,4384,6,1.4492188,126.41406,144.96484,634.3008,10
3200.953,421,62.5641,4384,7,1.4492188,126.42969,142.67969,636.5703,10
3200.953,421,60.05222,4384,7,1.4492188,126.42969,140.80469,638.4453,10
3200.953,421,60.82474,4384,12,1.4492188,126.42969,139.03125,640.2188,10
3200.969,421,64.08269,4384,3,1.4492188,126.42969,136.76172,642.4883,10
3200.953,421,60.92545,4384,9,1.4492188,126.42969,138.57031,640.6797,10
3200.969,421,60.76923,4384,3,1.4492188,126.42969,141.51953,637.7305,10
3200.953,421,60.46512,4384,8,1.4492188,126.42969,141.63672,637.6133,10
3200.969,421,55.32995,4384,5,1.4492188,126.42969,139.33984,639.9102,10
3200.969,421,62.72494,4384,3,1.4492188,126.42969,141.96094,637.2891,10
3200.969,421,58.16327,4384,3,1.4492188,126.42969,140.16797,639.082,10
3200.953,421,59.17313,4352,6,1.453125,126.42969,141.96875,637.2773,10
3201.168,421,61.59794,4352,5,1.453125,126.42969,143.75391,635.4922,10
3201.168,421,57.73196,4352,6,1.453125,126.42969,141.94922,637.2969,10
3201.168,421,61.01266,4352,11,1.453125,126.42969,140.41797,638.8281,10
3200.969,421,59.43878,4352,7,1.453125,126.42969,137.65625,641.5898,10
3201.152,421,57.73196,4352,5,1.453125,126.42969,140.67578,638.5703,10
3201.168,421,61.42132,4352,6,1.453125,126.42969,138.1875,641.0586,10
3201.168,421,57.289,4352,7,1.453125,126.42969,139.74219,639.5039,10
3201.184,421,59.49367,4352,4,1.453125,126.42969,138.91797,640.3281,10
3201.168,421,55.41562,4352,6,1.453125,126.42969,138.25391,640.9922,10
3201.168,421,53.04569,4352,7,1.453125,126.42969,136.97266,642.2734,10
3200.984,421,58.33333,4352,4,1.453125,126.42969,141.94531,637.3008,10
3200.953,421,56.743,4352,4,1.453125,126.42969,142.24219,637.0039,10
3200.953,422,56.95876,4352,6,1.453125,126.42969,141.36719,637.8789,10
3200.953,422,63.84615,4352,7,1.4609375,126.42188,148.22656,631.0195,10
3201.168,422,61.01266,4352,7,1.4609375,126.42969,144.24609,634.9922,10
3201.168,422,59.17313,4352,6,1.4609375,126.42969,141.48438,637.7539,10
3201.168,422,56.1039,4352,6,1.4609375,126.42969,139.46484,639.7734,10
3200.953,422,57.39796,4352,6,1.4609375,126.42969,142.01562,637.2227,10
3201.168,422,65.80977,4352,6,1.4609375,126.42969,140.26953,638.9688,10
3201.168,422,61.0687,4352,8,1.4609375,126.42969,138.90234,640.3359,10
3201.168,422,56.39687,4352,4,1.4609375,126.42969,141.41016,637.8281,10
3200.969,422,60.77922,4352,3,1.4609375,126.42969,138.88281,640.3555,10
3200.953,422,58.33333,4352,8,1.4609375,126.42969,142.16016,637.0781,10
3200.953,422,61.24031,4352,6,1.4609375,126.42969,140.32812,638.9102,10
3200.953,422,62.0603,4352,8,1.4609375,126.42969,143.33203,635.9062,10
3200.969,422,58.12183,4352,9,1.4609375,126.42969,146.16016,633.0781,10
3200.969,422,58.39793,4352,4,1.4609375,126.42969,142.69141,636.5469,10
3200.969,422,55.84416,4352,3,1.4609375,126.42969,140.10938,639.1289,10
3201.168,422,60.25641,4352,5,1.4609375,126.42969,138.03125,641.207,10
3201.184,422,58.92857,4352,8,1.4609375,126.42969,145.6875,633.5508,10
3201.184,422,53.62694,4352,4,1.4609375,126.42969,143.83203,635.4062,10
3201.969,425,61.95373,4352,7,1.4765625,136.70703,131.22656,637.7188,10
3200.969,422,56.09137,4352,7,1.4765625,136.91016,129.13281,639.6094,10
3201.168,423,62.72494,4352,9,1.4765625,136.91016,138.05469,630.6875,10
3201.168,423,57.84062,4352,5,1.4765625,136.91016,133.07031,635.6719,10
3201.184,423,55.55556,4352,6,1.4765625,136.91016,131.24219,637.5,10
3201.168,423,63.19797,4352,11,1.4765625,136.91016,130.36719,638.375,10
3200.953,423,57.36434,4352,5,1.484375,136.90234,128.58984,640.1523,10
3200.953,423,53.18066,4352,4,1.484375,136.91016,131.17578,637.5586,10
3201.168,423,51.8797,4352,7,1.484375,136.91016,129.125,639.6094,10
3201.184,423,58.35476,4352,13,1.484375,136.91016,127.05078,641.6836,10
3201.168,423,64.78149,4384,10,1.484375,136.91016,132.76562,635.9688,10
3201.168,423,59.28753,4384,3,1.484375,136.91016,134.98438,633.75,10
3200.984,423,61.42132,4384,9,1.484375,136.91016,131.21094,637.5234,10
3200.953,423,62.76042,4384,11,1.4921875,136.91016,128.91797,639.8086,10
3200.953,423,60.51948,4384,7,1.4921875,136.91016,132.63281,636.0938,10
3200.969,423,59.6401,4384,7,1.4921875,136.91016,134.42969,634.2969,10
3200.953,423,59.89848,4384,12,1.4921875,136.91016,136.26172,632.4648,10
3200.969,423,56.81234,4384,5,1.4921875,136.91016,133.94922,634.7773,10
3200.953,423,60.82474,4384,5,1.4921875,136.91016,131.17969,637.5469,10
3200.953,423,56.36364,4384,8,1.4921875,136.91016,128.91016,639.8164,10
3200.953,423,61.57761,4384,14,1.4921875,136.91016,131.5,637.2266,10
3200.953,423,62.81407,4384,5,1.4921875,136.91016,128.80859,639.918,10
3200.953,423,61.08247,4384,8,1.4921875,136.91016,127.46875,641.2578,10
3200.953,423,61.32316,4384,9,1.4921875,136.91016,128.9375,639.7891,10
3200.953,423,58.37563,4384,10,1.4921875,136.91016,131.53906,637.1875,10
3200.953,423,59.27835,4384,7,1.4921875,136.91016,132.48047,636.2461,10
3200.969,423,59.89717,4384,7,1.4921875,136.91016,134.33203,634.3945,10
3200.953,423,56.58915,4384,12,1.4921875,136.91016,132.52734,636.1992,10
3200.953,423,58.61183,4384,9,1.4921875,136.91016,130.75,637.9766,10
3200.969,423,61.49871,4384,13,1.4921875,136.91016,129.19531,639.5312,10
3200.953,423,58.05627,4384,5,1.4921875,136.91016,131.48438,637.2422,10
3200.953,421,59.32642,4384,5,1.4921875,136.91016,128.96875,639.7578,10
3200.953,421,54.45293,4384,5,1.4921875,136.91016,127.62891,641.0977,10
3200.969,421,60.15228,4384,11,1.4921875,136.91016,126.75391,641.9727,10
3200.953,421,56.2341,4384,8,1.4921875,136.91016,130.66016,638.0664,10
3200.953,421,59.28753,4384,7,1.4921875,136.91016,131.23047,637.4961,10
3200.969,421,55.89744,4384,3,1.4921875,136.91016,129.45703,639.2695,10
3200.953,421,57.64411,4384,3,1.4921875,136.91016,127.44531,641.2812,10
3200.953,421,52.77778,4384,5,1.4921875,136.91016,136.62109,632.1055,10
3200.953,421,61.59794,4384,7,1.4921875,136.91016,133.31641,635.4102,10
3200.953,421,57.54476,4384,5,1.4921875,136.91016,131.01953,637.707,10
3200.953,421,58.82353,4384,6,1.4921875,136.91016,128.20703,640.5195,10
3200.953,421,60.82474,4384,5,1.4921875,136.91016,130.69531,638.0312,10
3200.953,421,60.92545,4384,6,1.4921875,136.91016,128.42969,640.2969,10
3200.953,421,58.61183,4384,6,1.4921875,136.91016,130.02734,638.6992,10
3200.953,421,64.17526,4384,8,1.4921875,136.91016,128.00391,640.7227,10
3200.969,421,62.0155,4384,7,1.4921875,136.91016,132.72266,636.0039,10
3200.953,419,59.89717,4384,6,1.4921875,136.91016,130.48438,638.2422,10
3200.953,419,57.25389,4384,4,1.4921875,136.91016,131.61328,637.1133,10
3200.953,419,58.61183,4352,5,1.4921875,136.91016,133.94531,634.7812,10
3200.953,419,61.7801,4352,4,1.4921875,136.91016,131.83594,636.8906,10
3200.953,419,54.24165,4352,8,1.4921875,136.91016,130.44141,638.2852,10
3200.953,419,57.98969,4352,11,1.5,136.90234,127.57031,641.1562,10
