face_landmarking_rpi_mem.committed_Committed_AS,face_landmarking_rpi_system.active_processes_active,face_landmarking_rpi_system.cpu_user,face_landmarking_rpi_system.file_nr_used_used,face_landmarking_rpi_system.processes_running,face_landmarking_rpi_system.ram_buffers,face_landmarking_rpi_system.ram_cached,face_landmarking_rpi_system.ram_free,face_landmarking_rpi_system.ram_used,Target
3200.953,419,71.17347,4384,14,1.6328125,137.08594,131.77344,636.6367,10
3200.953,419,72.79597,4384,14,1.6328125,137.08594,128.82031,639.5898,10
3200.953,419,71.61125,4384,14,1.6328125,137.08594,131.46094,636.9492,10
3200.953,419,62.05128,4384,8,1.6328125,137.08594,134.14062,634.2695,10
3200.953,419,68.29897,4384,13,1.640625,137.08594,134.81641,633.5859,10
3200.953,419,71.39175,4384,13,1.640625,137.08594,130.41406,637.9883,10
3200.953,419,72.47475,4384,12,1.640625,137.08594,127.89844,640.5039,10
3200.953,419,69.52141,4384,9,1.640625,137.16406,132.19922,636.125,10
3200.953,419,72.37852,4384,10,1.640625,137.16406,134.78906,633.5352,10
3200.953,419,70.07673,4384,13,1.640625,137.16406,131.36719,636.957,10
3200.969,419,55.58376,4384,3,1.640625,137.16406,130.76172,637.5625,10
3200.969,419,60.82474,4384,6,1.640625,137.16406,131.05078,637.2734,10
3200.953,419,57.64411,4384,5,1.640625,137.16406,134.05078,634.2734,10
3200.953,419,58.56777,4384,13,1.640625,137.16406,131.86328,636.4609,10
3200.953,419,63.22418,4384,14,1.640625,137.16406,133.55078,634.7734,10
3200.953,419,61.71285,4384,9,1.640625,137.16406,129.61328,638.7109,10
3200.953,419,64.32161,4352,11,1.640625,137.16406,128.05859,640.2656,10
3200.953,419,70.30457,4352,9,1.640625,137.20703,133.95312,634.3281,10
3200.953,419,70.69409,4352,9,1.640625,137.20703,129.79688,638.4844,10
3200.953,419,72.01018,4352,8,1.640625,137.20703,127.39062,640.8906,10
3200.953,419,73.17708,4352,9,1.640625,137.20703,129.60547,638.6758,10
3200.953,419,71.50127,4352,10,1.6484375,137.20703,129.07031,639.2031,10
3200.953,419,71.10553,4352,10,1.6484375,137.20703,128.00391,640.2695,10
3200.953,419,73.58974,4352,9,1.6484375,137.20703,128.70312,639.5703,10
3200.953,419,71.86701,4352,10,1.6484375,137.20703,126.26953,642.0039,10
3200.953,419,71.89873,4352,10,1.6484375,137.20703,127.49219,640.7812,10
3200.953,419,71.02564,4352,7,1.6484375,137.20703,133.03906,635.2344,10
3200.953,419,71.50127,4352,8,1.6484375,137.35938,127.77344,640.3477,10
3200.953,419,73.60406,4352,13,1.6484375,137.35938,129.77734,638.3438,10
3200.953,419,75.89744,4352,10,1.6484375,137.35938,130.76172,637.3594,10
3200.953,419,69.52141,4352,17,1.6484375,137.35938,132.59766,635.5234,10
3200.953,419,70.30457,4352,10,1.6484375,137.35938,129.17969,638.9414,10
3200.953,419,68.78173,4352,13,1.6484375,137.35938,129.99219,638.1289,10
3200.953,419,68.75,4352,13,1.6484375,137.35938,128.21484,639.9062,10
3200.953,419,70.20202,4352,13,1.6484375,137.35938,129.66406,638.457,10
3200.953,419,70.02519,4352,7,1.6484375,137.35938,127.80859,640.3125,10
3200.953,419,63.29114,4352,9,1.6484375,137.39453,129.38672,638.6992,10
3200.953,419,60.85859,4352,13,1.6484375,137.39453,127.10156,640.9844,10
3200.953,419,62.34414,4352,9,1.6484375,137.39453,128.90625,639.1797,10
3200.953,419,66.24365,4352,9,1.6484375,137.39453,126.71875,641.3672,10
3200.953,419,71.3198,4352,14,1.6484375,137.39453,127.95312,640.1328,10
3200.953,419,71.53846,4352,13,1.6484375,137.39453,129.83984,638.2461,10
3200.953,419,72.58883,4352,13,1.6484375,137.39453,126.72266,641.3633,10
3200.953,419,69.76744,4352,12,1.6484375,137.39453,127.99609,640.0898,10
3200.953,419,69.89796,4352,8,1.6484375,137.39453,128.89453,639.1914,10
3200.969,419,68.57143,4352,3,1.6484375,137.39453,129.09375,638.9922,10
3200.969,419,60.20672,4352,6,1.6484375,137.39453,130.17969,637.9062,10
3200.953,419,52.35602,4352,5,1.6484375,137.39453,127.16016,640.9258,10
3200.953,419,58.86889,4352,4,1.6484375,137.39453,133.80078,634.2852,10
3200.953,419,70.99237,4352,13,1.6484375,137.39453,130.68359,637.4023,10
3200.953,418,73.5369,4352,11,1.6484375,137.39453,131.91016,636.1758,10
3200.953,418,74.8731,4352,9,1.6484375,137.39453,128.65625,639.4297,10
3200.953,418,72.70408,4352,13,1.6484375,137.39453,125.07422,643.0117,10
3200.953,418,72.89003,4352,20,1.6484375,137.39453,128.38672,639.6992,10
3200.969,418,72.54408,4352,8,1.6484375,137.39453,131.98047,636.1055,10
3200.953,418,71.5736,4352,9,1.6484375,137.39453,132.26562,635.8203,10
3200.953,417,74.3073,4352,11,1.6484375,137.39453,128.35547,639.7305,10
3200.953,417,73.33333,4352,14,1.6484375,137.39453,129.59766,638.4883,10
3200.953,417,72.22222,4352,8,1.6484375,137.39453,128.58594,639.5,10
3200.953,417,73.73737,4352,3,1.6484375,137.39453,130.85156,637.2344,10
3200.953,417,70.22901,4352,8,1.6484375,137.39453,133.19531,634.8906,10
3200.953,417,72.95918,4352,14,1.6484375,137.39453,129.39453,638.6914,10
3200.953,417,72.63427,4384,6,1.6484375,137.39453,134.55078,633.5352,10
3200.953,417,71.02564,4384,8,1.6484375,137.39453,128.72656,639.3594,10
3200.953,417,69.26952,4384,13,1.6484375,137.39453,126.94922,641.1367,10
3200.953,417,66.32653,4384,8,1.6484375,137.39453,124.38281,643.7031,10
3200.953,417,65.90909,4384,13,1.6484375,137.39453,131.99609,636.0898,10
3200.953,417,63.15789,4416,15,1.6484375,137.39453,129.54297,638.543,10
3200.953,417,60.45918,4416,9,1.6484375,137.39453,136.16797,631.918,10
3200.953,417,64.14141,4416,9,1.65625,137.39453,133.03125,635.0469,10
3200.953,417,72.95918,4416,8,1.65625,137.39453,129.55859,638.5195,10
3201.152,417,69.50904,4416,7,1.65625,137.39453,131.67578,636.4023,10
3201.168,417,62.2449,4416,10,1.65625,137.39453,128.23438,639.8438,10
3201.168,417,72.58883,4416,8,1.65625,137.39453,129.875,638.2031,10
3200.969,417,60.62176,4416,6,1.65625,137.39453,126.66797,641.4102,10
3200.953,418,60.0,4416,8,1.65625,137.39453,130.39453,637.6836,10
3200.953,418,71.79487,4416,7,1.65625,137.39453,127.6875,640.3906,10
3200.953,418,71.71717,4416,6,1.65625,137.39453,130.71094,637.3672,10
3200.953,418,72.72727,4416,10,1.65625,137.39453,127.48438,640.5938,10
3200.969,418,70.02584,4416,4,1.65625,137.39453,125.13281,642.9453,10
3200.953,418,60.30928,4416,9,1.65625,137.39453,128.10547,639.9727,10
3200.969,418,62.40409,4416,11,1.65625,137.39453,130.625,637.4531,10
3200.969,418,59.17313,4416,4,1.65625,137.39453,133.17969,634.8984,10
3200.953,418,69.92288,4416,7,1.65625,137.39453,130.25391,637.8242,10
3200.953,418,72.26463,4416,13,1.65625,137.39453,128.91406,639.1641,10
3200.953,418,61.75711,4416,5,1.65625,137.39453,130.80078,637.2773,10
3200.969,418,64.63104,4416,5,1.65625,137.39453,130.96875,637.1094,10
3200.969,418,60.9375,4416,8,1.65625,137.39453,129.74219,638.3359,10
3200.953,418,59.84655,4416,6,1.65625,137.39453,126.40625,641.6719,10
3200.953,418,55.32468,4416,11,1.65625,137.39453,125.3125,642.7656,10
3200.953,418,68.01008,4416,11,1.65625,137.39453,127.55469,640.5234,10
3200.953,418,69.7733,4416,7,1.6640625,137.39453,135.53516,632.5352,10
3200.953,418,68.43434,4416,13,1.6640625,137.39453,132.30078,635.7695,10
3200.953,418,69.42356,4416,11,1.6640625,137.39453,128.47266,639.5977,10
3200.953,418,70.73791,4416,12,1.6640625,137.39453,125.99219,642.0781,10
3200.953,418,66.33416,4416,14,1.6640625,137.39453,127.16797,640.9023,10
3200.953,418,65.83541,4416,10,1.6640625,137.39453,129.35547,638.7148,10
3200.969,418,67.41855,4416,7,1.6640625,137.39453,128.51953,639.5508,10
3200.969,418,55.61224,4416,8,1.6640625,137.39453,130.77344,637.2969,10
3200.953,418,55.55556,4416,12,1.6640625,137.39453,128.94141,639.1289,10
3200.953,418,64.78149,4416,5,1.6640625,137.39453,131.00781,637.0625,10
3200.953,418,60.05089,4416,7,1.6640625,137.39453,127.56641,640.5039,10
3200.953,418,60.66838,4416,8,1.6640625,137.39453,125.57422,642.4961,10
3200.953,418,60.91371,4416,5,1.6640625,137.39453,128.60547,639.4648,10
3200.953,418,58.16327,4416,9,1.6640625,137.39453,130.07031,638.0,10
3200.969,418,73.09645,4416,8,1.6640625,137.39453,131.44531,636.625,10
3200.953,418,58.22785,4416,5,1.6640625,137.39453,132.80469,635.2656,10
3200.953,418,62.59542,4416,6,1.6640625,137.39453,129.93359,638.1367,10
3200.953,418,59.07928,4416,8,1.6640625,137.39453,126.76172,641.3086,10
3200.953,418,58.97436,4416,12,1.6640625,137.39453,127.91016,640.1602,10
3200.953,418,58.31202,4416,7,1.6679688,137.39453,129.99609,638.0703,10
3200.953,418,60.25641,4416,8,1.6679688,137.39453,127.75,640.3164,10
3200.953,418,60.56701,4416,3,1.691406,137.39453,126.46875,641.5742,10
3200.969,419,60.05155,4416,7,1.691406,137.39453,128.40234,639.6406,10
3200.953,419,65.90331,4416,6,1.691406,137.39453,130.46484,637.5781,10
3200.953,419,70.30457,4416,12,1.691406,137.39453,127.73828,640.3047,10
3200.953,419,71.09974,4416,7,1.691406,137.39453,128.83594,639.207,10
3200.969,419,60.1023,4416,9,1.691406,137.39453,126.53906,641.5039,10
3200.953,419,61.28205,4416,5,1.691406,137.39453,129.19922,638.8438,10
3200.953,419,54.96183,4416,7,1.691406,137.39453,135.75391,632.2891,10
3200.969,419,66.75127,4416,7,1.691406,137.39453,132.76562,635.2773,10
3200.969,419,55.83756,4416,3,1.691406,137.39453,130.74219,637.3008,10
3200.953,419,58.67347,4384,12,1.691406,137.39453,132.35156,635.6914,10
3200.953,419,59.94898,4384,8,1.691406,137.39453,130.53125,637.5117,10
3200.953,419,58.76289,4384,6,1.691406,137.39453,127.71875,640.3242,10
3200.969,419,61.86869,4384,8,1.691406,137.39453,126.16016,641.8828,10
3200.953,419,57.03518,4384,8,1.691406,137.39453,130.86328,637.1797,10
3200.953,419,54.06091,4352,11,1.691406,137.39453,128.88281,639.1602,10
3200.953,419,61.77215,4352,7,1.691406,137.39453,131.71875,636.3242,10
3200.953,419,56.99746,4352,7,1.691406,137.39453,134.47266,633.5703,10
3200.953,419,55.58442,4352,4,1.691406,137.39453,132.42578,635.6172,10
3200.953,419,71.93878,4352,11,1.691406,137.39453,129.45703,638.5859,10
3200.953,419,74.55013,4352,13,1.691406,137.39453,126.39453,641.6484,10
3200.953,419,68.46154,4352,8,1.691406,137.39453,134.70312,633.3398,10
3201.168,419,59.89717,4352,5,1.691406,137.39453,131.4375,636.6055,10
3201.168,419,68.10127,4352,13,1.691406,137.39453,129.57812,638.4648,10
3201.168,419,73.91304,4352,10,1.691406,137.39453,131.92578,636.1172,10
3200.953,419,60.0,4352,9,1.691406,137.39453,128.42578,639.6172,10
3200.953,419,62.33766,4352,5,1.691406,137.39453,127.76953,640.2734,10
3200.953,419,63.30749,4352,16,1.691406,137.39453,126.42969,641.6133,10
3200.969,419,66.49485,4352,3,1.691406,137.39453,132.37891,635.6641,10
3200.953,419,64.17526,4352,11,1.691406,137.39453,128.71484,639.3281,10
3200.953,419,56.99482,4352,8,1.691406,137.39453,135.1875,632.8555,10
3200.953,419,60.81425,4352,7,1.691406,137.39453,131.8125,636.2305,10
3200.953,419,62.2108,4352,8,1.691406,137.39453,131.67578,636.3672,10
3200.953,419,58.56777,4352,8,1.691406,137.39453,129.65234,638.3906,10
3200.953,419,70.73791,4384,12,1.691406,137.39453,126.45703,641.5859,10
3200.953,419,72.91139,4384,9,1.691406,137.39453,124.92969,643.1133,10
3200.953,419,71.90722,4384,9,1.691406,137.39453,133.09766,634.9453,10
3200.953,418,74.05542,4384,11,1.691406,137.39453,129.40625,638.6367,10
3200.953,419,73.09645,4384,8,1.691406,137.39453,132.01172,636.0312,10
3200.953,419,71.13924,4384,10,1.691406,137.39453,127.89453,640.1484,10
3200.953,419,66.91919,4384,9,1.691406,137.39453,125.57422,642.4688,10
3200.969,419,60.5598,4384,9,1.6992189999999998,137.38672,127.375,640.668,10
3201.168,419,64.63104,4384,14,1.6992189999999998,137.39453,125.25,642.7852,10
3201.168,419,66.49746,4384,13,1.6992189999999998,137.39453,128.12109,639.9141,10
3200.969,419,63.29114,4384,9,1.6992189999999998,137.39453,125.53516,642.5,10
3200.953,419,54.56853,4384,5,1.6992189999999998,137.39453,127.00781,641.0273,10
3200.953,419,53.28283,4384,6,1.6992189999999998,137.39453,125.17969,642.8555,10
3200.969,419,65.12821,4384,4,1.6992189999999998,137.39453,130.97656,637.0586,10
3200.953,419,66.49616,4384,11,1.6992189999999998,137.39453,134.27344,633.7617,10
3200.953,419,69.44444,4384,12,1.707031,137.39453,135.61328,632.4141,10
3200.953,419,69.30946,4384,17,1.707031,137.39453,131.75781,636.2695,10
3200.969,419,64.35897,4384,3,1.707031,137.39453,129.50391,638.5234,10
3200.953,419,61.0687,4384,5,1.707031,137.39453,127.75781,640.2695,10
3200.953,419,60.25974,4384,12,1.707031,137.39453,125.73438,642.293,10
3200.953,419,72.51908,4384,14,1.707031,137.39453,131.53516,636.4922,10
3200.953,419,64.94845,4384,7,1.707031,137.39453,128.66406,639.3633,10
3200.969,420,68.99225,4384,4,1.707031,137.39453,126.66797,641.3594,10
3200.969,420,59.33504,4384,3,1.707031,137.39453,128.50391,639.5234,10
3200.953,420,58.22785,4384,6,1.707031,137.39453,127.64062,640.3867,10
3200.953,420,70.22901,4384,13,1.707031,137.39453,130.92188,637.1055,10
3200.953,420,74.1688,4384,13,1.707031,137.39453,130.67188,637.3555,10
3200.953,420,70.99237,4384,11,1.707031,137.39453,131.62109,636.4062,10
3200.953,420,68.03069,4384,3,1.707031,137.39453,129.44141,638.5859,10
3200.969,420,64.69072,4384,4,1.707031,137.39453,127.64453,640.3828,10
3200.969,420,58.76289,4384,5,1.707031,137.39453,126.52734,641.5,10
3200.969,419,60.30928,4384,4,1.707031,137.39453,128.64844,639.3789,10
3200.969,419,59.12596,4384,5,1.707031,137.39453,126.77344,641.2539,10
3200.953,419,60.76923,4384,6,1.707031,137.39453,124.91406,643.1133,10
3200.953,419,63.30749,4384,6,1.707031,137.39453,127.94531,640.082,10
3200.953,419,59.84655,4384,5,1.707031,137.39453,126.60547,641.4219,10
3200.969,419,54.61538,4384,3,1.707031,137.39453,129.14453,638.8828,10
3200.969,419,62.98201,4384,3,1.707031,137.39453,126.34375,641.6836,10
3200.953,418,59.23077,4384,3,1.707031,137.39453,132.88281,635.1445,10
3200.969,418,58.79397,4384,4,1.707031,137.39453,135.19141,632.8359,10
3200.953,418,50.76142,4384,8,1.707031,137.39453,132.66016,635.3672,10
3200.953,418,49.74619,4384,7,1.707031,137.39453,129.92969,638.0977,10
3200.969,418,55.16373,4384,6,1.707031,137.39453,128.34375,639.6836,10
3200.969,418,51.16279,4384,8,1.707031,137.39453,131.04297,636.9844,10
3200.969,418,63.91753,4384,3,1.707031,137.39453,132.93359,635.0938,10
3200.953,418,57.88114,4384,4,1.707031,137.39453,130.85938,637.168,10
3200.953,418,60.05089,4384,5,1.707031,137.39453,129.82031,638.207,10
3200.969,418,61.89258,4384,7,1.707031,137.39453,127.79297,640.2344,10
3200.953,418,67.09845,4384,11,1.707031,137.39453,130.34375,637.6836,10
3200.953,418,70.84399,4384,13,1.707031,137.39453,129.78906,638.2383,10
3200.953,418,74.4898,4384,6,1.707031,137.39453,126.92969,641.0977,10
3200.953,418,71.61125,4384,7,1.707031,137.39453,125.15234,642.875,10
3200.953,418,65.90909,4384,8,1.707031,137.39453,126.46484,641.5625,10
3200.953,418,70.40816,4384,9,1.707031,137.39453,124.50391,643.5234,10
3200.953,418,75.64103,4384,12,1.707031,137.39453,131.09766,636.9297,10
3200.953,418,70.87629,4384,11,1.707031,137.39453,129.15625,638.8711,10
3200.953,418,71.13924,4384,10,1.7148439999999998,137.38672,133.61719,634.4102,10
3200.953,418,73.07692,4384,11,1.7148439999999998,137.39453,134.41406,633.6055,10
3200.953,418,73.5369,4352,17,1.7148439999999998,137.39453,131.81641,636.2031,10
3200.953,418,74.1688,4352,10,1.7148439999999998,137.39453,128.78125,639.2383,10
3200.953,418,70.37975,4352,13,1.7148439999999998,137.39453,130.94531,637.0742,10
3200.953,418,72.77354,4384,8,1.7148439999999998,137.39453,129.62109,638.3984,10
3200.953,418,74.0458,4384,7,1.7148439999999998,137.39453,128.08984,639.9297,10
3200.953,418,73.85787,4384,9,1.7148439999999998,137.39453,130.27734,637.7422,10
3200.953,418,69.89796,4384,15,1.7148439999999998,137.39453,133.25391,634.7656,10
3200.953,418,76.26263,4384,11,1.7148439999999998,137.39453,134.21094,633.8086,10
3200.953,418,73.5,4384,17,1.7148439999999998,137.39453,132.65234,635.3672,10
3200.953,418,73.68421,4384,17,1.7148439999999998,137.39453,127.32031,640.6992,10
3200.953,418,70.66327,4384,13,1.7148439999999998,137.39453,128.58203,639.4375,10
3200.953,418,65.31646,4384,5,1.7148439999999998,137.39453,130.68359,637.3359,10
3200.953,418,59.13706,4384,4,1.7148439999999998,137.39453,127.46875,640.5508,10
3200.969,418,54.45293,4384,5,1.7148439999999998,137.39453,126.15625,641.8633,10
3200.953,418,47.57033,4384,7,1.722656,137.38672,127.65234,640.3672,10
3200.953,418,57.17949,4384,8,1.722656,137.39453,130.02734,637.9844,10
3200.953,418,63.23907,4384,6,1.722656,137.39453,127.34766,640.6641,10
3200.953,418,59.38303,4384,5,1.722656,137.39453,131.89062,636.1211,10
3200.969,418,61.53846,4384,6,1.722656,137.39453,130.26562,637.7461,10
3200.953,418,57.1066,4384,10,1.722656,137.39453,128.67969,639.332,10
3200.969,418,64.52442,4384,8,1.722656,137.39453,130.60938,637.4023,10
3200.969,418,55.86735,4384,3,1.722656,137.39453,128.85938,639.1523,10
3200.953,418,58.82353,4384,5,1.722656,137.39453,127.08203,640.9297,10
3200.953,418,62.8866,4384,6,1.722656,137.39453,125.75391,642.2578,10
3200.969,418,58.52417,4384,14,1.722656,137.39453,130.30469,637.707,10
3200.969,418,66.83938,4384,3,1.722656,137.39453,132.33984,635.6719,10
3200.953,418,59.38303,4352,11,1.722656,137.39453,132.38281,635.6289,10
3200.969,418,58.13953,4352,4,1.7304689999999998,137.39453,134.42969,633.5742,10
3200.969,418,60.10499,4352,3,1.7304689999999998,137.39453,131.29688,636.707,10
3200.953,418,55.92784,4352,11,1.7304689999999998,137.39453,129.23047,638.7734,10
3200.953,418,60.72351,4352,7,1.7304689999999998,137.39453,126.66406,641.3398,10
3200.953,418,73.97959,4352,7,1.7304689999999998,137.39453,129.17578,638.8281,10
3200.953,418,72.65823,4384,13,1.7304689999999998,137.39453,126.22266,641.7812,10
3200.953,418,69.54315,4384,14,1.7304689999999998,137.39453,128.53906,639.4648,10
3200.953,418,63.93862,4384,7,1.7304689999999998,137.39453,132.35938,635.6445,10
3200.953,419,64.70588,4384,8,1.7304689999999998,137.39453,128.85938,639.1445,10
3200.953,420,70.66327,4384,14,1.7304689999999998,137.39453,128.69922,639.3047,10
3200.953,420,72.29219,4384,15,1.7304689999999998,137.39453,130.19922,637.8047,10
3200.953,420,71.71717,4384,8,1.7304689999999998,137.39453,131.92969,636.0742,10
3200.953,420,71.3198,4384,17,1.7304689999999998,137.39453,129.6875,638.3164,10
3200.953,420,71.3198,4384,15,1.7304689999999998,137.39453,128.67578,639.3281,10
3200.953,420,65.74307,4384,11,1.738281,137.39453,134.98047,633.0156,10
3200.953,420,59.85037,4384,13,1.738281,137.39453,132.71484,635.2812,10
3200.953,420,60.35806,4384,7,1.738281,137.39453,130.29297,637.7031,10
3200.953,420,53.65239,4384,4,1.738281,137.39453,128.03125,639.9648,10
3200.953,420,56.70886,4384,6,1.738281,137.39453,127.63281,640.3633,10
3200.969,420,58.41837,4384,4,1.738281,137.39453,129.14453,638.8516,10
3200.953,420,60.40609,4384,6,1.738281,137.39453,131.91406,636.082,10
3200.969,420,55.24297,4384,5,1.738281,137.39453,130.49219,637.5039,10
3200.953,420,65.80311,4384,9,1.738281,137.39453,124.15234,643.8438,10
3200.953,420,58.35476,4384,6,1.738281,137.39453,128.92969,639.0664,10
3200.953,420,71.89873,4384,9,1.738281,137.39453,127.64453,640.3516,10
3200.969,420,75.25253,4384,11,1.738281,137.39453,128.23438,639.7617,10
3200.969,420,64.93506000000001,4384,5,1.738281,137.39453,126.02344,641.9727,10
3200.953,420,58.29016,4384,8,1.738281,137.39453,127.33984,640.6562,10
3200.953,420,62.23958,4384,5,1.738281,137.39453,132.76953,635.2266,10
3200.953,420,64.45013,4384,7,1.738281,137.39453,130.69141,637.3047,10
3200.953,420,58.05627,4384,13,1.738281,137.39453,127.4375,640.5586,10
3200.969,420,56.63265,4384,6,1.738281,137.39453,125.37891,642.6172,10
3200.953,418,61.28205,4384,7,1.738281,137.39453,129.94531,638.0508,10
3200.969,418,68.78173,4384,4,1.738281,137.39453,131.16406,636.832,10
3200.969,418,59.74359,4384,5,1.738281,137.39453,128.83984,639.1562,10
3200.953,418,73.55164,4384,15,1.738281,137.39453,129.43359,638.5625,10
3200.953,418,71.82741,4384,10,1.738281,137.39453,131.25391,636.7422,10
3200.953,418,71.28205,4384,12,1.738281,137.39453,128.08203,639.9141,10
3200.953,418,64.2132,4384,6,1.738281,137.39453,131.03516,636.9609,10
3200.953,418,60.98191,4384,9,1.738281,137.39453,132.16797,635.8281,10
3200.969,418,59.68992,4384,6,1.738281,137.39453,131.40625,636.5898,10
3200.953,418,58.09769,4384,9,1.738281,137.39453,133.41797,634.5781,10
3200.953,418,56.85279,4384,6,1.738281,137.39453,129.70312,638.293,10
3200.953,418,61.46096,4384,10,1.738281,137.39453,132.0625,635.9336,10
3200.953,418,58.69018,4384,8,1.738281,137.39453,130.47656,637.5195,10
3200.969,418,60.95718,4352,4,1.738281,137.39453,130.23047,637.7656,10
3200.953,418,55.77889,4352,7,1.738281,137.39453,131.02344,636.9727,10
3200.953,418,57.25191,4352,12,1.738281,137.39453,128.70312,639.293,10
3200.969,418,57.58355,4352,8,1.738281,137.39453,126.49219,641.5039,10
3200.953,417,58.59375,4352,7,1.738281,137.39453,129.24609,638.75,10
3200.953,417,59.38303,4352,6,1.753906,137.37891,126.70312,641.293,10
3200.953,417,57.47423,4384,8,1.753906,137.40234,126.37891,641.5938,10
3200.953,417,66.31854,4384,9,1.753906,137.40234,130.43359,637.5391,10
3200.953,417,60.15228,4384,6,1.753906,137.40234,132.5,635.4727,10
3200.953,417,61.19792,4384,3,1.753906,137.40234,129.95703,638.0156,10
3200.969,417,60.86957,4384,9,1.753906,137.40234,129.49219,638.4805,10
3200.969,417,55.55556,4384,6,1.753906,137.40234,128.61719,639.3555,10
3201.168,417,64.70588,4384,7,1.753906,137.40234,127.30469,640.668,10
3201.184,417,59.74684,4384,8,1.753906,137.40234,126.70312,641.2695,10
3201.184,417,64.08269,4384,7,1.753906,137.40234,126.60547,641.3672,10
3201.184,417,61.69666,4384,4,1.753906,137.40234,125.76172,642.2109,10
3201.168,417,58.71795,4384,7,1.753906,137.40234,129.8125,638.1602,10
3200.953,417,61.36364,4384,7,1.753906,137.40234,131.28125,636.6914,10
3200.953,417,59.84456,4384,5,1.753906,137.40234,128.98438,638.9883,10
3200.953,417,58.26972,4384,5,1.753906,137.40234,126.91016,641.0625,10
3200.953,417,64.03061,4384,6,1.753906,137.40234,134.07422,633.8984,10
3200.953,417,55.72917,4384,5,1.753906,137.40234,131.54688,636.4258,10
3200.953,417,66.24365,4384,6,1.753906,137.40234,129.07422,638.8984,10
3200.969,417,57.66234,4384,10,1.753906,137.40234,127.98047,639.9922,10
3200.953,417,52.05128,4384,5,1.753906,137.40234,127.76172,640.2109,10
3200.969,417,69.56522,4384,6,1.7617189999999998,137.40234,131.63281,636.332,10
3200.969,417,56.2341,4384,7,1.7617189999999998,137.40234,130.5,637.4648,10
3200.953,417,54.45293,4384,8,1.7617189999999998,137.40234,128.37109,639.5938,10
3200.953,417,58.91473,4384,4,1.7617189999999998,137.40234,126.75781,641.207,10
3200.953,417,56.67506,4384,6,1.7617189999999998,137.40234,124.96484,643.0,10
3200.953,417,54.52261,4384,9,1.7617189999999998,137.40234,123.87109,644.0938,10
3200.969,417,56.70886,4384,3,1.7617189999999998,137.40234,132.45312,635.5117,10
3200.969,417,60.70529,4384,11,1.7617189999999998,137.40234,133.625,634.3398,10
3200.969,417,60.46512,4384,10,1.7617189999999998,137.40234,131.38281,636.582,10
3200.953,417,57.90816,4384,4,1.7617189999999998,137.40234,129.09766,638.8672,10
3200.953,417,71.09974,4384,8,1.7617189999999998,137.40234,126.50391,641.4609,10
3200.953,417,76.38191,4384,13,1.7617189999999998,137.40234,127.73828,640.2266,10
3200.953,417,71.79487,4384,11,1.769531,137.40234,130.86328,637.0938,10
3200.953,417,76.20253,4384,9,1.769531,137.40234,126.98438,640.9727,10
3200.953,417,72.44898,4384,17,1.769531,137.40234,128.40625,639.5508,10
3200.953,417,71.9697,4384,18,1.769531,137.40234,126.84766,641.1094,10
3200.953,417,72.19388,4384,7,1.769531,137.40234,128.85938,639.0977,10
3200.953,417,72.47475,4384,18,1.769531,137.40234,129.21094,638.7461,10
3200.953,417,70.99237,4384,13,1.769531,137.40234,132.57031,635.3867,10
3200.953,417,71.64557,4384,7,1.769531,137.40234,129.75391,638.2031,10
3200.953,417,69.23077,4384,7,1.769531,137.40234,127.97656,639.9805,10
3200.953,417,70.22901,4384,14,1.769531,137.40234,130.16797,637.7891,10
3200.953,417,67.43003,4384,13,1.769531,137.40234,128.28125,639.6758,10
3200.953,417,70.81218,4384,6,1.769531,137.40234,125.60156,642.3555,10
3200.953,417,67.09512,4384,11,1.769531,137.40234,128.44141,639.5156,10
3200.953,417,71.82741,4384,14,1.769531,137.40234,127.18359,640.7734,10
3200.953,417,72.91139,4384,7,1.769531,137.40234,128.82031,639.1367,10
3200.953,417,68.38046,4384,8,1.769531,137.40234,130.58594,637.3711,10
3200.953,417,69.05371,4384,12,1.769531,137.40234,128.85156,639.1055,10
3200.953,417,71.03275,4384,10,1.769531,137.40234,134.48828,633.4688,10
3200.953,417,70.91837,4384,13,1.769531,137.40234,131.50781,636.4492,10
3200.953,417,72.36181,4384,9,1.769531,137.40234,128.80078,639.1562,10
3200.953,417,72.58883,4384,17,1.769531,137.40234,130.66797,637.2891,10
3200.953,417,69.03553,4384,11,1.769531,137.40234,126.97656,640.9805,10
3200.953,417,68.60759,4384,13,1.769531,137.40234,131.93359,636.0234,10
3200.953,417,61.75,4384,16,1.769531,137.40234,129.22656,638.7305,10
3200.953,417,59.45274,4384,11,1.7773439999999998,137.40234,125.60156,642.3477,10
3200.953,417,68.79795,4384,10,1.7773439999999998,137.40234,128.25781,639.6914,10
3200.953,417,71.3198,4384,10,1.7773439999999998,137.40234,125.65625,642.293,10
3200.953,417,70.30457,4384,11,1.7773439999999998,137.40234,126.9375,641.0117,10
3200.953,417,74.61929,4384,9,1.7773439999999998,137.40234,128.84375,639.1055,10
3200.953,417,74.10256,4384,8,1.7773439999999998,137.40234,131.22266,636.7266,10
3200.953,417,69.13265,4384,6,1.7773439999999998,137.40234,129.63672,638.3125,10
3200.953,418,74.17722,4384,7,1.7773439999999998,137.40234,127.61328,640.3359,10
3200.953,418,72.1519,4384,11,1.7773439999999998,137.40234,128.48828,639.4609,10
3200.953,418,70.40816,4384,7,1.7773439999999998,137.40234,125.80859,642.1406,10
