,0,1
0,1732267525,1646
1,1732267526,1645
2,1732267527,1646
3,1732267528,1645
4,1732267529,1645
5,1732267530,1646
6,1732267531,1645
7,1732267532,1646
8,1732267533,1645
9,1732267534,1645
10,1732267535,1646
11,1732267536,1645
12,1732267537,1645
13,1732267538,1645
14,1732267539,1645
15,1732267540,1646
16,1732267541,1645
17,1732267542,1645
18,1732267543,1646
19,1732267544,1645
20,1732267545,1646
21,1732267546,1645
22,1732267547,1645
23,1732267548,1647
24,1732267549,1646
25,1732267550,1647
26,1732267551,1646
27,1732267552,1653
28,1732267553,1647
29,1732267554,1646
30,1732267555,1647
31,1732267556,1646
32,1732267557,1646
33,1732267558,1647
34,1732267559,1646
35,1732267560,1646
36,1732267561,1646
37,1732267562,1646
38,1732267563,1647
39,1732267564,1645
40,1732267565,1645
41,1732267566,1645
42,1732267567,1644
43,1732267568,1645
44,1732267569,1644
45,1732267570,1645
46,1732267571,1646
47,1732267572,1645
48,1732267573,1646
49,1732267574,1645
50,1732267575,1645
51,1732267576,1646
52,1732267577,1645
53,1732267578,1638
54,1732267579,1639
55,1732267580,1638
56,1732267581,1639
57,1732267582,1637
58,1732267583,1638
59,1732267584,1637
60,1732267585,1636
61,1732267586,1636
62,1732267587,1635
63,1732267588,1635
64,1732267589,1636
65,1732267590,1636
66,1732267591,1637
67,1732267592,1636
68,1732267593,1636
69,1732267594,1636
70,1732267595,1636
71,1732267596,1638
72,1732267597,1637
73,1732267598,1637
74,1732267599,1637
75,1732267600,1637
76,1732267601,1638
77,1732267602,1637
78,1732267603,1637
79,1732267604,1639
80,1732267605,1639
81,1732267606,1643
82,1732267607,1639
83,1732267608,1639
84,1732267609,1640
85,1732267610,1639
86,1732267611,1640
87,1732267612,1639
88,1732267613,1640
89,1732267614,1642
90,1732267615,1641
91,1732267616,1642
92,1732267617,1641
93,1732267618,1641
94,1732267619,1641
95,1732267620,1639
96,1732267621,1640
97,1732267622,1639
98,1732267623,1639
99,1732267624,1639
100,1732267625,1638
101,1732267626,1639
102,1732267627,1639
103,1732267628,1639
104,1732267629,1640
105,1732267630,1639
106,1732267631,1639
107,1732267632,1640
108,1732267633,1640
109,1732267634,1641
110,1732267635,1640
111,1732267636,1639
112,1732267637,1639
113,1732267638,1639
114,1732267639,1640
115,1732267640,1639
116,1732267641,1639
117,1732267642,1642
118,1732267643,1639
119,1732267644,1640
120,1732267645,1639
121,1732267646,1639
122,1732267647,1640
123,1732267648,1639
124,1732267649,1640
125,1732267650,1642
126,1732267651,1641
127,1732267652,1642
128,1732267653,1641
129,1732267654,1640
130,1732267655,1639
131,1732267656,1639
132,1732267657,1639
133,1732267658,1639
134,1732267659,1639
135,1732267660,1639
136,1732267661,1639
137,1732267662,1638
138,1732267663,1638
139,1732267664,1641
140,1732267665,1650
141,1732267666,1650
142,1732267667,1651
143,1732267668,1650
144,1732267669,1650
145,1732267670,1647
146,1732267671,1647
147,1732267672,1649
148,1732267673,1648
149,1732267674,1653
150,1732267675,1648
151,1732267676,1647
152,1732267677,1648
153,1732267678,1647
154,1732267679,1648
155,1732267680,1647
156,1732267681,1646
157,1732267682,1646
158,1732267683,1646
159,1732267684,1647
160,1732267685,1648
161,1732267686,1647
162,1732267687,1647
163,1732267688,1648
164,1732267689,1648
165,1732267690,1649
166,1732267691,1647
167,1732267692,1647
168,1732267693,1647
169,1732267694,1647
170,1732267695,1641
171,1732267696,1640
172,1732267697,1640
173,1732267698,1640
174,1732267699,1640
175,1732267700,1641
176,1732267701,1640
177,1732267702,1641
178,1732267703,1642
179,1732267704,1641
180,1732267705,1647
181,1732267706,1640
182,1732267707,1640
183,1732267708,1641
184,1732267709,1640
185,1732267710,1642
186,1732267711,1642
187,1732267712,1642
188,1732267713,1646
189,1732267714,1642
190,1732267715,1642
191,1732267716,1642
192,1732267717,1642
193,1732267718,1643
194,1732267719,1642
195,1732267720,1642
196,1732267721,1642
197,1732267722,1642
198,1732267723,1643
199,1732267724,1643
200,1732267725,1642
201,1732267726,1642
202,1732267727,1641
203,1732267728,1642
204,1732267729,1641
205,1732267730,1641
206,1732267731,1643
207,1732267732,1642
208,1732267733,1643
209,1732267734,1642
210,1732267735,1642
211,1732267736,1644
212,1732267737,1642
213,1732267738,1643
214,1732267739,1642
215,1732267740,1642
216,1732267741,1642
217,1732267742,1643
218,1732267743,1646
219,1732267744,1646
220,1732267745,1649
221,1732267746,1649
222,1732267747,1648
223,1732267748,1655
224,1732267749,1657
225,1732267750,1657
226,1732267751,1658
