object_detection_rpi_mem.committed_Committed_AS,object_detection_rpi_system.active_processes_active,object_detection_rpi_system.cpu_user,object_detection_rpi_system.file_nr_used_used,object_detection_rpi_system.processes_running,object_detection_rpi_system.ram_buffers,object_detection_rpi_system.ram_cached,object_detection_rpi_system.ram_free,object_detection_rpi_system.ram_used,Target
3116.992,426,63.03797,4352,8,4.597656,204.5273,188.1953,509.8086,0
3116.992,426,58.73418,4352,9,4.597656,204.5273,186.5703,511.4336,0
3116.992,425,60.45918,4352,13,4.597656,204.5273,185.6953,512.3086,0
3116.992,425,60.05025,4352,8,4.597656,204.5273,190.4492,507.5547,0
3116.992,425,62.59542,4352,8,4.597656,204.5273,187.8945,510.1094,0
3116.992,425,60.91371,4352,10,4.597656,204.5273,186.5391,511.4648,0
3116.992,425,59.44584,4352,12,4.597656,204.5273,190.6719,507.332,0
3116.992,425,60.35354,4352,14,4.597656,204.5273,188.3203,509.6836,0
3116.992,425,59.94962,4352,6,4.597656,204.5273,186.9141,511.0898,0
3116.992,425,62.31156,4352,9,4.605469,204.5195,186.0117,511.9922,0
3116.992,425,61.25,4352,6,4.605469,204.5273,184.6445,513.3516,0
3116.992,425,59.95025,4352,13,4.605469,204.5273,183.2266,514.7695,0
3116.992,425,62.0603,4352,8,4.605469,204.5273,182.5703,515.4258,0
3116.992,425,54.05405,4352,9,4.605469,204.5273,181.6719,516.3242,0
3116.992,425,51.73267,4352,8,4.605469,204.5273,182.6758,515.3203,0
3116.992,425,54.0201,4352,8,4.605469,204.5273,181.3438,516.6523,0
3116.992,425,57.06941,4352,5,4.605469,204.5273,184.3906,513.6055,0
3116.992,425,60.62992,4352,8,4.605469,204.5273,183.7344,514.2617,0
3116.992,425,60.4712,4352,14,4.605469,204.5273,182.3672,515.6289,0
3116.992,425,60.56701,4352,10,4.605469,204.5273,181.4648,516.5312,0
3116.992,425,61.53846,4352,9,4.605469,204.5273,181.4648,516.5312,0
3116.992,425,64.10256,4352,8,4.605469,204.5273,178.9492,519.0469,0
3116.992,425,60.35354,4352,9,4.605469,204.5273,178.2656,519.7305,0
3116.992,425,58.09769,4352,7,4.605469,204.5273,181.5859,516.4102,0
3116.992,425,60.61381,4352,7,4.613281,204.5273,181.1914,516.7969,0
3116.992,425,64.26735,4352,12,4.613281,204.5273,183.9258,514.0625,0
3116.992,425,62.5323,4352,7,4.613281,204.5273,184.2578,513.7305,0
3116.992,425,61.34021,4352,8,4.613281,204.5273,188.1953,509.793,0
3116.992,425,59.44584,4352,9,4.613281,204.5273,186.8398,511.1484,0
3116.992,425,59.75,4352,9,4.613281,204.5273,184.4883,513.5,0
3116.992,425,62.08651,4352,10,4.613281,204.5273,188.4531,509.5352,0
3116.992,425,63.77551,4352,10,4.613281,204.5273,187.0859,510.9023,0
3116.992,425,60.20408,4352,7,4.613281,204.5273,185.457,512.5312,0
3116.992,425,59.89848,4352,6,4.613281,204.5273,184.2812,513.707,0
3116.992,425,60.85859,4352,10,4.613281,204.5273,183.5977,514.3906,0
3116.992,425,61.26582,4352,9,4.628906,204.5273,182.6953,515.2773,0
3116.992,425,60.81425,4352,7,4.628906,204.5273,181.7969,516.1758,0
3116.992,425,64.2132,4352,11,4.628906,204.5273,181.3555,516.6172,0
3116.992,425,60.40609,4352,7,4.628906,204.5273,184.8672,513.1055,0
3116.992,425,62.75,4352,7,4.628906,204.5273,183.2617,514.7109,0
3116.992,425,60.70529,4352,8,4.628906,204.5273,182.2188,515.7539,0
3116.992,425,61.90476,4352,7,4.628906,204.5273,181.3438,516.6289,0
3116.992,425,58.75,4352,11,4.628906,204.5273,181.1719,516.8008,0
3116.992,425,57.14286,4352,11,4.628906,204.5273,189.2578,508.7148,0
3116.992,425,51.58924,4352,8,4.628906,204.5273,186.7578,511.2148,0
3116.992,425,47.0,4352,9,4.628906,204.5273,184.4492,513.5234,0
3116.992,425,52.5641,4352,4,4.628906,204.5273,185.9844,511.9883,0
3116.992,425,63.68286,4352,4,4.628906,204.5273,183.6602,514.3125,0
3116.992,425,61.49871,4352,8,4.628906,204.5273,180.3359,517.6367,0
3116.992,425,61.95373,4352,3,4.628906,204.5273,183.8828,514.0898,0
3116.992,425,62.6943,4352,4,4.628906,204.5273,187.2266,510.7461,0
3116.992,425,60.05222,4352,5,4.628906,204.5273,184.9805,512.9922,0
3116.992,425,58.7013,4352,7,4.628906,204.5273,183.8633,514.1094,0
3116.992,425,60.76923,4352,6,4.628906,204.5273,187.7656,510.207,0
3116.992,425,57.98969,4352,3,4.628906,204.5273,186.1523,511.8203,0
3116.992,425,60.56701,4352,9,4.628906,204.5273,186.2812,511.6914,0
3116.992,425,58.09769,4352,3,4.628906,204.5273,184.7227,513.25,0
3116.992,424,58.61183,4352,3,4.628906,204.5273,183.6289,514.3438,0
3116.992,424,64.10256,4352,3,4.628906,204.5273,182.7539,515.2188,0
3116.992,424,63.70558,4352,9,4.628906,204.5273,182.125,515.8477,0
3116.992,424,61.42132,4352,8,4.628906,204.5273,181.0039,516.9688,0
3116.992,424,62.46851,4352,4,4.636719,204.5273,180.6484,517.3164,0
3116.992,424,61.59794,4352,5,4.636719,204.5273,183.6016,514.3633,0
3116.992,424,56.67506,4352,5,4.636719,204.5273,183.6523,514.3125,0
3116.992,424,60.60606,4352,7,4.636719,204.5273,181.5195,516.4453,0
3116.992,424,61.90476,4352,4,4.636719,204.5273,181.8125,516.1523,0
3116.992,424,61.89258,4352,3,4.636719,204.5273,186.7266,511.2383,0
3116.992,424,57.17822,4352,5,4.644531,204.5273,185.8555,512.1016,0
3116.992,424,59.34343,4352,12,4.644531,204.5273,184.2734,513.6836,0
3116.992,424,62.09476,4352,7,4.644531,204.5273,182.6094,515.3477,0
3116.992,424,63.0102,4352,4,4.644531,204.5273,188.5391,509.418,0
3116.992,424,61.30653,4352,3,4.644531,204.5273,188.4531,509.5039,0
3116.992,424,62.15539,4352,4,4.644531,204.5273,187.1133,510.8438,0
3116.992,424,59.04523,4352,5,4.644531,204.5273,184.4219,513.5352,0
3116.992,424,58.08824,4352,6,4.644531,204.5273,183.7891,514.168,0
3116.992,424,53.39806,4352,6,4.644531,204.5273,182.9141,515.043,0
3116.992,424,53.0,4352,4,4.644531,204.5273,181.5195,516.4375,0
3116.992,424,56.80628,4352,6,4.644531,204.5273,191.5742,506.3828,0
3116.992,424,61.45833,4352,4,4.644531,204.5273,188.3828,509.5742,0
3116.992,424,61.2987,4352,3,4.652344,204.5273,186.5508,511.3984,0
3116.992,424,62.37113,4352,3,4.652344,204.5273,185.1836,512.7656,0
3116.992,423,60.82474,4352,4,4.652344,204.5273,184.9414,513.0078,0
3116.992,423,59.53003,4352,6,4.652344,204.5273,184.75,513.1992,0
3116.992,423,61.18252,4352,4,4.652344,204.5273,182.207,515.7422,0
3116.992,423,61.9171,4352,8,4.652344,204.5273,182.8086,515.1406,0
3117.996,423,60.30534,4352,15,4.652344,204.5273,181.9062,516.043,0
3117.996,423,58.90052,4352,7,4.652344,204.5273,180.7031,517.2461,0
3116.992,423,58.76289,4352,7,4.652344,204.5273,183.918,514.0312,0
3116.992,423,64.78149,4352,5,4.652344,204.5273,182.5391,515.4102,0
3116.992,423,62.0155,4352,6,4.652344,204.5273,181.9141,516.0352,0
3116.992,424,60.36269,4352,5,4.652344,204.5273,181.5078,516.4414,0
3116.992,424,63.75321,4352,4,4.652344,204.5273,185.6328,512.3164,0
3116.992,424,62.27848,4352,5,4.652344,204.5273,182.8594,515.0898,0
3116.992,424,58.20513,4352,5,4.652344,204.5273,181.875,516.0742,0
3116.992,424,59.43878,4320,3,4.652344,204.5273,184.7422,513.207,0
3116.992,424,60.45918,4320,13,4.652344,204.5273,183.1875,514.7617,0
3116.992,424,56.17128,4352,12,4.660156,204.5273,185.3828,512.5586,0
3116.992,424,60.50633,4352,9,4.660156,204.5273,184.2617,513.6797,0
3116.992,424,61.55779,4352,3,4.660156,204.5273,182.6758,515.2656,0
3116.992,424,62.53165,4352,7,4.660156,204.5273,182.2969,515.6445,0
3116.992,424,60.95718,4352,6,4.660156,204.5273,185.1914,512.75,0
3116.992,424,58.26972,4352,11,4.660156,204.5273,183.793,514.1484,0
3116.992,424,57.60599,4352,8,4.660156,204.5273,182.6758,515.2656,0
3116.992,424,56.54321,4352,5,4.660156,204.5273,182.4844,515.457,0
3116.992,424,54.83871,4352,6,4.660156,204.5273,185.8008,512.1406,0
3116.992,424,49.38272,4352,7,4.660156,204.5273,183.7031,514.2383,0
3117.008,424,49.62779,4352,8,4.660156,204.5273,183.0781,514.8633,0
3116.992,424,55.87467,4352,7,4.660156,204.5273,186.1719,511.7695,0
3116.992,424,61.49871,4352,7,4.660156,204.5273,185.0781,512.8633,0
3116.992,424,61.08247,4352,12,4.660156,204.5273,183.4648,514.4766,0
3116.992,424,63.08901,4352,8,4.660156,204.5273,183.0273,514.9141,0
3116.992,424,61.03896,4352,11,4.660156,204.5273,182.8398,515.1016,0
3116.992,424,61.63683,4320,6,4.660156,204.5273,182.6484,515.293,0
3116.992,424,58.80829,4320,4,4.660156,204.5273,186.1367,511.8047,0
3116.992,424,63.52041,4320,13,4.660156,204.5273,184.5625,513.3789,0
3116.992,424,59.94898,4320,9,4.660156,204.5273,183.582,514.3594,0
3116.992,424,62.2108,4320,5,4.660156,204.5273,186.7891,511.1523,0
3116.992,424,60.81425,4320,6,4.660156,204.5273,184.9297,513.0117,0
3116.992,424,59.12596,4320,5,4.660156,204.5273,184.3203,513.6211,0
3116.992,424,61.95373,4320,9,4.660156,204.5273,182.4414,515.5,0
3116.992,424,60.71429,4320,15,4.660156,204.5273,185.8242,512.1172,0
3116.992,424,63.14433,4320,4,4.660156,204.5273,184.0469,513.8945,0
3116.992,424,56.2341,4320,5,4.660156,204.5273,183.1562,514.7852,0
3116.992,424,61.16751,4320,12,4.660156,204.5273,182.2266,515.7148,0
3116.992,424,63.10433,4320,4,4.660156,204.5273,187.793,510.1484,0
3116.992,424,64.37659,4320,11,4.660156,204.5273,185.9219,512.0195,0
3116.992,424,60.66838,4320,13,4.667969,204.5195,184.0391,513.9023,0
3116.992,424,60.05025,4352,6,4.667969,204.5273,186.3398,511.5938,0
3116.992,424,61.01266,4352,9,4.667969,204.5273,184.7656,513.168,0
3116.992,424,60.60606,4352,5,4.667969,204.5273,182.9062,515.0273,0
3116.992,424,59.94962,4352,8,4.667969,204.5273,182.4688,515.4648,0
3116.992,423,60.89109,4352,13,4.667969,204.5273,181.0859,516.8477,0
3116.992,423,60.05025,4352,6,4.667969,204.5273,179.7461,518.1875,0
3116.992,423,61.0,4352,14,4.667969,204.5273,183.0625,514.8711,0
3116.992,423,55.77889,4352,7,4.683594,204.5273,181.2109,516.707,0
3116.992,423,55.17241,4352,16,4.683594,204.5273,185.3711,512.5469,0
3116.992,423,49.75,4352,10,4.683594,204.5273,183.5508,514.3672,0
3116.992,423,57.17949,4352,8,4.683594,204.5273,182.6211,515.2969,0
3116.992,423,58.07292,4352,4,4.683594,204.5273,180.9531,516.9648,0
3116.992,423,61.6188,4352,10,4.683594,204.5273,180.8203,517.0977,0
3116.992,423,60.88083,4352,10,4.683594,204.5273,180.1641,517.7539,0
3116.992,423,60.26316,4352,6,4.683594,204.5273,183.8281,514.0898,0
3116.992,423,58.05627,4352,13,4.683594,204.5273,188.0312,509.8867,0
3116.992,423,59.27835,4352,11,4.683594,204.5273,186.4492,511.4688,0
3116.992,423,61.69666,4352,14,4.683594,204.5273,185.0391,512.8789,0
3116.992,422,61.97917,4352,8,4.683594,204.5273,183.6328,514.2852,0
3116.992,422,57.73196,4352,9,4.683594,204.5273,182.2383,515.6797,0
3116.992,422,59.33504,4352,7,4.683594,204.5273,182.3477,515.5703,0
3116.992,423,62.37113,4352,8,4.683594,204.5273,180.9805,516.9375,0
3116.992,423,60.10101,4352,8,4.691406,204.5195,179.6133,518.3047,0
3116.992,423,60.62176,4352,15,4.691406,204.5273,181.125,516.7852,0
3116.992,423,59.59079,4352,10,4.691406,204.5273,183.6719,514.2383,0
3116.992,423,63.0491,4352,9,4.691406,204.5273,186.3438,511.5664,0
3116.992,423,59.03308,4352,14,4.691406,204.5273,188.3203,509.5898,0
3116.992,424,58.26972,4352,10,4.691406,204.5273,187.418,510.4922,0
3116.992,424,59.79899,4352,9,4.691406,204.5273,186.7344,511.1758,0
3116.992,424,63.68159,4352,8,4.691406,204.5273,186.0234,511.8867,0
3116.992,423,60.05089,4352,8,4.691406,204.5273,191.0,506.9102,0
3116.992,423,60.95718,4352,8,4.691406,204.5273,189.5781,508.332,0
3116.992,423,59.5,4352,14,4.691406,204.5273,189.7305,508.1797,0
3116.992,423,59.44584,4352,8,4.691406,204.5273,189.0508,508.8594,0
3116.992,423,62.31156,4352,10,4.691406,204.5273,186.957,510.9531,0
3116.992,423,59.79899,4352,10,4.691406,204.5273,185.5391,512.3711,0
3116.992,423,58.79397,4352,7,4.691406,204.5273,184.6094,513.3008,0
3116.992,423,59.25926,4352,6,4.691406,204.5273,186.582,511.3281,0
3116.992,423,53.59801,4320,5,4.691406,204.5273,184.7617,513.1484,0
3116.992,423,53.46535,4320,15,4.691406,204.5273,183.5859,514.3242,0
3116.992,423,56.06061,4320,9,4.691406,204.5273,182.2461,515.6641,0
3116.992,423,62.40209,4320,7,4.691406,204.5273,181.5391,516.3711,0
3116.992,423,60.88083,4320,11,4.691406,204.5273,186.2031,511.707,0
3116.992,423,61.95373,4320,6,4.691406,204.5273,184.0703,513.8398,0
3116.992,423,59.26893,4320,8,4.691406,204.5273,182.7422,515.168,0
3116.992,423,59.74026,4320,5,4.691406,204.5273,182.0859,515.8242,0
3116.992,423,61.18252,4320,7,4.691406,204.5273,180.7461,517.1641,0
3116.992,423,61.9898,4352,4,4.691406,204.5273,180.1211,517.7891,0
3116.992,423,60.82474,4352,10,4.691406,204.7227,182.6836,515.0312,0
3116.992,423,60.66838,4352,5,4.691406,204.7539,182.0273,515.6562,0
3116.992,423,60.71429,4352,3,4.691406,204.7539,186.5742,511.1094,0
3116.992,423,62.46787,4352,4,4.691406,204.7539,185.207,512.4766,0
3116.992,423,60.25316,4352,4,4.691406,204.7539,183.4141,514.2695,0
3116.992,423,61.40351,4352,3,4.691406,204.7539,182.5391,515.1445,0
3116.992,423,62.34097,4352,12,4.699219,204.7461,182.9258,514.7578,0
3116.992,423,55.78406,4352,5,4.699219,204.7539,182.0234,515.6523,0
3116.992,423,60.20408,4352,3,4.699219,204.7539,185.9727,511.7031,0
3116.992,423,58.88325,4352,5,4.699219,204.7539,184.8242,512.8516,0
3116.992,423,61.90476,4352,3,4.699219,204.7539,188.4609,509.2148,0
3116.992,423,60.86957,4352,5,4.699219,204.7539,185.9023,511.7734,0
3116.992,423,59.43878,4352,13,4.699219,204.7539,185.2305,512.4453,0
3116.992,423,60.60606,4352,6,4.699219,204.7539,184.5586,513.1172,0
3116.992,423,64.23174,4352,6,4.699219,204.7539,184.1445,513.5312,0
3116.992,423,62.0603,4352,9,4.699219,204.7539,188.0586,509.6172,0
3116.992,423,61.32316,4352,11,4.699219,204.7539,186.9414,510.7344,0
3118.117,423,60.96939,4352,9,4.699219,204.7539,185.3672,512.3086,0
3116.992,425,61.69154,4352,14,4.699219,204.7539,183.2617,514.4141,0
3116.992,423,58.70647,4352,11,4.699219,204.7539,182.1172,515.5586,0
3116.992,423,54.9505,4352,13,4.714844,204.7383,182.3906,515.2852,0
3116.992,423,49.87654,4352,4,4.714844,204.7539,181.543,516.1172,0
3116.992,423,54.79798,4352,10,4.714844,204.7539,185.4453,512.2148,0
3116.992,423,56.47668,4352,12,4.714844,204.7539,187.4336,510.2266,0
3116.992,423,62.0155,4352,6,4.714844,204.7539,186.1055,511.5547,0
3116.992,423,62.0155,4352,4,4.714844,204.7539,184.7656,512.8945,0
3116.992,423,61.63683,4352,3,4.714844,204.7539,183.6445,514.0156,0
3116.992,423,64.59948,4352,7,4.714844,204.7539,182.5234,515.1367,0
3116.992,423,61.49871,4352,4,4.714844,204.7539,182.0859,515.5742,0
3116.992,423,61.39896,4352,10,4.714844,204.7539,182.0664,515.5938,0
3116.992,423,63.35878,4352,8,4.714844,204.7539,186.2461,511.4141,0
3116.992,423,60.25641,4352,12,4.714844,204.7539,184.3594,513.3008,0
3116.992,423,60.20672,4352,5,4.714844,204.7539,183.7031,513.957,0
3116.992,423,60.25641,4352,3,4.714844,204.7539,182.8281,514.832,0
3116.992,423,60.46512,4352,8,4.714844,204.7539,181.4609,516.1992,0
3116.992,423,62.59542,4352,5,4.714844,204.7539,183.5039,514.1562,0
3116.992,423,60.56701,4352,5,4.714844,204.7539,181.6914,515.9688,0
3116.992,423,59.28753,4352,7,4.714844,204.7539,179.8633,517.7969,0
3116.992,423,61.79487,4352,17,4.714844,204.7539,183.5586,514.1016,0
3116.992,423,60.50633,4352,3,4.714844,204.7539,182.1914,515.4688,0
3116.992,423,62.72494,4352,4,4.714844,204.7539,186.1953,511.4648,0
3116.992,423,61.43959,4352,6,4.714844,204.7539,185.293,512.3672,0
3116.992,423,58.29146,4352,5,4.714844,204.7539,189.4766,508.1836,0
3116.992,423,62.7204,4352,3,4.722656,204.7539,186.6953,510.957,0
3116.992,423,60.50633,4352,8,4.722656,204.7539,185.5742,512.0781,0
3116.992,423,59.69773,4352,6,4.722656,204.7539,184.4258,513.2266,0
3116.992,424,61.30653,4352,14,4.722656,204.7539,188.5391,509.1133,0
3116.992,424,58.66337,4352,6,4.722656,204.7539,186.4336,511.2188,0
3116.992,424,60.30151,4320,6,4.722656,204.7539,184.5742,513.0781,0
3116.992,424,58.867,4320,9,4.722656,204.7539,183.4805,514.1719,0
3117.008,424,52.21675,4320,10,4.722656,204.7539,186.3008,511.3516,0
3116.992,424,54.41176,4320,4,4.722656,204.7539,185.6172,512.0352,0
3116.992,424,55.75,4320,6,4.722656,204.7539,183.4883,514.1641,0
3116.992,424,58.96104,4320,5,4.722656,204.7539,182.5859,515.0664,0
3116.992,424,63.33333,4320,8,4.722656,204.7539,186.0625,511.5898,0
3116.992,424,61.71875,4320,5,4.722656,204.7539,183.7539,513.8984,0
3116.992,424,62.8866,4320,4,4.722656,204.7539,182.8789,514.7734,0
3116.992,424,60.62176,4320,6,4.722656,204.7539,187.0859,510.5664,0
3116.992,424,60.45918,4320,13,4.722656,204.7539,190.1133,507.5391,0
3116.992,424,59.48052,4320,4,4.722656,204.7539,186.707,510.9453,0
3116.992,424,63.65979,4320,8,4.722656,204.7539,190.1016,507.5508,0
3116.992,424,58.71795,4320,5,4.722656,204.7539,187.2578,510.3945,0
3116.992,424,60.25641,4352,8,4.722656,204.7539,184.9492,512.7031,0
3116.992,424,57.4359,4352,6,4.722656,204.7539,183.8047,513.8477,0
3116.992,424,58.13953,4352,4,4.722656,204.7539,188.2148,509.4375,0
3116.992,424,62.84987,4352,4,4.722656,204.7539,186.5781,511.0742,0
3116.992,424,60.71429,4352,7,4.722656,204.7539,188.2812,509.3711,0
3116.992,424,60.41131,4352,3,4.722656,204.7539,186.4531,511.1992,0
3116.992,424,57.50636,4352,5,4.722656,204.7539,184.5977,513.0547,0
3116.992,424,61.46096,4352,9,4.722656,204.7539,185.2148,512.4375,0
3116.992,424,61.96474,4352,7,4.722656,204.7539,188.8828,508.7695,0
3116.992,424,59.89975,4352,7,4.722656,204.7539,187.2422,510.4102,0
3116.992,424,58.20513,4352,7,4.722656,204.7539,185.1211,512.5312,0
3116.992,424,58.98734,4352,5,4.722656,204.7539,183.7539,513.8984,0
3116.992,424,62.87879,4352,8,4.722656,204.7539,186.4727,511.1797,0
3116.992,424,62.25,4352,3,4.722656,204.7539,185.1328,512.5195,0
3116.992,424,62.0603,4352,9,4.722656,204.7539,184.2266,513.4258,0
3116.992,424,62.03474,4352,6,4.722656,204.7539,182.8906,514.7617,0
3116.992,424,62.34414,4352,12,4.722656,204.7539,181.2773,516.375,0
3116.992,424,55.66502,4352,5,4.722656,204.7539,184.4688,513.1836,0
3116.992,424,55.63725,4352,13,4.730469,204.7539,187.7461,509.8984,0
3116.992,424,54.63415,4352,7,4.730469,204.7539,186.8438,510.8008,0
3116.992,424,50.24876,4352,15,4.730469,204.7539,184.7656,512.8789,0
3116.992,424,52.9563,4352,10,4.730469,204.7539,184.3789,513.2656,0
3116.992,424,64.49086,4352,11,4.730469,204.7539,183.5352,514.1094,0
3116.992,424,63.18538,4352,6,4.730469,204.7539,183.3008,514.3438,0
3116.992,424,63.0491,4352,5,4.730469,204.7539,186.7227,510.9219,0
3116.992,424,60.46512,4384,13,4.730469,204.7539,185.5859,512.0586,0
3116.992,424,58.91473,4384,11,4.730469,204.7539,184.168,513.4766,0
3116.992,424,63.4715,4384,9,4.730469,204.7539,187.3984,510.2461,0
3116.992,424,61.49871,4384,10,4.730469,204.7539,185.0781,512.5664,0
3116.992,424,58.48564,4384,6,4.730469,204.7539,183.4922,514.1523,0
3116.992,424,60.71429,4384,8,4.730469,204.7539,182.3711,515.2734,0
3116.992,424,62.14834,4384,8,4.730469,204.7539,181.6641,515.9805,0
3116.992,424,59.6401,4384,7,4.730469,204.7539,186.9141,510.7305,0
3116.992,424,61.12532,4384,7,4.730469,204.7539,185.7773,511.8672,0
3116.992,424,59.64467,4384,9,4.730469,204.7539,184.3555,513.2891,0
3116.992,424,60.0,4384,7,4.730469,204.7539,183.8672,513.7773,0
3116.992,424,61.63683,4384,14,4.730469,204.7539,182.3086,515.3359,0
3116.992,424,62.84987,4384,11,4.730469,204.7539,180.4219,517.2227,0
3116.992,424,56.59898,4384,12,4.730469,204.7539,178.6172,519.0273,0
3116.992,424,58.26972,4384,11,4.730469,204.7539,177.6875,519.957,0
3116.992,424,61.38107,4384,12,4.730469,204.7539,176.8398,520.8047,0
3116.992,423,58.94207,4384,10,4.730469,204.7539,182.0781,515.5664,0
3116.992,423,63.5443,4384,7,4.730469,204.7539,186.8086,510.8359,0
3116.992,423,58.79397,4384,9,4.730469,204.7539,184.4414,513.2031,0
3116.992,423,63.31658,4384,17,4.730469,204.7539,184.2812,513.3633,0
3116.992,423,62.02532,4384,12,4.730469,204.7539,181.7383,515.9062,0
3116.992,423,61.65414,4384,11,4.730469,204.7539,179.668,517.9766,0
3116.992,423,60.0,4384,8,4.730469,204.7539,179.2305,518.4141,0
3116.992,423,56.37255,4352,9,4.730469,204.7539,187.5352,510.1094,0
3116.992,423,51.74129,4352,7,4.730469,204.7539,184.2812,513.3633,0
3116.992,423,46.42857,4352,8,4.730469,204.7539,181.7109,515.9336,0
3116.992,423,51.6624,4352,8,4.730469,204.7539,185.6797,511.9648,0
3116.992,423,57.18016,4352,8,4.738281,204.7461,183.5898,514.0547,0
3116.992,423,57.32648,4352,6,4.738281,204.7539,181.0234,516.6133,0
3116.992,423,61.7801,4352,8,4.738281,204.7539,184.3281,513.3086,0
3116.992,423,60.15625,4352,17,4.738281,204.7539,181.7891,515.8477,0
3116.992,423,62.0155,4352,10,4.738281,204.7539,185.6602,511.9766,0
3116.992,422,62.98201,4352,11,4.738281,204.7539,188.1406,509.4961,0
3116.992,422,60.62176,4352,7,4.738281,204.7539,186.4844,511.1523,0
3116.992,422,63.84615,4352,10,4.738281,204.75,186.2422,511.3984,0
3116.992,422,61.55844,4352,7,4.738281,204.75,185.7773,511.8633,0
3116.992,422,58.33333,4352,8,4.738281,204.75,184.8867,512.7539,0
3116.992,422,57.25389,4352,7,4.746094,204.7422,184.4219,513.2188,0
3116.992,422,58.54922,4352,6,4.746094,204.75,183.2852,514.3477,0
3116.992,422,62.2108,4352,6,4.746094,204.75,181.9727,515.6602,0
3116.992,422,62.2108,4352,9,4.746094,204.75,186.0352,511.5977,0
3116.992,422,62.1134,4352,8,4.746094,204.75,184.2578,513.375,0
3116.992,422,63.72796,4352,11,4.746094,204.75,182.8359,514.7969,0
3116.992,422,62.37113,4352,11,4.746094,204.75,181.9375,515.6953,0
3116.992,422,59.33504,4352,11,4.746094,204.75,180.7891,516.8438,0
3116.992,422,60.70529,4352,8,4.746094,204.75,178.8516,518.7812,0
3116.992,422,58.35411,4352,8,4.746094,204.75,182.4961,515.1367,0
3116.992,422,62.84987,4352,3,4.746094,204.75,187.0586,510.5742,0
3116.992,422,59.64912,4352,9,4.746094,204.75,186.1289,511.5039,0
3116.992,422,60.40609,4352,5,4.746094,204.75,189.1406,508.4922,0
3116.992,422,59.69773,4352,4,4.746094,204.75,188.2266,509.4062,0
3116.992,422,60.0,4352,4,4.746094,204.75,186.3945,511.2383,0
3116.992,422,61.5,4352,9,4.746094,204.75,184.5625,513.0703,0
3116.992,422,56.75,4352,9,4.746094,204.75,183.9062,513.7266,0
3116.992,422,58.47666,4352,5,4.746094,204.75,182.5703,515.0625,0
3116.992,422,51.22549,4352,8,4.746094,204.75,181.8555,515.7773,0
3116.992,422,52.76382,4352,3,4.746094,204.75,180.0625,517.5703,0
3116.992,422,58.03109,4352,11,4.746094,204.75,184.4922,513.1406,0
3116.992,422,61.55844,4352,10,4.746094,204.75,183.3477,514.2852,0
3116.992,422,62.66319,4352,4,4.746094,204.75,182.1992,515.4336,0
3116.992,422,62.66319,4352,5,4.746094,204.75,185.7617,511.8711,0
3116.992,422,61.53846,4352,19,4.746094,204.75,184.5742,513.0586,0
3116.992,422,59.74026,4352,8,4.746094,204.75,188.9062,508.7266,0
3116.992,422,60.51282,4352,3,4.746094,204.75,187.3086,510.3242,0
3116.992,422,60.20672,4352,3,4.746094,204.75,186.8164,510.8164,0
3116.992,422,58.74674,4352,4,4.746094,204.75,184.4375,513.1953,0
3116.992,422,60.15424,4352,6,4.746094,204.75,182.5781,515.0547,0
3116.992,422,59.59596,4384,7,4.746094,204.75,182.8516,514.7812,0
3116.992,422,64.35897,4352,4,4.746094,204.75,183.125,514.5078,0
3116.992,422,62.62887,4352,3,4.761719,204.7383,183.8867,513.7422,0
3116.992,422,62.69036,4352,3,4.761719,204.75,186.582,511.0352,0
3116.992,422,58.48564,4352,7,4.761719,204.75,185.6562,511.9609,0
3116.992,422,59.48718,4352,9,4.761719,204.75,183.0859,514.5312,0
3116.992,422,55.94937,4352,4,4.761719,204.75,182.1953,515.4219,0
3116.992,422,60.35354,4352,8,4.761719,204.75,186.1875,511.4297,0
3116.992,422,60.5598,4352,7,4.761719,204.75,184.3594,513.2578,0
3116.992,422,58.29146,4352,4,4.761719,204.75,183.4844,514.1328,0
3116.992,422,59.89848,4352,11,4.761719,204.75,188.1484,509.4688,0
3116.992,422,58.85287,4352,10,4.761719,204.75,186.1992,511.418,0
3116.992,423,60.75949,4352,7,4.761719,204.75,184.3398,513.2773,0
3116.992,423,59.45274,4352,10,4.761719,204.75,186.9688,510.6484,0
3116.992,423,60.65163,4352,4,4.761719,204.75,184.4141,513.2031,0
3116.992,423,60.5,4352,5,4.761719,204.75,183.2656,514.3516,0
3116.992,423,59.65347,4352,7,4.761719,204.75,182.8438,514.7734,0
3116.992,423,55.6391,4352,5,4.761719,204.7539,184.9922,512.6211,0
3116.992,423,47.0,4352,9,4.761719,204.7539,183.0898,514.5234,0
3116.992,423,50.74257,4352,5,4.761719,204.7539,182.625,514.9883,0
3116.992,423,60.30928,4352,7,4.761719,204.7539,185.9102,511.7031,0
3116.992,423,63.91753,4352,3,4.761719,204.7539,184.3242,513.2891,0
3116.992,423,60.88083,4352,9,4.761719,204.7539,183.1641,514.4492,0
3116.992,423,63.40206,4352,7,4.761719,204.7539,187.4766,510.1367,0
3116.992,423,63.40206,4352,4,4.761719,204.7539,185.6172,511.9961,0
3116.992,423,61.69666,4352,8,4.769531,204.7461,184.7188,512.8945,0
3116.992,423,61.39896,4352,6,4.769531,204.7539,187.2461,510.3594,0
3116.992,423,59.89717,4352,14,4.769531,204.7539,185.8516,511.7539,0
