object_detection_rpi_mem.committed_Committed_AS,object_detection_rpi_system.active_processes_active,object_detection_rpi_system.cpu_user,object_detection_rpi_system.file_nr_used_used,object_detection_rpi_system.processes_running,object_detection_rpi_system.ram_buffers,object_detection_rpi_system.ram_cached,object_detection_rpi_system.ram_free,object_detection_rpi_system.ram_used,Target
3116.031,426,57.9602,4320,11,3.257812,229.1406,172.2695,502.4609,0
3116.031,426,48.88337,4320,16,3.257812,229.1406,170.4414,504.2891,0
3116.031,426,46.09572,4320,8,3.257812,229.1406,169.7578,504.9727,0
3116.031,426,55.86735,4320,5,3.257812,229.1406,168.1719,506.5586,0
3116.031,426,61.9171,4320,6,3.257812,229.1406,167.29688,507.4336,0
3116.031,426,61.75711,4320,7,3.257812,229.1406,166.14844,508.582,0
3116.031,426,63.80208,4320,10,3.257812,229.1406,164.78516,509.9453,0
3116.031,426,61.9171,4320,5,3.257812,229.1406,165.35938,509.3711,0
3116.031,426,64.2487,4320,8,3.257812,229.1406,166.92188,507.8086,0
3116.031,426,58.94737,4320,4,3.257812,229.1406,166.01953,508.7109,0
3116.031,426,61.22449,4320,11,3.257812,229.1406,169.6289,505.1016,0
3117.234,426,64.94845,4320,4,3.257812,229.1406,169.2422,505.4883,0
3116.031,429,62.2449,4320,12,3.257812,229.1406,173.0547,501.6758,0
3116.406,426,61.59794,4320,7,3.257812,229.1406,171.9609,502.7695,0
3116.031,427,59.53608,4320,14,3.257812,229.1406,171.5234,503.207,0
3116.031,426,60.15424,4320,8,3.257812,229.1406,170.6211,504.1094,0
3116.031,426,61.63683,4320,5,3.257812,229.1406,169.1992,505.5312,0
3116.031,426,62.59542,4320,4,3.257812,229.1406,168.1367,506.5938,0
3116.031,426,63.10433,4320,14,3.257812,229.1406,173.2031,501.5273,0
3116.031,426,59.43878,4320,5,3.257812,229.1406,169.793,504.9375,0
3116.031,426,63.68286,4320,7,3.257812,229.1406,173.6953,501.0352,0
3116.031,426,60.30928,4320,5,3.257812,229.1406,172.3008,502.4297,0
3116.031,425,64.05063,4320,10,3.257812,229.1406,170.4961,504.2344,0
3116.031,425,61.86869,4320,12,3.257812,229.1406,169.8633,504.8672,0
3116.031,425,59.02062,4320,9,3.257812,229.1406,169.2383,505.4922,0
3116.031,425,62.0,4320,7,3.257812,229.1406,167.32422,507.4062,0
3116.031,425,63.47607,4320,8,3.257812,229.1406,166.17578,508.5547,0
3116.031,425,64.39394,4320,6,3.257812,229.1406,165.46484,509.2656,0
3116.031,425,61.36364,4320,11,3.257812,229.1406,168.3008,506.4297,0
3116.031,425,60.59113,4352,10,3.257812,229.1406,167.61719,507.1133,0
3116.031,425,58.31266,4352,9,3.257812,229.1406,167.17969,507.5508,0
3116.031,425,52.75,4352,5,3.257812,229.1406,165.625,509.1055,0
3116.031,425,51.85185,4352,9,3.257812,229.1406,164.76562,509.9648,0
3116.031,425,53.04569,4352,7,3.257812,229.1406,163.58984,511.1406,0
3116.031,425,63.65979,4352,10,3.257812,229.1406,163.91797,510.8125,0
3116.031,425,61.71875,4352,11,3.265625,229.1328,161.32031,513.4102,0
3116.031,425,64.01028,4352,13,3.265625,229.1406,165.26562,509.457,0
3116.031,425,64.3038,4352,8,3.265625,229.1406,173.2148,501.5078,0
3116.031,425,61.45833,4352,10,3.265625,229.1406,171.0,503.7227,0
3116.031,425,61.59794,4352,6,3.265625,229.1406,169.6055,505.1172,0
3116.031,425,62.56545,4352,6,3.265625,229.1406,171.0625,503.6602,0
3116.031,425,60.36269,4352,10,3.265625,229.1406,168.5156,506.207,0
3116.031,425,61.9171,4352,9,3.273438,229.1406,171.7344,502.9805,0
3116.031,425,60.61381,4352,14,3.273438,229.1406,169.875,504.8398,0
3116.031,425,59.38303,4352,14,3.273438,229.1406,167.57812,507.1367,0
3116.031,425,62.5,4352,10,3.273438,229.1406,166.24219,508.4727,0
3116.031,425,64.10256,4352,5,3.273438,229.1406,167.33594,507.3789,0
3116.031,425,66.58228,4352,7,3.273438,229.1406,166.71094,508.0039,0
3116.031,425,61.36364,4352,6,3.273438,229.1406,165.86328,508.8516,0
3116.031,425,61.96474,4352,12,3.273438,229.1406,169.4297,505.2852,0
3116.031,425,59.03308,4352,8,3.273438,229.1406,167.8984,506.8164,0
3116.031,425,60.0,4352,10,3.273438,229.1406,175.4961,499.2188,0
3116.031,425,59.94898,4352,11,3.273438,229.1406,173.4727,501.2422,0
3116.031,425,62.05128,4352,11,3.273438,229.1406,172.543,502.1719,0
3116.031,425,60.5985,4352,8,3.273438,229.1406,171.1602,503.5547,0
3116.031,424,64.98741,4352,11,3.273438,229.1406,170.2031,504.5117,0
3116.031,424,64.73552,4352,11,3.273438,229.1406,168.9453,505.7695,0
3116.031,424,64.41103,4352,6,3.273438,229.1406,167.63672,507.0781,0
3116.031,424,60.0,4352,8,3.289062,229.1406,166.25391,508.4453,0
3116.031,424,56.56566,4352,9,3.289062,229.1406,165.81641,508.8828,0
3116.031,425,59.45946,4352,9,3.289062,229.1406,172.7266,501.9727,0
3116.031,425,57.17822,4352,13,3.289062,229.1406,171.8242,502.875,0
3116.031,425,47.63092,4352,13,3.289062,229.1406,170.707,503.9922,0
3116.031,425,52.5,4320,9,3.289062,229.1406,169.5898,505.1094,0
3116.031,425,58.29016,4352,7,3.289062,229.1406,172.1133,502.5859,0
3116.031,425,63.21244,4352,10,3.289062,229.1406,170.2539,504.4453,0
3116.031,425,62.5974,4352,6,3.289062,229.1406,168.1602,506.5391,0
3116.031,425,64.43299,4352,10,3.289062,229.1406,166.13672,508.5625,0
3116.031,425,61.1399,4352,11,3.289062,229.1523,169.2031,505.4844,0
3116.031,425,63.82429,4352,11,3.289062,229.1523,171.5,503.1875,0
3116.031,425,58.35476,4352,10,3.289062,229.1523,170.1602,504.5273,0
3116.031,426,60.10363,4352,12,3.289062,229.1523,168.9844,505.7031,0
3116.031,426,63.75321,4352,8,3.289062,229.1523,166.63281,508.0547,0
3116.031,426,63.84615,4352,11,3.289062,229.1523,165.51172,509.1758,0
3116.031,426,60.61381,4352,8,3.296875,229.1445,169.9141,504.7734,0
3116.031,426,60.44776,4352,8,3.296875,229.1523,168.6016,506.0781,0
3116.031,426,61.65414,4352,11,3.296875,229.1523,167.51172,507.168,0
3116.031,426,63.38384,4352,11,3.296875,229.1523,171.8047,502.875,0
3116.031,426,62.69036,4352,10,3.296875,229.1523,174.832,499.8477,0
3116.031,426,61.77215,4352,5,3.296875,229.1523,173.1914,501.4883,0
3116.031,426,60.35806,4352,11,3.296875,229.1523,172.043,502.6367,0
3116.031,426,62.02532,4352,4,3.296875,229.1523,171.3594,503.3203,0
3116.031,426,61.42132,4352,4,3.296875,229.1523,169.8008,504.8789,0
3116.031,426,60.91371,4320,3,3.296875,229.1523,167.72266,506.957,0
3116.031,426,62.5,4320,4,3.296875,229.1523,166.02734,508.6523,0
3116.031,426,61.86869,4320,9,3.296875,229.1523,169.7461,504.9336,0
3116.031,426,65.66416,4320,14,3.296875,229.1523,167.9414,506.7383,0
3116.031,426,63.59102,4320,14,3.296875,229.1523,166.35938,508.3203,0
3116.031,426,62.5,4320,6,3.296875,229.25,165.45703,509.125,0
3116.031,426,63.72796,4320,3,3.296875,229.2773,163.87109,510.6836,0
3116.031,426,57.00246,4320,7,3.296875,229.2773,162.53125,512.0234,0
3116.031,426,56.26536,4320,7,3.296875,229.2773,166.20312,508.3516,0
3116.031,426,52.72277,4320,9,3.296875,229.2773,168.6719,505.8828,0
3116.031,426,55.16373,4320,11,3.296875,229.2773,168.2891,506.2656,0
3116.031,426,58.35476,4320,5,3.296875,229.2773,171.3086,503.2461,0
3116.031,426,61.3577,4320,3,3.296875,229.2773,175.1016,499.4531,0
3116.031,426,60.62176,4320,5,3.296875,229.2773,173.0547,501.5,0
3116.031,426,61.39896,4320,5,3.296875,229.2773,171.4688,503.0859,0
3116.031,426,64.0625,4320,11,3.296875,229.2773,169.4297,505.125,0
3116.031,426,59.58549,4320,6,3.296875,229.2773,167.57031,506.9844,0
3116.031,426,62.2108,4320,8,3.296875,229.2773,172.1328,502.4219,0
3116.031,426,62.94416,4320,9,3.296875,229.2773,170.793,503.7617,0
3116.031,426,64.61538,4320,4,3.296875,229.2773,168.9609,505.5938,0
3116.031,426,60.51282,4320,8,3.296875,229.2773,167.62109,506.9336,0
3116.031,426,59.84456,4320,4,3.296875,229.2773,166.53125,508.0234,0
3116.031,426,59.43878,4320,4,3.296875,229.2773,165.6875,508.8672,0
3116.031,426,62.2108,4320,8,3.296875,229.2773,164.01953,510.5352,0
3116.031,426,66.41026,4320,4,3.296875,229.2773,163.09375,511.4609,0
3116.031,426,63.35878,4320,12,3.296875,198.5156,199.7969,505.5195,0
3116.031,426,62.5,4320,4,3.300781,198.4922,198.7852,506.5508,0
3116.031,426,62.53165,4320,6,3.300781,198.4961,202.875,502.457,0
3116.031,426,63.68286,4320,5,3.300781,198.4961,201.2891,504.043,0
3116.031,426,61.73469,4320,7,3.308594,198.4961,199.6758,505.6484,0
3116.031,426,62.46851,4320,8,3.308594,198.4961,203.918,501.4062,0
3116.031,426,64.3038,4320,6,3.308594,198.4961,205.1914,500.1328,0
3116.031,426,63.06533,4320,9,3.308594,198.4961,203.7695,501.5547,0
3116.031,426,62.94416,4320,6,3.308594,198.4961,201.8828,503.4414,0
3116.031,426,60.04963,4320,8,3.316406,198.4883,199.9961,505.3281,0
3116.031,426,63.06533,4320,4,3.316406,198.4961,198.8867,506.4297,0
3116.031,426,59.64912,4320,7,3.316406,198.4961,196.3438,508.9727,0
3116.031,426,60.78431,4320,7,3.316406,198.4961,194.7031,510.6133,0
3116.031,425,58.08824,4320,11,3.316406,198.4961,194.0469,511.2695,0
3116.031,425,54.41176,4320,4,3.316406,198.4961,197.9258,507.3906,0
3116.031,425,49.50739,4320,4,3.316406,198.4961,199.9336,505.3828,0
3116.031,426,58.54271,4320,5,3.316406,198.4961,198.8242,506.4922,0
3116.031,426,62.5974,4352,4,3.316406,198.4961,202.5078,502.8086,0
3116.031,427,63.0491,4352,4,3.316406,198.4961,200.8672,504.4492,0
3116.031,427,63.73057,4352,7,3.316406,198.4961,200.1836,505.1328,0
3116.031,427,61.09661,4352,4,3.316406,198.4961,198.582,506.7344,0
3116.031,427,62.37113,4352,12,3.316406,198.4961,197.4883,507.8281,0
3116.031,427,58.91473,4352,6,3.316406,198.4961,196.8047,508.5117,0
3116.031,427,65.37468,4352,6,3.316406,198.4961,195.6953,509.6211,0
3116.031,427,61.71875,4352,7,3.324219,198.4883,194.7969,510.5195,0
3116.031,427,61.18252,4352,5,3.324219,198.4961,194.1172,511.1914,0
3116.031,427,63.56589,4352,5,3.324219,198.4961,197.8906,507.418,0
3116.031,427,60.50633,4352,12,3.324219,198.4961,197.0352,508.2734,0
3116.031,427,60.71429,4352,10,3.324219,198.4961,200.3008,505.0078,0
3116.031,427,61.32316,4352,9,3.324219,198.4961,199.125,506.1836,0
3116.031,427,63.70558,4352,4,3.324219,198.4961,197.0859,508.2227,0
3116.031,427,64.19437,4352,4,3.324219,198.4961,194.8438,510.4648,0
3116.031,427,65.22843,4352,4,3.324219,198.4961,195.3828,509.9258,0
3116.031,427,60.20408,4352,9,3.324219,198.4961,195.2539,510.0547,0
3116.031,427,60.76923,4352,5,3.324219,198.4961,194.3516,510.957,0
3116.031,427,62.82051,4352,5,3.324219,198.4961,197.875,507.4336,0
3116.031,427,62.7204,4352,5,3.324219,198.4961,201.6289,503.6797,0
3116.031,427,56.34518,4352,10,3.324219,198.4961,199.8242,505.4844,0
3116.031,427,61.05528,4352,12,3.324219,198.4961,198.3789,506.9297,0
3116.031,427,60.35354,4352,6,3.324219,198.4961,197.9141,507.3945,0
3116.031,427,60.10101,4352,9,3.324219,198.4961,196.3008,509.0078,0
3116.031,427,58.69018,4352,4,3.324219,198.4961,199.4688,505.8398,0
3116.031,427,61.7866,4352,7,3.324219,198.4961,197.8945,507.4141,0
3116.031,427,58.62069,4352,9,3.324219,198.4961,196.7188,508.5898,0
3116.031,427,51.85185,4352,9,3.324219,198.4961,195.1094,510.1992,0
3116.031,427,49.01478,4352,8,3.324219,198.4961,199.9961,505.3125,0
3116.031,427,56.59898,4352,8,3.324219,198.5,197.6719,507.6328,0
3116.031,427,59.94832,4352,6,3.324219,198.5,196.2812,509.0234,0
3116.047,427,61.81818,4352,10,3.324219,198.5039,194.7227,510.5781,0
3116.031,427,62.2449,4352,7,3.324219,198.5039,198.9805,506.3203,0
3116.031,427,64.08269,4352,7,3.324219,198.5039,198.0898,507.2109,0
3116.031,427,61.6188,4352,7,3.324219,198.5039,196.6953,508.6055,0
3116.031,427,60.51282,4352,15,3.324219,198.5039,195.1094,510.1914,0
3116.031,427,59.17313,4352,5,3.324219,198.5039,197.3281,507.9727,0
3116.031,427,60.76923,4352,8,3.324219,198.5039,200.082,505.2188,0
3116.031,427,60.82474,4352,9,3.324219,198.5039,203.3711,501.9297,0
3116.031,427,63.93862,4352,7,3.324219,198.5039,201.5391,503.7617,0
3116.031,427,62.12121,4352,9,3.324219,198.5039,199.6523,505.6484,0
3116.031,427,62.98201,4352,6,3.332031,198.5039,198.3125,506.9805,0
3116.031,427,63.52041,4352,9,3.332031,198.5039,197.1914,508.1016,0
3116.031,427,60.95718,4352,6,3.332031,198.5039,196.5195,508.7734,0
3116.031,427,64.79592,4352,5,3.332031,198.5039,195.6445,509.6484,0
3116.031,427,60.0,4352,12,3.332031,198.5039,198.4102,506.8828,0
3116.031,427,60.35354,4352,7,3.332031,198.5039,197.9492,507.3438,0
3116.047,427,61.77215,4352,13,3.332031,198.5039,197.3398,507.9531,0
3116.031,427,64.81013,4352,7,3.332031,198.5039,196.6641,508.6289,0
3116.031,427,62.84987,4352,7,3.332031,198.5039,199.1133,506.1797,0
3116.031,427,60.35354,4352,8,3.332031,198.5039,198.457,506.8359,0
3116.031,427,58.62944,4352,10,3.332031,198.5039,197.8008,507.4922,0
3116.031,427,61.16751,4352,5,3.332031,198.5039,195.4492,509.8438,0
3116.031,427,63.13131,4352,8,3.332031,198.5039,198.6641,506.6289,0
3116.031,427,60.30151,4352,6,3.332031,198.5039,197.5156,507.7773,0
3116.031,427,61.9403,4352,7,3.332031,198.5039,196.6406,508.6523,0
3116.047,427,59.89975,4352,7,3.332031,198.5039,200.5039,504.7891,0
3116.031,427,52.08845,4352,7,3.339844,198.4961,198.4258,506.8672,0
3116.031,427,48.1203,4352,9,3.339844,198.5039,196.8398,508.4453,0
3116.031,427,49.87406,4352,10,3.339844,198.5039,195.7188,509.5664,0
3116.031,427,58.97436,4352,13,3.339844,198.5039,195.0078,510.2773,0
3116.031,427,63.14433,4352,12,3.359375,198.4961,198.9336,506.3398,0
3116.031,427,62.2739,4384,8,3.359375,198.5117,198.0312,507.2266,0
3116.031,427,60.72351,4384,10,3.359375,198.8203,196.9219,508.0273,0
3116.031,427,60.20942,4352,7,3.359375,198.9141,194.2969,510.5586,0
3116.031,427,59.43152,4352,11,3.359375,198.9141,193.8594,510.9961,0
3116.031,427,61.24031,4352,14,3.359375,198.9141,193.4219,511.4336,0
3116.031,427,60.76923,4352,8,3.359375,198.9141,192.3281,512.5273,0
3116.031,427,61.79487,4352,9,3.359375,198.9141,193.3711,511.4844,0
3116.031,427,59.11458,4352,8,3.367188,198.9062,192.7148,512.1406,0
3116.031,427,60.76923,4352,8,3.367188,198.9141,192.2695,512.5781,0
3116.031,427,63.93862,4352,8,3.367188,198.9141,191.5898,513.2578,0
3116.031,427,62.2449,4352,10,3.367188,198.9141,192.7305,512.1172,0
3116.031,427,59.13706,4352,14,3.367188,198.9141,191.3516,513.4961,0
3116.031,427,63.45178,4352,7,3.367188,198.9141,194.9922,509.8555,0
3116.031,427,62.5,4352,8,3.367188,198.9141,195.543,509.3047,0
3116.031,427,64.55696,4352,10,3.367188,198.9141,199.7148,505.1328,0
3116.031,427,63.42711,4352,11,3.367188,198.9141,197.8555,506.9922,0
3116.031,427,59.84848,4352,13,3.375,198.9062,194.6016,510.2461,0
3116.031,427,58.61183,4352,9,3.375,198.9141,197.9102,506.9297,0
3116.031,427,60.6599,4352,7,3.375,198.9141,196.5977,508.2422,0
3116.031,427,60.96939,4352,7,3.375,198.9141,195.9414,508.8984,0
3116.031,427,63.86768,4352,6,3.375,198.9141,198.668,506.1719,0
3116.031,427,63.8404,4352,11,3.375,198.9141,195.3438,509.4961,0
3116.031,427,64.39394,4352,7,3.375,198.9141,196.375,508.4648,0
3116.031,427,61.46096,4352,13,3.375,198.9141,194.9961,509.8438,0
3116.031,427,58.16832,4352,12,3.375,198.9141,197.6875,507.1523,0
3116.031,427,57.07196,4352,6,3.375,198.9141,196.0469,508.793,0
3116.031,427,57.80488,4352,7,3.375,198.9141,196.0273,508.8125,0
3116.031,427,51.12782,4352,4,3.375,198.9141,196.4727,508.3672,0
3116.031,427,58.01527,4352,17,3.375,198.9141,194.5742,510.2656,0
3116.031,427,60.62176,4352,4,3.375,198.9141,197.6094,507.2305,0
3116.031,427,60.51948,4352,6,3.375,198.9141,200.3633,504.4766,0
3116.031,427,61.39896,4352,9,3.375,198.9141,197.5586,507.2812,0
3116.031,427,62.94416,4352,7,3.375,198.9141,195.9688,508.8711,0
3116.031,427,67.09845,4352,7,3.375,198.9141,195.7539,509.0859,0
3116.031,427,61.49871,4352,12,3.375,198.9141,195.125,509.7148,0
3116.031,427,62.46787,4352,8,3.375,198.9141,198.082,506.7578,0
3116.031,427,59.1623,4352,9,3.375,198.9141,200.6289,504.2109,0
3116.031,427,63.14433,4352,3,3.375,198.9141,199.2891,505.5508,0
3116.031,427,60.25641,4352,8,3.375,198.9141,198.3594,506.4805,0
3116.031,427,58.50515,4352,3,3.375,198.9141,197.0195,507.8203,0
3116.031,427,64.81013,4352,5,3.375,198.9141,195.8711,508.9688,0
3116.031,427,60.75949,4352,5,3.375,198.9141,192.6289,512.2109,0
3116.031,427,60.81425,4352,4,3.375,198.9141,191.5352,513.3047,0
3116.031,427,61.51899,4352,3,3.375,198.9141,196.6953,508.1445,0
3116.031,427,63.91753,4352,11,3.375,198.9141,195.5742,509.2656,0
3116.031,427,63.03797,4352,10,3.375,198.9141,199.0469,505.793,0
3116.031,427,60.51282,4352,12,3.375,198.9141,197.1641,507.6758,0
3116.031,427,58.94207,4352,5,3.375,198.9141,196.043,508.7969,0
3116.031,427,61.75,4352,5,3.375,198.9141,195.1992,509.6406,0
3116.031,427,64.07035,4352,4,3.375,198.9141,198.8008,506.0391,0
3116.031,427,62.84987,4352,4,3.375,198.9141,197.8828,506.957,0
3116.031,427,64.32161,4352,6,3.375,198.9141,196.7109,508.1289,0
3116.031,427,62.53165,4352,9,3.375,198.9141,195.3945,509.4453,0
3116.031,427,61.30653,4352,4,3.375,198.9141,194.082,510.7578,0
3116.031,427,60.5,4352,6,3.375,198.9141,197.3125,507.5273,0
3116.031,427,60.64356,4352,4,3.375,198.9141,199.3867,505.4531,0
3116.031,427,48.73737,4352,11,3.390625,198.8945,196.4883,508.3555,0
3116.031,427,50.61425,4352,3,3.390625,198.9141,197.4844,507.3398,0
3116.031,427,60.41131,4352,5,3.390625,198.9141,200.625,504.1992,0
3116.031,427,63.17136,4352,3,3.390625,198.9141,198.793,506.0312,0
3116.031,427,61.85567,4352,7,3.390625,198.9141,197.4805,507.3438,0
3116.031,427,63.73057,4352,3,3.390625,198.9141,200.9219,503.9023,0
3116.031,427,62.2449,4352,6,3.390625,198.9141,198.5977,506.2266,0
3116.031,427,62.98201,4352,4,3.390625,198.9141,198.4062,506.418,0
3116.031,427,65.30612,4352,9,3.390625,198.9141,196.6289,508.1953,0
3116.031,426,63.0491,4352,4,3.398438,198.9141,195.9727,508.8438,0
3116.031,426,63.11688,4352,6,3.398438,198.9141,194.6055,510.2109,0
3116.031,426,61.11111,4352,9,3.414062,198.9141,198.2422,506.5586,0
3116.031,426,64.08269,4352,9,3.414062,198.9297,197.3398,507.4453,0
3116.031,426,61.73469,4352,9,3.414062,198.9297,196.2383,508.5469,0
3116.031,426,62.62626,4352,4,3.414062,198.9297,194.6523,510.1328,0
3116.031,426,63.0102,4352,8,3.414062,198.9297,194.5547,510.2305,0
3116.031,426,62.5,4352,7,3.414062,198.9297,197.7227,507.0625,0
3116.031,426,64.23174,4352,9,3.414062,198.9297,196.1992,508.5859,0
3116.031,426,59.28753,4352,8,3.414062,198.9297,196.5312,508.2539,0
3116.031,426,63.13131,4352,5,3.414062,198.9297,204.8086,499.9766,0
3116.031,426,64.23174,4352,6,3.414062,198.9297,202.6328,502.1523,0
3116.031,426,59.03308,4352,10,3.414062,198.9297,200.7734,504.0117,0
3116.031,426,60.4534,4352,9,3.414062,198.9297,199.1875,505.5977,0
3116.031,426,61.65414,4352,10,3.414062,198.9297,198.5312,506.2539,0
3116.031,426,66.91919,4352,6,3.414062,198.9297,196.8906,507.8945,0
3116.031,426,62.0603,4352,13,3.414062,198.9297,196.0,508.7852,0
3116.031,426,60.15228,4352,4,3.414062,198.9297,195.5078,509.2773,0
3116.031,426,59.89975,4352,5,3.414062,198.9297,194.3867,510.3984,0
3116.031,426,59.85037,4352,9,3.414062,198.9297,193.4336,511.3516,0
3116.031,426,57.31707,4352,10,3.414062,198.9297,197.2305,507.5547,0
3116.031,426,55.28256,4352,8,3.414062,198.9297,195.6211,509.1641,0
3116.031,426,46.82927,4352,8,3.414062,198.9297,201.0703,503.7148,0
3116.031,426,52.05128,4352,5,3.414062,198.9297,197.6016,507.1836,0
3116.031,426,62.17617,4352,5,3.414062,198.9297,196.4531,508.332,0
3116.031,426,60.92545,4352,7,3.414062,198.9297,196.0156,508.7695,0
3116.031,426,65.37468,4352,7,3.414062,198.9297,194.4141,510.3711,0
3116.031,426,61.45833,4352,9,3.414062,198.9297,193.5117,511.2734,0
3116.031,427,62.43655,4352,12,3.414062,198.9297,192.8047,511.9805,0
3116.031,427,58.59375,4352,5,3.414062,198.9297,191.9805,512.8047,0
3116.031,426,61.02564,4352,10,3.414062,198.9297,191.3242,513.4609,0
3116.031,426,67.09184,4352,5,3.414062,198.9297,195.2344,509.5508,0
3116.031,426,60.66838,4352,5,3.414062,198.9297,193.8398,510.9453,0
3116.031,426,59.89717,4352,10,3.414062,198.9297,197.4375,507.3477,0
3116.031,426,63.26531,4352,8,3.414062,198.9297,196.3438,508.4414,0
3116.031,425,62.72494,4352,9,3.414062,198.9297,195.4141,509.3711,0
3116.031,425,58.26972,4352,6,3.421875,198.9297,194.707,510.0703,0
3116.031,425,57.68262,4352,4,3.421875,198.9297,197.9414,506.8359,0
3116.031,425,63.93862,4352,7,3.421875,198.9297,196.3008,508.4766,0
3116.031,425,57.68262,4320,8,3.421875,198.9297,194.6875,510.0898,0
3116.031,425,61.53846,4320,6,3.421875,198.9297,193.543,511.2344,0
3116.031,425,60.95718,4320,10,3.421875,198.9297,191.9297,512.8477,0
3116.031,425,61.11111,4320,6,3.421875,198.9297,199.8906,504.8867,0
3116.031,425,63.95939,4320,4,3.421875,198.9297,197.8945,506.8828,0
3116.031,425,63.03797,4320,8,3.421875,198.9297,196.9961,507.7812,0
3116.031,425,62.87879,4320,13,3.421875,198.9297,199.9414,504.8359,0
3116.031,425,59.14787,4320,10,3.421875,198.9297,197.8477,506.9297,0
3116.031,425,63.0,4320,9,3.421875,198.9297,195.9648,508.8125,0
3116.031,425,62.59542,4320,4,3.421875,198.9297,194.8945,509.8828,0
3116.031,424,60.199,4320,7,3.421875,198.9297,193.5,511.2773,0
3116.031,424,57.3201,4320,15,3.421875,198.9297,192.625,512.1523,0
3116.031,424,56.40394,4320,11,3.421875,198.9297,197.957,506.8203,0
3116.031,424,50.49751,4320,8,3.429688,198.9219,195.1133,509.6641,0
3116.031,424,47.5827,4320,6,3.429688,198.9297,197.5469,507.2227,0
3116.031,424,60.46512,4320,11,3.429688,198.9297,196.4531,508.3164,0
3116.031,424,59.79644,4320,10,3.429688,198.9297,195.7695,509.0,0
3116.031,424,60.71429,4320,12,3.429688,198.9297,194.6484,510.1211,0
3116.031,424,56.92308,4320,10,3.429688,198.9297,193.3086,511.4609,0
3116.031,424,61.77215,4320,9,3.429688,198.9297,192.8711,511.8984,0
3116.031,424,61.61616,4320,7,3.429688,198.9297,192.9531,511.8164,0
3116.031,424,61.92893,4320,9,3.429688,198.9297,198.3789,506.3906,0
3116.031,424,60.35806,4320,14,3.429688,198.9297,196.7109,508.0586,0
3116.031,424,61.57761,4320,10,3.4375,198.9297,195.3438,509.418,0
3116.031,424,66.0,4320,14,3.4375,198.9297,194.9336,509.8281,0
3116.031,424,62.69036,4320,8,3.4375,198.9297,197.6406,507.1211,0
3116.031,424,60.60606,4320,4,3.4375,198.9297,196.0547,508.707,0
3116.031,424,60.85859,4320,11,3.4375,198.9297,195.1641,509.5977,0
3116.031,424,60.35354,4320,10,3.4375,198.9297,198.4883,506.2734,0
3116.031,424,59.75,4352,10,3.4375,198.9297,201.0234,503.7383,0
3116.031,424,56.54321,4352,11,3.4375,198.9297,198.8906,505.8711,0
3116.031,424,55.36585,4352,10,3.445312,198.9219,197.9609,506.8008,0
3116.031,424,53.11721,4352,17,3.445312,198.9297,196.8125,507.9414,0
3116.031,424,60.36269,4352,8,3.445312,198.9297,195.9102,508.8438,0
3116.031,424,62.92428,4352,13,3.445312,198.9297,194.2969,510.457,0
3116.031,424,60.05155,4352,12,3.445312,198.9297,193.3945,511.3594,0
3116.031,424,62.07792,4352,12,3.445312,198.9297,193.0195,511.7344,0
3116.031,424,60.66838,4352,10,3.445312,198.9297,195.8164,508.9375,0
3116.031,424,59.68992,4352,9,3.445312,198.9297,194.9414,509.8125,0
3116.031,424,62.5323,4352,10,3.445312,198.9297,194.5547,510.1992,0
3116.031,424,63.54167,4384,21,3.445312,198.9297,192.5078,512.2461,0
3116.047,424,60.41131,4384,9,3.445312,198.9297,192.3477,512.4062,0
3116.031,424,59.79381,4384,9,3.445312,198.9297,196.8047,507.9492,0
3116.031,424,63.33333,4384,7,3.445312,198.9297,195.832,508.9219,0
3116.031,424,58.62944,4384,10,3.445312,198.9297,193.6719,511.082,0
3116.031,424,63.75321,4352,7,3.445312,198.9297,197.3906,507.3633,0
3116.031,424,63.79747,4352,6,3.445312,198.9297,195.2852,509.4688,0
3116.031,424,62.2449,4352,11,3.445312,198.9297,198.2656,506.4883,0
3116.031,424,61.77215,4352,14,3.445312,198.9297,197.582,507.1719,0
3116.031,424,63.52041,4352,8,3.445312,198.9297,196.9258,507.8281,0
3116.031,424,64.46701,4352,9,3.445312,198.9297,196.0234,508.7305,0
3116.031,424,60.30534,4352,12,3.445312,198.9297,199.4375,505.3164,0
3116.031,424,59.54198,4352,7,3.445312,198.9297,197.3984,507.3555,0
3116.031,424,59.69388,4352,6,3.445312,198.9297,199.6797,505.0742,0
3116.031,424,62.21662,4352,13,3.445312,198.9297,196.8906,507.8633,0
3116.031,424,56.99746,4352,10,3.445312,198.9297,195.2227,509.5312,0
3116.031,424,62.77916,4352,11,3.445312,198.9297,194.1289,510.625,0
3116.031,424,61.15288,4352,12,3.445312,198.9297,192.7773,511.9766,0
3116.031,424,60.84788,4352,7,3.445312,198.9297,191.4414,513.3125,0
3116.031,424,61.5,4352,9,3.445312,198.9297,196.7227,508.0312,0
3116.031,424,55.22388,4352,8,3.445312,198.9297,194.5898,510.1641,0
3116.031,424,51.60494,4352,6,3.445312,198.9297,194.207,510.5469,0
3116.031,424,50.2451,4352,7,3.445312,198.9297,199.4688,505.2852,0
3116.031,424,59.74684,4352,8,3.445312,198.9297,197.3633,507.3906,0
3116.031,424,63.11688,4352,8,3.445312,198.9297,195.7227,509.0312,0
3116.031,424,62.43523,4352,7,3.445312,198.9297,193.918,510.8359,0
3116.031,424,62.46787,4352,5,3.445312,198.9297,197.2969,507.457,0
